traj_id,split,class_name,seq_folder,n_neighbors,n1_id,n1_class,n1_min_dist,n1_mean_dist,n1_overlap_sec,n2_id,n2_class,n2_min_dist,n2_mean_dist,n2_overlap_sec,n3_id,n3_class,n3_min_dist,n3_mean_dist,n3_overlap_sec,n4_id,n4_class,n4_min_dist,n4_mean_dist,n4_overlap_sec,n5_id,n5_class,n5_min_dist,n5_mean_dist,n5_overlap_sec,min_dist_any,mean_dist_all,n_close_encounters,classes_nearby
0473,train,person,0053_20230322_142112,3,000,person,1.496,2.008,20.08,008,motorcycle,13.699,17.201,6.2,004,bicycle,13.936,18.592,14.0,,,,,,,,,,,1.496,9.71,1,"bicycle,motorcycle,person"
0052,train,bicycle,0053_20230322_142112,3,008,motorcycle,9.898,15.191,8.32,000,person,12.617,17.088,16.12,003,person,13.936,18.567,14.0,,,,,,,,,,,9.898,12.15,0,"motorcycle,person"
0474,train,person,0053_20230322_142112,3,000,person,38.915,41.016,14.68,001,person,40.592,42.509,8.6,002,person,42.513,46.709,14.68,,,,,,,,,,,38.915,40.673,0,person
0475,train,motorcycle,0053_20230322_142112,3,001,person,10.602,20.626,9.4,000,person,12.957,22.225,9.4,007,bicycle,18.688,28.36,3.92,,,,,,,,,,,10.602,14.082,0,"bicycle,person"
0476,train,bicycle,0053_20230322_142112,3,001,person,13.118,19.547,8.88,000,person,13.706,20.593,9.16,006,motorcycle,18.688,28.36,3.92,,,,,,,,,,,13.118,15.171,0,"motorcycle,person"
0477,train,motorcycle,0053_20230322_142112,3,004,bicycle,9.898,16.372,8.32,000,person,11.646,14.278,8.48,003,person,13.699,17.201,6.2,,,,,,,,,,,9.898,11.748,0,"bicycle,person"
0478,train,person,0054_20230322_142344,9,001,person,0.148,0.753,49.76,003,person,0.592,8.92,10.72,002,person,10.261,22.937,42.96,006,person,12.438,16.056,23.28,009,person,12.832,15.385,14.32,0.148,15.591,2,"bicycle,motorcycle,person"
0053,train,person,0054_20230322_142344,5,000,person,0.148,0.753,49.76,002,person,10.804,22.929,42.6,006,person,17.235,19.306,4.2,015,motorcycle,18.571,31.024,2.24,008,person,19.915,23.13,23.88,0.148,13.335,1,"motorcycle,person"
0479,train,person,0054_20230322_142344,4,000,person,10.261,22.937,42.96,001,person,10.804,22.929,42.6,015,motorcycle,23.479,25.23,0.64,008,person,30.404,36.344,24.24,,,,,,10.261,18.737,0,"motorcycle,person"
0054,train,person,0054_20230322_142344,8,009,person,0.526,7.461,13.76,000,person,0.618,8.643,10.72,006,person,1.15,8.273,17.72,004,person,1.767,4.122,5.36,007,bicycle,3.184,9.909,28.8,0.526,4.61,4,"bicycle,motorcycle,person"
0480,train,person,0054_20230322_142344,7,005,bicycle,0.629,1.985,32.84,003,person,1.767,3.843,5.36,007,bicycle,2.609,5.795,2.04,012,bicycle,9.592,15.427,9.28,010,bicycle,15.132,27.54,12.92,0.629,8.761,2,"bicycle,person"
0481,train,bicycle,0054_20230322_142344,6,004,person,0.629,1.985,32.84,003,person,2.895,4.612,1.96,012,bicycle,7.345,14.118,9.28,010,bicycle,14.313,27.52,12.92,011,bicycle,15.142,28.814,11.8,0.629,10.149,1,"bicycle,person"
0055,train,person,0054_20230322_142344,6,009,person,0.156,0.757,17.36,003,person,1.15,8.273,17.72,014,motorcycle,7.718,23.141,5.04,000,person,12.687,16.315,23.28,007,bicycle,13.108,26.167,9.32,0.156,8.72,2,"bicycle,motorcycle,person"
0482,train,bicycle,0054_20230322_142344,6,004,person,1.817,5.515,2.04,003,person,3.184,9.914,28.8,006,person,13.108,26.167,9.32,013,bicycle,15.046,16.946,2.2,009,person,24.445,32.654,5.36,1.817,18.337,1,"bicycle,person"
0483,train,person,0054_20230322_142344,3,000,person,19.453,22.936,24.24,001,person,19.915,23.13,23.88,002,person,30.404,36.344,24.24,,,,,,,,,,,19.453,23.257,0,person
0056,train,person,0054_20230322_142344,5,006,person,0.156,0.757,17.36,003,person,0.526,7.461,13.76,014,motorcycle,8.3,23.359,5.04,000,person,12.832,15.385,14.32,007,bicycle,24.445,32.654,5.36,0.156,9.252,2,"bicycle,motorcycle,person"
0484,train,bicycle,0054_20230322_142344,5,011,bicycle,3.664,6.451,10.8,012,bicycle,5.976,30.858,8.76,013,bicycle,6.397,9.879,1.76,005,bicycle,14.313,27.508,12.92,004,person,15.132,27.533,12.92,3.664,9.096,0,"bicycle,person"
0485,train,bicycle,0054_20230322_142344,5,010,bicycle,3.664,6.575,10.8,012,bicycle,7.406,31.343,9.28,013,bicycle,7.869,12.147,2.76,005,bicycle,15.142,28.693,11.8,004,person,15.499,28.814,11.8,3.664,9.916,0,"bicycle,person"
0486,train,bicycle,0054_20230322_142344,5,010,bicycle,5.976,28.18,8.76,005,bicycle,7.07,14.265,9.28,011,bicycle,7.406,31.065,9.28,004,person,9.273,15.648,9.28,013,bicycle,59.572,59.639,2.28,5.976,17.859,0,"bicycle,person"
0487,train,bicycle,0054_20230322_142344,7,010,bicycle,6.397,9.879,1.76,011,bicycle,7.869,12.147,2.76,007,bicycle,15.017,16.748,2.2,004,person,16.1,27.429,9.04,003,person,17.648,22.842,5.52,6.397,20.082,0,"bicycle,person"
0488,train,motorcycle,0054_20230322_142344,4,006,person,7.542,23.056,5.04,009,person,8.3,23.359,5.04,003,person,8.457,30.482,5.04,000,person,16.512,36.269,5.04,,,,,,7.542,10.203,0,person
0489,train,motorcycle,0054_20230322_142344,3,000,person,16.764,29.395,2.24,001,person,18.571,31.024,2.24,002,person,23.479,25.23,0.64,,,,,,,,,,,16.764,19.605,0,person
0490,train,person,0055_20230322_143231,7,003,person,0.777,12.754,28.68,001,person,1.233,19.805,54.08,002,person,1.415,3.875,47.84,004,person,6.605,14.357,25.64,005,bicycle,6.891,15.309,24.76,0.777,9.214,3,"bicycle,person"
0491,train,person,0055_20230322_143231,7,004,person,1.174,23.121,25.36,000,person,1.233,19.805,54.08,002,person,1.435,19.009,47.84,006,person,1.518,9.778,16.04,005,bicycle,17.64,25.175,24.48,1.174,9.812,4,"bicycle,person"
0492,train,person,0055_20230322_143231,7,003,person,0.41,12.983,28.68,000,person,1.415,3.875,47.84,001,person,1.435,19.009,47.84,005,bicycle,5.038,11.841,18.24,004,person,8.728,10.093,19.12,0.41,11.083,3,"bicycle,person"
0493,train,person,0055_20230322_143231,4,002,person,0.41,12.983,28.68,000,person,0.777,12.754,28.68,007,person,2.422,20.576,13.88,001,person,17.769,23.992,28.68,,,,,,0.41,5.345,2,person
0494,train,person,0055_20230322_143231,5,001,person,1.174,23.121,25.36,005,bicycle,2.014,12.242,24.76,000,person,6.605,14.615,25.64,002,person,8.728,10.093,19.12,006,person,31.24,34.807,16.32,1.174,9.952,1,"bicycle,person"
0495,train,bicycle,0055_20230322_143231,5,004,person,2.014,12.576,24.76,002,person,5.038,11.841,18.24,000,person,6.891,15.309,24.76,001,person,17.64,25.175,24.48,006,person,22.409,31.056,16.32,2.014,10.798,0,person
0496,train,person,0055_20230322_143231,5,001,person,1.518,10.081,16.04,005,bicycle,22.409,31.28,16.32,004,person,31.008,34.64,16.32,000,person,32.002,34.996,16.32,002,person,40.614,42.818,9.8,1.518,25.51,1,"bicycle,person"
0497,train,person,0055_20230322_143231,4,003,person,2.422,20.576,13.88,000,person,15.576,25.848,13.88,002,person,19.746,27.6,13.88,001,person,27.913,34.696,13.88,,,,,,2.422,16.414,0,person
0498,train,person,0056_20230322_143922,6,004,person,1.274,15.241,27.36,001,person,1.389,3.569,59.76,002,person,12.337,17.554,19.04,006,motorcycle,15.889,19.705,3.68,003,person,19.228,24.692,30.44,1.274,13.812,2,"motorcycle,person"
0499,train,person,0056_20230322_143922,4,004,person,0.622,14.056,27.36,000,person,1.389,3.646,59.76,002,person,12.669,18.628,24.4,003,person,20.85,22.944,10.76,,,,,,0.622,8.883,2,person
0500,train,person,0056_20230322_143922,3,000,person,12.337,17.554,19.04,001,person,12.669,18.812,24.4,004,person,29.742,34.669,13.12,,,,,,,,,,,12.337,18.249,0,person
0057,train,person,0056_20230322_143922,4,006,motorcycle,3.472,9.768,3.68,005,person,5.551,12.376,9.64,000,person,19.228,24.692,30.44,001,person,20.85,23.205,10.76,,,,,,3.472,12.275,0,"motorcycle,person"
0501,train,person,0056_20230322_143922,3,001,person,0.622,13.962,27.36,000,person,1.274,15.106,27.36,002,person,29.742,34.669,13.12,,,,,,,,,,,0.622,10.546,2,person
0502,train,person,0056_20230322_143922,2,003,person,5.551,12.376,9.64,000,person,32.754,37.967,9.64,,,,,,,,,,,,,,,,5.551,19.152,0,person
0503,train,motorcycle,0056_20230322_143922,2,003,person,3.472,9.798,3.68,000,person,15.889,19.723,3.68,,,,,,,,,,,,,,,,3.472,9.681,0,person
0504,train,person,0057_20230322_144453,6,004,person,0.982,14.423,28.16,003,person,2.518,8.951,32.92,005,motorcycle,11.324,13.75,25.96,007,motorcycle,11.471,22.662,2.84,001,person,18.633,21.011,50.44,0.982,11.976,1,"motorcycle,person"
0505,train,person,0057_20230322_144453,6,002,person,5.588,12.148,21.92,005,motorcycle,7.594,9.396,25.96,007,motorcycle,8.294,21.947,2.84,000,person,18.633,21.011,50.44,003,person,19.578,21.985,32.92,5.588,13.812,0,"motorcycle,person"
0506,train,person,0057_20230322_144453,6,006,person,0.454,0.666,8.92,001,person,5.588,12.325,21.92,005,motorcycle,12.887,22.212,16.04,000,person,26.928,31.531,23.52,004,person,28.483,36.847,16.0,0.454,20.105,1,"motorcycle,person"
0507,train,person,0057_20230322_144453,6,000,person,2.518,8.951,32.92,005,motorcycle,12.904,17.525,14.32,007,motorcycle,18.491,30.576,2.84,001,person,19.578,21.985,32.92,004,person,35.037,36.394,16.56,2.518,22.47,0,"motorcycle,person"
0508,train,person,0057_20230322_144453,6,000,person,0.982,14.423,28.16,007,motorcycle,16.431,20.793,2.84,005,motorcycle,17.573,23.656,25.92,001,person,23.182,29.607,28.16,002,person,28.483,36.651,16.0,0.982,20.281,1,"motorcycle,person"
0058,train,motorcycle,0057_20230322_144453,6,007,motorcycle,0.927,1.812,1.88,001,person,7.594,9.396,25.96,000,person,11.324,13.75,25.96,002,person,12.887,22.212,16.04,003,person,12.904,17.347,14.32,0.927,10.535,1,"motorcycle,person"
0059,train,person,0057_20230322_144453,1,002,person,0.454,0.665,8.92,,,,,,,,,,,,,,,,,,,,,0.454,0.454,1,person
0060,train,motorcycle,0057_20230322_144453,5,005,motorcycle,0.499,1.549,1.88,001,person,8.294,21.947,2.84,000,person,11.471,22.662,2.84,003,person,16.215,28.781,2.84,004,person,16.431,22.032,2.84,0.499,10.582,1,"motorcycle,person"
0509,train,person,0058_20230322_144917,7,002,bicycle,1.571,8.769,29.84,005,person,2.001,12.473,23.4,007,motorcycle,18.128,23.347,9.44,001,person,22.75,24.12,16.2,003,person,25.445,26.778,11.68,1.571,17.502,1,"bicycle,motorcycle,person"
0510,train,person,0058_20230322_144917,5,005,person,1.026,9.898,11.64,003,person,2.347,2.949,26.56,004,person,19.747,21.235,25.08,000,person,22.75,24.077,16.2,002,bicycle,28.408,28.861,3.08,1.026,14.856,1,"bicycle,person"
0511,train,bicycle,0058_20230322_144917,5,000,person,1.571,8.769,29.84,005,person,3.302,8.056,14.84,007,motorcycle,19.665,23.729,9.44,006,person,24.213,28.538,23.36,001,person,28.408,28.861,3.08,1.571,15.432,1,"motorcycle,person"
0512,train,person,0058_20230322_144917,4,005,person,1.014,5.802,7.12,001,person,2.347,2.949,26.56,004,person,20.322,22.337,25.08,000,person,25.445,26.714,11.68,,,,,,1.014,12.282,1,person
0513,train,person,0058_20230322_144917,4,001,person,19.747,21.235,25.08,005,person,20.264,23.111,5.64,003,person,20.322,22.337,25.08,000,person,26.561,31.508,10.2,,,,,,19.747,21.724,0,person
0514,train,person,0058_20230322_144917,7,003,person,1.014,5.802,7.12,001,person,1.026,10.35,11.64,000,person,2.001,12.906,23.4,002,bicycle,3.302,7.75,14.84,004,person,19.94,22.9,5.64,1.014,11.956,2,"bicycle,motorcycle,person"
0515,train,person,0058_20230322_144917,4,007,motorcycle,7.893,17.708,9.44,002,bicycle,24.213,28.538,23.36,005,person,24.523,33.06,8.88,000,person,26.056,32.189,23.36,,,,,,7.893,20.671,0,"bicycle,motorcycle,person"
0516,train,motorcycle,0058_20230322_144917,4,006,person,7.893,17.633,9.44,000,person,18.128,23.347,9.44,002,bicycle,19.665,23.907,9.44,005,person,31.282,31.578,5.56,,,,,,7.893,19.242,0,"bicycle,person"
0061,train,bicycle,0059_20230322_145137,4,001,person,1.38,17.731,65.24,002,person,2.244,18.369,65.24,003,person,2.592,19.253,64.16,004,motorcycle,16.302,21.545,4.32,,,,,,1.38,5.63,1,"motorcycle,person"
0517,train,person,0059_20230322_145137,4,003,person,1.018,2.264,64.16,000,bicycle,1.38,17.731,65.24,004,motorcycle,2.648,15.951,4.32,002,person,2.906,3.824,65.24,,,,,,1.018,1.988,2,"bicycle,motorcycle,person"
0518,train,person,0059_20230322_145137,4,003,person,1.221,2.506,64.16,000,bicycle,2.244,18.369,65.24,001,person,2.906,3.824,65.24,004,motorcycle,3.541,14.073,4.32,,,,,,1.221,2.478,1,"bicycle,motorcycle,person"
0519,train,person,0059_20230322_145137,4,001,person,1.018,2.264,64.16,002,person,1.221,2.506,64.16,000,bicycle,2.592,19.253,64.16,004,motorcycle,4.886,15.718,4.32,,,,,,1.018,2.429,2,"bicycle,motorcycle,person"
0520,train,motorcycle,0059_20230322_145137,4,001,person,2.648,15.951,4.32,002,person,3.541,14.073,4.32,003,person,4.886,15.718,4.32,000,bicycle,16.302,21.545,4.32,,,,,,2.648,6.844,0,"bicycle,person"
0521,train,person,0060_20230322_145409,7,002,person,0.714,12.05,36.4,006,motorcycle,6.412,23.145,7.2,005,motorcycle,7.497,21.232,7.56,003,person,11.661,18.175,22.56,004,person,13.034,18.306,21.76,0.714,10.298,1,"bicycle,motorcycle,person"
0522,train,bicycle,0060_20230322_145409,6,002,person,11.968,22.558,36.4,000,person,15.05,16.556,54.0,003,person,24.884,32.392,17.96,004,person,26.449,33.402,17.16,006,motorcycle,29.635,31.319,0.72,11.968,23.754,0,"motorcycle,person"
0523,train,person,0060_20230322_145409,4,000,person,0.703,12.119,36.4,003,person,1.404,11.238,17.92,004,person,1.77,10.866,17.12,001,bicycle,11.968,22.99,36.4,,,,,,0.703,3.961,3,"bicycle,person"
0062,train,person,0060_20230322_145409,4,004,person,1.309,1.952,21.76,002,person,1.404,11.174,17.92,000,person,11.661,18.175,22.56,001,bicycle,24.884,31.954,17.96,,,,,,1.309,9.815,2,"bicycle,person"
0524,train,person,0060_20230322_145409,4,003,person,1.309,1.952,21.76,002,person,1.77,10.825,17.12,000,person,13.034,18.306,21.76,001,bicycle,26.449,32.992,17.16,,,,,,1.309,10.641,2,"bicycle,person"
0525,train,motorcycle,0060_20230322_145409,4,006,motorcycle,2.972,3.806,6.84,000,person,7.497,21.232,7.56,007,bicycle,18.831,21.928,3.64,001,bicycle,34.54,34.54,0.36,,,,,,2.972,15.96,0,"bicycle,motorcycle,person"
0526,train,motorcycle,0060_20230322_145409,4,005,motorcycle,1.598,3.683,6.84,000,person,6.412,22.3,7.2,007,bicycle,17.97,20.843,2.92,001,bicycle,33.003,34.692,0.72,,,,,,1.598,14.746,1,"bicycle,motorcycle,person"
0527,train,bicycle,0060_20230322_145409,3,000,person,17.716,18.307,3.96,006,motorcycle,18.481,21.253,2.92,005,motorcycle,18.924,22.272,3.64,,,,,,,,,,,17.716,18.374,0,"motorcycle,person"
0528,train,person,0061_20230322_150124,4,001,person,0.314,0.54,78.08,003,bicycle,18.839,26.983,19.36,002,person,27.496,30.6,24.68,004,bicycle,48.615,57.678,3.72,,,,,,0.314,23.816,1,"bicycle,person"
0529,train,person,0061_20230322_150124,4,000,person,0.314,0.545,78.08,003,bicycle,19.335,27.167,19.36,002,person,27.246,30.646,22.6,004,bicycle,57.076,61.26,1.64,,,,,,0.314,25.993,1,"bicycle,person"
0530,train,person,0061_20230322_150124,3,004,bicycle,15.949,21.524,12.92,001,person,27.246,30.702,22.6,000,person,27.496,30.6,24.68,,,,,,,,,,,15.949,23.564,0,"bicycle,person"
0531,train,bicycle,0061_20230322_150124,2,000,person,18.839,26.983,19.36,001,person,19.335,27.178,19.36,,,,,,,,,,,,,,,,18.839,19.087,0,person
0532,train,bicycle,0061_20230322_150124,3,002,person,15.949,21.524,12.92,000,person,48.615,57.678,3.72,001,person,58.993,62.306,1.64,,,,,,,,,,,15.949,41.186,0,person
0533,train,person,0062_20230322_150445,7,002,bicycle,4.041,15.334,9.96,005,bicycle,6.692,15.315,11.4,007,motorcycle,16.711,20.903,4.64,006,motorcycle,17.156,20.233,3.84,004,bicycle,18.112,22.68,12.52,4.041,19.371,0,"bicycle,motorcycle,person"
0534,train,person,0062_20230322_150445,2,005,bicycle,15.132,29.569,11.4,000,person,23.645,30.231,26.92,,,,,,,,,,,,,,,,15.132,19.389,0,"bicycle,person"
0535,train,bicycle,0062_20230322_150445,4,000,person,4.041,15.334,9.96,007,motorcycle,14.579,22.049,6.12,006,motorcycle,14.872,21.544,6.6,003,bicycle,23.203,30.107,16.32,,,,,,4.041,14.174,0,"bicycle,motorcycle,person"
0063,train,bicycle,0062_20230322_150445,4,006,motorcycle,10.378,20.804,3.08,007,motorcycle,13.994,19.069,1.8,002,bicycle,23.203,30.107,16.32,000,person,49.242,49.242,0.32,,,,,,10.378,24.204,0,"bicycle,motorcycle,person"
0536,train,bicycle,0062_20230322_150445,1,000,person,18.112,22.68,12.52,,,,,,,,,,,,,,,,,,,,,18.112,18.112,0,person
0537,train,bicycle,0062_20230322_150445,2,000,person,6.692,15.315,11.4,001,person,15.018,29.068,11.4,,,,,,,,,,,,,,,,6.692,10.855,0,person
0538,train,motorcycle,0062_20230322_150445,4,007,motorcycle,7.214,7.774,5.32,003,bicycle,8.115,19.218,3.08,002,bicycle,14.872,22.06,6.6,000,person,17.156,20.233,3.84,,,,,,7.214,11.839,0,"bicycle,motorcycle,person"
0539,train,motorcycle,0062_20230322_150445,4,006,motorcycle,6.696,7.697,5.32,003,bicycle,11.243,17.504,1.8,002,bicycle,14.579,22.543,6.12,000,person,16.711,20.903,4.64,,,,,,6.696,12.307,0,"bicycle,motorcycle,person"
0540,train,bicycle,0063_20230322_150830,13,008,bicycle,0.415,2.161,27.92,005,bicycle,1.046,1.185,34.68,006,person,1.093,20.358,32.72,004,person,1.127,17.657,29.32,012,bicycle,1.17,3.735,10.56,0.415,9.089,6,"bicycle,person"
0541,train,person,0063_20230322_150830,12,008,bicycle,0.995,3.995,27.92,005,bicycle,1.093,1.419,34.68,012,bicycle,1.43,3.568,10.56,000,bicycle,1.556,3.824,95.76,004,person,2.488,17.043,32.04,0.995,6.064,4,"bicycle,person"
0064,train,bicycle,0063_20230322_150830,12,003,bicycle,0.289,0.605,63.76,009,bicycle,0.338,4.074,12.04,000,bicycle,4.217,9.473,79.24,008,bicycle,5.267,13.153,27.92,001,person,5.473,11.817,79.68,0.289,10.84,2,"bicycle,person"
0542,train,bicycle,0063_20230322_150830,12,002,bicycle,0.289,0.605,63.76,009,bicycle,0.851,4.002,12.56,000,bicycle,4.404,10.337,63.32,008,bicycle,5.175,12.662,27.92,001,person,5.513,12.903,64.28,0.289,10.71,2,"bicycle,person"
0065,train,person,0063_20230322_150830,11,006,person,0.044,0.484,22.16,011,person,0.532,1.175,10.0,000,bicycle,1.127,17.696,29.32,013,bicycle,1.393,2.078,5.44,010,bicycle,2.237,5.174,12.16,0.044,6.274,4,"bicycle,person"
0543,train,bicycle,0063_20230322_150830,4,000,bicycle,1.046,1.184,34.68,001,person,1.093,1.419,34.68,002,bicycle,5.662,5.846,27.32,003,bicycle,6.063,6.104,11.4,,,,,,1.046,3.466,2,"bicycle,person"
0544,train,person,0063_20230322_150830,8,004,person,0.044,0.482,22.16,000,bicycle,1.093,20.358,32.72,001,person,2.512,19.891,32.72,012,bicycle,3.23,10.544,5.16,003,bicycle,13.852,29.995,32.72,0.044,8.783,2,"bicycle,person"
0545,train,person,0063_20230322_150830,1,000,bicycle,30.858,31.818,5.88,,,,,,,,,,,,,,,,,,,,,30.858,30.858,0,bicycle
0546,train,bicycle,0063_20230322_150830,6,000,bicycle,0.415,2.166,27.92,001,person,0.995,3.995,27.92,003,bicycle,5.175,12.662,27.92,002,bicycle,5.274,13.15,27.92,004,person,18.583,19.094,16.2,0.415,8.173,2,"bicycle,person"
0547,train,bicycle,0063_20230322_150830,10,002,bicycle,0.338,3.956,12.04,003,bicycle,0.851,3.908,12.56,001,person,13.423,16.664,14.32,000,bicycle,13.665,16.342,11.6,013,bicycle,13.874,17.128,5.44,0.338,13.506,2,"bicycle,person"
0548,train,bicycle,0063_20230322_150830,9,004,person,2.237,5.374,12.16,011,person,3.077,4.806,10.84,013,bicycle,4.87,8.392,3.2,001,person,18.088,21.967,7.52,012,bicycle,20.015,24.869,3.04,2.237,17.219,0,"bicycle,person"
0549,train,person,0063_20230322_150830,9,004,person,0.532,1.154,10.0,013,bicycle,1.088,1.126,1.04,010,bicycle,3.077,4.872,10.84,001,person,17.033,25.348,5.36,009,bicycle,20.744,37.614,6.96,0.532,16.064,2,"bicycle,person"
0550,train,bicycle,0063_20230322_150830,10,000,bicycle,1.17,3.735,10.56,001,person,1.43,3.568,10.56,013,bicycle,2.649,13.447,5.28,004,person,2.69,12.531,10.56,006,person,3.23,10.544,5.16,1.17,9.666,2,"bicycle,person"
0551,train,bicycle,0063_20230322_150830,9,011,person,1.088,1.126,1.04,004,person,1.393,2.078,5.44,012,bicycle,2.649,12.679,5.28,001,person,2.931,10.498,5.44,000,bicycle,3.45,16.003,5.44,1.088,6.238,2,"bicycle,person"
0552,train,person,0064_20230322_151516,2,004,person,0.896,13.779,16.88,002,person,1.362,20.606,24.2,,,,,,,,,,,,,,,,0.896,1.129,2,person
0553,train,person,0064_20230322_151516,2,002,person,23.712,24.202,5.24,003,person,36.634,41.125,14.84,,,,,,,,,,,,,,,,23.712,30.173,0,person
0554,train,person,0064_20230322_151516,3,004,person,0.465,0.597,16.88,000,person,1.362,20.606,24.2,001,person,23.712,24.142,5.24,,,,,,,,,,,0.465,8.513,2,person
0555,train,person,0064_20230322_151516,1,001,person,36.634,41.012,14.84,,,,,,,,,,,,,,,,,,,,,36.634,36.634,0,person
0556,train,person,0064_20230322_151516,2,002,person,0.465,0.598,16.88,000,person,0.896,13.851,16.88,,,,,,,,,,,,,,,,0.465,0.68,2,person
0557,train,person,0065_20230322_152002,2,004,motorcycle,8.244,14.121,5.76,003,bicycle,33.002,34.63,1.04,,,,,,,,,,,,,,,,8.244,20.623,0,"bicycle,motorcycle"
0558,train,bicycle,0065_20230322_152002,3,002,bicycle,0.576,1.506,11.88,005,motorcycle,4.66,9.739,3.52,003,bicycle,54.01,54.01,0.36,,,,,,,,,,,0.576,19.749,1,"bicycle,motorcycle"
0559,train,bicycle,0065_20230322_152002,3,001,bicycle,0.576,1.506,11.88,005,motorcycle,4.264,9.535,3.52,003,bicycle,51.602,51.602,0.36,,,,,,,,,,,0.576,18.814,1,"bicycle,motorcycle"
0560,train,bicycle,0065_20230322_152002,3,000,person,33.002,34.63,1.04,002,bicycle,51.602,51.602,0.36,001,bicycle,54.01,54.01,0.36,,,,,,,,,,,33.002,46.205,0,"bicycle,person"
0561,train,motorcycle,0065_20230322_152002,1,000,person,8.244,14.121,5.76,,,,,,,,,,,,,,,,,,,,,8.244,8.244,0,person
0562,train,motorcycle,0065_20230322_152002,2,002,bicycle,4.264,9.535,3.52,001,bicycle,4.66,9.739,3.52,,,,,,,,,,,,,,,,4.264,4.462,0,bicycle
0563,train,person,0066_20230523_092801,2,002,person,1.233,1.483,28.56,001,person,1.599,2.243,30.28,,,,,,,,,,,,,,,,1.233,1.416,2,person
0564,train,person,0066_20230523_092801,2,002,person,0.8,1.687,28.56,000,person,1.599,2.243,30.28,,,,,,,,,,,,,,,,0.8,1.2,2,person
0066,train,person,0066_20230523_092801,2,001,person,0.8,1.694,28.56,000,person,1.233,1.484,28.56,,,,,,,,,,,,,,,,0.8,1.017,2,person
0565,train,person,0067_20230824_110228,3,001,person,1.074,11.806,29.72,003,motorcycle,6.826,23.094,3.76,002,person,14.181,21.187,27.08,,,,,,,,,,,1.074,7.36,1,"motorcycle,person"
0566,train,person,0067_20230824_110228,2,000,person,1.074,11.832,29.72,003,motorcycle,4.011,12.84,3.88,,,,,,,,,,,,,,,,1.074,2.542,1,"motorcycle,person"
0567,train,person,0067_20230824_110228,1,000,person,14.181,21.459,27.08,,,,,,,,,,,,,,,,,,,,,14.181,14.181,0,person
0067,train,motorcycle,0067_20230824_110228,2,001,person,4.011,12.84,3.88,000,person,6.826,25.162,3.76,,,,,,,,,,,,,,,,4.011,5.418,0,person
0568,train,person,0068_20230824_114312,4,002,bicycle,0.549,8.245,13.52,001,bicycle,3.023,7.958,18.28,004,motorcycle,5.683,9.628,2.64,003,motorcycle,7.482,14.515,4.32,,,,,,0.549,4.184,1,"bicycle,motorcycle"
0569,train,bicycle,0068_20230824_114312,3,002,bicycle,1.816,3.383,12.4,000,person,3.023,7.958,18.28,003,motorcycle,3.322,9.417,4.32,,,,,,,,,,,1.816,2.72,1,"bicycle,motorcycle,person"
0570,train,bicycle,0068_20230824_114312,3,000,person,0.549,8.245,13.52,001,bicycle,1.816,3.412,12.4,003,motorcycle,4.608,12.107,4.32,,,,,,,,,,,0.549,2.324,2,"bicycle,motorcycle,person"
0571,train,motorcycle,0068_20230824_114312,3,001,bicycle,3.322,9.417,4.32,002,bicycle,4.608,11.202,4.32,000,person,7.482,14.515,4.32,,,,,,,,,,,3.322,5.137,0,"bicycle,person"
0572,train,motorcycle,0068_20230824_114312,2,000,person,5.683,10.268,2.64,002,bicycle,36.422,36.422,0.08,,,,,,,,,,,,,,,,5.683,21.052,0,"bicycle,person"
0068,train,person,0069_20230824_114554,5,002,person,0.517,17.673,23.44,001,person,4.355,18.753,40.56,003,person,10.778,13.413,11.16,005,motorcycle,11.758,24.29,4.08,004,bicycle,14.68,22.331,9.4,0.517,8.418,1,"bicycle,motorcycle,person"
0573,train,person,0069_20230824_114554,5,000,person,4.355,18.753,40.56,004,bicycle,8.5,9.481,9.4,003,person,10.754,14.892,11.16,005,motorcycle,19.024,24.42,4.08,002,person,35.08,40.181,20.24,4.355,15.543,0,"bicycle,motorcycle,person"
0574,train,person,0069_20230824_114554,4,000,person,0.517,17.673,23.44,001,person,35.08,40.181,20.24,004,bicycle,43.448,47.732,9.4,003,person,51.467,53.866,4.0,,,,,,0.517,32.628,1,"bicycle,person"
0575,train,person,0069_20230824_114554,4,004,bicycle,0.682,1.197,2.16,001,person,10.754,14.892,11.16,000,person,10.778,13.413,11.16,002,person,51.467,53.99,4.0,,,,,,0.682,18.42,1,"bicycle,person"
0576,train,bicycle,0069_20230824_114554,4,003,person,0.682,1.16,2.16,001,person,8.52,9.46,9.4,000,person,14.68,22.708,9.4,002,person,43.259,47.457,9.4,,,,,,0.682,16.785,1,person
0577,train,motorcycle,0069_20230824_114554,2,000,person,11.758,24.29,4.08,001,person,19.024,24.42,4.08,,,,,,,,,,,,,,,,11.758,15.391,0,person
0578,train,person,0070_20230824_115509,5,002,bicycle,3.952,17.14,15.28,003,motorcycle,5.212,14.162,9.76,004,bicycle,10.031,19.588,6.48,005,motorcycle,16.137,28.28,4.64,001,person,30.99,31.527,4.48,3.952,13.264,0,"bicycle,motorcycle,person"
0579,train,person,0070_20230824_115509,2,000,person,30.99,31.493,4.48,005,motorcycle,41.891,45.664,1.08,,,,,,,,,,,,,,,,30.99,36.441,0,"motorcycle,person"
