traj_id,split,class_name,seq_folder,n_coexisting_agents,coexisting_classes,min_dist_overall,n_frames_below_3m,n_close_agents,n1_traj_id,n1_class,n1_common_timestamps,n1_frames_below_3m,n1_min_dist,n1_mean_dist,n1_overlap_sec,n2_traj_id,n2_class,n2_common_timestamps,n2_frames_below_3m,n2_min_dist,n2_mean_dist,n2_overlap_sec,n3_traj_id,n3_class,n3_common_timestamps,n3_frames_below_3m,n3_min_dist,n3_mean_dist,n3_overlap_sec,n4_traj_id,n4_class,n4_common_timestamps,n4_frames_below_3m,n4_min_dist,n4_mean_dist,n4_overlap_sec,n5_traj_id,n5_class,n5_common_timestamps,n5_frames_below_3m,n5_min_dist,n5_mean_dist,n5_overlap_sec
0508,train,person,0057_20230322_144453,1,person,35.037,0,0,0507,person,42,0,35.037,36.394,16.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0058,train,motorcycle,0057_20230322_144453,1,person,12.887,0,0,0506,person,41,0,12.887,22.212,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0059,train,person,0057_20230322_144453,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0060,train,motorcycle,0057_20230322_144453,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0509,train,person,0058_20230322_144917,1,motorcycle,18.128,0,0,0516,motorcycle,24,0,18.128,23.347,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0510,train,person,0058_20230322_144917,3,"bicycle,person",2.347,25,1,0512,person,67,25,2.347,2.949,26.56,0513,person,63,0,19.747,21.235,25.08,0511,bicycle,8,0,28.408,28.861,3.08,,,,,,,,,,,,,,
0511,train,bicycle,0058_20230322_144917,1,person,28.408,0,0,0510,person,8,0,28.408,28.861,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0512,train,person,0058_20230322_144917,2,person,2.347,25,1,0510,person,67,25,2.347,2.949,26.56,0513,person,63,0,20.322,22.337,25.08,,,,,,,,,,,,,,,,,,,,,
0513,train,person,0058_20230322_144917,2,person,19.747,0,0,0510,person,63,0,19.747,21.235,25.08,0512,person,63,0,20.322,22.337,25.08,,,,,,,,,,,,,,,,,,,,,
0514,train,person,0058_20230322_144917,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0515,train,person,0058_20230322_144917,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0516,train,motorcycle,0058_20230322_144917,1,person,18.128,0,0,0509,person,24,0,18.128,23.347,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0061,train,bicycle,0059_20230322_145137,3,person,1.38,10,3,0517,person,164,4,1.38,17.731,65.24,0518,person,164,4,2.244,18.369,65.24,0519,person,161,2,2.592,19.253,64.16,,,,,,,,,,,,,,
0517,train,person,0059_20230322_145137,3,"bicycle,person",1.018,245,3,0519,person,161,161,1.018,2.264,64.16,0061,bicycle,164,4,1.38,17.731,65.24,0518,person,164,80,2.906,3.824,65.24,,,,,,,,,,,,,,
0518,train,person,0059_20230322_145137,3,"bicycle,person",1.221,214,3,0519,person,161,130,1.221,2.506,64.16,0061,bicycle,164,4,2.244,18.369,65.24,0517,person,164,80,2.906,3.824,65.24,,,,,,,,,,,,,,
0519,train,person,0059_20230322_145137,3,"bicycle,person",1.018,293,3,0517,person,161,161,1.018,2.264,64.16,0518,person,161,130,1.221,2.506,64.16,0061,bicycle,161,2,2.592,19.253,64.16,,,,,,,,,,,,,,
0520,train,motorcycle,0059_20230322_145137,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0521,train,person,0060_20230322_145409,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0522,train,bicycle,0060_20230322_145409,1,motorcycle,34.54,0,0,0525,motorcycle,1,0,34.54,34.54,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0523,train,person,0060_20230322_145409,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0062,train,person,0060_20230322_145409,1,person,1.309,49,1,0524,person,55,49,1.309,1.952,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0524,train,person,0060_20230322_145409,1,person,1.309,49,1,0062,person,55,49,1.309,1.952,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0525,train,motorcycle,0060_20230322_145409,1,bicycle,34.54,0,0,0522,bicycle,1,0,34.54,34.54,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0526,train,motorcycle,0060_20230322_145409,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0527,train,bicycle,0060_20230322_145409,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0528,train,person,0061_20230322_150124,2,"bicycle,person",27.496,0,0,0530,person,62,0,27.496,30.6,24.68,0532,bicycle,10,0,48.615,57.678,3.72,,,,,,,,,,,,,,,,,,,,,
0529,train,person,0061_20230322_150124,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0530,train,person,0061_20230322_150124,2,"bicycle,person",15.949,0,0,0532,bicycle,33,0,15.949,21.524,12.92,0528,person,62,0,27.496,30.6,24.68,,,,,,,,,,,,,,,,,,,,,
0531,train,bicycle,0061_20230322_150124,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0532,train,bicycle,0061_20230322_150124,2,person,15.949,0,0,0530,person,33,0,15.949,21.524,12.92,0528,person,10,0,48.615,57.678,3.72,,,,,,,,,,,,,,,,,,,,,
0533,train,person,0062_20230322_150445,3,bicycle,4.041,0,0,0535,bicycle,25,0,4.041,15.334,9.96,0536,bicycle,32,0,18.112,22.68,12.52,0063,bicycle,1,0,49.242,49.242,0.32,,,,,,,,,,,,,,
0534,train,person,0062_20230322_150445,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0535,train,bicycle,0062_20230322_150445,2,"bicycle,person",4.041,0,0,0533,person,25,0,4.041,15.334,9.96,0063,bicycle,41,0,23.203,30.107,16.32,,,,,,,,,,,,,,,,,,,,,
0063,train,bicycle,0062_20230322_150445,2,"bicycle,person",23.203,0,0,0535,bicycle,41,0,23.203,30.107,16.32,0533,person,1,0,49.242,49.242,0.32,,,,,,,,,,,,,,,,,,,,,
0536,train,bicycle,0062_20230322_150445,1,person,18.112,0,0,0533,person,32,0,18.112,22.68,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0537,train,bicycle,0062_20230322_150445,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0538,train,motorcycle,0062_20230322_150445,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0539,train,motorcycle,0062_20230322_150445,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0540,train,bicycle,0063_20230322_150830,1,person,1.093,4,1,0544,person,82,4,1.093,20.358,32.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0541,train,person,0063_20230322_150830,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0064,train,bicycle,0063_20230322_150830,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0542,train,bicycle,0063_20230322_150830,1,person,12.502,0,0,0065,person,76,0,12.502,26.762,30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0065,train,person,0063_20230322_150830,1,bicycle,12.502,0,0,0542,bicycle,76,0,12.502,26.762,30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0543,train,bicycle,0063_20230322_150830,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0544,train,person,0063_20230322_150830,1,bicycle,1.093,4,1,0540,bicycle,82,4,1.093,20.358,32.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0545,train,person,0063_20230322_150830,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0546,train,bicycle,0063_20230322_150830,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0547,train,bicycle,0063_20230322_150830,1,bicycle,26.066,0,0,0548,bicycle,23,0,26.066,34.085,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0548,train,bicycle,0063_20230322_150830,1,bicycle,26.066,0,0,0547,bicycle,23,0,26.066,34.085,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0549,train,person,0063_20230322_150830,1,bicycle,1.088,3,1,0551,bicycle,3,3,1.088,1.126,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0550,train,bicycle,0063_20230322_150830,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0551,train,bicycle,0063_20230322_150830,1,person,1.088,3,1,0549,person,3,3,1.088,1.126,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0552,train,person,0064_20230322_151516,1,person,1.362,5,1,0554,person,61,5,1.362,20.606,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0553,train,person,0064_20230322_151516,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0554,train,person,0064_20230322_151516,1,person,1.362,5,1,0552,person,61,5,1.362,20.606,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0555,train,person,0064_20230322_151516,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0556,train,person,0064_20230322_151516,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0557,train,person,0065_20230322_152002,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0558,train,bicycle,0065_20230322_152002,1,bicycle,0.576,27,1,0559,bicycle,30,27,0.576,1.506,11.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0559,train,bicycle,0065_20230322_152002,1,bicycle,0.576,27,1,0558,bicycle,30,27,0.576,1.506,11.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0560,train,bicycle,0065_20230322_152002,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0561,train,motorcycle,0065_20230322_152002,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0562,train,motorcycle,0065_20230322_152002,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0563,train,person,0066_20230523_092801,1,person,1.599,76,1,0564,person,76,76,1.599,2.243,30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0564,train,person,0066_20230523_092801,1,person,1.599,76,1,0563,person,76,76,1.599,2.243,30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0066,train,person,0066_20230523_092801,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0565,train,person,0067_20230824_110228,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0566,train,person,0067_20230824_110228,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0567,train,person,0067_20230824_110228,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0067,train,motorcycle,0067_20230824_110228,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0568,train,person,0068_20230824_114312,1,bicycle,3.023,0,0,0569,bicycle,46,0,3.023,7.958,18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0569,train,bicycle,0068_20230824_114312,1,person,3.023,0,0,0568,person,46,0,3.023,7.958,18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0570,train,bicycle,0068_20230824_114312,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0571,train,motorcycle,0068_20230824_114312,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0572,train,motorcycle,0068_20230824_114312,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0068,train,person,0069_20230824_114554,3,"motorcycle,person",0.517,10,1,0574,person,59,10,0.517,17.673,23.44,0573,person,102,0,4.355,18.753,40.56,0577,motorcycle,11,0,11.758,24.29,4.08,,,,,,,,,,,,,,
0573,train,person,0069_20230824_114554,3,"motorcycle,person",4.355,0,0,0068,person,102,0,4.355,18.753,40.56,0577,motorcycle,11,0,19.024,24.42,4.08,0574,person,51,0,35.08,40.181,20.24,,,,,,,,,,,,,,
0574,train,person,0069_20230824_114554,2,person,0.517,10,1,0068,person,59,10,0.517,17.673,23.44,0573,person,51,0,35.08,40.181,20.24,,,,,,,,,,,,,,,,,,,,,
0575,train,person,0069_20230824_114554,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0576,train,bicycle,0069_20230824_114554,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0577,train,motorcycle,0069_20230824_114554,2,person,11.758,0,0,0068,person,11,0,11.758,24.29,4.08,0573,person,11,0,19.024,24.42,4.08,,,,,,,,,,,,,,,,,,,,,
0578,train,person,0070_20230824_115509,1,motorcycle,5.212,0,0,0069,motorcycle,25,0,5.212,14.162,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0579,train,person,0070_20230824_115509,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0580,train,bicycle,0070_20230824_115509,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0069,train,motorcycle,0070_20230824_115509,1,person,5.212,0,0,0578,person,25,0,5.212,14.162,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0581,train,bicycle,0070_20230824_115509,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0582,train,motorcycle,0070_20230824_115509,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0583,train,person,0071_20230824_115734,2,person,1.02,5,1,0585,person,141,5,1.02,19.51,56.0,0070,person,114,0,20.773,28.692,45.44,,,,,,,,,,,,,,,,,,,,,
0584,train,person,0071_20230824_115734,1,motorcycle,14.392,0,0,0587,motorcycle,24,0,14.392,17.242,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0585,train,person,0071_20230824_115734,2,person,1.02,5,1,0583,person,141,5,1.02,19.51,56.0,0070,person,114,0,15.631,16.082,45.44,,,,,,,,,,,,,,,,,,,,,
0070,train,person,0071_20230824_115734,2,person,15.631,0,0,0585,person,114,0,15.631,16.082,45.44,0583,person,114,0,20.773,28.692,45.44,,,,,,,,,,,,,,,,,,,,,
0586,train,bicycle,0071_20230824_115734,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0587,train,motorcycle,0071_20230824_115734,1,person,14.392,0,0,0584,person,24,0,14.392,17.242,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0588,train,person,0072_20230824_120013,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0589,train,person,0072_20230824_120013,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0071,train,scooter,0073_20230824_141155,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0590,train,bicycle,0073_20230824_141155,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0591,train,person,0074_20230824_141451,1,scooter,16.258,0,0,0592,scooter,44,0,16.258,23.484,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0592,train,scooter,0074_20230824_141451,1,person,16.258,0,0,0591,person,44,0,16.258,23.484,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0593,train,bicycle,0074_20230824_141451,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0594,train,motorcycle,0074_20230824_141451,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0595,train,person,0075_20230824_141526,4,person,4.166,0,0,0598,person,81,0,4.166,16.682,32.28,0596,person,100,0,18.881,26.639,39.92,0072,person,44,0,19.485,22.293,17.24,0603,person,12,0,53.23,53.905,4.52,,,,,,,
0596,train,person,0075_20230824_141526,3,person,1.153,4,1,0072,person,44,4,1.153,13.064,17.24,0595,person,100,0,18.881,26.639,39.92,0598,person,81,0,24.331,25.54,32.28,,,,,,,,,,,,,,
0597,train,person,0075_20230824_141526,1,person,22.635,0,0,0599,person,73,0,22.635,23.42,28.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0598,train,person,0075_20230824_141526,3,person,4.166,0,0,0595,person,81,0,4.166,16.682,32.28,0072,person,44,0,21.365,28.502,17.24,0596,person,81,0,24.331,25.54,32.28,,,,,,,,,,,,,,
0599,train,person,0075_20230824_141526,1,person,22.635,0,0,0597,person,73,0,22.635,23.42,28.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0600,train,person,0075_20230824_141526,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0072,train,person,0075_20230824_141526,3,person,1.153,4,1,0596,person,44,4,1.153,13.064,17.24,0595,person,44,0,19.485,22.293,17.24,0598,person,44,0,21.365,28.502,17.24,,,,,,,,,,,,,,
0601,train,scooter,0075_20230824_141526,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602,train,person,0075_20230824_141526,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0603,train,person,0075_20230824_141526,1,person,53.23,0,0,0595,person,12,0,53.23,53.905,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0604,train,bicycle,0075_20230824_141526,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0605,train,motorcycle,0075_20230824_141526,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0606,train,motorcycle,0076_20230824_142330,2,"bicycle,scooter",9.173,0,0,0073,bicycle,42,0,9.173,16.25,16.72,0610,scooter,18,0,23.901,29.892,6.96,,,,,,,,,,,,,,,,,,,,,
0607,train,scooter,0076_20230824_142330,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073,train,bicycle,0076_20230824_142330,2,"motorcycle,scooter",9.173,0,0,0606,motorcycle,42,0,9.173,16.25,16.72,0610,scooter,18,0,14.625,22.515,6.96,,,,,,,,,,,,,,,,,,,,,
0608,train,person,0076_20230824_142330,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0609,train,scooter,0076_20230824_142330,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0610,train,scooter,0076_20230824_142330,2,"bicycle,motorcycle",14.625,0,0,0073,bicycle,18,0,14.625,22.515,6.96,0606,motorcycle,18,0,23.901,29.892,6.96,,,,,,,,,,,,,,,,,,,,,
0611,train,person,0077_20230824_142412,1,person,1.564,10,1,0612,person,108,10,1.564,13.797,42.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0612,train,person,0077_20230824_142412,1,person,1.564,10,1,0611,person,108,10,1.564,13.797,42.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0613,train,person,0077_20230824_142412,1,motorcycle,21.252,0,0,0618,motorcycle,15,0,21.252,27.793,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0614,train,person,0077_20230824_142412,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0074,train,person,0077_20230824_142412,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0615,train,bicycle,0077_20230824_142412,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0616,train,bicycle,0077_20230824_142412,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0617,train,motorcycle,0077_20230824_142412,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0618,train,motorcycle,0077_20230824_142412,1,person,21.252,0,0,0613,person,15,0,21.252,27.793,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619,train,motorcycle,0077_20230824_142412,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0620,train,motorcycle,0077_20230824_142412,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0621,train,motorcycle,0077_20230824_142412,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0622,train,bicycle,0077_20230824_142412,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0623,train,person,0078_20230824_143058,1,person,1.141,5,1,0624,person,151,5,1.141,21.64,60.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0624,train,person,0078_20230824_143058,1,person,1.141,5,1,0623,person,151,5,1.141,21.64,60.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0625,train,bicycle,0078_20230824_143058,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0626,train,motorcycle,0078_20230824_143058,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0627,train,motorcycle,0078_20230824_143058,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0628,train,person,0079_20230824_143252,1,person,20.007,0,0,0638,person,40,0,20.007,20.67,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0629,train,person,0079_20230824_143252,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630,train,person,0079_20230824_143252,1,person,0.641,32,1,0639,person,32,32,0.641,0.961,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0631,train,person,0079_20230824_143252,2,person,1.495,6,1,0634,person,7,6,1.495,2.224,2.56,0635,person,51,0,42.842,43.127,20.08,,,,,,,,,,,,,,,,,,,,,
0632,train,person,0079_20230824_143252,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0633,train,person,0079_20230824_143252,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634,train,person,0079_20230824_143252,1,person,1.495,6,1,0631,person,7,6,1.495,2.224,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0635,train,person,0079_20230824_143252,1,person,42.842,0,0,0631,person,51,0,42.842,43.127,20.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0636,train,person,0079_20230824_143252,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0637,train,bicycle,0079_20230824_143252,1,person,36.158,0,0,0640,person,11,0,36.158,47.231,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0638,train,person,0079_20230824_143252,1,person,20.007,0,0,0628,person,40,0,20.007,20.67,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0639,train,person,0079_20230824_143252,1,person,0.641,32,1,0630,person,32,32,0.641,0.961,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0640,train,person,0079_20230824_143252,1,bicycle,36.158,0,0,0637,bicycle,11,0,36.158,47.231,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0641,train,motorcycle,0079_20230824_143252,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0642,train,motorcycle,0079_20230824_143252,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0643,train,motorcycle,0079_20230824_143252,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0644,train,person,0080_20230824_143512,2,person,0.964,18,2,0645,person,83,8,0.964,14.323,33.08,0646,person,74,10,1.023,11.318,29.24,,,,,,,,,,,,,,,,,,,,,
0645,train,person,0080_20230824_143512,2,person,0.964,8,1,0644,person,83,8,0.964,14.323,33.08,0646,person,74,0,4.144,8.695,29.24,,,,,,,,,,,,,,,,,,,,,
0646,train,person,0080_20230824_143512,2,person,1.023,10,1,0644,person,74,10,1.023,11.318,29.24,0645,person,74,0,4.144,8.695,29.24,,,,,,,,,,,,,,,,,,,,,
0647,train,person,0080_20230824_143512,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0648,train,bicycle,0080_20230824_143512,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0649,train,motorcycle,0080_20230824_143512,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0650,train,person,0081_20230824_143943,1,person,13.092,0,0,0075,person,100,0,13.092,16.673,39.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0651,train,bicycle,0081_20230824_143943,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0075,train,person,0081_20230824_143943,1,person,13.092,0,0,0650,person,100,0,13.092,16.673,39.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0076,train,person,0081_20230824_143943,1,person,21.085,0,0,0652,person,59,0,21.085,23.585,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0652,train,person,0081_20230824_143943,1,person,21.085,0,0,0076,person,59,0,21.085,23.585,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0653,train,scooter,0081_20230824_143943,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0654,train,person,0082_20230824_144648,1,person,39.766,0,0,0655,person,70,0,39.766,41.33,27.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0655,train,person,0082_20230824_144648,1,person,39.766,0,0,0654,person,70,0,39.766,41.33,27.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0656,train,person,0082_20230824_144648,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0657,train,bicycle,0082_20230824_144648,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0658,train,motorcycle,0082_20230824_144648,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0659,train,bicycle,0083_20230824_145206,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0660,train,person,0083_20230824_145206,2,"bicycle,person",0.837,9,1,0662,person,52,9,0.837,9.252,20.56,0664,bicycle,15,0,19.029,23.095,5.92,,,,,,,,,,,,,,,,,,,,,
0661,train,person,0083_20230824_145206,1,scooter,20.747,0,0,0663,scooter,32,0,20.747,24.206,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0662,train,person,0083_20230824_145206,2,"bicycle,person",0.837,9,1,0660,person,52,9,0.837,9.252,20.56,0664,bicycle,15,0,25.305,28.801,5.92,,,,,,,,,,,,,,,,,,,,,
0663,train,scooter,0083_20230824_145206,1,person,20.747,0,0,0661,person,32,0,20.747,24.206,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0664,train,bicycle,0083_20230824_145206,2,person,19.029,0,0,0660,person,15,0,19.029,23.095,5.92,0662,person,15,0,25.305,28.801,5.92,,,,,,,,,,,,,,,,,,,,,
