traj_id,split,class_name,seq_folder,total_interactions,interactions_with_vrus,interactions_with_vehicles,n_vru_coexisting,n_vru_close,min_dist_vru,n_frames_below_3m_vru,vru_classes_nearby,n_vehicle_coexisting,n_vehicle_close,min_dist_vehicle,n_frames_below_3m_veh,closest_agent_id,closest_agent_type,closest_agent_class,closest_agent_dist,closest_agent_common_ts
0558,train,bicycle,0065_20230322_152002,6,1,5,1,1,0.576,27,bicycle,5,1,1.903,5,002,vru,bicycle,0.576,30
0559,train,bicycle,0065_20230322_152002,6,1,5,1,1,0.576,27,bicycle,5,1,1.877,5,001,vru,bicycle,0.576,30
0560,train,bicycle,0065_20230322_152002,3,0,3,0,0,-1,0,,3,0,5.132,0,1018,vehicle,car,5.132,13
0561,train,motorcycle,0065_20230322_152002,1,0,1,0,0,-1,0,,1,0,6.426,0,1041,vehicle,car,6.426,14
0562,train,motorcycle,0065_20230322_152002,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0563,train,person,0066_20230523_092801,3,1,2,1,1,1.599,76,person,2,0,9.246,0,001,vru,person,1.599,76
0564,train,person,0066_20230523_092801,3,1,2,1,1,1.599,76,person,2,0,10.82,0,000,vru,person,1.599,76
0066,train,person,0066_20230523_092801,2,0,2,0,0,-1,0,,2,0,7.127,0,1011,vehicle,car,7.127,15
0565,train,person,0067_20230824_110228,2,0,2,0,0,-1,0,,2,0,14.968,0,1029,vehicle,car,14.968,124
0566,train,person,0067_20230824_110228,2,0,2,0,0,-1,0,,2,0,6.873,0,1003,vehicle,car,6.873,9
0567,train,person,0067_20230824_110228,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0067,train,motorcycle,0067_20230824_110228,3,0,3,0,0,-1,0,,3,1,2.85,2,1006,vehicle,car,2.85,8
0568,train,person,0068_20230824_114312,2,1,1,1,0,3.023,0,bicycle,1,0,3.751,0,001,vru,bicycle,3.023,46
0569,train,bicycle,0068_20230824_114312,2,1,1,1,0,3.023,0,person,1,0,66.357,0,000,vru,person,3.023,46
0570,train,bicycle,0068_20230824_114312,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0571,train,motorcycle,0068_20230824_114312,1,0,1,0,0,-1,0,,1,0,7.645,0,1009,vehicle,car,7.645,11
0572,train,motorcycle,0068_20230824_114312,1,0,1,0,0,-1,0,,1,0,9.782,0,1005,vehicle,car,9.782,4
0068,train,person,0069_20230824_114554,5,3,2,3,1,0.517,10,"motorcycle,person",2,0,9.285,0,002,vru,person,0.517,59
0573,train,person,0069_20230824_114554,5,3,2,3,0,4.355,0,"motorcycle,person",2,0,11.142,0,000,vru,person,4.355,102
0574,train,person,0069_20230824_114554,4,2,2,2,1,0.517,10,person,2,0,22.655,0,000,vru,person,0.517,59
0575,train,person,0069_20230824_114554,2,0,2,0,0,-1,0,,2,0,35.903,0,1003,vehicle,car,35.903,1
0576,train,bicycle,0069_20230824_114554,3,0,3,0,0,-1,0,,3,0,3.496,0,1021,vehicle,car,3.496,24
0577,train,motorcycle,0069_20230824_114554,3,2,1,2,0,11.758,0,person,1,0,3.915,0,1018,vehicle,car,3.915,11
0578,train,person,0070_20230824_115509,2,1,1,1,0,5.212,0,motorcycle,1,0,35.075,0,003,vru,motorcycle,5.212,25
0579,train,person,0070_20230824_115509,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0580,train,bicycle,0070_20230824_115509,1,0,1,0,0,-1,0,,1,0,22.005,0,1021,vehicle,car,22.005,13
0069,train,motorcycle,0070_20230824_115509,1,1,0,1,0,5.212,0,person,0,0,-1,0,000,vru,person,5.212,25
0581,train,bicycle,0070_20230824_115509,3,0,3,0,0,-1,0,,3,0,10.235,0,1017,vehicle,car,10.235,17
0582,train,motorcycle,0070_20230824_115509,1,0,1,0,0,-1,0,,1,0,3.809,0,1002,vehicle,car,3.809,12
0583,train,person,0071_20230824_115734,8,2,6,2,1,1.02,5,person,6,0,6.546,0,002,vru,person,1.02,141
0584,train,person,0071_20230824_115734,2,1,1,1,0,14.392,0,motorcycle,1,0,16.577,0,005,vru,motorcycle,14.392,24
0585,train,person,0071_20230824_115734,5,2,3,2,1,1.02,5,person,3,0,13.355,0,000,vru,person,1.02,141
0070,train,person,0071_20230824_115734,4,2,2,2,0,15.631,0,person,2,0,20.093,0,002,vru,person,15.631,114
0586,train,bicycle,0071_20230824_115734,1,0,1,0,0,-1,0,,1,0,8.366,0,1028,vehicle,car,8.366,42
0587,train,motorcycle,0071_20230824_115734,1,1,0,1,0,14.392,0,person,0,0,-1,0,001,vru,person,14.392,24
0588,train,person,0072_20230824_120013,5,0,5,0,0,-1,0,,5,0,4.793,0,1032,vehicle,car,4.793,25
0589,train,person,0072_20230824_120013,2,0,2,0,0,-1,0,,2,0,13.804,0,1008,vehicle,truck,13.804,11
0071,train,scooter,0073_20230824_141155,1,0,1,0,0,-1,0,,1,0,10.728,0,1007,vehicle,car,10.728,33
0590,train,bicycle,0073_20230824_141155,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0591,train,person,0074_20230824_141451,1,1,0,1,0,16.258,0,scooter,0,0,-1,0,001,vru,scooter,16.258,44
0592,train,scooter,0074_20230824_141451,1,1,0,1,0,16.258,0,person,0,0,-1,0,000,vru,person,16.258,44
0593,train,bicycle,0074_20230824_141451,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0594,train,motorcycle,0074_20230824_141451,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0595,train,person,0075_20230824_141526,10,4,6,4,0,4.166,0,person,6,0,6.326,0,003,vru,person,4.166,81
0596,train,person,0075_20230824_141526,6,3,3,3,1,1.153,4,person,3,0,6.304,0,006,vru,person,1.153,44
0597,train,person,0075_20230824_141526,9,1,8,1,0,22.635,0,person,8,0,3.829,0,1015,vehicle,car,3.829,14
0598,train,person,0075_20230824_141526,6,3,3,3,0,4.166,0,person,3,0,8.48,0,000,vru,person,4.166,81
0599,train,person,0075_20230824_141526,9,1,8,1,0,22.635,0,person,8,0,3.632,0,1027,vehicle,car,3.632,17
0600,train,person,0075_20230824_141526,3,0,3,0,0,-1,0,,3,0,8.166,0,1047,vehicle,car,8.166,11
0072,train,person,0075_20230824_141526,3,3,0,3,1,1.153,4,person,0,0,-1,0,001,vru,person,1.153,44
0601,train,scooter,0075_20230824_141526,2,0,2,0,0,-1,0,,2,0,3.74,0,1009,vehicle,car,3.74,13
0602,train,person,0075_20230824_141526,3,0,3,0,0,-1,0,,3,0,5.91,0,1007,vehicle,car,5.91,13
0603,train,person,0075_20230824_141526,3,1,2,1,0,53.23,0,person,2,0,28.284,0,1061,vehicle,car,28.284,11
0604,train,bicycle,0075_20230824_141526,2,0,2,0,0,-1,0,,2,0,15.087,0,1070,vehicle,car,15.087,8
0605,train,motorcycle,0075_20230824_141526,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0606,train,motorcycle,0076_20230824_142330,2,2,0,2,0,9.173,0,"bicycle,scooter",0,0,-1,0,002,vru,bicycle,9.173,42
0607,train,scooter,0076_20230824_142330,1,0,1,0,0,-1,0,,1,0,9.702,0,1009,vehicle,car,9.702,11
0073,train,bicycle,0076_20230824_142330,2,2,0,2,0,9.173,0,"motorcycle,scooter",0,0,-1,0,000,vru,motorcycle,9.173,42
0608,train,person,0076_20230824_142330,1,0,1,0,0,-1,0,,1,0,13.923,0,1006,vehicle,car,13.923,11
0609,train,scooter,0076_20230824_142330,2,0,2,0,0,-1,0,,2,0,4.789,0,1001,vehicle,car,4.789,7
0610,train,scooter,0076_20230824_142330,2,2,0,2,0,14.625,0,"bicycle,motorcycle",0,0,-1,0,002,vru,bicycle,14.625,18
0611,train,person,0077_20230824_142412,6,1,5,1,1,1.564,10,person,5,0,4.681,0,001,vru,person,1.564,108
0612,train,person,0077_20230824_142412,3,1,2,1,1,1.564,10,person,2,0,6.29,0,000,vru,person,1.564,108
0613,train,person,0077_20230824_142412,5,1,4,1,0,21.252,0,motorcycle,4,0,10.38,0,1037,vehicle,car,10.38,11
0614,train,person,0077_20230824_142412,1,0,1,0,0,-1,0,,1,0,16.403,0,1049,vehicle,car,16.403,10
0074,train,person,0077_20230824_142412,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0615,train,bicycle,0077_20230824_142412,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0616,train,bicycle,0077_20230824_142412,2,0,2,0,0,-1,0,,2,0,5.173,0,1072,vehicle,car,5.173,13
0617,train,motorcycle,0077_20230824_142412,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0618,train,motorcycle,0077_20230824_142412,2,1,1,1,0,21.252,0,person,1,0,31.889,0,002,vru,person,21.252,15
0619,train,motorcycle,0077_20230824_142412,1,0,1,0,0,-1,0,,1,0,8.861,0,1036,vehicle,car,8.861,10
0620,train,motorcycle,0077_20230824_142412,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0621,train,motorcycle,0077_20230824_142412,1,0,1,0,0,-1,0,,1,0,38.483,0,1061,vehicle,car,38.483,5
0622,train,bicycle,0077_20230824_142412,2,0,2,0,0,-1,0,,2,0,6.457,0,1027,vehicle,car,6.457,12
0623,train,person,0078_20230824_143058,3,1,2,1,1,1.141,5,person,2,0,13.017,0,001,vru,person,1.141,151
0624,train,person,0078_20230824_143058,3,1,2,1,1,1.141,5,person,2,0,6.191,0,000,vru,person,1.141,151
0625,train,bicycle,0078_20230824_143058,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0626,train,motorcycle,0078_20230824_143058,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0627,train,motorcycle,0078_20230824_143058,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0628,train,person,0079_20230824_143252,7,1,6,1,0,20.007,0,person,6,0,4.666,0,1052,vehicle,car,4.666,22
0629,train,person,0079_20230824_143252,2,0,2,0,0,-1,0,,2,0,3.981,0,1041,vehicle,car,3.981,18
0630,train,person,0079_20230824_143252,2,1,1,1,1,0.641,32,person,1,0,13.427,0,011,vru,person,0.641,32
0631,train,person,0079_20230824_143252,6,2,4,2,1,1.495,6,person,4,0,7.509,0,006,vru,person,1.495,7
0632,train,person,0079_20230824_143252,4,0,4,0,0,-1,0,,4,0,3.931,0,1045,vehicle,car,3.931,35
0633,train,person,0079_20230824_143252,4,0,4,0,0,-1,0,,4,0,28.563,0,1015,vehicle,car,28.563,7
0634,train,person,0079_20230824_143252,1,1,0,1,1,1.495,6,person,0,0,-1,0,003,vru,person,1.495,7
0635,train,person,0079_20230824_143252,3,1,2,1,0,42.842,0,person,2,0,32.546,0,1014,vehicle,car,32.546,12
0636,train,person,0079_20230824_143252,1,0,1,0,0,-1,0,,1,0,13.272,0,1061,vehicle,car,13.272,56
0637,train,bicycle,0079_20230824_143252,1,1,0,1,0,36.158,0,person,0,0,-1,0,012,vru,person,36.158,11
0638,train,person,0079_20230824_143252,2,1,1,1,0,20.007,0,person,1,0,28.996,0,000,vru,person,20.007,40
0639,train,person,0079_20230824_143252,1,1,0,1,1,0.641,32,person,0,0,-1,0,002,vru,person,0.641,32
0640,train,person,0079_20230824_143252,1,1,0,1,0,36.158,0,bicycle,0,0,-1,0,009,vru,bicycle,36.158,11
0641,train,motorcycle,0079_20230824_143252,1,0,1,0,0,-1,0,,1,0,23.258,0,1004,vehicle,car,23.258,4
0642,train,motorcycle,0079_20230824_143252,1,0,1,0,0,-1,0,,1,0,26.709,0,1022,vehicle,car,26.709,12
0643,train,motorcycle,0079_20230824_143252,2,0,2,0,0,-1,0,,2,0,5.983,0,1060,vehicle,car,5.983,10
0644,train,person,0080_20230824_143512,5,2,3,2,2,0.964,18,person,3,0,12.681,0,001,vru,person,0.964,83
0645,train,person,0080_20230824_143512,5,2,3,2,1,0.964,8,person,3,0,5.975,0,000,vru,person,0.964,83
0646,train,person,0080_20230824_143512,5,2,3,2,1,1.023,10,person,3,0,5.189,0,000,vru,person,1.023,74
0647,train,person,0080_20230824_143512,1,0,1,0,0,-1,0,,1,0,36.206,0,1016,vehicle,car,36.206,12
0648,train,bicycle,0080_20230824_143512,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0649,train,motorcycle,0080_20230824_143512,1,0,1,0,0,-1,0,,1,0,26.02,0,1013,vehicle,car,26.02,7
0650,train,person,0081_20230824_143943,8,1,7,1,0,13.092,0,person,7,0,5.529,0,1004,vehicle,car,5.529,4
0651,train,bicycle,0081_20230824_143943,2,0,2,0,0,-1,0,,2,0,10.99,0,1009,vehicle,car,10.99,14
0075,train,person,0081_20230824_143943,7,1,6,1,0,13.092,0,person,6,0,22.601,0,000,vru,person,13.092,100
0076,train,person,0081_20230824_143943,1,1,0,1,0,21.085,0,person,0,0,-1,0,004,vru,person,21.085,59
0652,train,person,0081_20230824_143943,1,1,0,1,0,21.085,0,person,0,0,-1,0,003,vru,person,21.085,59
0653,train,scooter,0081_20230824_143943,1,0,1,0,0,-1,0,,1,0,15.643,0,1048,vehicle,car,15.643,24
0654,train,person,0082_20230824_144648,2,1,1,1,0,39.766,0,person,1,0,17.925,0,1001,vehicle,car,17.925,8
0655,train,person,0082_20230824_144648,2,1,1,1,0,39.766,0,person,1,0,23.246,0,1001,vehicle,car,23.246,8
0656,train,person,0082_20230824_144648,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0657,train,bicycle,0082_20230824_144648,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0658,train,motorcycle,0082_20230824_144648,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0659,train,bicycle,0083_20230824_145206,3,0,3,0,0,-1,0,,3,0,10.237,0,1028,vehicle,car,10.237,7
0660,train,person,0083_20230824_145206,5,2,3,2,1,0.837,9,"bicycle,person",3,0,6.832,0,003,vru,person,0.837,52
0661,train,person,0083_20230824_145206,2,1,1,1,0,20.747,0,scooter,1,0,23.314,0,004,vru,scooter,20.747,32
0662,train,person,0083_20230824_145206,4,2,2,2,1,0.837,9,"bicycle,person",2,0,7.613,0,001,vru,person,0.837,52
0663,train,scooter,0083_20230824_145206,2,1,1,1,0,20.747,0,person,1,0,36.309,0,002,vru,person,20.747,32
0664,train,bicycle,0083_20230824_145206,3,2,1,2,0,19.029,0,person,1,0,8.836,0,1039,vehicle,car,8.836,9
0665,train,bicycle,0083_20230824_145206,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0666,train,bicycle,0084_20230824_145407,1,0,1,0,0,-1,0,,1,0,29.081,0,1047,vehicle,car,29.081,53
0667,train,person,0084_20230824_145407,4,0,4,0,0,-1,0,,4,0,16.567,0,1012,vehicle,car,16.567,6
0668,train,person,0084_20230824_145407,5,1,4,1,0,34.555,0,person,4,0,7.446,0,1023,vehicle,car,7.446,17
0669,train,person,0084_20230824_145407,9,0,9,0,0,-1,0,,9,0,8.126,0,1046,vehicle,car,8.126,63
0077,train,bicycle,0084_20230824_145407,2,0,2,0,0,-1,0,,2,0,7.496,0,1044,vehicle,car,7.496,21
0670,train,person,0084_20230824_145407,1,1,0,1,0,34.555,0,person,0,0,-1,0,002,vru,person,34.555,29
0078,train,motorcycle,0084_20230824_145407,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0671,train,motorcycle,0084_20230824_145407,1,0,1,0,0,-1,0,,1,0,21.751,0,1006,vehicle,car,21.751,1
0672,train,bicycle,0084_20230824_145407,1,0,1,0,0,-1,0,,1,0,16.414,0,1025,vehicle,car,16.414,12
0673,train,person,0085_20230824_145733,10,3,7,3,1,1.499,14,bicycle,7,0,35.641,0,008,vru,bicycle,1.499,14
0674,train,person,0085_20230824_145733,1,0,1,0,0,-1,0,,1,0,29.156,0,1055,vehicle,car,29.156,94
0079,train,person,0085_20230824_145733,4,0,4,0,0,-1,0,,4,0,9.084,0,1051,vehicle,car,9.084,15
0675,train,bicycle,0085_20230824_145733,5,2,3,2,0,28.857,0,motorcycle,3,0,11.652,0,1015,vehicle,car,11.652,14
0676,train,bicycle,0085_20230824_145733,2,2,0,2,0,3.54,0,"bicycle,person",0,0,-1,0,005,vru,bicycle,3.54,16
0677,train,bicycle,0085_20230824_145733,2,2,0,2,0,3.54,0,"bicycle,person",0,0,-1,0,004,vru,bicycle,3.54,16
0678,train,motorcycle,0085_20230824_145733,2,1,1,1,0,37.938,0,bicycle,1,0,9.728,0,1020,vehicle,car,9.728,11
0679,train,motorcycle,0085_20230824_145733,2,1,1,1,0,28.857,0,bicycle,1,0,42.02,0,003,vru,bicycle,28.857,6
0680,train,bicycle,0085_20230824_145733,4,1,3,1,1,1.499,14,person,3,0,37.281,0,000,vru,person,1.499,14
0681,train,motorcycle,0085_20230824_145733,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0682,train,person,0086_20230824_150233,12,6,6,6,2,0.591,18,"bicycle,person",6,0,5.206,0,003,vru,person,0.591,61
0683,train,bicycle,0086_20230824_150233,10,6,4,6,1,1.536,1,"bicycle,person",4,0,4.149,0,016,vru,bicycle,1.536,1
0684,train,person,0086_20230824_150233,6,1,5,1,1,2.49,1,bicycle,5,0,7.726,0,008,vru,bicycle,2.49,36
0080,train,person,0086_20230824_150233,8,5,3,5,2,0.591,17,"bicycle,person",3,0,17.066,0,000,vru,person,0.591,61
0685,train,person,0086_20230824_150233,8,5,3,5,2,1.365,23,"bicycle,person",3,0,10.967,0,003,vru,person,1.365,67
0686,train,person,0086_20230824_150233,6,1,5,1,1,1.967,5,person,5,0,15.819,0,006,vru,person,1.967,45
0081,train,person,0086_20230824_150233,6,1,5,1,1,1.967,5,person,5,0,3.464,0,005,vru,person,1.967,45
0687,train,person,0086_20230824_150233,6,4,2,4,0,27.063,0,"bicycle,person",2,0,27.328,0,001,vru,bicycle,27.063,36
0688,train,bicycle,0086_20230824_150233,4,1,3,1,1,2.49,1,person,3,0,8.162,0,002,vru,person,2.49,36
0689,train,person,0086_20230824_150233,6,4,2,4,0,23.074,0,"bicycle,person",2,0,24.912,0,001,vru,bicycle,23.074,35
0690,train,scooter,0086_20230824_150233,2,1,1,1,0,24.836,0,person,1,0,9.853,0,1000,vehicle,car,9.853,10
0691,train,person,0086_20230824_150233,2,1,1,1,0,24.836,0,scooter,1,0,17.493,0,1000,vehicle,car,17.493,10
0692,train,person,0086_20230824_150233,1,0,1,0,0,-1,0,,1,0,15.527,0,1018,vehicle,car,15.527,12
0693,train,bicycle,0086_20230824_150233,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0694,train,motorcycle,0086_20230824_150233,1,0,1,0,0,-1,0,,1,0,12.835,0,1024,vehicle,car,12.835,4
0695,train,bicycle,0086_20230824_150233,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0696,train,bicycle,0086_20230824_150233,3,2,1,2,1,1.536,1,"bicycle,person",1,0,11.323,0,001,vru,bicycle,1.536,1
0697,train,person,0087_20230824_150412,3,1,2,1,0,11.16,0,scooter,2,0,23.139,0,001,vru,scooter,11.16,64
0698,train,scooter,0087_20230824_150412,2,1,1,1,0,11.16,0,person,1,0,10.726,0,1013,vehicle,car,10.726,57
0699,train,person,0087_20230824_150412,1,0,1,0,0,-1,0,,1,0,9.13,0,1005,vehicle,car,9.13,16
0700,train,person,0088_20230824_150626,3,1,2,1,1,2.399,2,scooter,2,0,15.657,0,002,vru,scooter,2.399,50
0701,train,person,0088_20230824_150626,6,1,5,1,0,39.059,0,scooter,5,0,3.121,0,1038,vehicle,car,3.121,113
0702,train,scooter,0088_20230824_150626,2,1,1,1,1,2.399,2,person,1,0,31.584,0,000,vru,person,2.399,50
0703,train,scooter,0088_20230824_150626,2,0,2,0,0,-1,0,,2,0,8.345,0,1040,vehicle,car,8.345,31
0704,train,scooter,0088_20230824_150626,2,1,1,1,0,39.059,0,person,1,0,36.515,0,1039,vehicle,car,36.515,12
0705,train,motorcycle,0088_20230824_150626,2,0,2,0,0,-1,0,,2,0,5.117,0,1036,vehicle,car,5.117,11
0706,train,person,0089_20230824_150838,7,2,5,2,1,1.215,9,"bicycle,person",5,0,4.443,0,004,vru,person,1.215,73
0707,train,person,0089_20230824_150838,5,2,3,2,0,15.329,0,motorcycle,3,0,7.707,0,1035,vehicle,car,7.707,12
0708,train,person,0089_20230824_150838,4,1,3,1,1,1.08,6,bicycle,3,0,18.583,0,006,vru,bicycle,1.08,24
0709,train,person,0089_20230824_150838,6,0,6,0,0,-1,0,,6,0,5.784,0,1038,vehicle,car,5.784,17
0710,train,person,0089_20230824_150838,5,2,3,2,1,1.215,9,"bicycle,person",3,0,3.434,0,000,vru,person,1.215,73
0711,train,scooter,0089_20230824_150838,1,0,1,0,0,-1,0,,1,0,25.749,0,1046,vehicle,car,25.749,16
0712,train,bicycle,0089_20230824_150838,3,1,2,1,1,1.08,6,person,2,0,42.43,0,002,vru,person,1.08,24
0713,train,bicycle,0089_20230824_150838,3,2,1,2,0,35.701,0,person,1,0,20.063,0,1002,vehicle,car,20.063,8
0714,train,motorcycle,0089_20230824_150838,2,1,1,1,0,15.329,0,person,1,0,11.15,0,1034,vehicle,car,11.15,8
0715,train,motorcycle,0089_20230824_150838,1,1,0,1,0,16.778,0,person,0,0,-1,0,001,vru,person,16.778,9
0716,train,person,0090_20230824_151030,2,1,1,1,0,19.568,0,person,1,0,9.128,0,1055,vehicle,car,9.128,99
0717,train,person,0090_20230824_151030,7,0,7,0,0,-1,0,,7,0,3.524,0,1008,vehicle,car,3.524,8
0718,train,person,0090_20230824_151030,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0719,train,person,0090_20230824_151030,1,0,1,0,0,-1,0,,1,0,18.388,0,1053,vehicle,car,18.388,82
0720,train,person,0090_20230824_151030,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0721,train,bicycle,0090_20230824_151030,2,0,2,0,0,-1,0,,2,0,19.256,0,1011,vehicle,car,19.256,14
0722,train,person,0090_20230824_151030,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0723,train,person,0090_20230824_151030,2,1,1,1,0,19.568,0,person,1,0,38.044,0,000,vru,person,19.568,32
0724,train,person,0091_20230824_151258,3,1,2,1,1,0.63,73,person,2,0,3.04,0,007,vru,person,0.63,73
0725,train,person,0091_20230824_151258,2,0,2,0,0,-1,0,,2,0,10.926,0,1020,vehicle,car,10.926,15
0726,train,person,0091_20230824_151258,4,3,1,3,1,2.573,1,person,1,0,7.864,0,011,vru,person,2.573,33
0727,train,person,0091_20230824_151258,2,0,2,0,0,-1,0,,2,0,5.989,0,1001,vehicle,car,5.989,7
0728,train,person,0091_20230824_151258,2,0,2,0,0,-1,0,,2,0,14.938,0,1004,vehicle,car,14.938,9
0729,train,person,0091_20230824_151258,5,0,5,0,0,-1,0,,5,0,5.144,0,1000,vehicle,car,5.144,8
0730,train,person,0091_20230824_151258,3,2,1,2,1,1.118,9,person,1,0,9.307,0,008,vru,person,1.118,72
0082,train,person,0091_20230824_151258,2,1,1,1,1,0.63,73,person,1,0,7.898,0,000,vru,person,0.63,73
0731,train,person,0091_20230824_151258,3,2,1,2,1,1.118,9,person,1,0,12.062,0,006,vru,person,1.118,72
0732,train,person,0091_20230824_151258,2,0,2,0,0,-1,0,,2,0,20.681,0,1005,vehicle,car,20.681,2
0733,train,person,0091_20230824_151258,1,0,1,0,0,-1,0,,1,0,28.91,0,1027,vehicle,car,28.91,39
0734,train,person,0091_20230824_151258,2,1,1,1,1,2.573,1,person,1,0,9.979,0,002,vru,person,2.573,33
0735,train,person,0091_20230824_151258,1,0,1,0,0,-1,0,,1,0,25.784,0,1024,vehicle,car,25.784,16
0736,train,person,0092_20230824_151421,3,1,2,1,1,2.168,3,person,2,0,17.907,0,001,vru,person,2.168,80
0737,train,person,0092_20230824_151421,3,1,2,1,1,2.168,3,person,2,0,11.609,0,000,vru,person,2.168,80
0738,train,person,0092_20230824_151421,1,0,1,0,0,-1,0,,1,0,36.247,0,1018,vehicle,car,36.247,2
0739,train,person,0092_20230824_151421,2,0,2,0,0,-1,0,,2,0,7.369,0,1029,vehicle,car,7.369,19
0740,train,person,0092_20230824_151421,1,0,1,0,0,-1,0,,1,0,11.613,0,1027,vehicle,car,11.613,21
0741,train,bicycle,0093_20230824_151722,2,0,2,0,0,-1,0,,2,0,12.001,0,1011,vehicle,car,12.001,12
0742,train,person,0093_20230824_151722,2,0,2,0,0,-1,0,,2,0,6.711,0,1028,vehicle,car,6.711,18
0743,train,person,0093_20230824_151722,2,1,1,1,0,4.205,0,person,1,0,37.768,0,005,vru,person,4.205,44
0744,train,motorcycle,0093_20230824_151722,1,1,0,1,0,37.163,0,bicycle,0,0,-1,0,009,vru,bicycle,37.163,7
0745,train,person,0093_20230824_151722,1,1,0,1,0,32.935,0,motorcycle,0,0,-1,0,011,vru,motorcycle,32.935,7
0746,train,person,0093_20230824_151722,2,1,1,1,0,4.205,0,person,1,0,30.914,0,002,vru,person,4.205,44
0747,train,person,0093_20230824_151722,1,0,1,0,0,-1,0,,1,0,6.148,0,1005,vehicle,car,6.148,9
0748,train,bicycle,0093_20230824_151722,1,0,1,0,0,-1,0,,1,0,20.372,0,1001,vehicle,car,20.372,7
0749,train,person,0093_20230824_151722,2,0,2,0,0,-1,0,,2,0,7.482,0,1020,vehicle,car,7.482,13
0750,train,bicycle,0093_20230824_151722,1,1,0,1,0,37.163,0,motorcycle,0,0,-1,0,003,vru,motorcycle,37.163,7
0751,train,motorcycle,0093_20230824_151722,3,0,3,0,0,-1,0,,3,0,12.981,0,1019,vehicle,car,12.981,11
0752,train,motorcycle,0093_20230824_151722,1,1,0,1,0,32.935,0,person,0,0,-1,0,004,vru,person,32.935,7
0753,train,person,0094_20230824_152024,2,1,1,1,0,8.517,0,person,1,0,14.119,0,002,vru,person,8.517,45
0754,train,scooter,0094_20230824_152024,2,0,2,0,0,-1,0,,2,0,5.615,0,1020,vehicle,car,5.615,73
0755,train,person,0094_20230824_152024,3,1,2,1,0,8.517,0,person,2,0,9.433,0,000,vru,person,8.517,45
0756,train,scooter,0094_20230824_152024,1,0,1,0,0,-1,0,,1,0,13.423,0,1004,vehicle,car,13.423,8
0757,train,scooter,0094_20230824_152024,2,0,2,0,0,-1,0,,2,0,11.274,0,1019,vehicle,car,11.274,20
0758,train,motorcycle,0094_20230824_152024,1,0,1,0,0,-1,0,,1,0,19.418,0,1019,vehicle,car,19.418,11
0759,train,motorcycle,0094_20230824_152024,1,0,1,0,0,-1,0,,1,0,6.039,0,1021,vehicle,car,6.039,10
0760,train,motorcycle,0094_20230824_152024,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0761,train,person,0095_20230824_152228,7,1,6,1,0,23.02,0,person,6,0,5.135,0,1029,vehicle,car,5.135,10
0083,train,person,0095_20230824_152228,7,1,6,1,0,23.02,0,person,6,0,8.639,0,1008,vehicle,car,8.639,13
0762,train,bicycle,0095_20230824_152228,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0763,train,person,0095_20230824_152228,3,0,3,0,0,-1,0,,3,0,11.642,0,1047,vehicle,car,11.642,13
0764,train,person,0095_20230824_152228,3,0,3,0,0,-1,0,,3,0,7.848,0,1030,vehicle,car,7.848,12
0765,train,motorcycle,0095_20230824_152228,1,0,1,0,0,-1,0,,1,0,14.376,0,1042,vehicle,car,14.376,4
0766,train,stroller,0096_20230824_152618,4,0,4,0,0,-1,0,,4,0,3.501,0,1010,vehicle,car,3.501,10
0767,train,person,0096_20230824_152618,1,0,1,0,0,-1,0,,1,0,8.564,0,1014,vehicle,car,8.564,12
0768,train,person,0097_20230824_153244,3,0,3,0,0,-1,0,,3,0,6.916,0,1017,vehicle,car,6.916,16
