target_traj_id,target_split,target_class,seq_folder,other_id,other_traj_id,other_type,other_class,common_timestamps,frames_below_3m,min_dist,mean_dist,max_dist,overlap_sec,is_close
0251,train,person,0030_20230523_095809,1012,,vehicle,car,3,0,18.653,21.132,23.699,1.0,0
0251,train,person,0030_20230523_095809,1019,,vehicle,car,21,0,19.066,27.115,40.014,8.36,0
0251,train,person,0030_20230523_095809,1030,,vehicle,car,69,0,17.559,22.006,32.092,27.4,0
0252,train,person,0030_20230523_095809,004,0254,vru,person,53,0,27.575,28.779,34.992,21.0,0
0252,train,person,0030_20230523_095809,1024,,vehicle,car,9,0,6.437,22.75,41.079,3.24,0
0253,train,person,0030_20230523_095809,1005,,vehicle,truck,7,0,16.813,21.254,27.811,2.52,0
0253,train,person,0030_20230523_095809,1006,,vehicle,car,13,0,33.495,35.527,40.828,5.08,0
0253,train,person,0030_20230523_095809,1016,,vehicle,car,23,0,8.889,17.719,32.389,9.04,0
0253,train,person,0030_20230523_095809,1026,,vehicle,car,52,0,17.552,22.067,34.604,20.52,0
0254,train,person,0030_20230523_095809,002,0252,vru,person,53,0,27.575,28.779,34.992,21.0,0
0254,train,person,0030_20230523_095809,1024,,vehicle,car,18,0,11.45,23.419,34.654,6.84,0
0256,train,bicycle,0030_20230523_095809,1010,,vehicle,car,14,0,12.891,23.367,40.571,5.48,0
0256,train,bicycle,0030_20230523_095809,1015,,vehicle,car,13,0,21.131,23.694,25.959,5.08,0
0257,train,person,0031_20230523_100153,002,0259,vru,bicycle,53,3,1.346,17.531,29.825,21.16,1
0258,train,person,0031_20230523_100153,1019,,vehicle,car,4,0,35.999,40.642,45.528,1.44,0
0258,train,person,0031_20230523_100153,1028,,vehicle,car,5,0,32.51,33.619,35.739,1.72,0
0258,train,person,0031_20230523_100153,1045,,vehicle,car,44,0,15.283,31.347,45.31,17.44,0
0259,train,bicycle,0031_20230523_100153,000,0257,vru,person,53,3,1.346,17.531,29.825,21.16,1
0259,train,bicycle,0031_20230523_100153,1037,,vehicle,car,2,0,50.695,50.844,50.993,0.68,0
0261,train,person,0031_20230523_100153,1005,,vehicle,car,12,0,5.318,19.407,40.241,4.64,0
0261,train,person,0031_20230523_100153,1010,,vehicle,car,16,0,14.099,26.762,50.887,6.0,0
0261,train,person,0031_20230523_100153,1014,,vehicle,car,16,0,14.927,25.402,44.378,6.16,0
0261,train,person,0031_20230523_100153,1016,,vehicle,truck,16,0,14.71,24.843,41.663,6.28,0
0261,train,person,0031_20230523_100153,1023,,vehicle,car,21,0,9.203,17.74,31.299,8.08,0
0261,train,person,0031_20230523_100153,1025,,vehicle,car,20,0,4.787,13.735,27.506,7.96,0
0261,train,person,0031_20230523_100153,1032,,vehicle,car,22,0,7.415,15.618,36.082,8.52,0
0261,train,person,0031_20230523_100153,1035,,vehicle,car,22,0,5.92,15.723,29.219,8.44,0
0262,train,bicycle,0031_20230523_100153,1003,,vehicle,car,4,0,17.749,20.228,24.928,1.32,0
0262,train,bicycle,0031_20230523_100153,1007,,vehicle,car,13,0,5.277,22.007,46.852,4.96,0
0262,train,bicycle,0031_20230523_100153,1036,,vehicle,car,12,0,5.238,16.111,30.35,4.4,0
0262,train,bicycle,0031_20230523_100153,1046,,vehicle,car,53,0,7.952,18.492,40.288,20.84,0
0263,train,person,0031_20230523_100153,1029,,vehicle,car,7,0,38.009,44.129,50.367,2.52,0
0264,train,person,0032_20230523_100702,001,0265,vru,person,64,0,3.481,12.254,22.498,25.44,0
0264,train,person,0032_20230523_100702,003,0267,vru,bicycle,49,0,13.191,23.66,32.304,19.56,0
0264,train,person,0032_20230523_100702,1019,,vehicle,car,21,0,4.793,15.332,27.026,8.08,0
0265,train,person,0032_20230523_100702,000,0264,vru,person,64,0,3.481,12.254,22.498,25.44,0
0265,train,person,0032_20230523_100702,003,0267,vru,bicycle,49,0,11.454,16.984,36.565,19.56,0
0266,train,person,0032_20230523_100702,1006,,vehicle,car,6,0,16.485,18.387,21.974,2.12,0
0266,train,person,0032_20230523_100702,1013,,vehicle,truck,12,0,20.673,24.475,31.534,4.4,0
0266,train,person,0032_20230523_100702,1034,,vehicle,car,50,0,10.818,17.108,27.726,19.96,0
0267,train,bicycle,0032_20230523_100702,000,0264,vru,person,49,0,13.191,23.66,32.304,19.56,0
0267,train,bicycle,0032_20230523_100702,001,0265,vru,person,49,0,11.454,16.984,36.565,19.56,0
0268,train,person,0032_20230523_100702,1002,,vehicle,car,12,0,17.193,23.166,34.045,4.4,0
0268,train,person,0032_20230523_100702,1011,,vehicle,car,15,0,18.463,26.644,39.461,5.68,0
0268,train,person,0032_20230523_100702,1017,,vehicle,car,15,0,9.881,17.244,26.004,5.6,0
0269,train,person,0033_20230523_104001,001,0270,vru,person,135,6,1.315,24.301,54.088,53.92,1
0269,train,person,0033_20230523_104001,1005,,vehicle,car,13,0,28.979,32.725,35.608,5.08,0
0269,train,person,0033_20230523_104001,1017,,vehicle,car,18,0,16.07,25.206,42.421,7.04,0
0269,train,person,0033_20230523_104001,1025,,vehicle,car,56,0,12.264,28.579,40.622,22.28,0
0270,train,person,0033_20230523_104001,000,0269,vru,person,135,6,1.315,24.301,54.088,53.92,1
0270,train,person,0033_20230523_104001,1005,,vehicle,car,13,0,44.646,44.983,45.532,5.08,0
0270,train,person,0033_20230523_104001,1017,,vehicle,car,18,0,6.051,20.127,33.73,7.04,0
0270,train,person,0033_20230523_104001,1025,,vehicle,car,56,0,16.717,21.709,37.275,22.28,0
0271,train,person,0034_20230523_104138,1005,,vehicle,car,5,0,11.529,13.661,17.461,1.8,0
0271,train,person,0034_20230523_104138,1022,,vehicle,car,7,0,8.965,10.688,13.18,2.6,0
0271,train,person,0034_20230523_104138,1027,,vehicle,car,40,0,9.969,26.058,35.977,15.64,0
0272,train,person,0034_20230523_104138,003,0274,vru,person,32,0,27.019,29.362,33.348,12.72,0
0272,train,person,0034_20230523_104138,005,0276,vru,bicycle,31,0,16.264,17.621,24.588,12.12,0
0272,train,person,0034_20230523_104138,1002,,vehicle,car,5,0,13.412,14.652,16.962,1.92,0
0272,train,person,0034_20230523_104138,1008,,vehicle,car,14,0,12.084,21.421,40.56,5.52,0
0272,train,person,0034_20230523_104138,1017,,vehicle,car,18,0,8.216,17.384,31.857,7.04,0
0273,train,person,0034_20230523_104138,1001,,vehicle,car,9,0,21.213,32.36,43.963,3.44,0
0273,train,person,0034_20230523_104138,1009,,vehicle,car,13,0,16.62,24.308,31.418,5.0,0
0273,train,person,0034_20230523_104138,1020,,vehicle,car,20,0,16.205,22.57,30.619,7.6,0
0273,train,person,0034_20230523_104138,1021,,vehicle,car,22,0,7.732,12.271,20.402,8.6,0
0273,train,person,0034_20230523_104138,1024,,vehicle,car,17,0,5.48,11.295,20.573,6.48,0
0273,train,person,0034_20230523_104138,1029,,vehicle,car,80,0,9.95,27.452,51.263,31.6,0
0273,train,person,0034_20230523_104138,1032,,vehicle,car,68,0,17.803,24.408,36.936,27.12,0
0274,train,person,0034_20230523_104138,001,0272,vru,person,32,0,27.019,29.362,33.348,12.72,0
0274,train,person,0034_20230523_104138,1002,,vehicle,car,14,0,18.482,22.764,32.91,5.28,0
0274,train,person,0034_20230523_104138,1008,,vehicle,car,15,0,18.864,24.488,37.245,5.68,0
0274,train,person,0034_20230523_104138,1011,,vehicle,car,17,0,15.099,22.299,32.897,6.68,0
0274,train,person,0034_20230523_104138,1017,,vehicle,car,17,0,18.437,23.251,37.547,6.64,0
0275,train,person,0034_20230523_104138,1006,,vehicle,car,12,0,7.177,20.324,42.072,4.64,0
0275,train,person,0034_20230523_104138,1007,,vehicle,car,15,0,7.129,16.809,31.441,5.64,0
0276,train,bicycle,0034_20230523_104138,001,0272,vru,person,31,0,16.264,17.621,24.588,12.12,0
0277,train,person,0035_20230523_104304,003,0280,vru,person,65,4,2.019,17.132,31.803,25.84,1
0277,train,person,0035_20230523_104304,1004,,vehicle,car,11,0,5.39,11.957,21.717,4.16,0
0277,train,person,0035_20230523_104304,1023,,vehicle,car,26,0,23.515,31.475,39.211,10.12,0
0277,train,person,0035_20230523_104304,1029,,vehicle,car,47,0,4.361,6.078,20.075,18.68,0
0277,train,person,0035_20230523_104304,1032,,vehicle,car,75,0,9.225,16.307,25.388,29.96,0
0278,train,person,0035_20230523_104304,002,0279,vru,person,85,2,2.57,22.889,54.716,33.92,1
0278,train,person,0035_20230523_104304,006,0283,vru,bicycle,21,1,2.53,19.462,40.351,8.12,1
0278,train,person,0035_20230523_104304,1010,,vehicle,car,16,0,7.012,19.958,41.028,6.28,0
0279,train,person,0035_20230523_104304,001,0278,vru,person,85,2,2.57,22.889,54.716,33.92,1
0279,train,person,0035_20230523_104304,006,0283,vru,bicycle,21,0,17.43,26.463,42.352,8.12,0
0279,train,person,0035_20230523_104304,1010,,vehicle,car,16,0,13.142,22.786,40.804,6.28,0
0280,train,person,0035_20230523_104304,000,0277,vru,person,65,4,2.019,17.132,31.803,25.84,1
0280,train,person,0035_20230523_104304,1023,,vehicle,car,44,0,15.028,18.727,38.305,17.32,0
0280,train,person,0035_20230523_104304,1029,,vehicle,car,65,1,2.845,19.78,31.121,25.88,1
0280,train,person,0035_20230523_104304,1032,,vehicle,car,21,0,22.593,24.445,29.198,8.24,0
0282,train,person,0035_20230523_104304,1005,,vehicle,car,5,0,9.427,13.158,19.529,1.88,0
0282,train,person,0035_20230523_104304,1015,,vehicle,truck,11,0,5.435,13.182,25.006,4.2,0
0282,train,person,0035_20230523_104304,1018,,vehicle,truck,14,0,3.419,16.211,37.216,5.24,0
0283,train,bicycle,0035_20230523_104304,001,0278,vru,person,21,1,2.53,19.462,40.351,8.12,1
0283,train,bicycle,0035_20230523_104304,002,0279,vru,person,21,0,17.43,26.463,42.352,8.12,0
0283,train,bicycle,0035_20230523_104304,1010,,vehicle,car,16,0,4.342,11.203,23.1,6.28,0
0284,train,bicycle,0035_20230523_104304,1028,,vehicle,car,15,0,9.541,21.615,37.822,5.76,0
0285,train,scooter,0035_20230523_104304,1006,,vehicle,car,5,0,34.935,35.463,36.144,1.84,0
0285,train,scooter,0035_20230523_104304,1014,,vehicle,car,7,0,33.549,36.759,42.56,2.44,0
0285,train,scooter,0035_20230523_104304,1035,,vehicle,car,14,0,23.46,27.634,33.762,5.28,0
0286,train,person,0036_20230523_105516,015,0300,vru,person,56,0,24.137,30.515,41.893,22.0,0
0286,train,person,0036_20230523_105516,024,0309,vru,person,27,0,37.677,41.803,46.988,10.56,0
0286,train,person,0036_20230523_105516,1000,,vehicle,car,9,0,17.824,21.225,25.943,3.4,0
0286,train,person,0036_20230523_105516,1003,,vehicle,car,10,0,16.712,24.911,40.363,3.76,0
0286,train,person,0036_20230523_105516,1013,,vehicle,car,15,0,9.213,21.065,39.583,5.64,0
0286,train,person,0036_20230523_105516,1039,,vehicle,car,25,0,23.115,32.582,41.805,9.84,0
0286,train,person,0036_20230523_105516,1044,,vehicle,car,13,0,8.43,19.975,38.761,4.88,0
0286,train,person,0036_20230523_105516,1058,,vehicle,car,52,0,5.374,15.736,33.336,20.64,0
0286,train,person,0036_20230523_105516,1059,,vehicle,car,30,0,17.69,24.687,33.851,11.6,0
0286,train,person,0036_20230523_105516,1063,,vehicle,car,65,0,8.718,21.615,40.132,25.6,0
0286,train,person,0036_20230523_105516,1068,,vehicle,car,187,0,12.557,18.307,47.127,74.68,0
0286,train,person,0036_20230523_105516,1071,,vehicle,car,198,0,12.564,22.557,48.505,78.84,0
0287,train,person,0036_20230523_105516,1017,,vehicle,car,11,0,15.951,24.129,39.507,4.12,0
0287,train,person,0036_20230523_105516,1023,,vehicle,car,12,0,13.421,22.047,38.217,4.72,0
0287,train,person,0036_20230523_105516,1069,,vehicle,car,131,0,14.94,15.446,21.863,52.32,0
0288,train,person,0036_20230523_105516,010,0295,vru,person,18,4,2.387,3.957,5.736,6.92,1
0288,train,person,0036_20230523_105516,028,0029,vru,person,23,23,1.618,1.978,2.638,9.12,1
0288,train,person,0036_20230523_105516,1007,,vehicle,car,5,0,37.795,42.449,47.456,1.88,0
0288,train,person,0036_20230523_105516,1016,,vehicle,car,10,0,28.206,30.359,36.522,3.64,0
0288,train,person,0036_20230523_105516,1034,,vehicle,car,9,0,15.067,22.88,37.333,3.4,0
0288,train,person,0036_20230523_105516,1046,,vehicle,car,8,0,15.003,24.759,39.394,2.92,0
0288,train,person,0036_20230523_105516,1047,,vehicle,car,12,0,12.136,21.629,38.938,4.64,0
0288,train,person,0036_20230523_105516,1053,,vehicle,car,12,0,10.613,15.121,23.546,4.52,0
0289,train,bicycle,0036_20230523_105516,005,0291,vru,person,1,0,13.025,13.025,13.025,0.28,0
0289,train,bicycle,0036_20230523_105516,017,0302,vru,bicycle,24,24,0.869,0.95,0.979,9.24,1
0289,train,bicycle,0036_20230523_105516,020,0305,vru,scooter,32,0,6.975,17.222,30.63,12.64,0
0289,train,bicycle,0036_20230523_105516,1012,,vehicle,car,10,0,14.266,19.626,29.13,3.64,0
0289,train,bicycle,0036_20230523_105516,1014,,vehicle,car,16,0,20.291,27.221,37.593,6.28,0
0289,train,bicycle,0036_20230523_105516,1018,,vehicle,car,21,0,23.555,29.4,38.151,8.16,0
0289,train,bicycle,0036_20230523_105516,1031,,vehicle,car,7,0,23.383,26.959,34.543,2.76,0
0290,train,person,0036_20230523_105516,1010,,vehicle,car,13,0,6.784,25.443,52.116,5.08,0
0290,train,person,0036_20230523_105516,1019,,vehicle,car,21,0,22.707,29.733,46.265,8.12,0
0290,train,person,0036_20230523_105516,1029,,vehicle,car,2,0,6.6,6.992,7.384,0.48,0
0290,train,person,0036_20230523_105516,1067,,vehicle,car,4,0,32.319,32.486,32.725,1.28,0
0291,train,person,0036_20230523_105516,003,0289,vru,bicycle,1,0,13.025,13.025,13.025,0.28,0
0291,train,person,0036_20230523_105516,021,0306,vru,person,32,0,16.853,20.205,24.473,12.48,0
0291,train,person,0036_20230523_105516,1054,,vehicle,car,6,0,46.4,48.634,50.636,2.08,0
0292,train,person,0036_20230523_105516,009,0027,vru,person,79,79,0.686,0.854,1.326,31.44,1
0292,train,person,0036_20230523_105516,1066,,vehicle,car,39,0,26.096,39.13,49.836,15.28,0
0293,train,person,0036_20230523_105516,014,0299,vru,bicycle,47,0,3.719,7.495,23.598,18.68,0
0293,train,person,0036_20230523_105516,016,0301,vru,person,53,0,8.241,11.157,13.952,20.84,0
0293,train,person,0036_20230523_105516,023,0308,vru,person,30,0,24.299,32.636,44.135,11.6,0
0293,train,person,0036_20230523_105516,1062,,vehicle,car,46,0,7.294,16.363,35.423,18.28,0
0293,train,person,0036_20230523_105516,1067,,vehicle,car,64,0,4.678,12.325,24.814,25.48,0
0294,train,bicycle,0036_20230523_105516,012,0297,vru,person,58,0,23.303,31.717,42.85,22.88,0
0294,train,bicycle,0036_20230523_105516,022,0307,vru,bicycle,32,0,17.12,24.83,46.373,12.44,0
0294,train,bicycle,0036_20230523_105516,027,0311,vru,bicycle,25,0,14.351,25.766,47.356,9.64,0
0294,train,bicycle,0036_20230523_105516,1060,,vehicle,car,44,0,34.252,35.449,47.263,17.2,0
0294,train,bicycle,0036_20230523_105516,1069,,vehicle,car,41,0,9.58,16.306,21.362,16.04,0
0027,train,person,0036_20230523_105516,006,0292,vru,person,79,79,0.686,0.854,1.326,31.44,1
0027,train,person,0036_20230523_105516,1066,,vehicle,car,26,0,25.317,34.543,42.576,10.08,0
0295,train,person,0036_20230523_105516,002,0288,vru,person,18,4,2.387,3.957,5.736,6.92,1
0295,train,person,0036_20230523_105516,1049,,vehicle,car,7,0,22.481,23.259,24.278,2.48,0
0295,train,person,0036_20230523_105516,1050,,vehicle,car,7,0,25.115,26.673,28.377,2.48,0
0295,train,person,0036_20230523_105516,1053,,vehicle,car,14,0,8.536,14.747,24.84,5.52,0
0295,train,person,0036_20230523_105516,1055,,vehicle,car,4,0,54.881,55.384,55.801,1.2,0
0295,train,person,0036_20230523_105516,1057,,vehicle,car,11,0,39.124,40.591,41.776,4.0,0
0297,train,person,0036_20230523_105516,008,0294,vru,bicycle,58,0,23.303,31.717,42.85,22.88,0
0297,train,person,0036_20230523_105516,022,0307,vru,bicycle,6,0,24.37,27.859,32.292,2.04,0
0297,train,person,0036_20230523_105516,027,0311,vru,bicycle,20,0,5.481,12.773,25.644,7.64,0
0297,train,person,0036_20230523_105516,1060,,vehicle,car,12,0,10.676,10.858,11.221,4.4,0
0297,train,person,0036_20230523_105516,1069,,vehicle,car,7,0,23.772,31.28,39.643,2.44,0
0298,train,person,0036_20230523_105516,1043,,vehicle,car,10,0,11.451,20.564,37.573,3.92,0
0298,train,person,0036_20230523_105516,1045,,vehicle,car,13,0,14.287,22.324,35.972,5.12,0
0299,train,bicycle,0036_20230523_105516,007,0293,vru,person,47,0,3.719,7.495,23.598,18.68,0
0299,train,bicycle,0036_20230523_105516,016,0301,vru,person,22,0,7.074,9.871,13.495,8.68,0
0299,train,bicycle,0036_20230523_105516,023,0308,vru,person,4,0,38.192,40.407,42.63,1.48,0
0299,train,bicycle,0036_20230523_105516,1062,,vehicle,car,4,0,4.141,5.993,8.477,1.48,0
0299,train,bicycle,0036_20230523_105516,1067,,vehicle,car,56,0,7.994,13.163,34.149,22.28,0
0300,train,person,0036_20230523_105516,000,0286,vru,person,56,0,24.137,30.515,41.893,22.0,0
0300,train,person,0036_20230523_105516,1068,,vehicle,car,56,0,18.962,30.44,45.25,22.0,0
0300,train,person,0036_20230523_105516,1071,,vehicle,car,56,0,24.125,36.251,52.485,22.0,0
0301,train,person,0036_20230523_105516,007,0293,vru,person,53,0,8.241,11.157,13.952,20.84,0
0301,train,person,0036_20230523_105516,014,0299,vru,bicycle,22,0,7.074,9.871,13.495,8.68,0
0301,train,person,0036_20230523_105516,023,0308,vru,person,30,0,33.327,42.354,55.518,11.6,0
0301,train,person,0036_20230523_105516,1062,,vehicle,car,35,0,9.163,15.551,33.681,13.64,0
0301,train,person,0036_20230523_105516,1067,,vehicle,car,39,0,20.111,23.619,31.752,15.48,0
0302,train,bicycle,0036_20230523_105516,003,0289,vru,bicycle,24,24,0.869,0.95,0.979,9.24,1
0302,train,bicycle,0036_20230523_105516,1012,,vehicle,car,14,0,14.427,22.844,36.512,5.24,0
0303,train,person,0036_20230523_105516,1027,,vehicle,car,14,0,11.433,21.892,40.022,5.48,0
0303,train,person,0036_20230523_105516,1070,,vehicle,car,40,0,27.59,29.161,36.408,15.6,0
0304,train,bicycle,0036_20230523_105516,1028,,vehicle,car,12,0,7.287,16.024,30.546,4.68,0
0305,train,scooter,0036_20230523_105516,003,0289,vru,bicycle,32,0,6.975,17.222,30.63,12.64,0
0305,train,scooter,0036_20230523_105516,1018,,vehicle,car,12,0,24.72,31.016,40.976,4.56,0
0306,train,person,0036_20230523_105516,005,0291,vru,person,32,0,16.853,20.205,24.473,12.48,0
0307,train,bicycle,0036_20230523_105516,008,0294,vru,bicycle,32,0,17.12,24.83,46.373,12.44,0
0307,train,bicycle,0036_20230523_105516,012,0297,vru,person,6,0,24.37,27.859,32.292,2.04,0
0307,train,bicycle,0036_20230523_105516,027,0311,vru,bicycle,11,0,27.934,30.929,32.39,4.04,0
0307,train,bicycle,0036_20230523_105516,1060,,vehicle,car,32,0,15.171,22.001,34.613,12.44,0
0307,train,bicycle,0036_20230523_105516,1069,,vehicle,car,32,0,5.857,16.854,46.057,12.44,0
0308,train,person,0036_20230523_105516,007,0293,vru,person,30,0,24.299,32.636,44.135,11.6,0
0308,train,person,0036_20230523_105516,014,0299,vru,bicycle,4,0,38.192,40.407,42.63,1.48,0
0308,train,person,0036_20230523_105516,016,0301,vru,person,30,0,33.327,42.354,55.518,11.6,0
0308,train,person,0036_20230523_105516,1062,,vehicle,car,30,0,32.001,33.287,36.711,11.6,0
0308,train,person,0036_20230523_105516,1067,,vehicle,car,21,0,14.827,25.425,48.7,8.28,0
0309,train,person,0036_20230523_105516,000,0286,vru,person,27,0,37.677,41.803,46.988,10.56,0
0309,train,person,0036_20230523_105516,1059,,vehicle,car,9,0,30.08,34.491,41.539,3.2,0
0028,train,person,0036_20230523_105516,1021,,vehicle,car,9,0,16.209,24.52,37.492,3.28,0
0028,train,person,0036_20230523_105516,1066,,vehicle,car,13,0,46.128,47.321,50.062,4.88,0
0311,train,bicycle,0036_20230523_105516,008,0294,vru,bicycle,25,0,14.351,25.766,47.356,9.64,0
0311,train,bicycle,0036_20230523_105516,012,0297,vru,person,20,0,5.481,12.773,25.644,7.64,0
0311,train,bicycle,0036_20230523_105516,022,0307,vru,bicycle,11,0,27.934,30.929,32.39,4.04,0
0311,train,bicycle,0036_20230523_105516,1060,,vehicle,car,17,0,16.032,20.023,25.541,6.4,0
0311,train,bicycle,0036_20230523_105516,1069,,vehicle,car,12,0,14.829,22.067,34.423,4.44,0
0029,train,person,0036_20230523_105516,002,0288,vru,person,23,23,1.618,1.978,2.638,9.12,1
0029,train,person,0036_20230523_105516,1046,,vehicle,car,8,0,16.754,26.519,40.725,2.92,0
0029,train,person,0036_20230523_105516,1047,,vehicle,car,12,0,13.884,23.021,40.33,4.64,0
0312,train,person,0037_20230523_105811,001,0313,vru,person,97,10,1.862,13.781,25.905,38.72,1
0312,train,person,0037_20230523_105811,002,0030,vru,person,81,7,1.623,13.023,23.814,32.2,1
0312,train,person,0037_20230523_105811,004,0314,vru,person,67,0,25.721,31.965,43.11,26.48,0
0312,train,person,0037_20230523_105811,005,0315,vru,person,39,0,26.181,28.769,35.61,15.56,0
0313,train,person,0037_20230523_105811,000,0312,vru,person,97,10,1.862,13.781,25.905,38.72,1
0313,train,person,0037_20230523_105811,002,0030,vru,person,81,0,3.44,5.262,8.835,32.2,0
0313,train,person,0037_20230523_105811,004,0314,vru,person,44,0,38.749,40.898,47.194,17.52,0
0313,train,person,0037_20230523_105811,005,0315,vru,person,32,0,38.91,41.23,47.444,12.72,0
0030,train,person,0037_20230523_105811,000,0312,vru,person,81,7,1.623,13.023,23.814,32.2,1
0030,train,person,0037_20230523_105811,001,0313,vru,person,81,0,3.44,5.262,8.835,32.2,0
0030,train,person,0037_20230523_105811,004,0314,vru,person,28,0,46.05,46.498,47.96,11.0,0
0030,train,person,0037_20230523_105811,005,0315,vru,person,16,0,45.881,46.684,48.183,6.2,0
0031,train,person,0037_20230523_105811,1014,,vehicle,car,35,0,17.757,28.828,37.172,13.76,0
0031,train,person,0037_20230523_105811,1016,,vehicle,car,40,0,11.043,15.019,35.941,15.92,0
0031,train,person,0037_20230523_105811,1018,,vehicle,car,43,0,16.359,18.686,24.258,17.12,0
0314,train,person,0037_20230523_105811,000,0312,vru,person,67,0,25.721,31.965,43.11,26.48,0
0314,train,person,0037_20230523_105811,001,0313,vru,person,44,0,38.749,40.898,47.194,17.52,0
0314,train,person,0037_20230523_105811,002,0030,vru,person,28,0,46.05,46.498,47.96,11.0,0
0314,train,person,0037_20230523_105811,005,0315,vru,person,39,39,0.011,0.489,0.773,15.56,1
0315,train,person,0037_20230523_105811,000,0312,vru,person,39,0,26.181,28.769,35.61,15.56,0
0315,train,person,0037_20230523_105811,001,0313,vru,person,32,0,38.91,41.23,47.444,12.72,0
0315,train,person,0037_20230523_105811,002,0030,vru,person,16,0,45.881,46.684,48.183,6.2,0
0315,train,person,0037_20230523_105811,004,0314,vru,person,39,39,0.011,0.489,0.773,15.56,1
0316,train,person,0037_20230523_105811,008,0318,vru,bicycle,18,0,35.86,39.06,43.699,7.04,0
0318,train,bicycle,0037_20230523_105811,006,0316,vru,person,18,0,35.86,39.06,43.699,7.04,0
0319,train,person,0038_20230523_110238,1008,,vehicle,car,20,0,7.218,12.73,16.474,7.72,0
0320,train,person,0038_20230523_110238,1003,,vehicle,car,13,0,17.155,29.712,50.526,4.88,0
0320,train,person,0038_20230523_110238,1006,,vehicle,car,11,0,28.188,29.414,32.618,4.0,0
0320,train,person,0038_20230523_110238,1010,,vehicle,car,23,0,13.991,31.194,59.576,9.0,0
0320,train,person,0038_20230523_110238,1011,,vehicle,car,23,0,7.82,18.12,41.099,8.96,0
0320,train,person,0038_20230523_110238,1037,,vehicle,car,27,0,9.098,16.734,27.994,10.4,0
0320,train,person,0038_20230523_110238,1039,,vehicle,car,26,0,8.383,18.181,32.967,10.28,0
0321,train,bicycle,0038_20230523_110238,1000,,vehicle,car,13,0,5.532,19.124,41.717,5.04,0
0321,train,bicycle,0038_20230523_110238,1005,,vehicle,car,19,0,20.356,29.985,42.68,7.4,0
0322,train,bicycle,0038_20230523_110238,1036,,vehicle,car,7,0,36.783,38.486,41.77,2.44,0
0322,train,bicycle,0038_20230523_110238,1044,,vehicle,car,35,0,12.844,22.614,37.97,13.64,0
0323,train,person,0038_20230523_110238,1027,,vehicle,car,10,0,16.539,21.537,25.557,3.96,0
0324,train,person,0038_20230523_110238,1030,,vehicle,car,8,0,39.444,42.055,45.209,2.92,0
0324,train,person,0038_20230523_110238,1048,,vehicle,car,30,0,41.994,46.693,53.678,11.72,0
0325,train,person,0038_20230523_110238,1031,,vehicle,car,14,0,16.27,20.323,29.746,5.48,0
0325,train,person,0038_20230523_110238,1043,,vehicle,car,14,0,23.306,28.7,38.474,5.28,0
0325,train,person,0038_20230523_110238,1049,,vehicle,car,29,0,12.752,13.84,17.667,11.48,0
0326,train,bicycle,0038_20230523_110238,1020,,vehicle,car,16,0,16.851,22.986,31.844,6.32,0
0326,train,bicycle,0038_20230523_110238,1041,,vehicle,car,27,0,6.936,17.406,38.935,10.76,0
0326,train,bicycle,0038_20230523_110238,1042,,vehicle,car,27,2,2.723,15.02,48.191,10.48,1
0327,train,person,0039_20230523_110534,1006,,vehicle,car,15,0,17.973,22.079,27.344,5.84,0
0327,train,person,0039_20230523_110534,1016,,vehicle,car,15,0,14.813,24.965,40.298,5.76,0
0327,train,person,0039_20230523_110534,1024,,vehicle,car,10,0,17.482,24.884,39.673,3.72,0
0327,train,person,0039_20230523_110534,1028,,vehicle,car,13,0,6.779,17.03,29.621,5.12,0
0327,train,person,0039_20230523_110534,1030,,vehicle,car,12,0,3.87,11.051,20.999,4.72,0
0327,train,person,0039_20230523_110534,1034,,vehicle,car,17,0,8.543,24.745,43.673,6.6,0
0327,train,person,0039_20230523_110534,1043,,vehicle,car,77,0,14.692,27.653,32.446,30.76,0
0327,train,person,0039_20230523_110534,1044,,vehicle,car,117,0,5.892,14.177,29.336,46.72,0
0328,train,person,0039_20230523_110534,003,0330,vru,person,102,66,1.365,2.826,5.132,40.6,1
0328,train,person,0039_20230523_110534,006,0332,vru,person,74,0,17.292,22.747,33.343,29.32,0
0328,train,person,0039_20230523_110534,1004,,vehicle,car,12,0,14.905,22.777,38.766,4.68,0
0328,train,person,0039_20230523_110534,1011,,vehicle,car,14,0,8.814,20.688,34.023,5.52,0
0328,train,person,0039_20230523_110534,1012,,vehicle,car,15,0,32.743,36.423,43.206,5.88,0
0328,train,person,0039_20230523_110534,1027,,vehicle,car,2,0,34.906,34.96,35.014,0.52,0
0328,train,person,0039_20230523_110534,1031,,vehicle,car,1,0,58.427,58.427,58.427,0.12,0
0329,train,person,0039_20230523_110534,007,0333,vru,person,23,0,33.882,34.893,36.085,8.88,0
0329,train,person,0039_20230523_110534,1019,,vehicle,car,15,0,7.131,21.316,42.199,5.68,0
0329,train,person,0039_20230523_110534,1023,,vehicle,car,10,0,38.722,40.624,42.349,3.64,0
0330,train,person,0039_20230523_110534,001,0328,vru,person,102,66,1.365,2.826,5.132,40.6,1
0330,train,person,0039_20230523_110534,006,0332,vru,person,74,0,15.392,21.699,31.922,29.32,0
0330,train,person,0039_20230523_110534,1004,,vehicle,car,12,0,13.579,22.05,38.832,4.68,0
0330,train,person,0039_20230523_110534,1011,,vehicle,car,4,0,33.075,35.402,37.676,1.4,0
