sample_id,target_velocity,total_neighbors_within_radius,total_ped_neighbors,total_vehicle_neighbors,nearest_distance_within_radius,nearest_velocity_within_radius,nearest_type_within_radius,nearest_class_within_radius,cell_0_count,cell_0_mean_velocity,cell_0_min_distance,cell_0_ped_count,cell_0_vehicle_count,cell_1_count,cell_1_mean_velocity,cell_1_min_distance,cell_1_ped_count,cell_1_vehicle_count,cell_2_count,cell_2_mean_velocity,cell_2_min_distance,cell_2_ped_count,cell_2_vehicle_count,cell_3_count,cell_3_mean_velocity,cell_3_min_distance,cell_3_ped_count,cell_3_vehicle_count,cell_4_count,cell_4_mean_velocity,cell_4_min_distance,cell_4_ped_count,cell_4_vehicle_count,cell_5_count,cell_5_mean_velocity,cell_5_min_distance,cell_5_ped_count,cell_5_vehicle_count,cell_6_count,cell_6_mean_velocity,cell_6_min_distance,cell_6_ped_count,cell_6_vehicle_count,cell_7_count,cell_7_mean_velocity,cell_7_min_distance,cell_7_ped_count,cell_7_vehicle_count,cell_8_count,cell_8_mean_velocity,cell_8_min_distance,cell_8_ped_count,cell_8_vehicle_count,f1_state,f2_state,f3_state,n_ped_red,n_ped_green,n_ped_off
0387,0.018909,2,2,0,2.56598,0.049999,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,0.043845,2.56598,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0388,4.547936,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0389,3.979248,2,2,0,1.72872,0.303271,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.151341,4.445777,1,0,1,0.303271,1.72872,1,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0390,4.041534,2,2,0,0.848214,4.268212,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,4.268212,0.848214,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,5.293501,4.100692,1,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0391,3.99096,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,2,2,1,0
0392,5.185628,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0393,4.986932,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0395,0.244467,3,3,0,0.965689,0.185726,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,0.161595,0.965689,2,0,1,0.313031,2.889765,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,1,2,1,0
0396,0.02422,2,2,0,0.886434,0.062135,vrus,bicycle,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,0.05162,0.886434,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0397,4.268058,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0400,4.062716,5,5,0,1.609587,2.957448,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2.957448,1.609587,1,0,4,4.980983,2.052705,4,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0401,1.630662,5,5,0,0.153322,6.208178,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,3.719293,3.37712,1,0,1,1.278651,1.883759,1,0,1,6.208178,0.153322,1,0,2,3.243547,1.972627,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0402,0.079479,5,5,0,0.61907,0.13566,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,0.123907,0.61907,2,0,0,0.0,0.0,0,0,3,0.613943,2.727737,3,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0403,0.046737,2,2,0,3.708696,0.652978,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,0.505594,3.708696,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0404,0.652978,2,2,0,1.058712,0.358211,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.046737,3.708696,1,0,1,0.358211,1.058712,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0405,0.138774,4,4,0,0.676796,0.394613,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.62383,2.134056,1,0,1,0.394613,0.676796,1,0,0,0.0,0.0,0,0,2,0.303708,2.617076,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0406,0.041192,2,2,0,0.745764,0.168921,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.012922,4.766438,1,0,1,0.168921,0.745764,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0407,4.041778,6,6,0,1.552042,0.053835,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,0.087508,1.552042,2,0,1,0.067861,1.934619,1,0,1,0.067579,3.747966,1,0,2,0.046803,2.530644,2,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0408,4.880398,4,4,0,1.968503,3.806207,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,3.870845,2.244205,1,0,1,3.806207,1.968503,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,4.598502,3.149181,2,0,1,1,1,3,0,0
0409,3.788301,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0410,0.220376,6,6,0,0.570217,0.067612,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,3,0.194251,2.424325,3,0,2,2.235979,1.717714,2,0,1,0.067612,0.570217,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0411,5.137313,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0412,0.065482,6,6,0,0.726721,0.946624,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,4.250679,4.392858,1,0,2,0.084975,2.070374,2,0,2,0.671131,0.726721,2,0,0,0.0,0.0,0,0,1,0.085003,2.436717,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0413,1.682752,4,4,0,0.788456,1.95271,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,8.705757,3.643499,1,0,2,1.663929,0.788456,2,0,0,0.0,0.0,0,0,1,0.561666,3.25351,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0414,6.016931,1,1,0,0.995686,12.474294,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,12.474294,0.995686,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0417,13.235021,1,1,0,1.662988,5.811753,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,5.811753,1.662988,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0419,5.085373,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0427,5.346257,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0429,4.961022,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0430,0.096738,1,1,0,1.469659,0.10556,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.10556,1.469659,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0431,0.007106,1,1,0,1.468321,0.036359,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.036359,1.468321,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,1,2,1,0
0432,6.493069,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0433,0.1911,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0435,1.768001,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,2,2,1,0
0436,0.17048,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0438,0.062905,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0440,0.362252,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0441,0.042858,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,2,2,1,0
0442,4.703265,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0443,6.542523,2,2,0,0.495558,5.027818,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.100666,4.812637,1,0,1,5.027818,0.495558,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0444,4.869607,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0445,5.341906,1,1,0,4.09135,5.357821,vrus,person,0,0.0,0.0,0,0,1,5.357821,4.09135,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0446,5.747118,1,1,0,3.647136,5.608668,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,5.608668,3.647136,1,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0447,5.296525,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0448,2.631435,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0450,0.069378,2,1,1,2.60349,0.022772,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.022772,2.60349,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,17.759308,3.62081,0,1,2,1,2,1,2,0
0451,0.354273,2,2,0,2.841683,5.308855,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.714015,3.627382,1,0,1,5.308855,2.841683,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0452,0.714015,1,1,0,3.627382,0.354273,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.354273,3.627382,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0453,0.022772,2,1,1,2.60349,0.069378,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.069378,2.60349,1,0,1,17.759308,4.910745,0,1,0,0.0,0.0,0,0,2,1,2,1,2,0
0454,5.550789,2,2,0,1.697163,0.553007,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.106657,2.323895,1,0,1,0.553007,1.697163,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0455,4.852204,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,2,2,1,0
0456,5.549365,1,0,1,4.648693,0.067111,vehicles,car,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.067111,4.648693,0,1,2,1,2,1,2,0
0457,0.51272,3,3,0,0.519732,0.120911,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.036247,2.270674,1,0,1,0.120911,0.519732,1,0,1,0.702728,2.917202,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,2,2,1,0
0458,4.036209,3,3,0,0.306028,3.93033,vrus,person,0,0.0,0.0,0,0,1,5.816659,2.398965,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,3.93033,0.306028,1,0,1,5.27621,2.450274,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0459,6.114704,4,4,0,2.787127,3.790424,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,5.954399,3.118393,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,3,4.623985,2.787127,3,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0460,5.144387,3,3,0,2.240751,6.256007,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,4.705263,2.876236,2,0,1,6.256007,2.240751,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0461,1.622994,3,3,0,1.640902,0.568754,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2.301027,2.225514,1,0,1,0.568754,1.640902,1,0,1,1.044125,1.766819,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0462,3.837185,2,2,0,0.272592,3.920129,vrus,person,0,0.0,0.0,0,0,1,6.197213,2.448568,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,3.920129,0.272592,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0463,5.67491,3,3,0,2.112416,0.167851,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,3,0.175406,2.112416,3,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0464,4.492116,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0465,6.260223,1,0,1,3.373372,9.465936,vehicles,car,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,9.465936,3.373372,0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0466,4.452773,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0470,0.01143,1,1,0,1.693084,0.097365,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.097365,1.693084,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0471,0.120593,1,1,0,1.532706,0.087136,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.087136,1.532706,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0472,4.734925,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0473,0.585429,1,1,0,1.561186,0.017703,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.017703,1.561186,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,2,2,1,0
0474,4.46105,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
0478,1.717274,1,1,0,0.741013,1.988162,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1.988162,0.741013,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0479,0.172661,1,0,1,4.945521,24.488451,vehicles,car,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,24.488451,4.945521,0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0480,5.983342,1,1,0,0.898382,6.068474,vrus,bicycle,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,6.068474,0.898382,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0483,4.129195,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0490,7.173341,1,1,0,1.553275,6.07054,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,6.07054,1.553275,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0491,5.01376,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0492,0.076116,1,1,0,1.680553,1.632947,vrus,person,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1.632947,1.680553,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,2,1,0
0493,5.753855,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,1,2,1,0
0494,6.445284,1,1,0,3.248997,3.436755,vrus,bicycle,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,3.436755,3.248997,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0496,4.113405,1,1,0,3.564935,4.460238,vrus,person,0,0.0,0.0,0,0,1,4.460238,3.564935,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,0
0497,4.162406,0,0,0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,1,2,1,0
0498,0.028398,1,1,0,1.969688,0.305437,vrus,person,0,0.0,0.0,0,0,1,0.305437,1.969688,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,1,2,1,2,0
