sample_id,scene_path,archive,timestamp,target_type,target_id,target_class_name,target_x_world,target_y_world,target_z_world,target_x_ego,target_y_ego,target_velocity,other_type,other_id,other_class_name,other_x_world,other_y_world,other_z_world,other_velocity,dx,dy,dz,distance,f1_state,f2_state,f3_state,n_ped_green,n_ped_red,has_green,red_only,is_moving,displacement,avg_speed,map_label_id,map_label_name,is_crosswalk,is_sidewalk,is_road,is_bikelane,nearest_map_dist
0147,0016_20230323_083733,imptc_set_01.tar.gz,1679560705720011,vrus,012,person,-2.221769,-3.431446,1.733375,0.0,0.0,2.525004,vrus,002,person,-2.402114,1.232428,1.748835,0.015204,-0.180344,4.663874,0.01546,4.66736,,,,,,,,,,,1,sidewalk,0,1,0,0,0.026458
0150,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,006,person,0.296472,3.2748,1.586838,5.127415,1.421067,-0.690013,-0.042724,1.579731,,,,,,,,,,,5,crosswalk,1,0,0,0,0.023451
0150,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,017,person,1.126921,4.523638,1.64291,5.651301,2.251516,0.558826,0.013347,2.31983,,,,,,,,,,,5,crosswalk,1,0,0,0,0.023451
0150,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,001,person,0.506941,6.174062,1.685291,5.460707,1.631537,2.209249,0.055728,2.746397,,,,,,,,,,,5,crosswalk,1,0,0,0,0.023451
0150,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,004,person,1.851399,2.75841,1.719965,5.901904,2.975995,-1.206402,0.090403,3.211223,,,,,,,,,,,5,crosswalk,1,0,0,0,0.023451
0150,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,007,person,1.027357,1.315853,1.677287,5.967616,2.151953,-2.64896,0.047725,3.4129,,,,,,,,,,,5,crosswalk,1,0,0,0,0.023451
0150,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,005,person,-0.377892,0.014282,1.628674,4.376569,0.746703,-3.950531,-0.000888,4.02048,,,,,,,,,,,5,crosswalk,1,0,0,0,0.023451
0150,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,002,person,1.978958,6.834368,1.699399,5.789389,3.103553,2.869555,0.069836,4.226865,,,,,,,,,,,5,crosswalk,1,0,0,0,0.023451
0150,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,000,person,3.552944,5.13443,1.77387,6.131288,4.67754,1.169618,0.144307,4.821554,,,,,,,,,,,5,crosswalk,1,0,0,0,0.023451
0151,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,001,person,4.799527,10.513165,1.648013,5.534784,0.28326,1.392082,-0.014756,1.420608,,,,,,,,,,,5,crosswalk,1,0,0,0,0.000866
0151,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,006,person,3.435822,7.944956,1.639852,4.757374,-1.080445,-1.176127,-0.022917,1.597071,,,,,,,,,,,5,crosswalk,1,0,0,0,0.000866
0151,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,004,person,5.660313,7.899058,1.766069,6.069859,1.144046,-1.222026,0.1033,1.673974,,,,,,,,,,,5,crosswalk,1,0,0,0,0.000866
0151,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,022,person,3.51036,7.766723,1.58331,5.168578,-1.005906,-1.35436,-0.079459,1.687051,,,,,,,,,,,5,crosswalk,1,0,0,0,0.000866
0151,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,016,person,2.696848,8.382349,1.662044,7.161836,-1.819419,-0.738734,-0.000725,1.963673,,,,,,,,,,,5,crosswalk,1,0,0,0,0.000866
0151,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,007,person,3.9024,6.236377,1.944214,4.41459,-0.613867,-2.884706,0.281445,2.949298,,,,,,,,,,,5,crosswalk,1,0,0,0,0.000866
0151,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,002,person,6.428267,11.396671,1.717314,5.878802,1.912,2.275587,0.054545,2.972212,,,,,,,,,,,5,crosswalk,1,0,0,0,0.000866
0151,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,000,person,7.789018,9.865096,1.793017,5.586688,3.272751,0.744013,0.130248,3.356256,,,,,,,,,,,5,crosswalk,1,0,0,0,0.000866
0151,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,015,person,2.119865,5.228583,1.547779,5.187605,-2.396402,-3.8925,-0.11499,4.571028,,,,,,,,,,,5,crosswalk,1,0,0,0,0.000866
0151,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,005,person,2.455024,4.982663,1.737307,5.371031,-2.061243,-4.138421,0.074538,4.623337,,,,,,,,,,,5,crosswalk,1,0,0,0,0.000866
0153,0016_20230323_083733,imptc_set_01.tar.gz,1679560659800029,vrus,019,person,17.009298,18.721901,2.142963,0.0,0.0,0.940957,vrus,009,person,15.5615,17.895329,1.749153,4.785945,-1.447798,-0.826573,-0.39381,1.667136,,,,,,,,,,,1,sidewalk,0,1,0,0,0.016071
0154,0016_20230323_083733,imptc_set_01.tar.gz,1679560658800029,vrus,020,person,19.557773,22.1719,1.756306,0.0,0.0,4.980019,vrus,021,person,21.929947,25.417524,1.735013,7.017049,2.372174,3.245624,-0.021294,4.02011,,,,,,,,,,,1,sidewalk,0,1,0,0,0.035966
0154,0016_20230323_083733,imptc_set_01.tar.gz,1679560658800029,vrus,020,person,19.557773,22.1719,1.756306,0.0,0.0,4.980019,vehicles,1093,car,22.676638,18.839971,0.741173,2.518785,3.118865,-3.331929,-1.015133,4.563887,,,,,,,,,,,1,sidewalk,0,1,0,0,0.035966
0154,0016_20230323_083733,imptc_set_01.tar.gz,1679560658800029,vrus,020,person,19.557773,22.1719,1.756306,0.0,0.0,4.980019,vrus,019,person,16.867716,18.342257,2.094543,2.265418,-2.690057,-3.829643,0.338237,4.680018,,,,,,,,,,,1,sidewalk,0,1,0,0,0.035966
0155,0016_20230323_083733,imptc_set_01.tar.gz,1679560658320011,vrus,021,person,21.370859,24.732536,1.7297,0.0,0.0,6.265144,vrus,020,person,19.120449,21.660378,1.753119,5.120433,-2.25041,-3.072158,0.02342,3.808215,,,,,,,,,,,1,sidewalk,0,1,0,0,0.054364
0156,0016_20230323_083733,imptc_set_01.tar.gz,1679560735760020,vrus,022,person,5.7322,9.85555,1.592592,0.0,0.0,5.446394,vrus,016,person,5.380323,9.246599,1.691007,1.890003,-0.351877,-0.608951,0.098415,0.703305,,,,,,,,,,,5,crosswalk,1,0,0,0,0.001573
0156,0016_20230323_083733,imptc_set_01.tar.gz,1679560735760020,vrus,022,person,5.7322,9.85555,1.592592,0.0,0.0,5.446394,vrus,007,person,6.097719,8.891452,1.662661,6.458116,0.365519,-0.964098,0.070069,1.031062,,,,,,,,,,,5,crosswalk,1,0,0,0,0.001573
0156,0016_20230323_083733,imptc_set_01.tar.gz,1679560735760020,vrus,022,person,5.7322,9.85555,1.592592,0.0,0.0,5.446394,vrus,006,person,4.36712,9.992623,1.639225,4.890862,-1.36508,0.137073,0.046633,1.371945,,,,,,,,,,,5,crosswalk,1,0,0,0,0.001573
0156,0016_20230323_083733,imptc_set_01.tar.gz,1679560735760020,vrus,022,person,5.7322,9.85555,1.592592,0.0,0.0,5.446394,vrus,017,person,6.530684,11.503571,1.668295,5.337978,0.798484,1.648021,0.075703,1.83127,,,,,,,,,,,5,crosswalk,1,0,0,0,0.001573
0156,0016_20230323_083733,imptc_set_01.tar.gz,1679560735760020,vrus,022,person,5.7322,9.85555,1.592592,0.0,0.0,5.446394,vrus,004,person,8.057742,10.570768,1.779381,6.412193,2.325542,0.715218,0.186789,2.43304,,,,,,,,,,,5,crosswalk,1,0,0,0,0.001573
0156,0016_20230323_083733,imptc_set_01.tar.gz,1679560735760020,vrus,022,person,5.7322,9.85555,1.592592,0.0,0.0,5.446394,vrus,005,person,3.920485,7.466181,1.723342,5.394626,-1.811715,-2.389368,0.130749,2.998565,,,,,,,,,,,5,crosswalk,1,0,0,0,0.001573
0156,0016_20230323_083733,imptc_set_01.tar.gz,1679560735760020,vrus,022,person,5.7322,9.85555,1.592592,0.0,0.0,5.446394,vrus,015,person,4.150772,7.217452,1.686868,5.48354,-1.581428,-2.638097,0.094276,3.075788,,,,,,,,,,,5,crosswalk,1,0,0,0,0.001573
0156,0016_20230323_083733,imptc_set_01.tar.gz,1679560735760020,vrus,022,person,5.7322,9.85555,1.592592,0.0,0.0,5.446394,vrus,001,person,7.126567,12.671755,1.638432,5.228608,1.394367,2.816205,0.04584,3.142494,,,,,,,,,,,5,crosswalk,1,0,0,0,0.001573
0156,0016_20230323_083733,imptc_set_01.tar.gz,1679560735760020,vrus,022,person,5.7322,9.85555,1.592592,0.0,0.0,5.446394,vrus,002,person,8.988837,13.51979,1.709969,5.825511,3.256637,3.66424,0.117377,4.902279,,,,,,,,,,,5,crosswalk,1,0,0,0,0.001573
0156,0016_20230323_083733,imptc_set_01.tar.gz,1679560735760020,vrus,022,person,5.7322,9.85555,1.592592,0.0,0.0,5.446394,vrus,000,person,10.251244,11.97595,1.785206,5.647178,4.519044,2.120401,0.192614,4.991779,,,,,,,,,,,5,crosswalk,1,0,0,0,0.001573
3499,0016_20230323_083733,imptc_set_01.tar.gz,1679560700640023,vrus,000,person,-1.077992,-0.040396,1.778021,0.0,0.0,0.058794,vrus,008,person,-2.150588,-0.029379,1.731236,0.196129,-1.072596,0.011017,-0.046785,1.072653,2,1,1,1,2,1,0,0,0.001015,0.000203,1,sidewalk,0,1,0,0,0.063393
3499,0016_20230323_083733,imptc_set_01.tar.gz,1679560700640023,vrus,000,person,-1.077992,-0.040396,1.778021,0.0,0.0,0.058794,vrus,004,person,-0.88001,-1.567384,1.784325,0.042397,0.197981,-1.526988,0.006304,1.539769,2,1,1,1,2,1,0,0,0.001015,0.000203,1,sidewalk,0,1,0,0,0.063393
3499,0016_20230323_083733,imptc_set_01.tar.gz,1679560700640023,vrus,000,person,-1.077992,-0.040396,1.778021,0.0,0.0,0.058794,vrus,002,person,-2.474569,1.249987,1.749293,0.424034,-1.396577,1.290383,-0.028728,1.901451,2,1,1,1,2,1,0,0,0.001015,0.000203,1,sidewalk,0,1,0,0,0.063393
3499,0016_20230323_083733,imptc_set_01.tar.gz,1679560700640023,vrus,000,person,-1.077992,-0.040396,1.778021,0.0,0.0,0.058794,vrus,001,person,-3.136352,2.308612,1.663099,0.035847,-2.05836,2.349008,-0.114922,3.123249,2,1,1,1,2,1,0,0,0.001015,0.000203,1,sidewalk,0,1,0,0,0.063393
3500,0016_20230323_083733,imptc_set_01.tar.gz,1679560698480017,vrus,002,person,-2.534166,1.283586,1.739282,0.0,0.0,0.03161,vrus,001,person,-3.138859,2.280503,1.662554,0.036551,-0.604693,0.996917,-0.076728,1.165975,2,1,1,1,2,1,0,0,0.154502,0.0309,1,sidewalk,0,1,0,0,0.057359
3500,0016_20230323_083733,imptc_set_01.tar.gz,1679560698480017,vrus,002,person,-2.534166,1.283586,1.739282,0.0,0.0,0.03161,vrus,008,person,-2.206518,0.003223,1.732059,0.187814,0.327648,-1.280363,-0.007222,1.321621,2,1,1,1,2,1,0,0,0.154502,0.0309,1,sidewalk,0,1,0,0,0.057359
3500,0016_20230323_083733,imptc_set_01.tar.gz,1679560698480017,vrus,002,person,-2.534166,1.283586,1.739282,0.0,0.0,0.03161,vrus,000,person,-1.084608,-0.044779,1.776809,0.012667,1.449558,-1.328364,0.037527,1.966156,2,1,1,1,2,1,0,0,0.154502,0.0309,1,sidewalk,0,1,0,0,0.057359
3500,0016_20230323_083733,imptc_set_01.tar.gz,1679560698480017,vrus,002,person,-2.534166,1.283586,1.739282,0.0,0.0,0.03161,vrus,004,person,-0.883971,-1.577918,1.782253,0.031435,1.650195,-2.861504,0.042971,3.303233,2,1,1,1,2,1,0,0,0.154502,0.0309,1,sidewalk,0,1,0,0,0.057359
3502,0016_20230323_083733,imptc_set_01.tar.gz,1679560706239993,vrus,004,person,-0.754354,-1.681376,1.758588,0.0,0.0,0.020483,vrus,000,person,-1.076059,-0.033303,1.775785,0.007913,-0.321705,1.648073,0.017197,1.679178,2,1,1,1,2,1,0,0,0.08196,0.016392,1,sidewalk,0,1,0,0,0.058596
3502,0016_20230323_083733,imptc_set_01.tar.gz,1679560706239993,vrus,004,person,-0.754354,-1.681376,1.758588,0.0,0.0,0.020483,vrus,012,person,-2.019903,-3.164009,1.732544,2.26834,-1.265549,-1.482633,-0.026044,1.949311,2,1,1,1,2,1,0,0,0.08196,0.016392,1,sidewalk,0,1,0,0,0.058596
3502,0016_20230323_083733,imptc_set_01.tar.gz,1679560706239993,vrus,004,person,-0.754354,-1.681376,1.758588,0.0,0.0,0.020483,vrus,005,person,-2.17268,-3.04624,1.6271,2.130185,-1.418326,-1.364864,-0.131488,1.968376,2,1,1,1,2,1,0,0,0.08196,0.016392,1,sidewalk,0,1,0,0,0.058596
3502,0016_20230323_083733,imptc_set_01.tar.gz,1679560706239993,vrus,004,person,-0.754354,-1.681376,1.758588,0.0,0.0,0.020483,vrus,008,person,-2.16934,-0.049958,1.732498,0.135275,-1.414986,1.631418,-0.02609,2.159562,2,1,1,1,2,1,0,0,0.08196,0.016392,1,sidewalk,0,1,0,0,0.058596
3502,0016_20230323_083733,imptc_set_01.tar.gz,1679560706239993,vrus,004,person,-0.754354,-1.681376,1.758588,0.0,0.0,0.020483,vrus,002,person,-2.405656,1.232043,1.750264,0.035213,-1.651302,2.913419,-0.008324,3.348852,2,1,1,1,2,1,0,0,0.08196,0.016392,1,sidewalk,0,1,0,0,0.058596
3502,0016_20230323_083733,imptc_set_01.tar.gz,1679560706239993,vrus,004,person,-0.754354,-1.681376,1.758588,0.0,0.0,0.020483,vrus,001,person,-3.120267,2.317616,1.657707,0.015962,-2.365913,3.998992,-0.100881,4.646448,2,1,1,1,2,1,0,0,0.08196,0.016392,1,sidewalk,0,1,0,0,0.058596
3503,0016_20230323_083733,imptc_set_01.tar.gz,1679560726840008,vrus,005,person,-1.529894,-2.738764,1.628378,0.0,0.0,2.445143,vrus,010,person,-1.344435,-2.846945,1.726718,2.150832,0.185459,-0.108181,0.09834,0.214705,1,2,1,1,2,1,0,1,5.804732,1.160946,1,sidewalk,0,1,0,0,0.033336
3503,0016_20230323_083733,imptc_set_01.tar.gz,1679560726840008,vrus,005,person,-1.529894,-2.738764,1.628378,0.0,0.0,2.445143,vrus,007,person,0.143348,-2.697345,1.681,4.059059,1.673242,0.041419,0.052622,1.673755,1,2,1,1,2,1,0,1,5.804732,1.160946,1,sidewalk,0,1,0,0,0.033336
3503,0016_20230323_083733,imptc_set_01.tar.gz,1679560726840008,vrus,005,person,-1.529894,-2.738764,1.628378,0.0,0.0,2.445143,vrus,004,person,0.085635,-0.069617,1.998967,3.835955,1.61553,2.669146,0.370589,3.11998,1,2,1,1,2,1,0,1,5.804732,1.160946,1,sidewalk,0,1,0,0,0.033336
3503,0016_20230323_083733,imptc_set_01.tar.gz,1679560726840008,vrus,005,person,-1.529894,-2.738764,1.628378,0.0,0.0,2.445143,vrus,000,person,-0.202378,1.536559,1.740316,7.468475,1.327516,4.275322,0.111938,4.476682,1,2,1,1,2,1,0,1,5.804732,1.160946,1,sidewalk,0,1,0,0,0.033336
3505,0016_20230323_083733,imptc_set_01.tar.gz,1679560699079987,vrus,008,person,-2.197043,0.024327,1.732345,0.0,0.0,0.116958,vrus,000,person,-1.083248,-0.044955,1.780143,0.029215,1.113796,-0.069282,0.047798,1.115949,2,1,1,1,2,1,0,0,0.047382,0.009476,1,sidewalk,0,1,0,0,0.036538
3505,0016_20230323_083733,imptc_set_01.tar.gz,1679560699079987,vrus,008,person,-2.197043,0.024327,1.732345,0.0,0.0,0.116958,vrus,002,person,-2.536589,1.288927,1.738899,0.039901,-0.339545,1.2646,0.006554,1.30939,2,1,1,1,2,1,0,0,0.047382,0.009476,1,sidewalk,0,1,0,0,0.036538
3505,0016_20230323_083733,imptc_set_01.tar.gz,1679560699079987,vrus,008,person,-2.197043,0.024327,1.732345,0.0,0.0,0.116958,vrus,004,person,-0.883801,-1.577643,1.782417,0.015516,1.313242,-1.60197,0.050072,2.071452,2,1,1,1,2,1,0,0,0.047382,0.009476,1,sidewalk,0,1,0,0,0.036538
3505,0016_20230323_083733,imptc_set_01.tar.gz,1679560699079987,vrus,008,person,-2.197043,0.024327,1.732345,0.0,0.0,0.116958,vrus,001,person,-3.143988,2.287316,1.662362,0.07022,-0.946944,2.262989,-0.069984,2.453125,2,1,1,1,2,1,0,0,0.047382,0.009476,1,sidewalk,0,1,0,0,0.036538
3506,0016_20230323_083733,imptc_set_01.tar.gz,1679560663160005,vrus,009,person,18.392532,21.214161,1.748716,0.0,0.0,4.729823,vrus,019,person,17.787757,20.17482,1.938639,4.98739,-0.604775,-1.039341,0.189923,1.20249,1,1,2,1,2,1,0,1,6.385645,1.277129,1,sidewalk,0,1,0,0,0.016946
3506,0016_20230323_083733,imptc_set_01.tar.gz,1679560663160005,vrus,009,person,18.392532,21.214161,1.748716,0.0,0.0,4.729823,vehicles,1093,car,22.271959,18.263971,0.736923,0.143051,3.879427,-2.95019,-1.011793,4.873764,1,1,2,1,2,1,0,1,6.385645,1.277129,1,sidewalk,0,1,0,0,0.016946
3507,0016_20230323_083733,imptc_set_01.tar.gz,1679560719000000,vrus,010,person,-3.991194,-4.269577,1.562765,0.0,0.0,3.517216,vrus,005,person,-1.553471,-2.803169,1.681815,0.105774,2.437723,1.466408,0.119049,2.844793,1,1,1,0,3,0,1,1,2.711088,0.542218,1,sidewalk,0,1,0,0,0.068872
3507,0016_20230323_083733,imptc_set_01.tar.gz,1679560719000000,vrus,010,person,-3.991194,-4.269577,1.562765,0.0,0.0,3.517216,vrus,004,person,-0.778767,-1.688576,1.762553,0.153745,3.212427,2.581001,0.199787,4.120832,1,1,1,0,3,0,1,1,2.711088,0.542218,1,sidewalk,0,1,0,0,0.068872
3507,0016_20230323_083733,imptc_set_01.tar.gz,1679560719000000,vrus,010,person,-3.991194,-4.269577,1.562765,0.0,0.0,3.517216,vrus,000,person,-1.734696,-0.026702,1.672989,0.620884,2.256498,4.242875,0.110224,4.805598,1,1,1,0,3,0,1,1,2.711088,0.542218,1,sidewalk,0,1,0,0,0.068872
3509,0016_20230323_083733,imptc_set_01.tar.gz,1679560705720011,vrus,012,person,-2.221769,-3.431446,1.733375,0.0,0.0,2.525004,vrus,005,person,-2.41328,-3.297367,1.625795,2.714647,-0.191511,0.134078,-0.107581,0.233781,2,1,1,1,2,1,0,1,0.705902,0.14118,1,sidewalk,0,1,0,0,0.026458
3509,0016_20230323_083733,imptc_set_01.tar.gz,1679560705720011,vrus,012,person,-2.221769,-3.431446,1.733375,0.0,0.0,2.525004,vrus,004,person,-0.752166,-1.68157,1.759665,0.025286,1.469603,1.749876,0.02629,2.285125,2,1,1,1,2,1,0,1,0.705902,0.14118,1,sidewalk,0,1,0,0,0.026458
3509,0016_20230323_083733,imptc_set_01.tar.gz,1679560705720011,vrus,012,person,-2.221769,-3.431446,1.733375,0.0,0.0,2.525004,vrus,008,person,-2.154201,-0.056605,1.73042,0.093029,0.067568,3.374841,-0.002956,3.375517,2,1,1,1,2,1,0,1,0.705902,0.14118,1,sidewalk,0,1,0,0,0.026458
3509,0016_20230323_083733,imptc_set_01.tar.gz,1679560705720011,vrus,012,person,-2.221769,-3.431446,1.733375,0.0,0.0,2.525004,vrus,000,person,-1.077447,-0.038225,1.774253,0.055148,1.144322,3.393221,0.040877,3.580981,2,1,1,1,2,1,0,1,0.705902,0.14118,1,sidewalk,0,1,0,0,0.026458
3509,0016_20230323_083733,imptc_set_01.tar.gz,1679560705720011,vrus,012,person,-2.221769,-3.431446,1.733375,0.0,0.0,2.525004,vrus,002,person,-2.402114,1.232428,1.748835,0.015204,-0.180344,4.663874,0.01546,4.66736,2,1,1,1,2,1,0,1,0.705902,0.14118,1,sidewalk,0,1,0,0,0.026458
3512,0016_20230323_083733,imptc_set_01.tar.gz,1679560739440008,vrus,015,person,7.689914,11.3126,1.76074,0.0,0.0,5.207893,vrus,005,person,7.415939,11.612411,1.69511,4.982913,-0.273976,0.299811,-0.06563,0.40614,1,1,1,0,3,0,1,1,6.110566,1.222113,5,crosswalk,1,0,0,0,0.017408
3512,0016_20230323_083733,imptc_set_01.tar.gz,1679560739440008,vrus,015,person,7.689914,11.3126,1.76074,0.0,0.0,5.207893,vrus,006,person,8.447843,12.704577,1.655946,4.74494,0.757929,1.391977,-0.104794,1.584947,1,1,1,0,3,0,1,1,6.110566,1.222113,5,crosswalk,1,0,0,0,0.017408
3512,0016_20230323_083733,imptc_set_01.tar.gz,1679560739440008,vrus,015,person,7.689914,11.3126,1.76074,0.0,0.0,5.207893,vrus,007,person,10.126868,12.436396,1.650702,4.902222,2.436954,1.123797,-0.110039,2.683592,1,1,1,0,3,0,1,1,6.110566,1.222113,5,crosswalk,1,0,0,0,0.017408
3512,0016_20230323_083733,imptc_set_01.tar.gz,1679560739440008,vrus,015,person,7.689914,11.3126,1.76074,0.0,0.0,5.207893,vrus,022,person,9.714966,13.346374,1.623009,4.766586,2.025052,2.033774,-0.137731,2.87003,1,1,1,0,3,0,1,1,6.110566,1.222113,5,crosswalk,1,0,0,0,0.017408
3512,0016_20230323_083733,imptc_set_01.tar.gz,1679560739440008,vrus,015,person,7.689914,11.3126,1.76074,0.0,0.0,5.207893,vrus,017,person,11.156378,14.391804,1.654959,5.299744,3.466464,3.079204,-0.105781,4.63658,1,1,1,0,3,0,1,1,6.110566,1.222113,5,crosswalk,1,0,0,0,0.017408
3513,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,006,person,0.296472,3.2748,1.586838,5.127415,1.421067,-0.690013,-0.042724,1.579731,1,2,1,1,2,1,0,1,7.654321,1.530864,5,crosswalk,1,0,0,0,0.023451
3513,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,017,person,1.126921,4.523638,1.64291,5.651301,2.251516,0.558826,0.013347,2.31983,1,2,1,1,2,1,0,1,7.654321,1.530864,5,crosswalk,1,0,0,0,0.023451
3513,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,001,person,0.506941,6.174062,1.685291,5.460707,1.631537,2.209249,0.055728,2.746397,1,2,1,1,2,1,0,1,7.654321,1.530864,5,crosswalk,1,0,0,0,0.023451
3513,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,004,person,1.851399,2.75841,1.719965,5.901904,2.975995,-1.206402,0.090403,3.211223,1,2,1,1,2,1,0,1,7.654321,1.530864,5,crosswalk,1,0,0,0,0.023451
3513,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,007,person,1.027357,1.315853,1.677287,5.967616,2.151953,-2.64896,0.047725,3.4129,1,2,1,1,2,1,0,1,7.654321,1.530864,5,crosswalk,1,0,0,0,0.023451
3513,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,005,person,-0.377892,0.014282,1.628674,4.376569,0.746703,-3.950531,-0.000888,4.02048,1,2,1,1,2,1,0,1,7.654321,1.530864,5,crosswalk,1,0,0,0,0.023451
3513,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,002,person,1.978958,6.834368,1.699399,5.789389,3.103553,2.869555,0.069836,4.226865,1,2,1,1,2,1,0,1,7.654321,1.530864,5,crosswalk,1,0,0,0,0.023451
3513,0016_20230323_083733,imptc_set_01.tar.gz,1679560729800029,vrus,016,person,-1.124595,3.964813,1.629563,0.0,0.0,6.852989,vrus,000,person,3.552944,5.13443,1.77387,6.131288,4.67754,1.169618,0.144307,4.821554,1,2,1,1,2,1,0,1,7.654321,1.530864,5,crosswalk,1,0,0,0,0.023451
3514,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,001,person,4.799527,10.513165,1.648013,5.534784,0.28326,1.392082,-0.014756,1.420608,1,2,1,1,2,1,0,1,7.373492,1.474698,5,crosswalk,1,0,0,0,0.000866
3514,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,006,person,3.435822,7.944956,1.639852,4.757374,-1.080445,-1.176127,-0.022917,1.597071,1,2,1,1,2,1,0,1,7.373492,1.474698,5,crosswalk,1,0,0,0,0.000866
3514,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,004,person,5.660313,7.899058,1.766069,6.069859,1.144046,-1.222026,0.1033,1.673974,1,2,1,1,2,1,0,1,7.373492,1.474698,5,crosswalk,1,0,0,0,0.000866
3514,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,022,person,3.51036,7.766723,1.58331,5.168578,-1.005906,-1.35436,-0.079459,1.687051,1,2,1,1,2,1,0,1,7.373492,1.474698,5,crosswalk,1,0,0,0,0.000866
3514,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,016,person,2.696848,8.382349,1.662044,7.161836,-1.819419,-0.738734,-0.000725,1.963673,1,2,1,1,2,1,0,1,7.373492,1.474698,5,crosswalk,1,0,0,0,0.000866
3514,0016_20230323_083733,imptc_set_01.tar.gz,1679560733680002,vrus,017,person,4.516267,9.121083,1.662769,0.0,0.0,5.124079,vrus,007,person,3.9024,6.236377,1.944214,4.41459,-0.613867,-2.884706,0.281445,2.949298,1,2,1,1,2,1,0,1,7.373492,1.474698,5,crosswalk,1,0,0,0,0.000866
