sample_id,scene_path,timestamp,target_id,target_class_name,target_x_world,target_y_world,heading_vx,heading_vy,heading_ux,heading_uy,heading_valid,other_type,other_id,other_class_name,other_velocity,dx,dy,dz,distance,forward_proj,lateral_proj,relative_zone,relative_side,grid_row,grid_col,cell_id
0352,0041_20230523_111106,1684840348239993,15,person,33.208467,3.091588,0.0,0.0,1.0,0.0,0,vrus,22,person,2.551952,-0.234455,0.173578,-0.002916,0.291717,-0.234455,0.173578,back,left,2,2,12
0354,0041_20230523_111106,1684840274199984,17,person,-3.775419,3.842175,0.0,0.0,1.0,0.0,0,vrus,1,person,0.099014,1.091334,-1.632228,0.055323,1.963461,1.091334,-1.632228,front,right,0,3,3
0355,0041_20230523_111106,1684840338359990,18,person,24.152905,10.33787,0.0,0.0,1.0,0.0,0,vrus,2,person,4.58886,-0.983346,-0.058865,0.097805,0.985106,-0.983346,-0.058865,back,right,2,1,11
0357,0041_20230523_111106,1684840325920026,20,person,14.562538,13.979856,0.0,0.0,1.0,0.0,0,vrus,0,person,0.184877,1.482562,0.177508,-0.172029,1.493151,1.482562,0.177508,front,left,2,3,13
0357,0041_20230523_111106,1684840325920026,20,person,14.562538,13.979856,0.0,0.0,1.0,0.0,0,vrus,3,person,0.057991,1.564685,0.37567,-0.111581,1.609151,1.564685,0.37567,front,left,2,4,14
0357,0041_20230523_111106,1684840325920026,20,person,14.562538,13.979856,0.0,0.0,1.0,0.0,0,vrus,2,person,0.144913,0.261398,0.683881,-0.179032,0.732135,0.261398,0.683881,front,left,3,2,17
0364,0042_20230523_111514,1684840570720011,0,person,-4.964529,4.199071,0.0,0.0,1.0,0.0,0,vrus,2,person,0.046679,-0.515887,-0.140637,0.01806,0.534713,-0.515887,-0.140637,back,right,2,1,11
0365,0042_20230523_111514,1684840560280002,1,person,-0.329085,1.293648,0.0,0.0,1.0,0.0,0,vrus,6,person,0.028469,0.716109,-1.28874,4.3e-05,1.474334,0.716109,-1.28874,front,right,1,3,8
0365,0042_20230523_111514,1684840560280002,1,person,-0.329085,1.293648,0.0,0.0,1.0,0.0,0,vrus,4,person,0.219292,-1.685833,1.460906,-0.00598,2.230758,-1.685833,1.460906,back,left,3,0,15
0366,0042_20230523_111514,1684840579680002,2,person,-5.051444,4.302551,0.0,0.0,1.0,0.0,0,vrus,0,person,0.222106,0.510984,0.129277,-0.013868,0.527083,0.510984,0.129277,front,left,2,3,13
0367,0042_20230523_111514,1684840554199984,3,person,11.261265,16.435514,0.0,0.0,1.0,0.0,0,vrus,5,person,0.083946,1.305978,-0.590615,0.133538,1.433319,1.305978,-0.590615,front,right,1,3,8
0368,0042_20230523_111514,1684840553720011,4,person,-2.041174,2.746272,0.0,0.0,1.0,0.0,0,vrus,1,person,0.022352,1.703669,-1.443905,0.01144,2.233238,1.703669,-1.443905,front,right,1,4,9
0369,0042_20230523_111514,1684840583359990,5,person,13.434641,15.821535,0.0,0.0,1.0,0.0,0,vrus,4,person,5.371927,0.48159,-1.530104,-0.066896,1.604104,0.48159,-1.530104,front,right,0,2,2
0370,0042_20230523_111514,1684840548760020,6,person,-0.013915,-0.255216,0.0,0.0,1.0,0.0,0,vrus,1,person,0.034736,-0.316569,1.538671,-0.005849,1.570899,-0.316569,1.538671,back,left,4,2,22
0371,0042_20230523_111514,1684840567840008,7,person,13.5374,14.436387,0.0,0.0,1.0,0.0,0,vrus,5,person,0.008466,-1.043803,1.393247,0.038804,1.74088,-1.043803,1.393247,back,left,3,1,16
0371,0042_20230523_111514,1684840567840008,7,person,13.5374,14.436387,0.0,0.0,1.0,0.0,0,vrus,3,person,0.477257,-2.262643,2.03314,-0.08254,3.041909,-2.262643,2.03314,back,left,4,0,20
0372,0042_20230523_111514,1684840602560005,8,person,14.298453,15.921814,0.0,0.0,1.0,0.0,0,vrus,5,person,0.099092,-0.579488,0.402811,0.060412,0.705736,-0.579488,0.402811,back,left,2,1,11
0381,0043_20230523_111854,1684840780119996,1,person,14.077791,15.948784,0.0,0.0,1.0,0.0,0,vrus,3,person,0.047574,0.234182,0.176084,0.013912,0.292997,0.234182,0.176084,front,left,2,2,12
0381,0043_20230523_111854,1684840780119996,1,person,14.077791,15.948784,0.0,0.0,1.0,0.0,0,vrus,2,person,0.012128,-0.341859,0.389585,0.108005,0.518309,-0.341859,0.389585,back,left,2,2,12
0382,0043_20230523_111854,1684840780119996,2,person,13.735932,16.338369,0.0,0.0,1.0,0.0,0,vrus,1,person,0.509133,0.341859,-0.389585,-0.108005,0.518309,0.341859,-0.389585,front,right,2,2,12
0382,0043_20230523_111854,1684840780119996,2,person,13.735932,16.338369,0.0,0.0,1.0,0.0,0,vrus,3,person,0.047574,0.576041,-0.213501,-0.094093,0.614334,0.576041,-0.213501,front,right,2,3,13
0383,0043_20230523_111854,1684840781039978,4,person,-4.617881,4.49302,0.0,0.0,1.0,0.0,0,vrus,0,bicycle,0.207671,-0.471409,-0.354938,0.113762,0.590091,-0.471409,-0.354938,back,right,2,2,12
0385,0043_20230523_111854,1684840803800029,6,person,-3.202681,1.685012,0.0,0.0,1.0,0.0,0,vrus,0,bicycle,0.190223,-1.985426,2.43283,-0.121418,3.140155,-1.985426,2.43283,back,left,4,0,20
0389,0043_20230523_111854,1684840746920026,10,person,-0.57627,-1.423023,0.0,0.0,1.0,0.0,0,vrus,1,person,0.303271,-0.408772,1.679696,0.157034,1.72872,-0.408772,1.679696,back,left,4,2,22
0390,0043_20230523_111854,1684840760960035,11,person,3.468632,6.004794,0.0,0.0,1.0,0.0,0,vrus,1,person,4.268212,-0.345513,0.774653,-0.045505,0.848214,-0.345513,0.774653,back,left,3,2,17
0395,0043_20230523_111854,1684840740880017,17,person,-5.235911,3.751179,0.0,0.0,1.0,0.0,0,vrus,4,person,0.185726,0.528981,0.80792,-0.112254,0.965689,0.528981,0.80792,front,left,3,3,18
0395,0043_20230523_111854,1684840740880017,17,person,-5.235911,3.751179,0.0,0.0,1.0,0.0,0,vrus,0,bicycle,0.137463,0.688285,0.88977,0.00706,1.124911,0.688285,0.88977,front,left,3,3,18
0396,0043_20230523_111854,1684840761079987,18,person,-5.380772,4.04078,0.0,0.0,1.0,0.0,0,vrus,0,bicycle,0.062135,0.674407,0.575275,0.092325,0.886434,0.674407,0.575275,front,left,3,3,18
0396,0043_20230523_111854,1684840761079987,18,person,-5.380772,4.04078,0.0,0.0,1.0,0.0,0,vrus,4,person,0.041106,0.790635,0.528626,-0.016363,0.951078,0.790635,0.528626,front,left,3,3,18
0400,0044_20230523_112300,1684841027119996,0,person,-4.701406,5.065438,0.0,0.0,1.0,0.0,0,vrus,9,person,2.957448,1.56296,0.384611,-0.073613,1.609587,1.56296,0.384611,front,left,2,4,14
0400,0044_20230523_112300,1684841027119996,0,person,-4.701406,5.065438,0.0,0.0,1.0,0.0,0,vrus,1,person,5.272871,2.030785,0.299184,-0.032485,2.052705,2.030785,0.299184,front,left,2,4,14
0401,0044_20230523_112300,1684841025519996,1,person,-3.9965,4.290656,0.0,0.0,1.0,0.0,0,vrus,2,person,3.473688,2.130991,-1.555342,0.214134,2.638221,2.130991,-1.555342,front,right,0,4,4
0401,0044_20230523_112300,1684841025519996,1,person,-3.9965,4.290656,0.0,0.0,1.0,0.0,0,vrus,6,person,3.013407,1.686842,-1.022654,0.122678,1.972627,1.686842,-1.022654,front,right,1,4,9
0401,0044_20230523_112300,1684841025519996,1,person,-3.9965,4.290656,0.0,0.0,1.0,0.0,0,vrus,0,person,1.278651,-1.865285,0.263172,0.046736,1.883759,-1.865285,0.263172,back,left,2,0,10
0401,0044_20230523_112300,1684841025519996,1,person,-3.9965,4.290656,0.0,0.0,1.0,0.0,0,vrus,9,person,6.208178,-0.007261,-0.15315,-0.056817,0.153322,-0.007261,-0.15315,back,right,2,2,12
0402,0044_20230523_112300,1684841018440008,2,person,-2.477485,2.079651,0.0,0.0,1.0,0.0,0,vrus,15,person,0.13566,0.595343,-0.169747,0.104564,0.61907,0.595343,-0.169747,front,right,2,3,13
0402,0044_20230523_112300,1684841018440008,2,person,-2.477485,2.079651,0.0,0.0,1.0,0.0,0,vrus,6,person,0.112155,-0.175816,0.729872,-0.017189,0.750749,-0.175816,0.729872,back,left,3,2,17
0402,0044_20230523_112300,1684841018440008,2,person,-2.477485,2.079651,0.0,0.0,1.0,0.0,0,vrus,1,person,0.066738,-1.76512,2.07964,-0.215899,2.727737,-1.76512,2.07964,back,left,4,0,20
0402,0044_20230523_112300,1684841018440008,2,person,-2.477485,2.079651,0.0,0.0,1.0,0.0,0,vrus,11,person,1.531825,-2.384566,2.072323,-0.450134,3.159221,-2.384566,2.072323,back,left,4,0,20
0404,0044_20230523_112300,1684841015760020,4,person,13.666475,16.331956,0.0,0.0,1.0,0.0,0,vrus,7,person,0.358211,0.957022,-0.452746,-0.073591,1.058712,0.957022,-0.452746,front,right,2,3,13
0405,0044_20230523_112300,1684841015280002,6,person,-2.555413,2.772423,0.0,0.0,1.0,0.0,0,vrus,2,person,0.394613,0.013528,-0.676661,-0.016557,0.676796,0.013528,-0.676661,front,right,1,2,7
0405,0044_20230523_112300,1684841015280002,6,person,-2.555413,2.772423,0.0,0.0,1.0,0.0,0,vrus,1,person,0.62383,-1.71468,1.270459,-0.2375,2.134056,-1.71468,1.270459,back,left,3,0,15
0405,0044_20230523_112300,1684841015280002,6,person,-2.555413,2.772423,0.0,0.0,1.0,0.0,0,vrus,11,person,0.446572,-1.882127,1.81843,-0.420567,2.617076,-1.882127,1.81843,back,left,4,0,20
0406,0044_20230523_112300,1684841003119996,7,person,14.666607,15.933242,0.0,0.0,1.0,0.0,0,vrus,4,person,0.168921,-0.648827,0.367679,-0.003898,0.745764,-0.648827,0.367679,back,left,2,1,11
0407,0044_20230523_112300,1684841002079987,8,person,-3.892089,1.470244,0.0,0.0,1.0,0.0,0,vrus,2,person,0.067861,1.887667,0.423635,0.165189,1.934619,1.887667,0.423635,front,left,2,4,14
0407,0044_20230523_112300,1684841002079987,8,person,-3.892089,1.470244,0.0,0.0,1.0,0.0,0,vrus,6,person,0.053835,1.387649,0.695172,0.054005,1.552042,1.387649,0.695172,front,left,3,3,18
0407,0044_20230523_112300,1684841002079987,8,person,-3.892089,1.470244,0.0,0.0,1.0,0.0,0,vrus,14,person,0.12118,1.259248,1.36885,0.059744,1.859961,1.259248,1.36885,front,left,3,3,18
0407,0044_20230523_112300,1684841002079987,8,person,-3.892089,1.470244,0.0,0.0,1.0,0.0,0,vrus,1,person,0.00423,-0.432148,2.493472,-0.149877,2.530644,-0.432148,2.493472,back,left,4,2,22
0408,0044_20230523_112300,1684841038560005,9,person,8.700249,12.303164,0.0,0.0,1.0,0.0,0,vrus,0,person,3.806207,-1.6482,1.07631,-0.183167,1.968503,-1.6482,1.07631,back,left,3,0,15
0408,0044_20230523_112300,1684841038560005,9,person,8.700249,12.303164,0.0,0.0,1.0,0.0,0,vrus,1,person,3.870845,-1.670965,1.49811,-0.011487,2.244205,-1.670965,1.49811,back,left,3,0,15
0408,0044_20230523_112300,1684841038560005,9,person,8.700249,12.303164,0.0,0.0,1.0,0.0,0,vrus,6,person,4.249731,2.457957,1.968702,0.179302,3.149181,2.457957,1.968702,front,left,4,4,24
0410,0044_20230523_112300,1684841007280002,11,person,-4.316655,4.530737,0.0,0.0,1.0,0.0,0,vrus,14,person,0.078684,1.694878,-1.73342,0.284688,2.424325,1.694878,-1.73342,front,right,0,4,4
0410,0044_20230523_112300,1684841007280002,11,person,-4.316655,4.530737,0.0,0.0,1.0,0.0,0,vrus,6,person,0.013986,1.828919,-2.358735,0.267375,2.984724,1.828919,-2.358735,front,right,0,4,4
0410,0044_20230523_112300,1684841007280002,11,person,-4.316655,4.530737,0.0,0.0,1.0,0.0,0,vrus,1,person,0.067612,-0.02762,-0.569547,0.062853,0.570217,-0.02762,-0.569547,back,right,1,2,7
0410,0044_20230523_112300,1684841007280002,11,person,-4.316655,4.530737,0.0,0.0,1.0,0.0,0,vrus,0,person,0.128226,-1.717654,-0.014344,0.146246,1.717714,-1.717654,-0.014344,back,right,2,0,10
0412,0044_20230523_112300,1684840998399999,14,person,-2.588257,2.835944,0.0,0.0,1.0,0.0,0,vrus,6,person,0.946624,0.363258,-0.629418,0.021391,0.726721,0.363258,-0.629418,front,right,1,2,7
0412,0044_20230523_112300,1684840998399999,14,person,-2.588257,2.835944,0.0,0.0,1.0,0.0,0,vrus,2,person,0.395638,0.514935,-0.928999,0.066678,1.062166,0.514935,-0.928999,front,right,1,3,8
0412,0044_20230523_112300,1684840998399999,14,person,-2.588257,2.835944,0.0,0.0,1.0,0.0,0,vrus,1,person,0.018149,-1.728642,1.139405,-0.234075,2.070374,-1.728642,1.139405,back,left,3,0,15
0412,0044_20230523_112300,1684840998399999,14,person,-2.588257,2.835944,0.0,0.0,1.0,0.0,0,vrus,11,person,0.085003,-1.725627,1.720407,-0.296946,2.436717,-1.725627,1.720407,back,left,4,0,20
0413,0044_20230523_112300,1684841024680002,15,person,-1.551379,2.069487,0.0,0.0,1.0,0.0,0,vrus,2,person,1.95271,-0.768618,0.175753,-0.101423,0.788456,-0.768618,0.175753,back,left,2,1,11
0413,0044_20230523_112300,1684841024680002,15,person,-1.551379,2.069487,0.0,0.0,1.0,0.0,0,vrus,6,person,1.375148,-1.058076,0.815446,-0.147068,1.335843,-1.058076,0.815446,back,left,3,1,16
0414,0044_20230523_112300,1684840987480017,16,person,-2.878907,27.722109,0.0,0.0,1.0,0.0,0,vrus,19,person,12.474294,-0.17995,-0.97929,-0.057047,0.995686,-0.17995,-0.97929,back,right,1,2,7
0417,0044_20230523_112300,1684840987039978,19,person,-1.962858,25.614797,0.0,0.0,1.0,0.0,0,vrus,16,person,5.811753,-0.385914,1.617591,-0.068545,1.662988,-0.385914,1.617591,back,left,4,2,22
0430,0047_20230526_055334,1685080503920035,0,person,12.275546,15.652219,0.0,0.0,1.0,0.0,0,vrus,1,person,0.10556,-1.312489,0.661265,0.096651,1.469659,-1.312489,0.661265,back,left,3,1,16
0431,0047_20230526_055334,1685080486160035,1,person,10.957201,16.280728,0.0,0.0,1.0,0.0,0,vrus,0,person,0.036359,1.323136,-0.636615,-0.09998,1.468321,1.323136,-0.636615,front,right,1,3,8
0443,0048_20230526_060338,1685081028080035,3,person,15.760392,14.831444,0.0,0.0,1.0,0.0,0,vrus,2,person,5.027818,0.020808,0.495121,-0.032095,0.495558,0.020808,0.495121,front,left,2,2,12
0450,0050_20230322_120844,1679486947640035,0,person,-2.660301,2.384524,0.0,0.0,1.0,0.0,0,vrus,3,person,0.022772,1.72878,-1.946658,-0.113388,2.60349,1.72878,-1.946658,front,right,0,4,4
0451,0050_20230322_120844,1679486947640035,1,person,10.208628,15.859428,0.0,0.0,1.0,0.0,0,vrus,4,person,5.308855,-1.700817,2.276484,-0.063556,2.841683,-1.700817,2.276484,back,left,4,0,20
0453,0050_20230322_120844,1679486947640035,3,person,-0.931521,0.437866,0.0,0.0,1.0,0.0,0,vrus,0,person,0.069378,-1.72878,1.946658,0.113388,2.60349,-1.72878,1.946658,back,left,4,0,20
0454,0050_20230322_120844,1679486950760035,4,person,12.100261,15.05151,0.0,0.0,1.0,0.0,0,vrus,1,person,0.106657,-2.225551,0.668888,0.048918,2.323895,-2.225551,0.668888,back,left,3,0,15
0454,0050_20230322_120844,1679486950760035,4,person,12.100261,15.05151,0.0,0.0,1.0,0.0,0,vrus,2,person,0.553007,1.602563,0.558709,-0.062785,1.697163,1.602563,0.558709,front,left,3,4,19
0457,0050_20230322_120844,1679486932360035,7,person,13.815291,15.869676,0.0,0.0,1.0,0.0,0,vrus,2,person,0.120911,-0.017436,-0.51944,0.167166,0.519732,-0.017436,-0.51944,back,right,1,2,7
0457,0050_20230322_120844,1679486932360035,7,person,13.815291,15.869676,0.0,0.0,1.0,0.0,0,vrus,1,person,0.036247,-2.264471,0.167714,0.246711,2.270674,-2.264471,0.167714,back,left,2,0,10
0458,0051_20230322_121247,1679487196560035,0,person,6.581509,12.482893,0.0,0.0,1.0,0.0,0,vrus,3,person,5.816659,0.686419,-2.298665,-0.032676,2.398965,0.686419,-2.298665,front,right,0,3,3
0458,0051_20230322_121247,1679487196560035,0,person,6.581509,12.482893,0.0,0.0,1.0,0.0,0,vrus,4,person,3.93033,-0.142855,0.270639,-0.176582,0.306028,-0.142855,0.270639,back,left,2,2,12
0458,0051_20230322_121247,1679487196560035,0,person,6.581509,12.482893,0.0,0.0,1.0,0.0,0,vrus,2,person,5.27621,2.419683,0.385979,-0.09604,2.450274,2.419683,0.385979,front,left,2,4,14
0459,0051_20230322_121247,1679487199240035,1,person,2.487381,9.117126,0.0,0.0,1.0,0.0,0,vrus,3,person,5.954399,2.035528,-2.362415,0.010095,3.118393,2.035528,-2.362415,front,right,0,4,4
0460,0051_20230322_121247,1679487194160035,2,person,11.66469,15.114351,0.0,0.0,1.0,0.0,0,vrus,3,person,6.256007,-1.660293,-1.504789,0.060417,2.240751,-1.660293,-1.504789,back,right,0,0,0
0461,0051_20230322_121247,1679487191960035,3,person,11.799255,15.755928,0.0,0.0,1.0,0.0,0,vrus,2,person,1.044125,1.766224,-0.045849,-0.062739,1.766819,1.766224,-0.045849,front,right,2,4,14
0461,0051_20230322_121247,1679487191960035,3,person,11.799255,15.755928,0.0,0.0,1.0,0.0,0,vrus,4,person,2.301027,-2.043743,0.880926,-0.168774,2.225514,-2.043743,0.880926,back,left,3,0,15
0461,0051_20230322_121247,1679487191960035,3,person,11.799255,15.755928,0.0,0.0,1.0,0.0,0,vrus,0,person,0.568754,-1.332252,0.957947,-0.229751,1.640902,-1.332252,0.957947,back,left,3,1,16
0462,0051_20230322_121247,1679487202920035,4,person,2.849306,7.004682,0.0,0.0,1.0,0.0,0,vrus,2,person,6.197213,-0.745855,-2.332206,0.065776,2.448568,-0.745855,-2.332206,back,right,0,1,1
0462,0051_20230322_121247,1679487202920035,4,person,2.849306,7.004682,0.0,0.0,1.0,0.0,0,vrus,0,person,3.920129,0.186816,-0.19851,0.190643,0.272592,0.186816,-0.19851,front,right,2,2,12
0463,0051_20230322_121247,1679487182320035,5,person,8.053086,17.288528,0.0,0.0,1.0,0.0,0,vrus,0,person,0.203596,2.194167,-0.605319,0.04889,2.276132,2.194167,-0.605319,front,right,1,4,9
0463,0051_20230322_121247,1679487182320035,5,person,8.053086,17.288528,0.0,0.0,1.0,0.0,0,vrus,4,person,0.167851,2.084664,-0.341292,-0.11862,2.112416,2.084664,-0.341292,front,right,2,4,14
0470,0053_20230322_142112,1679494921800035,0,person,-2.950585,2.446272,0.0,0.0,1.0,0.0,0,vrus,1,person,0.097365,-1.675821,-0.241164,-0.098038,1.693084,-1.675821,-0.241164,back,right,2,0,10
0471,0053_20230322_142112,1679494945360035,1,person,-4.398711,1.927885,0.0,0.0,1.0,0.0,0,vrus,0,person,0.087136,1.441693,0.520297,0.065532,1.532706,1.441693,0.520297,front,left,3,3,18
0473,0053_20230322_142112,1679494885240035,3,person,-4.496615,2.051512,0.0,0.0,1.0,0.0,0,vrus,0,person,0.017703,1.515951,0.373088,0.055019,1.561186,1.515951,0.373088,front,left,2,4,14
0478,0054_20230322_142344,1679495120040035,0,person,-1.895927,0.916861,0.0,0.0,1.0,0.0,0,vrus,1,person,1.988162,0.323016,-0.666904,-0.04908,0.741013,0.323016,-0.666904,front,right,1,2,7
0480,0054_20230322_142344,1679495042880035,4,person,4.471204,10.46269,0.0,0.0,1.0,0.0,0,vrus,5,bicycle,6.068474,0.763171,-0.473982,-0.296041,0.898382,0.763171,-0.473982,front,right,2,3,13
0490,0055_20230322_143231,1679495578800035,0,person,7.767206,13.434983,0.0,0.0,1.0,0.0,0,vrus,2,person,6.07054,1.549045,0.114547,-0.139504,1.553275,1.549045,0.114547,front,left,2,4,14
0492,0055_20230322_143231,1679495575520035,2,person,11.140773,16.301429,0.0,0.0,1.0,0.0,0,vrus,0,person,1.632947,-1.591985,-0.538372,0.118779,1.680553,-1.591985,-0.538372,back,right,1,0,5
0498,0056_20230322_143922,1679496002160035,0,person,-2.534747,2.446361,0.0,0.0,1.0,0.0,0,vrus,1,person,0.305437,0.601738,-1.875521,-0.087898,1.969688,0.601738,-1.875521,front,right,0,3,3
0499,0056_20230322_143922,1679496014680035,1,person,-1.767696,0.723638,0.0,0.0,1.0,0.0,0,vrus,4,person,4.808001,-0.067831,-1.005517,0.113878,1.007803,-0.067831,-1.005517,back,right,1,2,7
0499,0056_20230322_143922,1679496014680035,1,person,-1.767696,0.723638,0.0,0.0,1.0,0.0,0,vrus,0,person,0.064389,-0.762051,1.718287,0.095419,1.879689,-0.762051,1.718287,back,left,4,1,21
0509,0058_20230322_144917,1679496594400035,0,person,-2.47863,-0.990089,0.0,0.0,1.0,0.0,0,vrus,2,bicycle,4.73906,1.626691,-0.139286,-0.094485,1.632643,1.626691,-0.139286,front,right,2,4,14
0517,0059_20230322_145137,1679496730280035,1,person,-2.048754,2.743411,0.0,0.0,1.0,0.0,0,vrus,3,person,0.034332,-0.474,-2.325985,-0.09303,2.37379,-0.474,-2.325985,back,right,0,2,2
0518,0059_20230322_145137,1679496730280035,2,person,-0.699802,0.149808,0.0,0.0,1.0,0.0,0,vrus,3,person,0.034332,-1.822952,0.267618,-0.023041,1.842491,-1.822952,0.267618,back,left,2,0,10
0519,0059_20230322_145137,1679496729720035,3,person,-2.525828,0.420069,0.0,0.0,1.0,0.0,0,vrus,2,person,0.027217,1.83147,-0.265513,0.022987,1.850616,1.83147,-0.265513,front,right,2,4,14
0519,0059_20230322_145137,1679496729720035,3,person,-2.525828,0.420069,0.0,0.0,1.0,0.0,0,vrus,1,person,0.011794,0.47778,2.323348,0.092283,2.371966,0.47778,2.323348,front,left,4,2,22
0523,0060_20230322_145409,1679496921800035,2,person,-2.474528,0.700538,0.0,0.0,1.0,0.0,0,vrus,0,person,0.007385,0.003871,1.34676,-0.113017,1.346766,0.003871,1.34676,front,left,3,2,17
0524,0060_20230322_145409,1679496933760035,4,person,-8.22485,5.621411,0.0,0.0,1.0,0.0,0,vrus,3,person,4.871395,1.444134,-0.684065,-0.070125,1.597957,1.444134,-0.684065,front,right,1,3,8
0528,0061_20230322_150124,1679497333520035,0,person,-2.818074,2.540432,0.0,0.0,1.0,0.0,0,vrus,1,person,0.068311,0.061879,-0.699563,-0.00943,0.702294,0.061879,-0.699563,front,right,1,2,7
0529,0061_20230322_150124,1679497334560035,1,person,-2.766617,1.80754,0.0,0.0,1.0,0.0,0,vrus,0,person,0.142445,-0.023553,0.667638,0.016314,0.668054,-0.023553,0.667638,back,left,3,2,17
0544,0063_20230322_150830,1679497817440035,6,person,10.430485,15.618655,0.0,0.0,1.0,0.0,0,vrus,4,person,0.462036,0.606297,-0.27278,0.04593,0.664834,0.606297,-0.27278,front,right,2,3,13
0549,0063_20230322_150830,1679497844160035,11,person,-4.098944,-5.355752,0.0,0.0,1.0,0.0,0,vrus,4,person,5.859524,-1.142157,0.572221,-0.075223,1.277481,-1.142157,0.572221,back,left,3,1,16
0552,0064_20230322_151516,1679498135120035,0,person,-0.160753,-0.533729,0.0,0.0,1.0,0.0,0,vrus,4,person,5.115242,-1.649928,1.149514,0.098425,2.010881,-1.649928,1.149514,back,left,3,0,15
0552,0064_20230322_151516,1679498135120035,0,person,-0.160753,-0.533729,0.0,0.0,1.0,0.0,0,vrus,2,person,5.202128,-2.107568,1.073733,0.114229,2.365322,-2.107568,1.073733,back,left,3,0,15
0554,0064_20230322_151516,1679498144000035,2,person,7.099692,-8.583562,0.0,0.0,1.0,0.0,0,vrus,4,person,5.233854,0.564293,0.155955,-0.009278,0.585447,0.564293,0.155955,front,left,2,3,13
0556,0064_20230322_151516,1679498138520035,4,person,1.431329,-3.099121,0.0,0.0,1.0,0.0,0,vrus,2,person,5.342987,-0.526852,-0.119275,-0.019919,0.540184,-0.526852,-0.119275,back,right,2,1,11
0563,0066_20230523_092801,1684834099119996,0,person,3.168626,5.194427,0.0,0.0,1.0,0.0,0,vrus,1,person,5.675384,-1.407556,1.476727,0.070955,2.040082,-1.407556,1.476727,back,left,3,1,16
0563,0066_20230523_092801,1684834099119996,0,person,3.168626,5.194427,0.0,0.0,1.0,0.0,0,vrus,2,person,6.408739,-0.322432,1.515879,-0.144534,1.549791,-0.322432,1.515879,back,left,4,2,22
0564,0066_20230523_092801,1684834097399999,1,person,-0.188705,4.701674,0.0,0.0,1.0,0.0,0,vrus,0,person,6.040304,1.536889,-1.629002,-0.06142,2.23957,1.536889,-1.629002,front,right,0,4,4
0564,0066_20230523_092801,1684834097399999,1,person,-0.188705,4.701674,0.0,0.0,1.0,0.0,0,vrus,2,person,6.84505,0.868246,-0.245087,-0.215662,0.902174,0.868246,-0.245087,front,right,2,3,13
0583,0071_20230824_115734,1692878291119996,0,person,11.216425,16.207504,0.0,0.0,1.0,0.0,0,vrus,1,person,0.077307,-0.002885,-0.412782,0.047107,0.412792,-0.002885,-0.412782,back,right,2,2,12
0584,0071_20230824_115734,1692878285359990,1,person,11.169062,15.876309,0.0,0.0,1.0,0.0,0,vrus,0,person,0.098745,0.017197,0.3572,-0.000827,0.357614,0.017197,0.3572,front,left,2,2,12
0596,0075_20230824_141526,1692886547160005,1,person,16.934241,12.413714,0.0,0.0,1.0,0.0,0,vrus,4,person,5.395325,0.57575,0.704698,-0.069809,0.909993,0.57575,0.704698,front,left,3,3,18
0597,0075_20230824_141526,1692886544640023,2,person,7.902867,-8.008817,0.0,0.0,1.0,0.0,0,vrus,8,person,4.463816,1.209828,-2.264281,0.102749,2.567227,1.209828,-2.264281,front,right,0,3,3
0597,0075_20230824_141526,1692886544640023,2,person,7.902867,-8.008817,0.0,0.0,1.0,0.0,0,vrus,3,person,4.416546,1.660411,-2.199457,0.043672,2.755826,1.660411,-2.199457,front,right,0,4,4
0598,0075_20230824_141526,1692886543359990,3,person,8.192324,-9.4073,0.0,0.0,1.0,0.0,0,vrus,8,person,4.642308,-0.548264,-0.151652,0.078388,0.568851,-0.548264,-0.151652,back,right,2,1,11
0598,0075_20230824_141526,1692886543359990,3,person,8.192324,-9.4073,0.0,0.0,1.0,0.0,0,vrus,2,person,4.444516,-1.462241,2.45144,-0.060329,2.854419,-1.462241,2.45144,back,left,4,1,21
0599,0075_20230824_141526,1692886542640023,4,person,11.500207,15.884123,0.0,0.0,1.0,0.0,0,vrus,1,person,5.122898,-0.268769,-0.391504,0.074752,0.474881,-0.268769,-0.391504,back,right,2,2,12
0602,0075_20230824_141526,1692886541760020,8,person,5.96462,-8.410481,0.0,0.0,1.0,0.0,0,vrus,3,person,4.684034,0.488211,0.227442,-0.091678,0.538591,0.488211,0.227442,front,left,2,2,12
0608,0076_20230824_142330,1692887022199984,3,person,-0.332242,-0.716678,0.0,0.0,1.0,0.0,0,vrus,4,scooter,6.255036,2.383504,-2.166672,-0.009164,3.221111,2.383504,-2.166672,front,right,0,4,4
0608,0076_20230824_142330,1692887022199984,3,person,-0.332242,-0.716678,0.0,0.0,1.0,0.0,0,vrus,1,scooter,3.310519,-0.320329,-1.138803,-0.06713,1.182997,-0.320329,-1.138803,back,right,1,2,7
0612,0077_20230824_142412,1692887076720011,1,person,1.22101,-3.050642,0.0,0.0,1.0,0.0,0,vrus,4,person,5.038375,0.052942,0.207711,0.101921,0.214351,0.052942,0.207711,front,left,2,2,12
0629,0079_20230824_143252,1692887648320011,1,person,-0.558906,0.891995,0.0,0.0,1.0,0.0,0,vrus,2,person,0.043279,-1.147152,1.102391,-0.164755,1.590982,-1.147152,1.102391,back,left,3,1,16
0630,0079_20230824_143252,1692887660800029,2,person,-1.812588,2.037168,0.0,0.0,1.0,0.0,0,vrus,1,person,0.097172,1.248477,-1.180759,0.162022,1.718396,1.248477,-1.180759,front,right,1,3,8
