sample_id,f1_state,f2_state,f3_state,n_ped_red,n_ped_green,n_ped_off,n_ped_yellow,n_ped_redyellow,n_ped_yellow_blinking,status
0781,1,1,2,2,1,0,0,0,0,ok
0782,1,2,1,2,1,0,0,0,0,ok
0785,1,1,1,3,0,0,0,0,0,ok
0786,1,2,1,2,1,0,0,0,0,ok
0787,1,2,1,2,1,0,0,0,0,ok
0788,1,1,1,3,0,0,0,0,0,ok
0789,1,1,1,3,0,0,0,0,0,ok
0790,1,1,1,3,0,0,0,0,0,ok
0791,1,1,2,2,1,0,0,0,0,ok
0793,1,1,2,2,1,0,0,0,0,ok
0794,2,1,1,2,1,0,0,0,0,ok
0796,1,1,2,2,1,0,0,0,0,ok
0797,2,1,2,1,2,0,0,0,0,ok
0800,2,1,2,1,2,0,0,0,0,ok
0802,2,1,2,1,2,0,0,0,0,ok
0807,1,1,1,3,0,0,0,0,0,ok
0808,1,1,1,3,0,0,0,0,0,ok
0809,1,2,1,2,1,0,0,0,0,ok
0811,1,1,1,3,0,0,0,0,0,ok
0812,1,1,1,3,0,0,0,0,0,ok
0813,1,1,1,3,0,0,0,0,0,ok
0814,1,1,1,3,0,0,0,0,0,ok
0815,1,2,1,2,1,0,0,0,0,ok
0817,1,1,1,3,0,0,0,0,0,ok
0818,1,1,1,3,0,0,0,0,0,ok
0820,1,2,1,2,1,0,0,0,0,ok
0821,2,1,1,2,1,0,0,0,0,ok
0822,2,1,2,1,2,0,0,0,0,ok
0823,2,1,2,1,2,0,0,0,0,ok
0825,2,1,2,1,2,0,0,0,0,ok
0827,1,2,1,2,1,0,0,0,0,ok
0828,1,2,1,2,1,0,0,0,0,ok
0830,1,1,2,2,1,0,0,0,0,ok
0831,1,2,1,2,1,0,0,0,0,ok
0832,1,1,1,3,0,0,0,0,0,ok
0833,1,1,1,3,0,0,0,0,0,ok
0837,1,1,1,3,0,0,0,0,0,ok
0843,2,1,2,1,2,0,0,0,0,ok
0844,2,1,2,1,2,0,0,0,0,ok
0845,2,1,2,1,2,0,0,0,0,ok
0846,2,1,2,1,2,0,0,0,0,ok
0849,1,1,1,3,0,0,0,0,0,ok
0850,1,2,1,2,1,0,0,0,0,ok
0851,1,2,1,2,1,0,0,0,0,ok
0852,1,1,2,2,1,0,0,0,0,ok
0853,2,1,2,1,2,0,0,0,0,ok
0855,1,1,1,3,0,0,0,0,0,ok
0858,1,1,1,3,0,0,0,0,0,ok
0859,2,1,2,1,2,0,0,0,0,ok
0860,2,1,2,1,2,0,0,0,0,ok
0861,2,1,2,1,2,0,0,0,0,ok
0863,1,2,1,2,1,0,0,0,0,ok
0864,1,2,1,2,1,0,0,0,0,ok
0865,1,2,1,2,1,0,0,0,0,ok
0866,1,2,1,2,1,0,0,0,0,ok
0867,1,1,1,3,0,0,0,0,0,ok
0868,1,1,1,3,0,0,0,0,0,ok
0872,1,1,2,2,1,0,0,0,0,ok
0879,1,1,1,3,0,0,0,0,0,ok
0885,1,1,2,2,1,0,0,0,0,ok
0886,2,1,2,1,2,0,0,0,0,ok
0887,2,1,2,1,2,0,0,0,0,ok
0888,2,1,2,1,2,0,0,0,0,ok
0889,1,1,1,3,0,0,0,0,0,ok
0890,1,1,1,3,0,0,0,0,0,ok
0891,2,1,1,2,1,0,0,0,0,ok
0892,2,1,2,1,2,0,0,0,0,ok
0893,2,1,2,1,2,0,0,0,0,ok
0894,1,1,2,2,1,0,0,0,0,ok
0897,2,1,2,1,2,0,0,0,0,ok
0899,1,1,1,3,0,0,0,0,0,ok
0901,2,1,2,1,2,0,0,0,0,ok
0903,1,2,1,2,1,0,0,0,0,ok
0906,1,1,1,3,0,0,0,0,0,ok
0910,1,1,1,3,0,0,0,0,0,ok
0911,2,1,2,1,2,0,0,0,0,ok
0912,2,1,2,1,2,0,0,0,0,ok
0919,2,1,2,1,2,0,0,0,0,ok
0920,2,1,2,1,2,0,0,0,0,ok
0921,1,1,2,2,1,0,0,0,0,ok
0922,2,1,2,1,2,0,0,0,0,ok
0923,2,1,2,1,2,0,0,0,0,ok
0924,2,1,2,1,2,0,0,0,0,ok
0925,2,1,2,1,2,0,0,0,0,ok
0926,2,1,2,1,2,0,0,0,0,ok
0927,1,1,2,2,1,0,0,0,0,ok
0932,1,2,1,2,1,0,0,0,0,ok
0933,1,1,1,3,0,0,0,0,0,ok
0934,1,1,2,2,1,0,0,0,0,ok
0940,2,1,2,1,2,0,0,0,0,ok
0941,1,1,1,3,0,0,0,0,0,ok
0942,2,1,2,1,2,0,0,0,0,ok
0944,1,1,1,3,0,0,0,0,0,ok
0946,1,1,2,2,1,0,0,0,0,ok
0947,2,1,2,1,2,0,0,0,0,ok
0950,2,1,1,2,1,0,0,0,0,ok
0951,1,1,2,2,1,0,0,0,0,ok
0955,1,1,1,3,0,0,0,0,0,ok
0958,1,1,2,2,1,0,0,0,0,ok
0959,1,1,2,2,1,0,0,0,0,ok
0960,2,1,1,2,1,0,0,0,0,ok
0961,2,1,1,2,1,0,0,0,0,ok
0963,2,1,2,1,2,0,0,0,0,ok
0966,1,1,2,2,1,0,0,0,0,ok
0967,1,1,1,3,0,0,0,0,0,ok
0968,1,1,1,3,0,0,0,0,0,ok
0969,2,1,2,1,2,0,0,0,0,ok
0970,1,2,1,2,1,0,0,0,0,ok
0972,1,1,1,3,0,0,0,0,0,ok
0973,2,1,2,1,2,0,0,0,0,ok
0974,1,2,1,2,1,0,0,0,0,ok
0976,2,1,2,1,2,0,0,0,0,ok
0979,1,2,1,2,1,0,0,0,0,ok
0982,2,1,2,1,2,0,0,0,0,ok
0985,2,1,2,1,2,0,0,0,0,ok
0988,2,1,2,1,2,0,0,0,0,ok
0990,1,2,1,2,1,0,0,0,0,ok
0991,2,1,2,1,2,0,0,0,0,ok
0995,1,1,1,3,0,0,0,0,0,ok
0996,2,1,2,1,2,0,0,0,0,ok
0997,2,1,2,1,2,0,0,0,0,ok
0998,2,1,2,1,2,0,0,0,0,ok
1007,1,1,2,2,1,0,0,0,0,ok
1009,1,1,1,3,0,0,0,0,0,ok
1011,1,1,1,3,0,0,0,0,0,ok
1013,2,1,2,1,2,0,0,0,0,ok
1020,2,1,2,1,2,0,0,0,0,ok
1021,2,1,2,1,2,0,0,0,0,ok
1022,2,1,2,1,2,0,0,0,0,ok
1023,1,2,1,2,1,0,0,0,0,ok
1024,2,1,2,1,2,0,0,0,0,ok
1025,1,1,1,3,0,0,0,0,0,ok
1026,1,1,1,3,0,0,0,0,0,ok
1032,2,1,2,1,2,0,0,0,0,ok
1033,1,1,2,2,1,0,0,0,0,ok
1034,2,1,2,1,2,0,0,0,0,ok
1037,2,1,2,1,2,0,0,0,0,ok
1040,2,1,2,1,2,0,0,0,0,ok
1041,2,1,2,1,2,0,0,0,0,ok
1044,1,1,2,2,1,0,0,0,0,ok
1045,2,1,2,1,2,0,0,0,0,ok
1046,2,1,2,1,2,0,0,0,0,ok
1047,2,1,2,1,2,0,0,0,0,ok
1053,2,1,1,2,1,0,0,0,0,ok
1054,1,1,2,2,1,0,0,0,0,ok
1055,1,1,1,3,0,0,0,0,0,ok
1056,2,1,2,1,2,0,0,0,0,ok
1057,2,1,2,1,2,0,0,0,0,ok
1059,1,1,1,3,0,0,0,0,0,ok
1060,2,1,2,1,2,0,0,0,0,ok
1061,2,1,2,1,2,0,0,0,0,ok
1062,1,1,1,3,0,0,0,0,0,ok
1067,2,1,1,2,1,0,0,0,0,ok
1068,2,1,1,2,1,0,0,0,0,ok
1069,1,1,1,3,0,0,0,0,0,ok
1070,1,1,2,2,1,0,0,0,0,ok
1071,2,1,2,1,2,0,0,0,0,ok
1072,1,1,1,3,0,0,0,0,0,ok
1073,2,1,2,1,2,0,0,0,0,ok
1075,1,2,1,2,1,0,0,0,0,ok
1076,1,1,1,3,0,0,0,0,0,ok
1077,2,1,2,1,2,0,0,0,0,ok
1078,2,1,2,1,2,0,0,0,0,ok
1079,2,1,1,2,1,0,0,0,0,ok
1080,1,1,2,2,1,0,0,0,0,ok
1081,2,1,2,1,2,0,0,0,0,ok
1082,2,1,2,1,2,0,0,0,0,ok
1083,1,1,1,3,0,0,0,0,0,ok
1084,1,1,1,3,0,0,0,0,0,ok
1085,2,1,2,1,2,0,0,0,0,ok
1087,1,1,1,3,0,0,0,0,0,ok
1090,1,1,1,3,0,0,0,0,0,ok
1093,2,1,2,1,2,0,0,0,0,ok
1095,1,1,2,2,1,0,0,0,0,ok
1096,1,2,1,2,1,0,0,0,0,ok
1100,1,1,1,3,0,0,0,0,0,ok
1101,1,2,1,2,1,0,0,0,0,ok
1102,1,2,1,2,1,0,0,0,0,ok
1103,2,1,2,1,2,0,0,0,0,ok
1104,1,1,1,3,0,0,0,0,0,ok
1105,2,1,2,1,2,0,0,0,0,ok
1109,1,1,1,3,0,0,0,0,0,ok
1117,2,1,2,1,2,0,0,0,0,ok
1118,2,1,2,1,2,0,0,0,0,ok
1120,2,1,2,1,2,0,0,0,0,ok
1121,2,1,2,1,2,0,0,0,0,ok
1129,1,2,1,2,1,0,0,0,0,ok
1131,1,1,1,3,0,0,0,0,0,ok
1132,2,1,2,1,2,0,0,0,0,ok
1134,1,1,1,3,0,0,0,0,0,ok
1146,1,1,1,3,0,0,0,0,0,ok
1147,2,1,1,2,1,0,0,0,0,ok
1149,2,1,2,1,2,0,0,0,0,ok
1150,2,1,2,1,2,0,0,0,0,ok
1151,1,2,1,2,1,0,0,0,0,ok
1153,2,1,2,1,2,0,0,0,0,ok
1154,2,1,2,1,2,0,0,0,0,ok
1155,2,1,1,2,1,0,0,0,0,ok
1159,1,1,1,3,0,0,0,0,0,ok
1160,1,1,1,3,0,0,0,0,0,ok
1161,1,1,1,3,0,0,0,0,0,ok
1162,1,1,1,3,0,0,0,0,0,ok
1165,1,1,1,3,0,0,0,0,0,ok
1166,2,1,2,1,2,0,0,0,0,ok
1167,2,1,2,1,2,0,0,0,0,ok
1172,1,1,1,3,0,0,0,0,0,ok
1173,1,1,1,3,0,0,0,0,0,ok
1174,2,1,1,2,1,0,0,0,0,ok
1175,2,1,1,2,1,0,0,0,0,ok
1176,2,1,1,2,1,0,0,0,0,ok
1178,1,1,1,3,0,0,0,0,0,ok
1182,2,1,2,1,2,0,0,0,0,ok
1184,2,1,2,1,2,0,0,0,0,ok
1186,1,1,1,3,0,0,0,0,0,ok
1193,1,1,1,3,0,0,0,0,0,ok
1202,2,1,1,2,1,0,0,0,0,ok
1214,1,1,1,3,0,0,0,0,0,ok
1216,1,2,1,2,1,0,0,0,0,ok
1217,1,1,1,3,0,0,0,0,0,ok
1218,2,1,2,1,2,0,0,0,0,ok
1219,2,1,2,1,2,0,0,0,0,ok
1225,1,1,1,3,0,0,0,0,0,ok
1226,1,1,1,3,0,0,0,0,0,ok
1227,1,2,1,2,1,0,0,0,0,ok
1228,1,1,1,3,0,0,0,0,0,ok
1229,1,2,1,2,1,0,0,0,0,ok
1230,1,2,1,2,1,0,0,0,0,ok
1231,2,1,2,1,2,0,0,0,0,ok
1232,1,1,1,3,0,0,0,0,0,ok
1234,1,1,1,3,0,0,0,0,0,ok
1235,1,1,1,3,0,0,0,0,0,ok
1236,1,2,1,2,1,0,0,0,0,ok
1237,2,1,2,1,2,0,0,0,0,ok
1239,1,2,1,2,1,0,0,0,0,ok
1240,1,1,2,2,1,0,0,0,0,ok
1242,1,1,2,2,1,0,0,0,0,ok
1243,1,1,2,2,1,0,0,0,0,ok
1244,1,1,1,3,0,0,0,0,0,ok
1245,1,1,1,3,0,0,0,0,0,ok
1248,2,1,2,1,2,0,0,0,0,ok
1249,2,1,2,1,2,0,0,0,0,ok
1250,2,1,2,1,2,0,0,0,0,ok
1251,1,1,1,3,0,0,0,0,0,ok
1253,1,1,1,3,0,0,0,0,0,ok
1254,1,1,2,2,1,0,0,0,0,ok
1255,2,1,2,1,2,0,0,0,0,ok
1256,1,1,1,3,0,0,0,0,0,ok
1258,2,1,2,1,2,0,0,0,0,ok
1259,2,1,2,1,2,0,0,0,0,ok
1264,2,1,2,1,2,0,0,0,0,ok
1265,2,1,2,1,2,0,0,0,0,ok
1267,1,1,2,2,1,0,0,0,0,ok
1268,1,1,1,3,0,0,0,0,0,ok
1273,1,1,1,3,0,0,0,0,0,ok
1283,1,1,2,2,1,0,0,0,0,ok
1284,1,1,2,2,1,0,0,0,0,ok
1286,1,1,1,3,0,0,0,0,0,ok
1288,1,1,1,3,0,0,0,0,0,ok
1290,1,1,1,3,0,0,0,0,0,ok
1291,2,1,2,1,2,0,0,0,0,ok
1293,1,2,1,2,1,0,0,0,0,ok
1300,1,1,2,2,1,0,0,0,0,ok
1301,1,2,1,2,1,0,0,0,0,ok
1302,1,2,1,2,1,0,0,0,0,ok
1303,1,1,1,3,0,0,0,0,0,ok
1304,1,1,2,2,1,0,0,0,0,ok
1305,2,1,1,2,1,0,0,0,0,ok
1306,2,1,2,1,2,0,0,0,0,ok
1308,2,1,2,1,2,0,0,0,0,ok
1309,2,1,1,2,1,0,0,0,0,ok
1310,2,1,2,1,2,0,0,0,0,ok
1312,1,1,2,2,1,0,0,0,0,ok
1313,1,2,1,2,1,0,0,0,0,ok
1314,1,2,1,2,1,0,0,0,0,ok
1315,2,1,2,1,2,0,0,0,0,ok
1316,2,1,2,1,2,0,0,0,0,ok
1317,2,1,2,1,2,0,0,0,0,ok
1318,2,1,1,2,1,0,0,0,0,ok
1320,1,1,1,3,0,0,0,0,0,ok
1321,1,1,1,3,0,0,0,0,0,ok
1322,2,1,1,2,1,0,0,0,0,ok
1324,2,1,2,1,2,0,0,0,0,ok
1327,2,1,2,1,2,0,0,0,0,ok
1328,2,1,1,2,1,0,0,0,0,ok
1329,2,1,1,2,1,0,0,0,0,ok
1330,1,2,1,2,1,0,0,0,0,ok
1332,1,1,2,2,1,0,0,0,0,ok
1333,2,1,2,1,2,0,0,0,0,ok
1334,2,1,2,1,2,0,0,0,0,ok
1338,2,1,1,2,1,0,0,0,0,ok
1339,1,2,1,2,1,0,0,0,0,ok
1341,1,1,1,3,0,0,0,0,0,ok
1342,1,1,1,3,0,0,0,0,0,ok
1343,2,1,1,2,1,0,0,0,0,ok
1344,1,1,1,3,0,0,0,0,0,ok
1345,2,1,2,1,2,0,0,0,0,ok
1346,2,1,1,2,1,0,0,0,0,ok
1348,2,1,1,2,1,0,0,0,0,ok
1349,2,1,1,2,1,0,0,0,0,ok
1351,2,1,2,1,2,0,0,0,0,ok
1353,1,1,1,3,0,0,0,0,0,ok
1354,2,1,1,2,1,0,0,0,0,ok
1356,2,1,2,1,2,0,0,0,0,ok
1358,2,1,2,1,2,0,0,0,0,ok
1359,1,1,1,3,0,0,0,0,0,ok
1362,1,1,1,3,0,0,0,0,0,ok
1363,2,1,1,2,1,0,0,0,0,ok
1364,1,1,2,2,1,0,0,0,0,ok
1365,1,1,1,3,0,0,0,0,0,ok
1366,1,1,2,2,1,0,0,0,0,ok
1368,1,1,2,2,1,0,0,0,0,ok
1371,1,2,1,2,1,0,0,0,0,ok
1372,2,1,1,2,1,0,0,0,0,ok
1373,1,1,2,2,1,0,0,0,0,ok
1374,2,1,2,1,2,0,0,0,0,ok
1375,2,1,2,1,2,0,0,0,0,ok
1376,2,1,2,1,2,0,0,0,0,ok
1377,2,1,2,1,2,0,0,0,0,ok
1378,1,2,1,2,1,0,0,0,0,ok
1379,1,1,1,3,0,0,0,0,0,ok
1382,1,1,1,3,0,0,0,0,0,ok
1383,2,1,2,1,2,0,0,0,0,ok
1389,2,1,2,1,2,0,0,0,0,ok
1390,1,1,1,3,0,0,0,0,0,ok
1391,1,1,2,2,1,0,0,0,0,ok
1392,2,1,2,1,2,0,0,0,0,ok
1393,2,1,2,1,2,0,0,0,0,ok
1394,1,1,1,3,0,0,0,0,0,ok
1395,2,1,2,1,2,0,0,0,0,ok
1396,2,1,2,1,2,0,0,0,0,ok
1398,1,1,1,3,0,0,0,0,0,ok
1399,1,1,1,3,0,0,0,0,0,ok
1400,1,2,1,2,1,0,0,0,0,ok
1401,1,1,1,3,0,0,0,0,0,ok
1402,1,1,1,3,0,0,0,0,0,ok
1403,1,1,1,3,0,0,0,0,0,ok
1404,2,1,2,1,2,0,0,0,0,ok
1405,2,1,2,1,2,0,0,0,0,ok
1407,1,1,1,3,0,0,0,0,0,ok
1409,1,1,2,2,1,0,0,0,0,ok
1410,2,1,1,2,1,0,0,0,0,ok
1411,1,1,2,2,1,0,0,0,0,ok
1412,1,1,2,2,1,0,0,0,0,ok
1413,1,2,1,2,1,0,0,0,0,ok
1414,2,1,2,1,2,0,0,0,0,ok
1415,2,1,1,2,1,0,0,0,0,ok
1416,2,1,2,1,2,0,0,0,0,ok
1417,2,1,2,1,2,0,0,0,0,ok
1418,2,1,1,2,1,0,0,0,0,ok
1419,1,2,1,2,1,0,0,0,0,ok
1420,2,1,2,1,2,0,0,0,0,ok
1421,1,1,2,2,1,0,0,0,0,ok
1422,2,1,2,1,2,0,0,0,0,ok
1423,1,1,1,3,0,0,0,0,0,ok
1425,1,1,2,2,1,0,0,0,0,ok
1426,1,1,1,3,0,0,0,0,0,ok
1428,2,1,2,1,2,0,0,0,0,ok
1429,1,1,2,2,1,0,0,0,0,ok
1430,1,1,1,3,0,0,0,0,0,ok
1431,2,1,2,1,2,0,0,0,0,ok
1432,1,2,1,2,1,0,0,0,0,ok
1433,1,1,1,3,0,0,0,0,0,ok
1434,1,2,1,2,1,0,0,0,0,ok
1435,1,1,1,3,0,0,0,0,0,ok
1437,1,1,1,3,0,0,0,0,0,ok
1438,1,1,1,3,0,0,0,0,0,ok
1439,1,2,1,2,1,0,0,0,0,ok
1441,1,2,1,2,1,0,0,0,0,ok
1442,1,2,1,2,1,0,0,0,0,ok
1443,1,1,1,3,0,0,0,0,0,ok
1444,1,2,1,2,1,0,0,0,0,ok
1446,1,1,2,2,1,0,0,0,0,ok
1448,2,1,2,1,2,0,0,0,0,ok
1449,2,1,2,1,2,0,0,0,0,ok
1450,2,1,2,1,2,0,0,0,0,ok
1452,1,1,2,2,1,0,0,0,0,ok
1454,2,1,1,2,1,0,0,0,0,ok
1455,1,1,1,3,0,0,0,0,0,ok
1456,1,2,1,2,1,0,0,0,0,ok
1457,2,1,2,1,2,0,0,0,0,ok
1458,2,1,1,2,1,0,0,0,0,ok
1459,1,1,1,3,0,0,0,0,0,ok
1460,1,1,1,3,0,0,0,0,0,ok
1461,2,1,2,1,2,0,0,0,0,ok
1462,2,1,1,2,1,0,0,0,0,ok
1463,1,1,1,3,0,0,0,0,0,ok
1464,2,1,1,2,1,0,0,0,0,ok
1465,2,1,1,2,1,0,0,0,0,ok
1466,1,2,1,2,1,0,0,0,0,ok
1467,1,2,1,2,1,0,0,0,0,ok
1468,1,1,1,3,0,0,0,0,0,ok
1469,1,1,2,2,1,0,0,0,0,ok
1470,2,1,2,1,2,0,0,0,0,ok
1475,2,1,2,1,2,0,0,0,0,ok
1477,1,1,1,3,0,0,0,0,0,ok
1478,1,1,2,2,1,0,0,0,0,ok
1479,2,1,2,1,2,0,0,0,0,ok
1480,1,2,1,2,1,0,0,0,0,ok
1481,1,2,1,2,1,0,0,0,0,ok
1485,2,1,2,1,2,0,0,0,0,ok
1486,2,1,2,1,2,0,0,0,0,ok
1488,1,1,1,3,0,0,0,0,0,ok
1493,2,1,2,1,2,0,0,0,0,ok
1494,1,1,2,2,1,0,0,0,0,ok
1495,2,1,2,1,2,0,0,0,0,ok
1498,1,1,2,2,1,0,0,0,0,ok
1499,1,2,1,2,1,0,0,0,0,ok
1500,1,2,1,2,1,0,0,0,0,ok
1501,1,2,1,2,1,0,0,0,0,ok
1502,2,1,1,2,1,0,0,0,0,ok
1504,2,1,1,2,1,0,0,0,0,ok
1505,2,1,1,2,1,0,0,0,0,ok
1506,2,1,1,2,1,0,0,0,0,ok
1507,2,1,1,2,1,0,0,0,0,ok
1508,2,1,1,2,1,0,0,0,0,ok
1509,1,1,1,3,0,0,0,0,0,ok
1510,1,1,1,3,0,0,0,0,0,ok
1511,1,1,2,2,1,0,0,0,0,ok
1512,1,1,2,2,1,0,0,0,0,ok
1513,2,1,2,1,2,0,0,0,0,ok
1515,1,1,2,2,1,0,0,0,0,ok
1516,1,1,2,2,1,0,0,0,0,ok
1517,2,1,2,1,2,0,0,0,0,ok
1519,2,1,1,2,1,0,0,0,0,ok
1521,2,1,2,1,2,0,0,0,0,ok
1522,2,1,2,1,2,0,0,0,0,ok
1524,1,2,1,2,1,0,0,0,0,ok
1532,1,1,1,3,0,0,0,0,0,ok
1533,1,1,1,3,0,0,0,0,0,ok
1534,1,1,1,3,0,0,0,0,0,ok
1535,2,1,2,1,2,0,0,0,0,ok
1536,2,1,2,1,2,0,0,0,0,ok
1537,2,1,2,1,2,0,0,0,0,ok
1538,2,1,2,1,2,0,0,0,0,ok
1539,2,1,2,1,2,0,0,0,0,ok
1543,2,1,1,2,1,0,0,0,0,ok
1545,2,1,2,1,2,0,0,0,0,ok
1546,2,1,2,1,2,0,0,0,0,ok
1547,1,1,1,3,0,0,0,0,0,ok
1548,2,1,2,1,2,0,0,0,0,ok
1549,1,2,1,2,1,0,0,0,0,ok
1550,1,1,1,3,0,0,0,0,0,ok
1552,1,1,2,2,1,0,0,0,0,ok
1553,1,2,1,2,1,0,0,0,0,ok
1555,2,1,2,1,2,0,0,0,0,ok
1559,2,1,2,1,2,0,0,0,0,ok
1561,2,1,2,1,2,0,0,0,0,ok
1562,2,1,2,1,2,0,0,0,0,ok
1563,2,1,2,1,2,0,0,0,0,ok
1564,1,1,2,2,1,0,0,0,0,ok
1566,2,1,2,1,2,0,0,0,0,ok
1567,1,1,1,3,0,0,0,0,0,ok
1568,2,1,2,1,2,0,0,0,0,ok
1569,2,1,2,1,2,0,0,0,0,ok
1570,1,1,1,3,0,0,0,0,0,ok
1571,1,2,1,2,1,0,0,0,0,ok
1572,2,1,2,1,2,0,0,0,0,ok
1573,2,1,2,1,2,0,0,0,0,ok
1575,1,1,1,3,0,0,0,0,0,ok
1576,2,1,2,1,2,0,0,0,0,ok
1577,2,1,2,1,2,0,0,0,0,ok
1578,2,1,2,1,2,0,0,0,0,ok
1579,2,1,2,1,2,0,0,0,0,ok
1580,2,1,2,1,2,0,0,0,0,ok
1581,1,1,2,2,1,0,0,0,0,ok
1582,2,1,2,1,2,0,0,0,0,ok
1583,2,1,2,1,2,0,0,0,0,ok
1584,2,1,2,1,2,0,0,0,0,ok
1585,1,1,1,3,0,0,0,0,0,ok
1586,2,1,2,1,2,0,0,0,0,ok
1588,2,1,1,2,1,0,0,0,0,ok
1590,1,2,1,2,1,0,0,0,0,ok
1591,2,1,2,1,2,0,0,0,0,ok
1592,2,1,1,2,1,0,0,0,0,ok
1593,2,1,2,1,2,0,0,0,0,ok
1594,1,2,1,2,1,0,0,0,0,ok
1596,2,1,2,1,2,0,0,0,0,ok
1597,1,2,1,2,1,0,0,0,0,ok
1598,2,1,2,1,2,0,0,0,0,ok
1599,1,2,1,2,1,0,0,0,0,ok
1600,2,1,2,1,2,0,0,0,0,ok
1602,1,1,2,2,1,0,0,0,0,ok
1603,2,1,1,2,1,0,0,0,0,ok
1604,1,1,2,2,1,0,0,0,0,ok
1605,2,1,2,1,2,0,0,0,0,ok
1606,1,1,1,3,0,0,0,0,0,ok
1607,2,1,1,2,1,0,0,0,0,ok
1609,2,1,1,2,1,0,0,0,0,ok
1610,1,2,1,2,1,0,0,0,0,ok
1611,2,1,1,2,1,0,0,0,0,ok
1612,2,1,2,1,2,0,0,0,0,ok
1613,2,1,2,1,2,0,0,0,0,ok
1614,1,1,1,3,0,0,0,0,0,ok
1615,1,2,1,2,1,0,0,0,0,ok
1617,2,1,2,1,2,0,0,0,0,ok
1618,2,1,2,1,2,0,0,0,0,ok
1619,2,1,2,1,2,0,0,0,0,ok
1620,2,1,2,1,2,0,0,0,0,ok
1621,1,2,1,2,1,0,0,0,0,ok
1624,2,1,2,1,2,0,0,0,0,ok
1625,1,1,2,2,1,0,0,0,0,ok
1626,1,1,2,2,1,0,0,0,0,ok
1628,1,1,2,2,1,0,0,0,0,ok
1632,1,2,1,2,1,0,0,0,0,ok
1633,2,1,1,2,1,0,0,0,0,ok
1634,1,2,1,2,1,0,0,0,0,ok
1635,2,1,1,2,1,0,0,0,0,ok
1636,2,1,2,1,2,0,0,0,0,ok
1637,2,1,2,1,2,0,0,0,0,ok
1638,1,1,1,3,0,0,0,0,0,ok
1639,2,1,2,1,2,0,0,0,0,ok
1641,2,1,2,1,2,0,0,0,0,ok
1642,1,1,1,3,0,0,0,0,0,ok
1643,1,1,1,3,0,0,0,0,0,ok
1645,1,1,1,3,0,0,0,0,0,ok
1646,1,2,1,2,1,0,0,0,0,ok
1647,1,2,1,2,1,0,0,0,0,ok
1648,1,2,1,2,1,0,0,0,0,ok
1650,1,1,2,2,1,0,0,0,0,ok
1655,1,2,1,2,1,0,0,0,0,ok
1656,1,1,1,3,0,0,0,0,0,ok
1657,1,1,1,3,0,0,0,0,0,ok
1659,1,2,1,2,1,0,0,0,0,ok
1661,1,1,1,3,0,0,0,0,0,ok
1662,2,1,2,1,2,0,0,0,0,ok
1663,1,1,1,3,0,0,0,0,0,ok
1664,1,2,1,2,1,0,0,0,0,ok
1666,1,1,2,2,1,0,0,0,0,ok
1667,1,2,1,2,1,0,0,0,0,ok
1668,1,2,1,2,1,0,0,0,0,ok
1669,1,2,1,2,1,0,0,0,0,ok
1670,1,1,2,2,1,0,0,0,0,ok
1671,1,1,1,3,0,0,0,0,0,ok
1672,1,2,1,2,1,0,0,0,0,ok
1674,1,1,1,3,0,0,0,0,0,ok
1676,2,1,2,1,2,0,0,0,0,ok
1677,1,1,1,3,0,0,0,0,0,ok
1678,1,1,2,2,1,0,0,0,0,ok
1679,2,1,2,1,2,0,0,0,0,ok
1685,1,1,1,3,0,0,0,0,0,ok
1686,2,1,2,1,2,0,0,0,0,ok
1687,2,1,2,1,2,0,0,0,0,ok
1688,2,1,1,2,1,0,0,0,0,ok
1689,1,1,1,3,0,0,0,0,0,ok
1690,2,1,1,2,1,0,0,0,0,ok
1692,1,2,1,2,1,0,0,0,0,ok
1693,1,1,2,2,1,0,0,0,0,ok
1694,1,1,1,3,0,0,0,0,0,ok
1695,2,1,2,1,2,0,0,0,0,ok
1696,1,1,1,3,0,0,0,0,0,ok
1697,1,1,2,2,1,0,0,0,0,ok
1698,1,1,1,3,0,0,0,0,0,ok
1699,2,1,2,1,2,0,0,0,0,ok
1700,2,1,2,1,2,0,0,0,0,ok
1701,2,1,2,1,2,0,0,0,0,ok
1702,2,1,2,1,2,0,0,0,0,ok
1703,2,1,2,1,2,0,0,0,0,ok
1705,1,1,1,3,0,0,0,0,0,ok
1708,1,1,2,2,1,0,0,0,0,ok
1709,2,1,2,1,2,0,0,0,0,ok
1710,1,1,1,3,0,0,0,0,0,ok
1711,2,1,2,1,2,0,0,0,0,ok
1712,2,1,2,1,2,0,0,0,0,ok
1714,2,1,2,1,2,0,0,0,0,ok
1715,2,1,1,2,1,0,0,0,0,ok
1717,2,1,2,1,2,0,0,0,0,ok
1718,2,1,2,1,2,0,0,0,0,ok
1719,1,1,1,3,0,0,0,0,0,ok
1720,2,1,2,1,2,0,0,0,0,ok
1721,1,1,1,3,0,0,0,0,0,ok
1722,1,1,1,3,0,0,0,0,0,ok
1723,2,1,2,1,2,0,0,0,0,ok
1724,1,2,1,2,1,0,0,0,0,ok
1725,2,1,2,1,2,0,0,0,0,ok
1726,2,1,1,2,1,0,0,0,0,ok
1728,1,1,1,3,0,0,0,0,0,ok
1729,1,2,1,2,1,0,0,0,0,ok
1733,1,1,1,3,0,0,0,0,0,ok
1734,2,1,2,1,2,0,0,0,0,ok
1735,1,1,1,3,0,0,0,0,0,ok
