sample_id,scene_path,timestamp,target_id,target_class_name,target_x,target_y,target_velocity,radius,grid_size,cell_size,total_neighbors_within_radius,map_label_id,map_label_name,is_crosswalk,is_sidewalk,is_road,is_bikelane,nearest_map_dist,cell_0_count,cell_0_sum_velocity,cell_0_mean_velocity,cell_0_min_distance,cell_0_ped_count,cell_0_vehicle_count,cell_0_vru_count,cell_1_count,cell_1_sum_velocity,cell_1_mean_velocity,cell_1_min_distance,cell_1_ped_count,cell_1_vehicle_count,cell_1_vru_count,cell_2_count,cell_2_sum_velocity,cell_2_mean_velocity,cell_2_min_distance,cell_2_ped_count,cell_2_vehicle_count,cell_2_vru_count,cell_3_count,cell_3_sum_velocity,cell_3_mean_velocity,cell_3_min_distance,cell_3_ped_count,cell_3_vehicle_count,cell_3_vru_count,cell_4_count,cell_4_sum_velocity,cell_4_mean_velocity,cell_4_min_distance,cell_4_ped_count,cell_4_vehicle_count,cell_4_vru_count,cell_5_count,cell_5_sum_velocity,cell_5_mean_velocity,cell_5_min_distance,cell_5_ped_count,cell_5_vehicle_count,cell_5_vru_count,cell_6_count,cell_6_sum_velocity,cell_6_mean_velocity,cell_6_min_distance,cell_6_ped_count,cell_6_vehicle_count,cell_6_vru_count,cell_7_count,cell_7_sum_velocity,cell_7_mean_velocity,cell_7_min_distance,cell_7_ped_count,cell_7_vehicle_count,cell_7_vru_count,cell_8_count,cell_8_sum_velocity,cell_8_mean_velocity,cell_8_min_distance,cell_8_ped_count,cell_8_vehicle_count,cell_8_vru_count
0053,0006_20230322_113007,1679484614680035,009,person,10.883547,16.064913,0.598822,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.02816,0,0.0,0.0,0.0,0,0,0,1,31.079773,31.079773,3.984161,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.978747,0.978747,0.539958,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0054,0006_20230322_113007,1679484641720035,010,person,12.188902,-11.626091,4.746923,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.019102,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0055,0006_20230322_113007,1679484669720035,011,person,-1.397958,0.226709,8.347825,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.028731,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,15.155105,7.577552,0.62484,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0057,0007_20230322_114343,1679485465520035,000,person,-2.668381,2.35873,0.049283,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.015555,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1.561583,1.561583,3.247275,1,0,1,0,0.0,0.0,0.0,0,0,0,1,0.00848,0.00848,2.030014,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0058,0007_20230322_114343,1679485471280035,001,person,-1.35653,0.753223,0.117231,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.015864,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.278185,0.278185,1.293105,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.115921,0.115921,1.997996,1,0,1,0,0.0,0.0,0.0,0,0,0
0059,0007_20230322_114343,1679485475480035,003,person,-0.166875,-0.117395,0.050683,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.012479,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.050824,0.050824,1.682359,1,0,1,0,0.0,0.0,0.0,0,0,0,1,0.028891,0.028891,3.425935,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0060,0007_20230322_114343,1679485436480035,004,person,1.670775,24.132174,4.670465,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.009429,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0061,0007_20230322_114343,1679485485680035,005,person,11.306301,14.999294,2.986356,5.0,3,3.333333,3,1,sidewalk,0,1,0,0,0.022957,1,6.88397,6.88397,3.700271,1,0,1,0,0.0,0.0,0.0,0,0,0,1,0.772797,0.772797,4.639681,0,1,0,0,0.0,0.0,0.0,0,0,0,1,1.986295,1.986295,0.558298,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0062,0007_20230322_114343,1679485485680035,006,person,11.335656,15.55682,1.986295,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.013556,1,6.88397,6.88397,4.186578,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,2.986356,2.986356,0.558298,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0064,0008_20230322_114623,1679485650080035,000,person,-2.61245,3.293048,0.206655,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.050374,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.052587,0.052587,1.259649,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0065,0008_20230322_114623,1679485646320035,002,person,11.337132,16.264576,0.205066,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.066139,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.387259,0.387259,1.440345,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0066,0008_20230322_114623,1679485665600035,003,person,11.720903,14.844183,0.362953,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.013046,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.191064,0.191064,1.406567,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0067,0008_20230322_114623,1679485606800035,004,person,0.60754,-3.764593,0.132097,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.035706,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0068,0008_20230322_114623,1679485687000035,005,person,15.145223,13.891231,0.538062,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.023431,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.069592,0.069592,2.666621,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.10584,0.10584,2.446307,1,0,1
0069,0008_20230322_114623,1679485714320035,006,person,23.391887,8.670563,5.39709,5.0,3,3.333333,0,5,crosswalk,1,0,0,0,0.054856,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0070,0008_20230322_114623,1679485600000035,007,person,23.575182,11.015845,4.926089,5.0,3,3.333333,0,5,crosswalk,1,0,0,0,0.048677,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0071,0008_20230322_114623,1679485718960035,008,person,30.796177,9.219188,0.264728,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.012087,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0072,0008_20230322_114623,1679485697280035,009,person,22.550783,11.1251,4.399051,5.0,3,3.333333,3,5,crosswalk,1,0,0,0,0.017748,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,6.182634,6.182634,4.704866,1,0,1,0,0.0,0.0,0.0,0,0,0,2,9.216072,4.608036,0.904684,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0073,0008_20230322_114623,1679485589360035,010,person,-10.340319,-10.698213,5.420593,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.082861,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0074,0008_20230322_114623,1679485725440035,011,person,15.398699,-13.967291,5.988368,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.032933,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0075,0008_20230322_114623,1679485673920035,012,person,6.869677,10.591919,6.231871,5.0,3,3.333333,4,5,crosswalk,1,0,0,0,0.037983,0,0.0,0.0,0.0,0,0,0,2,10.544965,5.272483,2.874221,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,9.389712,4.694856,0.831708,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0076,0009_20230322_115403,1679486104720035,000,person,11.331165,16.095831,0.045149,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.023324,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0077,0009_20230322_115403,1679486093720035,001,person,-3.352962,2.385641,0.14066,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.063033,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0079,0009_20230322_115403,1679486082200035,003,person,19.594509,-18.175966,0.427958,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.110886,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0080,0009_20230322_115403,1679486064760035,004,person,20.767773,24.631647,5.296275,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.049732,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0082,0010_20230322_115554,1679486192800035,000,person,9.067973,16.024669,0.024124,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.030701,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.026144,0.026144,3.896666,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0083,0010_20230322_115554,1679486177000035,001,person,1.641757,-3.893921,5.33941,5.0,3,3.333333,0,5,crosswalk,1,0,0,0,0.040423,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0085,0010_20230322_115554,1679486214680035,004,person,-2.505423,0.146873,5.084421,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.080705,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,9.392678,4.696339,0.766005,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0086,0010_20230322_115554,1679486216120035,005,person,-1.982138,-2.352741,4.71866,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.047963,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,9.497036,4.748518,0.783992,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0087,0010_20230322_115554,1679486216280035,006,person,-1.330204,-1.475029,4.359973,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.021717,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,9.878178,4.939089,1.299005,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0089,0011_20230322_115737,1679486288280035,000,person,10.481148,15.49696,0.072025,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.032295,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0090,0011_20230322_115737,1679486288000035,001,person,-1.246821,1.952882,0.130377,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.024521,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0091,0011_20230322_115737,1679486277800035,002,person,-3.684397,-3.60183,3.392997,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.042777,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,3.033755,3.033755,0.644273,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0092,0011_20230322_115737,1679486308280035,003,person,9.871012,-11.115963,0.108416,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.033257,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0093,0011_20230322_115737,1679486274720035,004,person,1.723488,-5.693597,5.212241,5.0,3,3.333333,0,5,crosswalk,1,0,0,0,0.045881,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0094,0011_20230322_115737,1679486272680035,005,person,25.193313,10.364862,5.498617,5.0,3,3.333333,1,5,crosswalk,1,0,0,0,0.016084,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,5.32864,5.32864,0.587977,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0096,0011_20230322_115737,1679486273760035,007,person,-1.658623,-0.603752,3.029767,5.0,3,3.333333,3,1,sidewalk,0,1,0,0,0.037749,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,5.043239,5.043239,4.737997,1,0,1,0,0.0,0.0,0.0,0,0,0,1,2.653832,2.653832,0.281822,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.008318,0.008318,2.578224,1,0,1,0,0.0,0.0,0.0,0,0,0
0099,0011_20230322_115737,1679486268560035,010,person,19.803794,13.910235,5.913244,5.0,3,3.333333,1,5,crosswalk,1,0,0,0,0.028479,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,5.869609,5.869609,0.539123,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0100,0012_20230322_120632,1679486825600035,000,person,-2.046469,0.574564,0.027984,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.034534,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0101,0012_20230322_120632,1679486825680035,001,person,12.060285,15.264663,0.019273,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.025764,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0.112273,0.056137,1.614079,1,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0102,0012_20230322_120632,1679486829440035,002,person,13.397944,15.89855,0.005138,5.0,3,3.333333,3,1,sidewalk,0,1,0,0,0.010628,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.03031,0.03031,2.531223,0,0,1,2,2.221396,1.110698,1.179681,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0104,0012_20230322_120632,1679486836960035,004,person,9.331831,10.022587,5.851636,5.0,3,3.333333,2,0,road,0,0,1,0,0.042902,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,4.706966,4.706966,2.111936,1,0,1,1,5.014625,5.014625,2.117504,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0105,0012_20230322_120632,1679486808240035,005,person,7.274346,-8.424963,4.931007,5.0,3,3.333333,1,5,crosswalk,1,0,0,0,0.03039,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,4.513802,4.513802,0.727024,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0106,0012_20230322_120632,1679486845520035,006,person,15.715002,18.187448,2.818522,5.0,3,3.333333,3,1,sidewalk,0,1,0,0,0.044099,1,3.257331,3.257331,4.82386,1,0,1,0,0.0,0.0,0.0,0,0,0,1,10.065151,10.065151,4.997638,0,1,0,0,0.0,0.0,0.0,0,0,0,1,4.320979,4.320979,0.707994,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0107,0012_20230322_120632,1679486805040035,007,person,30.77074,7.957554,5.169619,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.02145,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,5.999602,5.999602,0.217831,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0109,0012_20230322_120632,1679486849560035,009,person,14.365671,15.646534,0.681033,5.0,3,3.333333,3,1,sidewalk,0,1,0,0,0.018267,0,0.0,0.0,0.0,0,0,0,1,13.583521,13.583521,4.205274,0,1,0,0,0.0,0.0,0.0,0,0,0,1,0.277784,0.277784,1.795627,1,0,1,1,1.304033,1.304033,0.371345,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0110,0012_20230322_120632,1679486820880035,010,person,32.297687,3.058688,5.513699,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.034465,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0111,0012_20230322_120632,1679486799520035,011,person,30.811073,15.224415,5.407928,5.0,3,3.333333,1,2,ground,0,0,0,0,0.039077,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,5.637424,5.637424,0.578034,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0112,0013_20230323_082718,1679560076199984,000,person,4.081567,-6.991493,5.272107,5.0,3,3.333333,0,5,crosswalk,1,0,0,0,0.03776,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0113,0013_20230323_082718,1679560076199984,001,person,-2.974364,2.594502,0.372889,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.004422,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0114,0013_20230323_082718,1679560068079987,002,person,2.939412,23.086592,5.704161,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.032053,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
