sample_id,scene_path,timestamp,target_x,target_y,displacement,avg_speed,f1_state,f2_state,f3_state,n_ped_green,n_ped_red,has_green,red_only,is_moving,nearest_dist,n_neighbors
239,0028_20230523_093636,1684834639960035,0.0,0.0,0.02411,0.004822,1,1,1,0,3,0,1,0,0.324825,4
240,0028_20230523_093636,1684834644280002,0.0,0.0,0.011099,0.00222,1,1,1,0,3,0,1,0,0.266171,5
241,0028_20230523_093636,1684834655560005,0.0,0.0,0.883504,0.176701,1,1,2,1,2,1,0,1,4.029459,9
242,0028_20230523_093636,1684834606880017,0.0,0.0,7.199361,1.439872,2,1,1,1,2,1,0,1,15.068372,8
246,0029_20230523_095207,1684835548720011,0.0,0.0,0.050319,0.010064,1,1,1,0,3,0,1,0,12.318207,9
247,0029_20230523_095207,1684835565160005,0.0,0.0,0.092016,0.018403,2,1,2,2,1,1,0,0,16.982845,13
248,0029_20230523_095207,1684835550359990,0.0,0.0,7.082832,1.416566,1,1,1,0,3,0,1,1,9.039871,9
249,0029_20230523_095207,1684835574600014,0.0,0.0,7.875798,1.57516,2,1,2,2,1,1,0,1,12.803096,8
251,0030_20230523_095809,1684835915600014,0.0,0.0,0.026162,0.005232,1,1,2,1,2,1,0,0,10.715894,10
252,0030_20230523_095809,1684835930720011,0.0,0.0,2.859586,0.571917,2,1,2,2,1,1,0,1,10.382165,13
253,0030_20230523_095809,1684835932399999,0.0,0.0,4.544521,0.908904,2,1,2,2,1,1,0,1,0.726199,14
254,0030_20230523_095809,1684835925239993,0.0,0.0,7.511629,1.502326,2,1,2,2,1,1,0,1,7.573393,14
257,0031_20230523_100153,1684836141359990,0.0,0.0,6.206089,1.241218,2,1,1,1,2,1,0,1,7.850887,10
258,0031_20230523_100153,1684836160840008,0.0,0.0,0.302377,0.060475,1,1,1,0,3,0,1,0,4.914225,5
260,0031_20230523_100153,1684836165920026,0.0,0.0,0.082861,0.016572,1,1,1,0,3,0,1,0,1.923152,5
261,0031_20230523_100153,1684836127720011,0.0,0.0,8.093849,1.61877,2,1,2,2,1,1,0,1,8.878951,11
263,0031_20230523_100153,1684836119000000,0.0,0.0,6.597089,1.363033,2,1,2,2,1,1,0,1,15.078444,13
264,0032_20230523_100702,1684836453320011,0.0,0.0,0.015643,0.003129,1,1,2,1,2,1,0,0,16.442443,5
265,0032_20230523_100702,1684836435119996,0.0,0.0,8.530428,1.706086,1,2,1,1,2,1,0,1,8.151402,7
266,0032_20230523_100702,1684836485199984,0.0,0.0,6.668738,1.333748,2,1,2,2,1,1,0,1,7.295105,6
268,0032_20230523_100702,1684836475960035,0.0,0.0,8.036231,1.607246,2,1,2,2,1,1,0,1,7.266788,10
269,0033_20230523_104001,1684838431399999,0.0,0.0,2.445038,0.489008,1,1,1,0,3,0,1,1,3.486058,10
270,0033_20230523_104001,1684838428359990,0.0,0.0,5.466456,1.093291,1,1,1,0,3,0,1,1,0.499961,9
271,0034_20230523_104138,1684838528800029,0.0,0.0,4.27852,0.855704,1,1,2,1,2,1,0,1,2.428832,8
272,0034_20230523_104138,1684838522079987,0.0,0.0,0.013014,0.002603,1,1,1,0,3,0,1,0,2.518371,7
273,0034_20230523_104138,1684838539199984,0.0,0.0,0.961208,0.192242,1,1,2,1,2,1,0,1,0.518904,12
274,0034_20230523_104138,1684838547160005,0.0,0.0,6.581775,1.316355,2,1,2,2,1,1,0,1,0.519169,10
275,0034_20230523_104138,1684838555320011,0.0,0.0,0.252537,0.050507,2,1,2,2,1,1,0,0,7.337185,5
277,0035_20230523_104304,1684838622600014,0.0,0.0,0.049808,0.009962,1,1,2,1,2,1,0,0,15.19568,12
278,0035_20230523_104304,1684838605640023,0.0,0.0,6.960547,1.392109,1,1,1,0,3,0,1,1,0.657465,8
279,0035_20230523_104304,1684838602039978,0.0,0.0,9.217267,1.843453,1,2,1,1,2,1,0,1,4.218524,8
280,0035_20230523_104304,1684838601800029,0.0,0.0,7.499034,1.499807,1,2,1,1,2,1,0,1,0.643503,8
282,0035_20230523_104304,1684838648960035,0.0,0.0,13.223958,2.644792,2,1,2,2,1,1,0,1,3.951888,6
286,0036_20230523_105516,1684839379480017,0.0,0.0,0.081697,0.016339,2,1,1,1,2,1,0,0,13.064682,11
287,0036_20230523_105516,1684839354920026,0.0,0.0,0.172836,0.034567,2,1,2,2,1,1,0,0,10.265382,11
288,0036_20230523_105516,1684839382280002,0.0,0.0,0.614186,0.122837,2,1,1,1,2,1,0,1,1.313725,11
290,0036_20230523_105516,1684839347079987,0.0,0.0,6.686942,1.337388,2,1,2,2,1,1,0,1,6.505825,11
291,0036_20230523_105516,1684839415079987,0.0,0.0,6.870688,1.374138,1,2,1,1,2,1,0,1,0.336297,15
292,0036_20230523_105516,1684839417519996,0.0,0.0,7.190901,1.43818,1,1,1,0,3,0,1,1,0.878344,15
293,0036_20230523_105516,1684839416239993,0.0,0.0,7.181778,1.436356,1,1,1,0,3,0,1,1,0.826269,15
295,0036_20230523_105516,1684839421399999,0.0,0.0,7.669908,1.533982,1,1,1,0,3,0,1,1,2.772114,15
296,0036_20230523_105516,1684839425320011,0.0,0.0,5.866559,1.173312,1,1,1,0,3,0,1,1,0.943671,15
297,0036_20230523_105516,1684839426199984,0.0,0.0,6.921559,1.384312,1,1,1,0,3,0,1,1,0.832045,15
298,0036_20230523_105516,1684839395480017,0.0,0.0,0.063642,0.012728,1,1,1,0,3,0,1,0,1.211589,12
300,0036_20230523_105516,1684839376720011,0.0,0.0,7.725757,1.545151,2,1,2,2,1,1,0,1,9.386482,13
301,0036_20230523_105516,1684839417880017,0.0,0.0,7.829948,1.56599,1,1,1,0,3,0,1,1,3.864677,15
303,0036_20230523_105516,1684839364680002,0.0,0.0,1.350315,0.270063,2,1,2,2,1,1,0,1,2.157917,13
306,0036_20230523_105516,1684839408280002,0.0,0.0,6.918852,1.38377,1,2,1,1,2,1,0,1,7.770544,15
308,0036_20230523_105516,1684839420440008,0.0,0.0,7.394743,1.478949,1,1,1,0,3,0,1,1,6.445692,15
309,0036_20230523_105516,1684839428600014,0.0,0.0,7.458372,1.491674,1,1,2,1,2,1,0,1,21.259677,14
312,0037_20230523_105811,1684839515320011,0.0,0.0,1.758312,0.351662,1,1,1,0,3,0,1,1,2.483316,5
313,0037_20230523_105811,1684839510600014,0.0,0.0,6.161729,1.232346,1,1,1,0,3,0,1,1,4.764784,9
314,0037_20230523_105811,1684839525680002,0.0,0.0,7.644812,1.528962,1,1,2,1,2,1,0,1,0.515214,9
315,0037_20230523_105811,1684839525039978,0.0,0.0,7.312516,1.462503,1,1,2,1,2,1,0,1,0.487034,9
316,0037_20230523_105811,1684839507399999,0.0,0.0,7.311753,1.462351,1,1,1,0,3,0,1,1,0.627228,10
317,0037_20230523_105811,1684839501039978,0.0,0.0,7.427411,1.614639,1,2,1,1,2,1,0,1,0.848184,11
319,0038_20230523_110238,1684839784960035,0.0,0.0,0.710135,0.142027,1,1,1,0,3,0,1,1,14.620307,6
320,0038_20230523_110238,1684839814440008,0.0,0.0,7.218982,1.443796,2,1,2,2,1,1,0,1,7.528817,15
323,0038_20230523_110238,1684839809720011,0.0,0.0,8.661477,1.732295,2,1,2,2,1,1,0,1,3.016106,15
324,0038_20230523_110238,1684839806320011,0.0,0.0,8.45,1.69,2,1,2,2,1,1,0,1,6.962773,14
325,0038_20230523_110238,1684839825560005,0.0,0.0,0.028909,0.005782,2,1,2,2,1,1,0,0,5.509539,10
327,0039_20230523_110534,1684839970399999,0.0,0.0,0.021697,0.004339,1,1,2,1,2,1,0,0,8.625311,9
328,0039_20230523_110534,1684839960560005,0.0,0.0,6.237987,1.247597,1,1,1,0,3,0,1,1,2.196152,12
329,0039_20230523_110534,1684839977640023,0.0,0.0,0.486433,0.097287,1,1,2,1,2,1,0,0,5.377727,14
330,0039_20230523_110534,1684839955399999,0.0,0.0,6.963575,1.392715,1,2,1,1,2,1,0,1,0.645788,15
331,0039_20230523_110534,1684839956280002,0.0,0.0,7.25074,1.450148,1,1,1,0,3,0,1,1,2.065386,15
332,0039_20230523_110534,1684839949760020,0.0,0.0,6.210458,1.242092,1,2,1,1,2,1,0,1,0.495618,15
333,0039_20230523_110534,1684839951160005,0.0,0.0,6.80589,1.361178,1,2,1,1,2,1,0,1,1.36262,15
334,0039_20230523_110534,1684839988199984,0.0,0.0,0.074853,0.014971,2,1,2,2,1,1,0,0,1.587117,13
335,0039_20230523_110534,1684839946280002,0.0,0.0,6.589257,1.317851,1,2,1,1,2,1,0,1,0.194498,13
337,0040_20230523_110803,1684840118000000,0.0,0.0,7.916213,1.583243,1,2,1,1,2,1,0,1,8.969874,9
338,0040_20230523_110803,1684840097480017,0.0,0.0,9.196111,1.839222,2,1,2,2,1,1,0,1,13.650165,5
341,0041_20230523_111106,1684840305760020,0.0,0.0,8.387362,1.677472,1,2,1,1,2,1,0,1,2.503246,12
342,0041_20230523_111106,1684840309760020,0.0,0.0,8.778283,1.755657,1,2,1,1,2,1,0,1,1.26359,12
343,0041_20230523_111106,1684840316160005,0.0,0.0,3.487283,0.697457,1,1,1,0,3,0,1,1,0.149193,14
344,0041_20230523_111106,1684840289039978,0.0,0.0,0.256403,0.051281,2,1,1,1,2,1,0,0,11.148812,13
346,0041_20230523_111106,1684840315640023,0.0,0.0,7.333205,1.466641,1,1,1,0,3,0,1,1,9.549407,14
347,0041_20230523_111106,1684840303440008,0.0,0.0,5.887983,1.177597,1,2,1,1,2,1,0,1,19.141667,11
348,0041_20230523_111106,1684840370320011,0.0,0.0,6.287122,1.257424,2,1,2,2,1,1,0,1,7.895808,12
349,0041_20230523_111106,1684840372000000,0.0,0.0,0.207724,0.041545,2,1,2,2,1,1,0,0,6.321092,12
350,0041_20230523_111106,1684840373720011,0.0,0.0,6.94087,1.388174,2,1,2,2,1,1,0,1,4.765602,14
351,0041_20230523_111106,1684840291880017,0.0,0.0,6.233511,1.246702,2,1,1,1,2,1,0,1,5.30306,14
352,0041_20230523_111106,1684840348239993,0.0,0.0,7.213565,1.442713,2,1,2,2,1,1,0,1,0.291717,15
353,0041_20230523_111106,1684840356960035,0.0,0.0,6.588586,1.317717,2,1,2,2,1,1,0,1,7.431614,10
354,0041_20230523_111106,1684840274199984,0.0,0.0,0.740339,0.148068,2,1,2,2,1,1,0,1,1.963461,11
355,0041_20230523_111106,1684840338359990,0.0,0.0,5.840602,1.16812,1,1,2,1,2,1,0,1,0.985106,14
356,0041_20230523_111106,1684840316840008,0.0,0.0,0.284684,0.056937,1,1,1,0,3,0,1,0,2.693771,15
357,0041_20230523_111106,1684840325920026,0.0,0.0,0.080019,0.016004,1,1,1,0,3,0,1,0,0.732135,15
364,0042_20230523_111514,1684840570720011,0.0,0.0,0.213403,0.042681,1,2,1,1,2,1,0,0,0.534713,10
365,0042_20230523_111514,1684840560280002,0.0,0.0,0.033495,0.006699,1,1,1,0,3,0,1,0,1.474334,9
366,0042_20230523_111514,1684840579680002,0.0,0.0,0.027374,0.005475,1,1,1,0,3,0,1,0,0.527083,14
367,0042_20230523_111514,1684840554199984,0.0,0.0,0.03249,0.006498,2,1,2,2,1,1,0,0,1.433319,10
368,0042_20230523_111514,1684840553720011,0.0,0.0,0.008728,0.001746,2,1,2,2,1,1,0,0,2.233238,10
369,0042_20230523_111514,1684840583359990,0.0,0.0,0.631713,0.126343,1,1,1,0,3,0,1,1,1.604104,11
370,0042_20230523_111514,1684840548760020,0.0,0.0,0.484107,0.096821,2,1,2,2,1,1,0,0,1.570899,12
371,0042_20230523_111514,1684840567840008,0.0,0.0,8.618629,1.723726,1,2,1,1,2,1,0,1,1.74088,10
372,0042_20230523_111514,1684840602560005,0.0,0.0,0.009895,0.001979,2,1,2,2,1,1,0,0,0.705736,10
373,0042_20230523_111514,1684840603720011,0.0,0.0,6.129549,1.22591,2,1,2,2,1,1,0,1,8.033742,13
374,0042_20230523_111514,1684840602119996,0.0,0.0,5.885341,1.177068,1,1,2,1,2,1,0,1,5.020618,10
375,0042_20230523_111514,1684840530039978,0.0,0.0,6.909416,1.381883,2,1,2,2,1,1,0,1,4.544706,15
376,0042_20230523_111514,1684840529039978,0.0,0.0,5.285931,1.057186,2,1,2,2,1,1,0,1,3.744684,15
377,0042_20230523_111514,1684840594359990,0.0,0.0,7.205656,1.441131,1,1,2,1,2,1,0,1,11.940382,10
381,0043_20230523_111854,1684840780119996,0.0,0.0,0.208285,0.041657,1,1,2,1,2,1,0,0,0.292997,8
382,0043_20230523_111854,1684840780119996,0.0,0.0,0.035168,0.007034,1,1,2,1,2,1,0,0,0.518309,8
383,0043_20230523_111854,1684840781039978,0.0,0.0,0.055926,0.011185,1,1,2,1,2,1,0,0,0.590091,8
384,0043_20230523_111854,1684840789160005,0.0,0.0,3.715728,0.743146,2,1,2,2,1,1,0,1,5.659804,13
385,0043_20230523_111854,1684840803800029,0.0,0.0,0.03097,0.006194,2,1,2,2,1,1,0,0,3.140155,15
386,0043_20230523_111854,1684840755920026,0.0,0.0,7.117687,1.423537,1,2,1,1,2,1,0,1,3.128677,14
387,0043_20230523_111854,1684840753640023,0.0,0.0,0.023057,0.004611,1,2,1,1,2,1,0,0,2.56598,14
388,0043_20230523_111854,1684840790680002,0.0,0.0,5.844071,1.168814,2,1,2,2,1,1,0,1,17.460557,11
389,0043_20230523_111854,1684840746920026,0.0,0.0,5.682821,1.136564,1,1,1,0,3,0,1,1,1.72872,15
390,0043_20230523_111854,1684840760960035,0.0,0.0,5.805397,1.161079,1,2,1,1,2,1,0,1,0.848214,15
391,0043_20230523_111854,1684840782640023,0.0,0.0,5.132702,1.02654,1,1,2,1,2,1,0,1,7.803385,11
392,0043_20230523_111854,1684840814880017,0.0,0.0,7.151493,1.430299,2,1,2,2,1,1,0,1,10.283934,13
393,0043_20230523_111854,1684840752760020,0.0,0.0,5.995929,1.199186,1,2,1,1,2,1,0,1,6.452027,13
395,0043_20230523_111854,1684840740880017,0.0,0.0,0.111234,0.022247,2,1,1,1,2,1,0,0,0.965689,14
396,0043_20230523_111854,1684840761079987,0.0,0.0,0.482127,0.096425,1,2,1,1,2,1,0,0,0.886434,15
397,0043_20230523_111854,1684840766399999,0.0,0.0,5.109855,1.171979,1,1,1,0,3,0,1,1,13.665574,11
400,0044_20230523_112300,1684841027119996,0.0,0.0,7.879853,1.575971,1,2,1,1,2,1,0,1,1.609587,11
401,0044_20230523_112300,1684841025519996,0.0,0.0,5.563322,1.112664,1,2,1,1,2,1,0,1,0.153322,10
402,0044_20230523_112300,1684841018440008,0.0,0.0,0.078711,0.015742,1,1,1,0,3,0,1,0,0.61907,15
403,0044_20230523_112300,1684841015760020,0.0,0.0,0.132934,0.026587,1,1,1,0,3,0,1,0,3.708696,14
404,0044_20230523_112300,1684841015760020,0.0,0.0,0.318223,0.063645,1,1,1,0,3,0,1,0,1.058712,14
405,0044_20230523_112300,1684841015280002,0.0,0.0,0.087243,0.017449,1,1,1,0,3,0,1,0,0.676796,13
406,0044_20230523_112300,1684841003119996,0.0,0.0,0.033464,0.006693,2,1,2,2,1,1,0,0,0.745764,15
407,0044_20230523_112300,1684841002079987,0.0,0.0,5.481061,1.096212,2,1,2,2,1,1,0,1,1.552042,14
408,0044_20230523_112300,1684841038560005,0.0,0.0,6.42684,1.285368,1,1,1,0,3,0,1,1,1.968503,11
409,0044_20230523_112300,1684840995600014,0.0,0.0,4.640829,0.928166,2,1,2,2,1,1,0,1,8.519653,15
410,0044_20230523_112300,1684841007280002,0.0,0.0,0.06772,0.013544,2,1,2,2,1,1,0,0,0.570217,15
411,0044_20230523_112300,1684841073560005,0.0,0.0,6.121955,1.224391,2,1,2,2,1,1,0,1,7.627564,10
412,0044_20230523_112300,1684840998399999,0.0,0.0,0.04413,0.008826,2,1,2,2,1,1,0,0,0.726721,15
413,0044_20230523_112300,1684841024680002,0.0,0.0,5.682489,1.136498,1,2,1,1,2,1,0,1,0.788456,11
414,0044_20230523_112300,1684840987480017,0.0,0.0,8.430408,1.686082,2,1,2,2,1,1,0,1,0.995686,14
417,0044_20230523_112300,1684840987039978,0.0,0.0,8.999016,1.890529,2,1,2,2,1,1,0,1,1.662988,14
419,0045_20230526_054302,1685079800920035,0.0,0.0,6.36036,1.272072,1,1,1,0,3,0,1,1,7.869271,13
427,0046_20230526_054602,1685079973240035,0.0,0.0,6.830826,1.366165,1,2,1,1,2,1,0,1,5.203377,7
429,0046_20230526_054602,1685079967360035,0.0,0.0,6.61529,1.333728,1,2,1,1,2,1,0,1,10.412484,7
430,0047_20230526_055334,1685080503920035,0.0,0.0,0.021247,0.004249,1,1,1,0,3,0,1,0,1.469659,6
431,0047_20230526_055334,1685080486160035,0.0,0.0,0.015604,0.003121,2,1,1,1,2,1,0,0,1.468321,8
432,0047_20230526_055334,1685080516040035,0.0,0.0,9.605733,1.921147,1,2,1,1,2,1,0,1,9.291466,6
433,0047_20230526_055334,1685080555840035,0.0,0.0,0.044921,0.008984,2,1,2,2,1,1,0,0,6.11271,13
435,0047_20230526_055334,1685080443440035,0.0,0.0,1.078887,0.215777,1,1,2,1,2,1,0,1,14.413626,10
436,0047_20230526_055334,1685080462720035,0.0,0.0,0.004562,0.000912,2,1,2,2,1,1,0,0,19.663833,7
438,0047_20230526_055334,1685080569240035,0.0,0.0,0.02748,0.005496,2,1,2,2,1,1,0,0,7.869042,12
440,0048_20230526_060338,1685081055960035,0.0,0.0,0.170293,0.034059,1,1,1,0,3,0,1,0,9.973932,6
441,0048_20230526_060338,1685081068320035,0.0,0.0,0.030963,0.006193,1,1,2,1,2,1,0,0,7.557561,9
442,0048_20230526_060338,1685081036800035,0.0,0.0,6.43832,1.287664,1,1,1,0,3,0,1,1,6.785257,2
443,0048_20230526_060338,1685081028080035,0.0,0.0,4.554535,0.910907,2,1,2,2,1,1,0,1,0.495558,5
444,0049_20230526_060526,1685081184040035,0.0,0.0,6.554616,1.310923,2,1,2,2,1,1,0,1,10.259922,4
445,0049_20230526_060526,1685081145840035,0.0,0.0,6.681415,1.336283,1,1,1,0,3,0,1,1,4.09135,5
446,0049_20230526_060526,1685081143360035,0.0,0.0,7.570789,1.514158,1,2,1,1,2,1,0,1,3.647136,5
447,0049_20230526_060526,1685081172880035,0.0,0.0,7.98529,1.597058,2,1,2,2,1,1,0,1,16.463322,8
448,0049_20230526_060526,1685081189960035,0.0,0.0,4.807083,1.12315,2,1,2,2,1,1,0,1,9.193217,5
450,0050_20230322_120844,1679486947640035,0.0,0.0,0.006951,0.00139,2,1,2,2,1,1,0,0,2.60349,11
451,0050_20230322_120844,1679486947640035,0.0,0.0,0.333955,0.066791,2,1,2,2,1,1,0,0,2.841683,11
452,0050_20230322_120844,1679486947640035,0.0,0.0,0.145238,0.029048,2,1,2,2,1,1,0,0,3.627382,11
453,0050_20230322_120844,1679486947640035,0.0,0.0,0.014755,0.002951,2,1,2,2,1,1,0,0,2.60349,11
454,0050_20230322_120844,1679486950760035,0.0,0.0,7.669066,1.533813,2,1,2,2,1,1,0,1,1.697163,14
455,0050_20230322_120844,1679486939880035,0.0,0.0,6.894352,1.37887,1,1,2,1,2,1,0,1,9.403386,12
456,0050_20230322_120844,1679486960600035,0.0,0.0,7.537136,1.507427,2,1,2,2,1,1,0,1,4.648693,11
457,0050_20230322_120844,1679486932360035,0.0,0.0,0.150506,0.030101,1,1,2,1,2,1,0,0,0.519732,10
458,0051_20230322_121247,1679487196560035,0.0,0.0,5.213237,1.042647,1,2,1,1,2,1,0,1,0.306028,13
459,0051_20230322_121247,1679487199240035,0.0,0.0,8.41695,1.68339,1,2,1,1,2,1,0,1,2.787127,14
460,0051_20230322_121247,1679487194160035,0.0,0.0,7.594107,1.518821,1,2,1,1,2,1,0,1,2.240751,11
461,0051_20230322_121247,1679487191960035,0.0,0.0,7.828095,1.565619,1,2,1,1,2,1,0,1,1.640902,10
462,0051_20230322_121247,1679487202920035,0.0,0.0,5.278787,1.055757,1,1,1,0,3,0,1,1,0.272592,15
463,0051_20230322_121247,1679487182320035,0.0,0.0,7.732099,1.54642,1,1,1,0,3,0,1,1,2.112416,9
464,0052_20230322_141812,1679494731280035,0.0,0.0,5.898595,1.179719,2,1,2,2,1,1,0,1,5.906829,9
465,0052_20230322_141812,1679494735520035,0.0,0.0,8.414575,1.682915,2,1,2,2,1,1,0,1,3.373372,7
466,0052_20230322_141812,1679494762800035,0.0,0.0,5.636224,1.127245,1,1,1,0,3,0,1,1,6.57676,8
470,0053_20230322_142112,1679494921800035,0.0,0.0,0.045891,0.009178,2,1,2,2,1,1,0,0,1.693084,8
471,0053_20230322_142112,1679494945360035,0.0,0.0,5.582014,1.116403,1,2,1,1,2,1,0,1,1.532706,5
472,0053_20230322_142112,1679494915040035,0.0,0.0,6.117624,1.223525,2,1,2,2,1,1,0,1,7.554511,9
473,0053_20230322_142112,1679494885240035,0.0,0.0,0.221945,0.044389,1,1,2,1,2,1,0,0,1.561186,10
474,0053_20230322_142112,1679494921600035,0.0,0.0,6.204252,1.24085,2,1,2,2,1,1,0,1,24.439394,8
478,0054_20230322_142344,1679495120040035,0.0,0.0,1.915489,0.383098,1,1,1,0,3,0,1,1,0.741013,6
479,0054_20230322_142344,1679495133160035,0.0,0.0,0.030409,0.006082,1,2,1,1,2,1,0,0,4.945521,8
480,0054_20230322_142344,1679495042880035,0.0,0.0,7.558816,1.511763,1,2,1,1,2,1,0,1,0.898382,11
483,0054_20230322_142344,1679495142520035,0.0,0.0,6.131246,1.226249,1,1,1,0,3,0,1,1,5.91772,13
490,0055_20230322_143231,1679495578800035,0.0,0.0,8.833151,1.76663,1,2,1,1,2,1,0,1,1.553275,9
491,0055_20230322_143231,1679495578640035,0.0,0.0,6.565054,1.313011,1,2,1,1,2,1,0,1,12.121132,9
492,0055_20230322_143231,1679495575520035,0.0,0.0,6.02497,1.204994,1,2,1,1,2,1,0,1,1.680553,11
493,0055_20230322_143231,1679495565960035,0.0,0.0,8.068558,1.613712,2,1,1,1,2,1,0,1,6.055219,11
494,0055_20230322_143231,1679495593160035,0.0,0.0,7.428661,1.485732,1,1,1,0,3,0,1,1,3.248997,11
496,0055_20230322_143231,1679495597800035,0.0,0.0,5.596544,1.119309,1,1,1,0,3,0,1,1,3.564935,11
497,0055_20230322_143231,1679495558560035,0.0,0.0,5.958973,1.191795,2,1,1,1,2,1,0,1,8.651073,11
498,0056_20230322_143922,1679496002160035,0.0,0.0,0.022116,0.004423,2,1,2,2,1,1,0,0,1.969688,9
499,0056_20230322_143922,1679496014680035,0.0,0.0,0.013979,0.002796,2,1,1,1,2,1,0,0,1.007803,12
500,0056_20230322_143922,1679496040000035,0.0,0.0,3.87629,0.775258,1,1,1,0,3,0,1,1,9.642462,11
501,0056_20230322_143922,1679496022280035,0.0,0.0,7.424028,1.484806,1,1,1,0,3,0,1,1,11.146055,11
502,0056_20230322_143922,1679495967280035,0.0,0.0,7.778158,1.62045,2,1,2,2,1,1,0,1,10.021797,15
504,0057_20230322_144453,1679496331280035,0.0,0.0,0.661198,0.13224,1,1,2,1,2,1,0,1,4.33204,15
505,0057_20230322_144453,1679496332080035,0.0,0.0,0.023181,0.004636,2,1,2,2,1,1,0,0,9.152866,15
506,0057_20230322_144453,1679496311160035,0.0,0.0,6.502853,1.300571,1,1,1,0,3,0,1,1,7.441983,14
507,0057_20230322_144453,1679496340840035,0.0,0.0,1.963213,0.392643,2,1,2,2,1,1,0,1,4.478415,15
508,0057_20230322_144453,1679496326840035,0.0,0.0,8.075987,1.615197,1,1,2,1,2,1,0,1,6.723314,15
509,0058_20230322_144917,1679496594400035,0.0,0.0,0.072982,0.014596,1,1,2,1,2,1,0,0,1.632643,14
510,0058_20230322_144917,1679496573600035,0.0,0.0,6.580912,1.316182,1,2,1,1,2,1,0,1,3.15808,12
512,0058_20230322_144917,1679496571320035,0.0,0.0,7.017938,1.403588,1,2,1,1,2,1,0,1,3.109139,12
513,0058_20230322_144917,1679496570600035,0.0,0.0,0.083449,0.01669,1,2,1,1,2,1,0,0,4.612578,14
514,0058_20230322_144917,1679496589200035,0.0,0.0,8.65059,1.730118,1,1,1,0,3,0,1,1,4.528622,15
515,0058_20230322_144917,1679496603680035,0.0,0.0,5.252945,1.050589,2,1,2,2,1,1,0,1,11.140318,13
517,0059_20230322_145137,1679496730280035,0.0,0.0,0.00549,0.001098,2,1,1,1,2,1,0,0,2.37379,9
518,0059_20230322_145137,1679496730280035,0.0,0.0,0.005008,0.001002,2,1,1,1,2,1,0,0,1.842491,9
519,0059_20230322_145137,1679496729720035,0.0,0.0,0.014646,0.002929,2,1,1,1,2,1,0,0,1.850616,9
521,0060_20230322_145409,1679496897240035,0.0,0.0,0.027705,0.005541,2,1,2,2,1,1,0,0,6.984916,15
523,0060_20230322_145409,1679496921800035,0.0,0.0,6.052177,1.210435,1,1,1,0,3,0,1,1,1.346766,12
524,0060_20230322_145409,1679496933760035,0.0,0.0,6.444526,1.288905,1,2,1,1,2,1,0,1,1.597957,13
528,0061_20230322_150124,1679497333520035,0.0,0.0,0.06252,0.012504,2,1,2,2,1,1,0,0,0.702294,10
529,0061_20230322_150124,1679497334560035,0.0,0.0,0.083195,0.016639,2,1,2,2,1,1,0,0,0.668054,9
530,0061_20230322_150124,1679497301200035,0.0,0.0,6.20481,1.240962,1,1,1,0,3,0,1,1,4.063385,9
533,0062_20230322_150445,1679497545760035,0.0,0.0,1.880672,0.376134,1,1,1,0,3,0,1,1,13.489141,4
534,0062_20230322_150445,1679497575320035,0.0,0.0,7.839191,1.567838,1,1,1,0,3,0,1,1,12.908901,5
541,0063_20230322_150830,1679497794440035,0.0,0.0,8.176637,1.635327,2,1,2,2,1,1,0,1,3.515372,11
544,0063_20230322_150830,1679497817440035,0.0,0.0,0.135444,0.027089,1,1,1,0,3,0,1,0,0.664834,9
545,0063_20230322_150830,1679497728280035,0.0,0.0,9.638576,1.927715,1,1,1,0,3,0,1,1,13.793533,5
549,0063_20230322_150830,1679497844160035,0.0,0.0,5.742726,1.148545,1,1,1,0,3,0,1,1,1.277481,13
552,0064_20230322_151516,1679498135120035,0.0,0.0,7.289216,1.457843,2,1,2,2,1,1,0,1,2.010881,9
553,0064_20230322_151516,1679498171360035,0.0,0.0,8.248455,1.649691,2,1,1,1,2,1,0,1,10.433051,7
554,0064_20230322_151516,1679498144000035,0.0,0.0,6.59907,1.319814,2,1,2,2,1,1,0,1,0.585447,10
555,0064_20230322_151516,1679498185760035,0.0,0.0,4.212616,0.842523,1,1,1,0,3,0,1,1,21.929291,5
556,0064_20230322_151516,1679498138520035,0.0,0.0,7.49469,1.498938,2,1,2,2,1,1,0,1,0.540184,13
557,0065_20230322_152002,1679498412000035,0.0,0.0,7.921556,1.584311,2,1,2,2,1,1,0,1,10.646261,12
563,0066_20230523_092801,1684834099119996,0.0,0.0,8.398997,1.679799,1,2,1,1,2,1,0,1,1.549791,9
564,0066_20230523_092801,1684834097399999,0.0,0.0,7.715655,1.543131,1,2,1,1,2,1,0,1,0.902174,8
565,0067_20230824_110228,1692874979119996,0.0,0.0,6.880447,1.376089,1,1,2,1,2,1,0,1,30.82741,3
566,0067_20230824_110228,1692874996280002,0.0,0.0,0.094811,0.018962,2,1,2,2,1,1,0,0,7.665484,10
567,0067_20230824_110228,1692874962079987,0.0,0.0,7.534101,1.50682,1,2,1,1,2,1,0,1,2.99958,5
568,0068_20230824_114312,1692877405399999,0.0,0.0,8.273154,1.654631,1,1,2,1,2,1,0,1,6.709194,10
573,0069_20230824_114554,1692877577720011,0.0,0.0,0.412515,0.082503,1,1,1,0,3,0,1,0,7.157504,10
574,0069_20230824_114554,1692877565960035,0.0,0.0,7.130129,1.426026,1,2,1,1,2,1,0,1,14.195873,6
