sample_id,scene_path,archive,timestamp,target_id,target_class_name,nearest_type,nearest_class,nearest_dist,n_neighbors_found,displacement,avg_speed_est,light_status,matched_signal_ts,signal_count,signal_states_json,f1_state,f2_state,f3_state,n_ped_red,n_ped_green,n_ped_off,n_ped_yellow,n_ped_redyellow,n_ped_yellow_blinking,status,target_velocity,neighbor_count_within_radius,nbr_1_dx,nbr_1_dy,nbr_1_distance,nbr_1_velocity,nbr_1_type,nbr_1_class,nbr_1_type_enc,nbr_1_class_enc,nbr_2_dx,nbr_2_dy,nbr_2_distance,nbr_2_velocity,nbr_2_type,nbr_2_class,nbr_2_type_enc,nbr_2_class_enc,nbr_3_dx,nbr_3_dy,nbr_3_distance,nbr_3_velocity,nbr_3_type,nbr_3_class,nbr_3_type_enc,nbr_3_class_enc,nbr_4_dx,nbr_4_dy,nbr_4_distance,nbr_4_velocity,nbr_4_type,nbr_4_class,nbr_4_type_enc,nbr_4_class_enc,nbr_5_dx,nbr_5_dy,nbr_5_distance,nbr_5_velocity,nbr_5_type,nbr_5_class,nbr_5_type_enc,nbr_5_class_enc,target_velocity_grid,cell_0_count,cell_0_mean_velocity,cell_0_min_distance,cell_1_count,cell_1_mean_velocity,cell_1_min_distance,cell_2_count,cell_2_mean_velocity,cell_2_min_distance,cell_3_count,cell_3_mean_velocity,cell_3_min_distance,cell_4_count,cell_4_mean_velocity,cell_4_min_distance,cell_5_count,cell_5_mean_velocity,cell_5_min_distance,cell_6_count,cell_6_mean_velocity,cell_6_min_distance,cell_7_count,cell_7_mean_velocity,cell_7_min_distance,cell_8_count,cell_8_mean_velocity,cell_8_min_distance
201,0023_20230323_113346,imptc_set_01.tar.gz,1679571252640023,1,person,vrus,person,0.505199,4,3.043649,0.60873,ok,1679571252960035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,1.3134929897385952,1,-0.251241,0.438297,0.505199,0.102655,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,1.313493,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.102655,0.505199,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
202,0023_20230323_113346,imptc_set_01.tar.gz,1679571249760020,2,person,vrus,person,0.6081,6,0.037292,0.007458,ok,1679571249960035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",1,1,1,3,0,0,0,0,0,ok,0.0855506856249888,1,0.067866,-0.604302,0.6081,0.933994,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.085551,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.933994,0.6081,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
203,0024_20230323_113536,imptc_set_01.tar.gz,1679571392760020,0,person,vrus,person,0.061589,5,0.089475,0.017895,ok,1679571392960035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,0.0509867930298185,1,-0.02252,-0.057324,0.061589,0.020566,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.050987,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.020566,0.061589,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
204,0024_20230323_113536,imptc_set_01.tar.gz,1679571394600014,1,person,vrus,person,0.089617,6,0.004451,0.00089,ok,1679571394960035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,0.0526815928371741,1,-0.005869,0.089424,0.089617,0.049071,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.052682,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.049071,0.089617,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
205,0024_20230323_113536,imptc_set_01.tar.gz,1679571371760020,2,person,vehicles,car,6.737212,6,8.171237,1.634247,ok,1679571371960035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,5.996237385789816,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,5.996237,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
206,0024_20230323_113536,imptc_set_01.tar.gz,1679571389359990,3,person,vehicles,car,4.364691,5,8.193255,1.638651,ok,1679571388960035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,6.276999548537911,1,2.097509,3.82766,4.364691,7.314159,vehicles,car,2,2,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,6.277,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,7.314159,4.364691
207,0024_20230323_113536,imptc_set_01.tar.gz,1679571435760020,4,person,vehicles,car,7.499613,10,3.153073,0.630615,ok,1679571435960035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,3.199979382192798,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,3.199979,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
209,0025_20230523_092441,imptc_set_01.tar.gz,1684833934560005,0,person,vehicles,car,4.756902,12,0.190811,0.038162,ok,1684833934840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",1,1,1,3,0,0,0,0,0,ok,0.473181224012619,1,4.630411,-1.089682,4.756902,0.305868,vehicles,car,2,2,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.473181,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.305868,4.756902,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
210,0025_20230523_092441,imptc_set_01.tar.gz,1684833907280002,1,person,vrus,person,1.611555,9,0.01174,0.002348,ok,1684833906880017,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}",1,1,1,3,0,0,0,0,0,ok,0.0437021167915521,2,-0.755905,1.423277,1.611555,0.15327,vrus,person,1,1,-1.288444,1.791904,2.207036,0.686206,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.043702,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.15327,1.611555,0,0.0,0.0,0,0.0,0.0,1,0.686206,2.207036,0,0.0,0.0
211,0025_20230523_092441,imptc_set_01.tar.gz,1684833916840008,2,person,vehicles,car,13.363888,14,7.421757,1.484351,ok,1684833916840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,5.460566790667411,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,5.460567,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
212,0025_20230523_092441,imptc_set_01.tar.gz,1684833902199984,3,person,vrus,person,0.66958,6,0.049446,0.009889,ok,1684833901840008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}",2,1,1,2,1,0,0,0,0,ok,0.171373317856252,2,-0.53229,0.406208,0.66958,0.042973,vrus,person,1,1,0.776117,-1.367283,1.572202,0.088944,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.171373,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.065958,0.66958,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
213,0025_20230523_092441,imptc_set_01.tar.gz,1684833949320011,4,person,vrus,person,0.664717,10,2.077143,0.415429,ok,1684833948840008,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",1,1,2,2,1,0,0,0,0,ok,3.861275314231434,1,-0.555965,0.364352,0.664717,3.82709,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,3.861275,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,3.82709,0.664717,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
214,0025_20230523_092441,imptc_set_01.tar.gz,1684833949680002,5,person,vrus,person,0.626579,11,1.764508,0.352902,ok,1684833949840008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 30, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,3.540675243438641,1,0.533111,-0.329231,0.626579,4.361703,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,3.540675,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.361703,0.626579,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
215,0025_20230523_092441,imptc_set_01.tar.gz,1684833922320011,6,person,vrus,person,1.345362,15,7.443311,1.488662,ok,1684833921840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,7.672407683431089,5,0.093229,-1.342128,1.345362,6.187822,vrus,person,1,1,1.371449,1.491911,2.026492,6.028039,vrus,person,1,1,1.887467,1.212974,2.243622,5.731114,vrus,person,1,1,2.490702,-0.608182,2.56388,5.242904,vrus,person,1,1,-2.724617,-1.842463,3.289104,5.400539,vrus,person,1,1,7.672408,1,5.400539,3.289104,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,6.10793,1.345362,4,5.479211,2.243622,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
216,0025_20230523_092441,imptc_set_01.tar.gz,1684833919000000,7,person,vrus,person,1.725901,15,7.321358,1.464272,ok,1684833918840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,5.20288330357,5,-0.778361,1.540418,1.725901,5.386954,vrus,person,1,1,0.855431,1.962277,2.140629,5.806196,vrus,person,1,1,-2.267262,2.268828,3.2075,7.112643,vrus,person,1,1,-2.256143,2.304174,3.22481,5.976923,vrus,person,1,1,-3.474324,1.309484,3.712907,4.386673,vrus,person,1,1,5.202883,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,4.797407,3.712907,1,5.386954,1.725901,0,0.0,0.0,2,6.544783,3.2075,1,5.806196,2.140629,0,0.0,0.0
217,0025_20230523_092441,imptc_set_01.tar.gz,1684833918359990,9,person,vrus,person,1.197185,15,7.995519,1.599104,ok,1684833918840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,2.106476597233975,5,0.848375,0.844697,1.197185,3.244829,vrus,person,1,1,1.748239,1.157911,2.096926,7.379503,vrus,person,1,1,1.878581,1.374594,2.327784,6.034519,vrus,person,1,1,-2.333955,1.151804,2.602691,3.861781,vrus,person,1,1,3.542623,0.656791,3.602992,4.832136,vrus,person,1,1,2.106477,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,3.861781,2.602691,1,3.244829,1.197185,4,5.935321,2.096926,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
218,0025_20230523_092441,imptc_set_01.tar.gz,1684833927119996,10,person,vrus,person,3.080431,15,7.630949,1.52619,ok,1684833926840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,1,1,3,0,0,0,0,0,ok,5.318978981267454,3,2.869946,1.119136,3.080431,5.597029,vrus,person,1,1,2.598645,1.720637,3.116656,4.152459,vrus,person,1,1,4.161545,1.296166,4.358727,5.148598,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,5.318979,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,5.372813,3.080431,0,0.0,0.0,0,0.0,0.0,1,4.152459,3.116656
219,0025_20230523_092441,imptc_set_01.tar.gz,1684833890399999,11,person,vrus,person,0.742883,4,0.640896,0.128179,ok,1684833890880017,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 20, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,1,2,1,0,0,0,0,ok,0.9684633975402664,4,0.319492,-0.670672,0.742883,1.270147,vrus,person,1,1,-1.188735,0.955742,1.525298,1.049702,vrus,person,1,1,-1.777604,0.425048,1.827715,2.357939,vrus,person,1,1,1.453573,-1.568123,2.138196,0.0862,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.968463,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,2.357939,1.827715,3,0.802016,0.742883,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
220,0025_20230523_092441,imptc_set_01.tar.gz,1684833902880017,13,person,vrus,person,0.692256,7,0.20487,0.041305,ok,1684833902840008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}",2,1,1,2,1,0,0,0,0,ok,0.0543032206396812,2,0.581428,-0.375713,0.692256,0.201179,vrus,person,1,1,1.314046,-1.760757,2.19704,0.047633,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.054303,0,0.0,0.0,1,0.047633,2.19704,0,0.0,0.0,0,0.0,0.0,1,0.201179,0.692256,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
221,0025_20230523_092441,imptc_set_01.tar.gz,1684833923119996,14,person,vrus,person,0.822561,15,7.615343,1.54784,ok,1684833922840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,5.491610415757537,5,-0.609013,0.55291,0.822561,5.937244,vrus,person,1,1,0.340567,-1.64702,1.681862,5.166764,vrus,person,1,1,-1.644265,-0.722317,1.795926,7.310726,vrus,person,1,1,2.032407,0.147635,2.037762,5.556337,vrus,person,1,1,-1.845263,-2.267954,2.923801,6.112803,vrus,person,1,1,5.49161,1,6.112803,2.923801,1,5.1734,3.857796,0,0.0,0.0,0,0.0,0.0,3,6.138244,0.822561,1,5.556337,2.037762,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
222,0025_20230523_092441,imptc_set_01.tar.gz,1684833892160005,15,person,vrus,person,0.751068,4,0.183249,0.038498,ok,1684833891880017,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,1,2,1,0,0,0,0,ok,0.240105004690229,4,0.477968,0.579352,0.751068,0.906964,vrus,person,1,1,1.524538,-0.288751,1.551642,0.093548,vrus,person,1,1,2.02297,-0.407624,2.063629,0.881331,vrus,person,1,1,2.800084,-1.740765,3.297079,0.0645,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.240105,0,0.0,0.0,0,0.0,0.0,1,0.0645,3.297079,0,0.0,0.0,2,0.500256,0.751068,1,0.881331,2.063629,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
223,0026_20230523_092622,imptc_set_01.tar.gz,1684834041199984,0,person,vrus,person,2.399697,14,0.162529,0.032506,ok,1684834040920026,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 30, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,0.0994778466190429,1,1.991221,-1.339248,2.399697,0.042198,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.099478,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.042198,2.399697,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
224,0026_20230523_092622,imptc_set_01.tar.gz,1684834011600014,1,person,vrus,person,0.131422,13,8.671067,1.734213,ok,1684834011840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,7.149900211590761,1,-0.013391,0.130738,0.131422,6.60336,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,7.1499,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,6.60336,0.131422,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
225,0026_20230523_092622,imptc_set_01.tar.gz,1684834045119996,2,person,vrus,person,2.575767,15,0.025131,0.005026,ok,1684834044920026,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,0.0317201504695644,1,-2.072847,1.529013,2.575767,0.061481,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.03172,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.061481,2.575767,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
226,0026_20230523_092622,imptc_set_01.tar.gz,1684834006039978,3,person,vrus,person,0.785732,10,5.560239,1.112048,ok,1684834005840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,0.3637900071579439,1,0.515932,-0.592612,0.785732,0.252266,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.36379,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.252266,0.785732,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
227,0026_20230523_092622,imptc_set_01.tar.gz,1684834013239993,5,person,vrus,person,0.077064,13,8.327212,1.665442,ok,1684834012880017,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,5.995831054257192,1,0.076282,-0.010952,0.077064,6.162829,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,5.995831,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,6.162829,0.077064,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
228,0026_20230523_092622,imptc_set_01.tar.gz,1684833994880017,6,person,vehicles,car,5.405171,7,6.883216,1.376643,ok,1684833994840008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}",2,1,1,2,1,0,0,0,0,ok,4.964910830984882,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,4.964911,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
229,0026_20230523_092622,imptc_set_01.tar.gz,1684834009760020,7,person,vehicles,car,7.394054,11,8.665234,1.733047,ok,1684834009840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,6.427399871960859,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,6.4274,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
231,0026_20230523_092622,imptc_set_01.tar.gz,1684834004840008,9,person,vehicles,car,19.022854,12,8.949675,1.789935,ok,1684834004880017,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,6.606263821939478,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,6.606264,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
232,0026_20230523_092622,imptc_set_01.tar.gz,1684834039079987,10,person,vehicles,car,5.782416,15,7.701884,1.540377,ok,1684834038920026,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",1,1,2,2,1,0,0,0,0,ok,5.541829295207124,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,5.541829,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
