sample_id,scene_path,timestamp,target_id,target_class_name,target_x,target_y,nearest_map_dist,map_label_id,map_label_name,is_crosswalk,is_sidewalk,is_road,is_bikelane
0265,0032_20230523_100702,1684836435119996,001,person,3.677979,6.584575,0.022684,5,crosswalk,1,0,0,0
0266,0032_20230523_100702,1684836485199984,002,person,-2.544803,-2.041864,0.020591,1,sidewalk,0,1,0,0
0268,0032_20230523_100702,1684836475960035,004,person,1.678564,-4.379078,0.029916,5,crosswalk,1,0,0,0
0269,0033_20230523_104001,1684838431399999,000,person,13.83166,14.396575,0.037651,1,sidewalk,0,1,0,0
0270,0033_20230523_104001,1684838428359990,001,person,-0.258352,0.805683,0.035693,1,sidewalk,0,1,0,0
0271,0034_20230523_104138,1684838528800029,000,person,17.412952,16.038235,0.050276,1,sidewalk,0,1,0,0
0272,0034_20230523_104138,1684838522079987,001,person,15.002988,16.091172,0.038569,1,sidewalk,0,1,0,0
0273,0034_20230523_104138,1684838539199984,002,person,9.101922,-11.350946,0.015393,1,sidewalk,0,1,0,0
0274,0034_20230523_104138,1684838547160005,003,person,5.462363,-7.596286,0.046506,5,crosswalk,1,0,0,0
0275,0034_20230523_104138,1684838555320011,004,person,10.86047,16.300948,0.024851,1,sidewalk,0,1,0,0
0277,0035_20230523_104304,1684838622600014,000,person,0.942724,-4.002236,0.01266,1,sidewalk,0,1,0,0
0278,0035_20230523_104304,1684838605640023,001,person,7.678185,13.317452,0.033338,5,crosswalk,1,0,0,0
0279,0035_20230523_104304,1684838602039978,002,person,2.912103,5.01701,0.04051,5,crosswalk,1,0,0,0
0280,0035_20230523_104304,1684838601800029,003,person,3.552107,8.873203,0.013773,5,crosswalk,1,0,0,0
0282,0035_20230523_104304,1684838648960035,005,person,10.600473,16.239131,0.015648,1,sidewalk,0,1,0,0
0286,0036_20230523_105516,1684839379480017,000,person,-0.908072,-1.045045,0.02745,1,sidewalk,0,1,0,0
0287,0036_20230523_105516,1684839354920026,001,person,11.053481,16.435795,0.014534,1,sidewalk,0,1,0,0
0288,0036_20230523_105516,1684839382280002,002,person,11.734118,15.409879,0.017466,1,sidewalk,0,1,0,0
0290,0036_20230523_105516,1684839347079987,004,person,18.267069,12.050754,0.020635,5,crosswalk,1,0,0,0
0291,0036_20230523_105516,1684839415079987,005,person,5.762222,7.713948,0.056009,5,crosswalk,1,0,0,0
0292,0036_20230523_105516,1684839417519996,006,person,9.311307,12.269526,0.005218,5,crosswalk,1,0,0,0
0293,0036_20230523_105516,1684839416239993,007,person,5.499279,5.941537,0.028671,0,road,0,0,1,0
0295,0036_20230523_105516,1684839421399999,010,person,-2.994971,-3.086378,0.034812,1,sidewalk,0,1,0,0
0296,0036_20230523_105516,1684839425320011,011,person,1.227062,4.609285,0.003686,5,crosswalk,1,0,0,0
0297,0036_20230523_105516,1684839426199984,012,person,-3.854596,-4.577962,0.081879,1,sidewalk,0,1,0,0
0298,0036_20230523_105516,1684839395480017,013,person,10.717488,14.412926,0.008445,3,curb,0,0,0,0
0300,0036_20230523_105516,1684839376720011,015,person,26.989835,6.297323,0.012391,1,sidewalk,0,1,0,0
0301,0036_20230523_105516,1684839417880017,016,person,-4.206783,-3.45123,0.064113,1,sidewalk,0,1,0,0
0303,0036_20230523_105516,1684839364680002,018,person,17.491389,18.93726,0.032049,1,sidewalk,0,1,0,0
0306,0036_20230523_105516,1684839408280002,021,person,32.150823,17.776865,0.02777,3,curb,0,0,0,0
0308,0036_20230523_105516,1684839420440008,023,person,34.090847,1.947135,0.039469,1,sidewalk,0,1,0,0
0309,0036_20230523_105516,1684839428600014,024,person,35.565844,19.710131,0.073667,-1,other,0,0,0,0
0312,0037_20230523_105811,1684839515320011,000,person,-1.648869,-3.35143,0.049072,1,sidewalk,0,1,0,0
0313,0037_20230523_105811,1684839510600014,001,person,-0.010181,0.641333,0.004283,1,sidewalk,0,1,0,0
0314,0037_20230523_105811,1684839525680002,004,person,19.232925,14.689783,0.024279,5,crosswalk,1,0,0,0
0315,0037_20230523_105811,1684839525039978,005,person,19.122977,15.501431,0.031484,5,crosswalk,1,0,0,0
0316,0037_20230523_105811,1684839507399999,006,person,-1.047445,0.651161,0.038108,1,sidewalk,0,1,0,0
0317,0037_20230523_105811,1684839501039978,007,person,5.11931,8.91275,0.044804,5,crosswalk,1,0,0,0
0319,0038_20230523_110238,1684839784960035,000,person,17.149922,16.253484,0.046389,1,sidewalk,0,1,0,0
0320,0038_20230523_110238,1684839814440008,001,person,-1.260917,-1.143927,0.033062,1,sidewalk,0,1,0,0
0323,0038_20230523_110238,1684839809720011,004,person,34.606021,20.769759,0.007201,3,curb,0,0,0,0
0324,0038_20230523_110238,1684839806320011,005,person,30.7714,21.827158,0.055545,0,road,0,0,1,0
0325,0038_20230523_110238,1684839825560005,006,person,11.088214,16.428336,0.024983,1,sidewalk,0,1,0,0
0327,0039_20230523_110534,1684839970399999,000,person,0.676961,-2.879148,0.033788,1,sidewalk,0,1,0,0
0328,0039_20230523_110534,1684839960560005,001,person,0.384724,2.180935,0.008241,5,crosswalk,1,0,0,0
0329,0039_20230523_110534,1684839977640023,002,person,11.477205,16.521654,0.038554,1,sidewalk,0,1,0,0
0330,0039_20230523_110534,1684839955399999,003,person,3.007933,5.686768,0.028001,5,crosswalk,1,0,0,0
0331,0039_20230523_110534,1684839956280002,005,person,1.434288,2.433413,0.053964,5,crosswalk,1,0,0,0
0332,0039_20230523_110534,1684839949760020,006,person,-7.255064,5.4285,0.020897,1,sidewalk,0,1,0,0
0333,0039_20230523_110534,1684839951160005,007,person,6.26293,10.066902,0.006906,5,crosswalk,1,0,0,0
0334,0039_20230523_110534,1684839988199984,009,person,12.211486,14.667867,0.016972,1,sidewalk,0,1,0,0
0335,0039_20230523_110534,1684839946280002,010,person,-3.869019,2.494347,0.03633,1,sidewalk,0,1,0,0
0337,0040_20230523_110803,1684840118000000,001,person,3.203724,5.453217,0.037074,5,crosswalk,1,0,0,0
0338,0040_20230523_110803,1684840097480017,002,person,0.320127,7.671584,0.017122,0,road,0,0,1,0
0341,0041_20230523_111106,1684840305760020,001,person,-1.053301,3.362896,0.056806,5,crosswalk,1,0,0,0
0342,0041_20230523_111106,1684840309760020,002,person,4.745052,3.089881,0.048643,0,road,0,0,1,0
0343,0041_20230523_111106,1684840316160005,003,person,12.684378,13.498667,0.011913,3,curb,0,0,0,0
0344,0041_20230523_111106,1684840289039978,004,person,15.339596,14.911572,0.011468,1,sidewalk,0,1,0,0
0346,0041_20230523_111106,1684840315640023,007,person,1.241872,4.469851,0.031368,5,crosswalk,1,0,0,0
0347,0041_20230523_111106,1684840303440008,008,person,31.344124,0.224508,0.021252,1,sidewalk,0,1,0,0
0348,0041_20230523_111106,1684840370320011,009,person,-2.209412,0.260364,0.008922,1,sidewalk,0,1,0,0
0349,0041_20230523_111106,1684840372000000,010,person,9.764645,16.247368,0.034734,1,sidewalk,0,1,0,0
0350,0041_20230523_111106,1684840373720011,011,person,16.225864,13.421768,0.029055,5,crosswalk,1,0,0,0
0351,0041_20230523_111106,1684840291880017,012,person,32.536597,12.175987,0.030402,1,sidewalk,0,1,0,0
0352,0041_20230523_111106,1684840348239993,015,person,33.208467,3.091588,0.01745,1,sidewalk,0,1,0,0
0353,0041_20230523_111106,1684840356960035,016,person,22.060508,12.500428,0.043171,5,crosswalk,1,0,0,0
0354,0041_20230523_111106,1684840274199984,017,person,-3.775419,3.842175,0.017975,1,sidewalk,0,1,0,0
0355,0041_20230523_111106,1684840338359990,018,person,24.152905,10.33787,0.015535,5,crosswalk,1,0,0,0
0356,0041_20230523_111106,1684840316840008,019,person,16.664496,15.419331,0.01286,1,sidewalk,0,1,0,0
0357,0041_20230523_111106,1684840325920026,020,person,14.562538,13.979856,0.006457,1,sidewalk,0,1,0,0
0364,0042_20230523_111514,1684840570720011,000,person,-4.964529,4.199071,0.041788,1,sidewalk,0,1,0,0
0365,0042_20230523_111514,1684840560280002,001,person,-0.329085,1.293648,0.009776,1,sidewalk,0,1,0,0
0366,0042_20230523_111514,1684840579680002,002,person,-5.051444,4.302551,0.003896,1,sidewalk,0,1,0,0
0367,0042_20230523_111514,1684840554199984,003,person,11.261265,16.435514,0.01219,1,sidewalk,0,1,0,0
0368,0042_20230523_111514,1684840553720011,004,person,-2.041174,2.746272,0.029812,1,sidewalk,0,1,0,0
0369,0042_20230523_111514,1684840583359990,005,person,13.434641,15.821535,0.017652,1,sidewalk,0,1,0,0
0370,0042_20230523_111514,1684840548760020,006,person,-0.013915,-0.255216,0.026502,1,sidewalk,0,1,0,0
0371,0042_20230523_111514,1684840567840008,007,person,13.5374,14.436387,0.017441,1,sidewalk,0,1,0,0
0372,0042_20230523_111514,1684840602560005,008,person,14.298453,15.921814,0.010434,1,sidewalk,0,1,0,0
0373,0042_20230523_111514,1684840603720011,009,person,25.00761,8.873385,0.02497,5,crosswalk,1,0,0,0
0374,0042_20230523_111514,1684840602119996,010,person,20.509831,14.133469,0.023449,5,crosswalk,1,0,0,0
0375,0042_20230523_111514,1684840530039978,011,person,1.757081,-4.895392,0.019287,5,crosswalk,1,0,0,0
0376,0042_20230523_111514,1684840529039978,013,person,-14.742895,12.204962,0.045626,1,sidewalk,0,1,0,0
0377,0042_20230523_111514,1684840594359990,014,person,31.203618,20.930353,0.046247,0,road,0,0,1,0
0381,0043_20230523_111854,1684840780119996,001,person,14.077791,15.948784,0.027139,1,sidewalk,0,1,0,0
0382,0043_20230523_111854,1684840780119996,002,person,13.735932,16.338369,0.025802,1,sidewalk,0,1,0,0
0383,0043_20230523_111854,1684840781039978,004,person,-4.617881,4.49302,0.054181,1,sidewalk,0,1,0,0
0384,0043_20230523_111854,1684840789160005,005,person,-1.022687,-3.998383,0.034387,1,sidewalk,0,1,0,0
0385,0043_20230523_111854,1684840803800029,006,person,-3.202681,1.685012,0.049076,1,sidewalk,0,1,0,0
0386,0043_20230523_111854,1684840755920026,007,person,-0.380207,4.986924,0.058641,5,crosswalk,1,0,0,0
0387,0043_20230523_111854,1684840753640023,008,person,16.930776,16.14612,0.02461,1,sidewalk,0,1,0,0
0388,0043_20230523_111854,1684840790680002,009,person,28.732068,6.31553,0.007908,1,sidewalk,0,1,0,0
0389,0043_20230523_111854,1684840746920026,010,person,-0.57627,-1.423023,0.046504,1,sidewalk,0,1,0,0
0390,0043_20230523_111854,1684840760960035,011,person,3.468632,6.004794,0.029521,5,crosswalk,1,0,0,0
0391,0043_20230523_111854,1684840782640023,012,person,19.094364,22.302169,0.01547,1,sidewalk,0,1,0,0
0392,0043_20230523_111854,1684840814880017,013,person,23.584758,11.278032,0.0096,5,crosswalk,1,0,0,0
0393,0043_20230523_111854,1684840752760020,014,person,33.371632,7.197353,0.044344,2,ground,0,0,0,0
0395,0043_20230523_111854,1684840740880017,017,person,-5.235911,3.751179,0.049795,1,sidewalk,0,1,0,0
0396,0043_20230523_111854,1684840761079987,018,person,-5.380772,4.04078,0.024267,1,sidewalk,0,1,0,0
0397,0043_20230523_111854,1684840766399999,019,person,-16.568581,13.891421,0.029571,1,sidewalk,0,1,0,0
0400,0044_20230523_112300,1684841027119996,000,person,-4.701406,5.065438,0.013219,1,sidewalk,0,1,0,0
0401,0044_20230523_112300,1684841025519996,001,person,-3.9965,4.290656,0.021918,1,sidewalk,0,1,0,0
0402,0044_20230523_112300,1684841018440008,002,person,-2.477485,2.079651,0.075834,1,sidewalk,0,1,0,0
0403,0044_20230523_112300,1684841015760020,003,person,9.966171,16.581315,0.014689,1,sidewalk,0,1,0,0
0404,0044_20230523_112300,1684841015760020,004,person,13.666475,16.331956,0.051473,1,sidewalk,0,1,0,0
0405,0044_20230523_112300,1684841015280002,006,person,-2.555413,2.772423,0.01244,1,sidewalk,0,1,0,0
0406,0044_20230523_112300,1684841003119996,007,person,14.666607,15.933242,0.006043,1,sidewalk,0,1,0,0
0407,0044_20230523_112300,1684841002079987,008,person,-3.892089,1.470244,0.046709,1,sidewalk,0,1,0,0
0408,0044_20230523_112300,1684841038560005,009,person,8.700249,12.303164,0.03144,5,crosswalk,1,0,0,0
0409,0044_20230523_112300,1684840995600014,010,person,32.034018,15.890577,0.041848,2,ground,0,0,0,0
0410,0044_20230523_112300,1684841007280002,011,person,-4.316655,4.530737,0.006779,1,sidewalk,0,1,0,0
0411,0044_20230523_112300,1684841073560005,012,person,-5.368053,3.236917,0.030859,1,sidewalk,0,1,0,0
0412,0044_20230523_112300,1684840998399999,014,person,-2.588257,2.835944,0.018098,1,sidewalk,0,1,0,0
0413,0044_20230523_112300,1684841024680002,015,person,-1.551379,2.069487,0.009046,1,sidewalk,0,1,0,0
0414,0044_20230523_112300,1684840987480017,016,person,-2.878907,27.722109,0.026154,1,sidewalk,0,1,0,0
0417,0044_20230523_112300,1684840987039978,019,person,-1.962858,25.614797,0.046791,1,sidewalk,0,1,0,0
0419,0045_20230526_054302,1685079800920035,000,person,1.636913,4.449519,0.066286,5,crosswalk,1,0,0,0
0427,0046_20230526_054602,1685079973240035,001,person,-8.035215,5.773896,0.035164,1,sidewalk,0,1,0,0
0429,0046_20230526_054602,1685079967360035,004,person,-3.936138,29.595747,0.070544,1,sidewalk,0,1,0,0
0430,0047_20230526_055334,1685080503920035,000,person,12.275546,15.652219,0.016198,1,sidewalk,0,1,0,0
0431,0047_20230526_055334,1685080486160035,001,person,10.957201,16.280728,0.02493,1,sidewalk,0,1,0,0
0432,0047_20230526_055334,1685080516040035,003,person,25.369388,9.653658,0.02314,5,crosswalk,1,0,0,0
0433,0047_20230526_055334,1685080555840035,004,person,-7.546156,-6.890088,0.090212,1,sidewalk,0,1,0,0
0435,0047_20230526_055334,1685080443440035,006,person,0.396846,-3.887117,0.058299,1,sidewalk,0,1,0,0
0436,0047_20230526_055334,1685080462720035,008,person,24.858193,-3.893095,0.034654,0,road,0,0,1,0
0438,0047_20230526_055334,1685080569240035,010,person,-1.320183,-1.07545,0.029404,1,sidewalk,0,1,0,0
0440,0048_20230526_060338,1685081055960035,000,person,-2.864763,0.755586,0.047831,1,sidewalk,0,1,0,0
0441,0048_20230526_060338,1685081068320035,001,person,8.887011,-10.531979,0.033855,1,sidewalk,0,1,0,0
0442,0048_20230526_060338,1685081036800035,002,person,5.327598,20.369668,0.049929,1,sidewalk,0,1,0,0
0443,0048_20230526_060338,1685081028080035,003,person,15.760392,14.831444,0.007913,1,sidewalk,0,1,0,0
0444,0049_20230526_060526,1685081184040035,000,person,18.00477,13.554507,0.015905,5,crosswalk,1,0,0,0
0445,0049_20230526_060526,1685081145840035,001,person,7.82756,15.509268,0.033582,5,crosswalk,1,0,0,0
0446,0049_20230526_060526,1685081143360035,002,person,4.99523,8.839082,0.039559,5,crosswalk,1,0,0,0
0447,0049_20230526_060526,1685081172880035,003,person,13.9458,-12.225291,0.051997,1,sidewalk,0,1,0,0
0448,0049_20230526_060526,1685081189960035,004,person,20.031694,-17.83286,0.010667,1,sidewalk,0,1,0,0
0450,0050_20230322_120844,1679486947640035,000,person,-2.660301,2.384524,0.020477,1,sidewalk,0,1,0,0
0451,0050_20230322_120844,1679486947640035,001,person,10.208628,15.859428,0.002387,1,sidewalk,0,1,0,0
0452,0050_20230322_120844,1679486947640035,002,person,13.829381,15.640232,0.014936,1,sidewalk,0,1,0,0
0453,0050_20230322_120844,1679486947640035,003,person,-0.931521,0.437866,0.031443,1,sidewalk,0,1,0,0
0454,0050_20230322_120844,1679486950760035,004,person,12.100261,15.05151,0.007691,1,sidewalk,0,1,0,0
0455,0050_20230322_120844,1679486939880035,005,person,24.123268,8.434942,0.043845,5,crosswalk,1,0,0,0
0456,0050_20230322_120844,1679486960600035,006,person,19.077035,13.568962,0.024951,5,crosswalk,1,0,0,0
0457,0050_20230322_120844,1679486932360035,007,person,13.815291,15.869676,0.023656,1,sidewalk,0,1,0,0
0458,0051_20230322_121247,1679487196560035,000,person,6.581509,12.482893,0.026846,5,crosswalk,1,0,0,0
0459,0051_20230322_121247,1679487199240035,001,person,2.487381,9.117126,0.01752,5,crosswalk,1,0,0,0
0460,0051_20230322_121247,1679487194160035,002,person,11.66469,15.114351,0.015174,1,sidewalk,0,1,0,0
0461,0051_20230322_121247,1679487191960035,003,person,11.799255,15.755928,0.005101,1,sidewalk,0,1,0,0
0462,0051_20230322_121247,1679487202920035,004,person,2.849306,7.004682,0.071716,5,crosswalk,1,0,0,0
0463,0051_20230322_121247,1679487182320035,005,person,8.053086,17.288528,0.038869,1,sidewalk,0,1,0,0
0464,0052_20230322_141812,1679494731280035,000,person,14.50238,15.177453,0.029234,1,sidewalk,0,1,0,0
0465,0052_20230322_141812,1679494735520035,002,person,0.378023,-1.777493,0.020928,1,sidewalk,0,1,0,0
0466,0052_20230322_141812,1679494762800035,003,person,13.441093,15.164506,0.013167,1,sidewalk,0,1,0,0
0470,0053_20230322_142112,1679494921800035,000,person,-2.950585,2.446272,0.031397,1,sidewalk,0,1,0,0
0471,0053_20230322_142112,1679494945360035,001,person,-4.398711,1.927885,0.032902,1,sidewalk,0,1,0,0
0472,0053_20230322_142112,1679494915040035,002,person,1.586475,-5.743828,0.025064,5,crosswalk,1,0,0,0
0473,0053_20230322_142112,1679494885240035,003,person,-4.496615,2.051512,0.064207,1,sidewalk,0,1,0,0
0474,0053_20230322_142112,1679494921600035,005,person,35.20516,11.363308,0.016963,2,ground,0,0,0,0
0478,0054_20230322_142344,1679495120040035,000,person,-1.895927,0.916861,0.003876,1,sidewalk,0,1,0,0
0479,0054_20230322_142344,1679495133160035,002,person,27.22355,7.955184,0.051257,1,sidewalk,0,1,0,0
0480,0054_20230322_142344,1679495042880035,004,person,4.471204,10.46269,0.013546,5,crosswalk,1,0,0,0
0483,0054_20230322_142344,1679495142520035,008,person,-7.076598,4.903219,0.03581,1,sidewalk,0,1,0,0
0490,0055_20230322_143231,1679495578800035,000,person,7.767206,13.434983,0.010084,5,crosswalk,1,0,0,0
0491,0055_20230322_143231,1679495578640035,001,person,1.224923,3.611319,0.014834,5,crosswalk,1,0,0,0
0492,0055_20230322_143231,1679495575520035,002,person,11.140773,16.301429,0.007849,1,sidewalk,0,1,0,0
0493,0055_20230322_143231,1679495565960035,003,person,6.194589,19.75997,0.052735,1,sidewalk,0,1,0,0
0494,0055_20230322_143231,1679495593160035,004,person,0.608931,1.296649,0.032471,3,curb,0,0,0,0
0496,0055_20230322_143231,1679495597800035,006,person,18.924281,22.916835,0.003712,1,sidewalk,0,1,0,0
0497,0055_20230322_143231,1679495558560035,007,person,34.238272,0.900105,0.037551,1,sidewalk,0,1,0,0
0498,0056_20230322_143922,1679496002160035,000,person,-2.534747,2.446361,0.031653,1,sidewalk,0,1,0,0
0499,0056_20230322_143922,1679496014680035,001,person,-1.767696,0.723638,0.019921,1,sidewalk,0,1,0,0
0500,0056_20230322_143922,1679496040000035,002,person,-5.309291,2.928648,0.034311,1,sidewalk,0,1,0,0
0501,0056_20230322_143922,1679496022280035,004,person,6.734863,-7.654863,0.033747,5,crosswalk,1,0,0,0
0502,0056_20230322_143922,1679495967280035,005,person,34.283957,9.521259,0.054273,2,ground,0,0,0,0
0504,0057_20230322_144453,1679496331280035,000,person,11.54487,15.985683,0.00926,1,sidewalk,0,1,0,0
0505,0057_20230322_144453,1679496332080035,001,person,-2.401105,2.277495,0.045298,1,sidewalk,0,1,0,0
0506,0057_20230322_144453,1679496311160035,002,person,-0.337987,0.109176,0.029423,1,sidewalk,0,1,0,0
0507,0057_20230322_144453,1679496340840035,003,person,8.219928,18.977342,0.056215,1,sidewalk,0,1,0,0
0508,0057_20230322_144453,1679496326840035,004,person,23.187831,11.054236,0.029546,5,crosswalk,1,0,0,0
0509,0058_20230322_144917,1679496594400035,000,person,-2.47863,-0.990089,0.043659,1,sidewalk,0,1,0,0
0510,0058_20230322_144917,1679496573600035,001,person,2.886775,7.02616,0.108992,5,crosswalk,1,0,0,0
0512,0058_20230322_144917,1679496571320035,003,person,3.531783,6.162975,0.036981,5,crosswalk,1,0,0,0
0513,0058_20230322_144917,1679496570600035,004,person,-8.320584,23.453729,0.060187,0,road,0,0,1,0
0514,0058_20230322_144917,1679496589200035,005,person,1.562827,3.249389,0.036159,5,crosswalk,1,0,0,0
0515,0058_20230322_144917,1679496603680035,006,person,28.953815,6.872369,0.025075,1,sidewalk,0,1,0,0
0517,0059_20230322_145137,1679496730280035,001,person,-2.048754,2.743411,0.030739,1,sidewalk,0,1,0,0
0518,0059_20230322_145137,1679496730280035,002,person,-0.699802,0.149808,0.008475,1,sidewalk,0,1,0,0
0519,0059_20230322_145137,1679496729720035,003,person,-2.525828,0.420069,0.027851,1,sidewalk,0,1,0,0
0521,0060_20230322_145409,1679496897240035,000,person,-2.487862,2.074308,0.069841,1,sidewalk,0,1,0,0
0523,0060_20230322_145409,1679496921800035,002,person,-2.474528,0.700538,0.055175,1,sidewalk,0,1,0,0
0524,0060_20230322_145409,1679496933760035,004,person,-8.22485,5.621411,0.009513,1,sidewalk,0,1,0,0
0528,0061_20230322_150124,1679497333520035,000,person,-2.818074,2.540432,0.031013,1,sidewalk,0,1,0,0
0529,0061_20230322_150124,1679497334560035,001,person,-2.766617,1.80754,0.013434,1,sidewalk,0,1,0,0
0530,0061_20230322_150124,1679497301200035,002,person,11.598849,15.227687,0.024877,1,sidewalk,0,1,0,0
0533,0062_20230322_150445,1679497545760035,000,person,-2.272014,1.255074,0.011157,1,sidewalk,0,1,0,0
0534,0062_20230322_150445,1679497575320035,001,person,-4.51424,2.810978,0.022338,1,sidewalk,0,1,0,0
0541,0063_20230322_150830,1679497794440035,001,person,7.877221,-8.452169,0.053384,5,crosswalk,1,0,0,0
0544,0063_20230322_150830,1679497817440035,006,person,10.430485,15.618655,0.028297,1,sidewalk,0,1,0,0
0545,0063_20230322_150830,1679497728280035,007,person,18.887212,11.83625,0.008254,5,crosswalk,1,0,0,0
0549,0063_20230322_150830,1679497844160035,011,person,-4.098944,-5.355752,0.023066,1,sidewalk,0,1,0,0
0552,0064_20230322_151516,1679498135120035,000,person,-0.160753,-0.533729,0.006507,1,sidewalk,0,1,0,0
0553,0064_20230322_151516,1679498171360035,001,person,14.988128,14.306795,0.005636,1,sidewalk,0,1,0,0
0554,0064_20230322_151516,1679498144000035,002,person,7.099692,-8.583562,0.033745,5,crosswalk,1,0,0,0
0555,0064_20230322_151516,1679498185760035,003,person,12.387331,-12.008598,0.032045,1,sidewalk,0,1,0,0
0556,0064_20230322_151516,1679498138520035,004,person,1.431329,-3.099121,0.01383,3,curb,0,0,0,0
0557,0065_20230322_152002,1679498412000035,000,person,12.288164,-11.291858,0.032182,1,sidewalk,0,1,0,0
0563,0066_20230523_092801,1684834099119996,000,person,3.168626,5.194427,0.026984,5,crosswalk,1,0,0,0
0564,0066_20230523_092801,1684834097399999,001,person,-0.188705,4.701674,0.031955,5,crosswalk,1,0,0,0
0565,0067_20230824_110228,1692874979119996,000,person,26.471398,8.687253,0.030479,1,sidewalk,0,1,0,0
0566,0067_20230824_110228,1692874996280002,001,person,11.33219,16.264246,0.06247,1,sidewalk,0,1,0,0
0567,0067_20230824_110228,1692874962079987,002,person,7.422129,12.99386,0.033359,5,crosswalk,1,0,0,0
0568,0068_20230824_114312,1692877405399999,000,person,16.311099,14.688562,0.022268,1,sidewalk,0,1,0,0
0573,0069_20230824_114554,1692877577720011,001,person,26.507809,8.135747,0.019315,1,sidewalk,0,1,0,0
0574,0069_20230824_114554,1692877565960035,002,person,-4.127545,-3.465369,0.084494,1,sidewalk,0,1,0,0
0575,0069_20230824_114554,1692877579280002,003,person,24.131533,22.811881,0.00674,3,curb,0,0,0,0
0578,0070_20230824_115509,1692878135840008,000,person,12.608593,14.005377,0.021147,1,sidewalk,0,1,0,0
0579,0070_20230824_115509,1692878163119996,001,person,3.894192,-4.351653,0.023563,5,crosswalk,1,0,0,0
0583,0071_20230824_115734,1692878291119996,000,person,11.216425,16.207504,0.011194,1,sidewalk,0,1,0,0
0584,0071_20230824_115734,1692878285359990,001,person,11.169062,15.876309,0.032821,1,sidewalk,0,1,0,0
0585,0071_20230824_115734,1692878282720011,002,person,-2.853003,2.115152,0.030457,1,sidewalk,0,1,0,0
0588,0072_20230824_120013,1692878460079987,000,person,-4.980183,2.978937,0.053824,1,sidewalk,0,1,0,0
0589,0072_20230824_120013,1692878472440008,001,person,10.689861,16.256209,0.040294,1,sidewalk,0,1,0,0
0591,0074_20230824_141451,1692886500239993,000,person,25.684587,7.686996,0.001325,1,sidewalk,0,1,0,0
0595,0075_20230824_141526,1692886581079987,000,person,-2.692572,2.54908,0.00853,1,sidewalk,0,1,0,0
0596,0075_20230824_141526,1692886547160005,001,person,16.934241,12.413714,0.031731,0,road,0,0,1,0
0597,0075_20230824_141526,1692886544640023,002,person,7.902867,-8.008817,0.018195,5,crosswalk,1,0,0,0
0598,0075_20230824_141526,1692886543359990,003,person,8.192324,-9.4073,0.04256,5,crosswalk,1,0,0,0
0599,0075_20230824_141526,1692886542640023,004,person,11.500207,15.884123,0.021896,1,sidewalk,0,1,0,0
0600,0075_20230824_141526,1692886631519996,005,person,25.092241,9.833829,0.024856,5,crosswalk,1,0,0,0
0602,0075_20230824_141526,1692886541760020,008,person,5.96462,-8.410481,0.055463,5,crosswalk,1,0,0,0
0603,0075_20230824_141526,1692886634680002,009,person,-13.734206,-14.25086,0.028493,1,sidewalk,0,1,0,0
0608,0076_20230824_142330,1692887022199984,003,person,-0.332242,-0.716678,0.032324,1,sidewalk,0,1,0,0
0611,0077_20230824_142412,1692887109480017,000,person,0.086384,0.709886,0.016529,1,sidewalk,0,1,0,0
0612,0077_20230824_142412,1692887076720011,001,person,1.22101,-3.050642,0.020402,1,sidewalk,0,1,0,0
0613,0077_20230824_142412,1692887121760020,002,person,16.579497,13.844351,0.011529,3,curb,0,0,0,0
0614,0077_20230824_142412,1692887151280002,003,person,-2.670263,-1.833296,0.023058,1,sidewalk,0,1,0,0
0623,0078_20230824_143058,1692887492920026,000,person,3.540698,8.133037,0.021459,5,crosswalk,1,0,0,0
0624,0078_20230824_143058,1692887488560005,001,person,9.039379,15.232323,0.003939,3,curb,0,0,0,0
0628,0079_20230824_143252,1692887650239993,000,person,-4.394396,2.788839,0.04466,1,sidewalk,0,1,0,0
0629,0079_20230824_143252,1692887648320011,001,person,-0.558906,0.891995,0.005048,1,sidewalk,0,1,0,0
0630,0079_20230824_143252,1692887660800029,002,person,-1.812588,2.037168,0.012779,1,sidewalk,0,1,0,0
0631,0079_20230824_143252,1692887613880017,003,person,-1.610678,0.757526,0.030833,1,sidewalk,0,1,0,0
0632,0079_20230824_143252,1692887615480017,004,person,-3.051804,2.624051,0.025109,1,sidewalk,0,1,0,0
0633,0079_20230824_143252,1692887633079987,005,person,-14.729104,-14.417692,0.03998,1,sidewalk,0,1,0,0
0634,0079_20230824_143252,1692887584519996,006,person,-4.321564,-4.840516,0.058741,1,sidewalk,0,1,0,0
0635,0079_20230824_143252,1692887625560005,007,person,36.147522,21.70251,0.01345,1,sidewalk,0,1,0,0
0636,0079_20230824_143252,1692887687160005,008,person,11.076643,16.305204,0.022392,1,sidewalk,0,1,0,0
0638,0079_20230824_143252,1692887663600014,010,person,-15.02214,-14.163186,0.079874,1,sidewalk,0,1,0,0
0639,0079_20230824_143252,1692887679480017,011,person,-0.93141,25.058502,0.022873,1,sidewalk,0,1,0,0
0640,0079_20230824_143252,1692887689359990,012,person,36.099097,-0.211325,0.027032,1,sidewalk,0,1,0,0
0644,0080_20230824_143512,1692887730399999,000,person,11.25375,16.40797,0.014209,1,sidewalk,0,1,0,0
0645,0080_20230824_143512,1692887729640023,001,person,10.741563,15.600748,0.015711,1,sidewalk,0,1,0,0
