sample_id,split,track_id,n_obs_frames,n_future_frames,nonzero_vru_cells,nonzero_vehicle_cells,dominant_ground_type,f1_last,f2_last,f3_last,future_start_x,future_start_y,future_end_x,future_end_y
231,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2745,2.1399,-2.2846,2.1183
232,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2762,2.1421,-2.2846,2.1191
233,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2779,2.1438,-2.2849,2.1203
234,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2798,2.1447,-2.2855,2.1218
235,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2815,2.145,-2.2864,2.1237
236,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2833,2.1446,-2.2877,2.1258
237,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.285,2.1438,-2.2891,2.1281
238,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2868,2.1427,-2.2907,2.1304
239,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2886,2.1414,-2.2925,2.1324
240,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2903,2.1405,-2.2943,2.1339
241,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.292,2.1402,-2.2961,2.1351
242,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2933,2.1402,-2.2978,2.136
243,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2941,2.1399,-2.2996,2.1368
244,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2946,2.1398,-2.3013,2.1375
245,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2948,2.1396,-2.303,2.1382
246,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2946,2.1396,-2.3043,2.1387
247,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2941,2.1397,-2.3051,2.1392
248,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2935,2.14,-2.3054,2.1397
249,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.293,2.1406,-2.3054,2.14
250,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2926,2.1413,-2.3048,2.1401
251,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2924,2.142,-2.304,2.1399
252,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2926,2.1426,-2.303,2.1395
253,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2932,2.143,-2.3018,2.1389
254,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2941,2.1431,-2.3004,2.1384
255,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2948,2.1428,-2.299,2.1381
256,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2952,2.1422,-2.2979,2.1381
257,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2954,2.1413,-2.2972,2.1384
258,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2955,2.1402,-2.2969,2.1391
259,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2956,2.1391,-2.2964,2.1399
260,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2956,2.1381,-2.2957,2.1405
261,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2957,2.1371,-2.2944,2.1405
262,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2957,2.1359,-2.2925,2.1394
263,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2955,2.1343,-2.2893,2.1368
264,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2952,2.1325,-2.2847,2.1323
265,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2948,2.1303,-2.2789,2.1257
266,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2942,2.128,-2.2719,2.1171
267,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2935,2.1256,-2.2638,2.1064
268,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2926,2.1232,-2.2546,2.0941
269,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2917,2.1211,-2.2441,2.0806
270,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2906,2.1192,-2.232,2.0665
271,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2895,2.1177,-2.218,2.0528
272,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2883,2.1168,-2.2014,2.0403
273,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.287,2.1165,-2.182,2.03
274,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2859,2.1167,-2.1596,2.0226
275,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2851,2.117,-2.1343,2.0184
276,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2848,2.1174,-2.1064,2.0176
277,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2847,2.1177,-2.0761,2.0199
278,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2846,2.1183,-2.0432,2.0247
279,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2846,2.1191,-2.0078,2.0317
280,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2849,2.1203,-1.97,2.0399
281,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2855,2.1218,-1.9297,2.0481
282,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2864,2.1237,-1.8872,2.0549
283,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2877,2.1258,-1.8429,2.0597
284,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,green,-2.2891,2.1281,-1.7975,2.0614
285,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2907,2.1304,-1.7521,2.0599
286,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2925,2.1324,-1.7078,2.0551
287,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2943,2.1339,-1.6651,2.0472
288,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2961,2.1351,-1.6249,2.0365
289,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2978,2.136,-1.5885,2.0239
290,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2996,2.1368,-1.5566,2.01
291,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.3013,2.1375,-1.5297,1.9956
292,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.303,2.1382,-1.5081,1.9813
293,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.3043,2.1387,-1.4922,1.9678
294,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.3051,2.1392,-1.4816,1.956
295,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.3054,2.1397,-1.4754,1.9467
296,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.3054,2.14,-1.4724,1.9406
297,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.3048,2.1401,-1.4723,1.9379
298,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.304,2.1399,-1.4747,1.9385
299,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.303,2.1395,-1.4794,1.9419
300,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.3018,2.1389,-1.4856,1.9474
301,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.3004,2.1384,-1.4928,1.9542
302,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.299,2.1381,-1.5001,1.9615
303,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2979,2.1381,-1.5069,1.9685
304,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2972,2.1384,-1.513,1.9744
305,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2969,2.1391,-1.5183,1.9787
306,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2964,2.1399,-1.523,1.9815
307,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2957,2.1405,-1.5272,1.9828
308,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2944,2.1405,-1.5309,1.9826
309,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2925,2.1394,-1.5345,1.9817
310,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2893,2.1368,-1.5377,1.9803
311,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2847,2.1323,-1.5403,1.9788
312,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2789,2.1257,-1.5425,1.9773
313,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2719,2.1171,-1.5446,1.9763
314,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2638,2.1064,-1.5468,1.9756
315,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2546,2.0941,-1.5491,1.975
316,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2441,2.0806,-1.5517,1.9747
317,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.232,2.0665,-1.5542,1.9746
318,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.218,2.0528,-1.5564,1.9748
319,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.2014,2.0403,-1.5576,1.9755
320,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.182,2.03,-1.5575,1.9766
321,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.1596,2.0226,-1.5565,1.9781
322,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.1343,2.0184,-1.5552,1.9797
323,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.1064,2.0176,-1.5536,1.9813
324,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.0761,2.0199,-1.5521,1.9828
325,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.0432,2.0247,-1.5506,1.9841
326,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-2.0078,2.0317,-1.5494,1.9852
327,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.97,2.0399,-1.5484,1.9862
328,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.9297,2.0481,-1.5477,1.9873
329,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.8872,2.0549,-1.5474,1.9885
330,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.8429,2.0597,-1.5473,1.9896
331,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.7975,2.0614,-1.5473,1.9906
332,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.7521,2.0599,-1.5474,1.9915
333,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.7078,2.0551,-1.5475,1.9923
334,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.6651,2.0472,-1.5475,1.9929
335,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.6249,2.0365,-1.5474,1.9934
336,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5885,2.0239,-1.5473,1.9936
337,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5566,2.01,-1.5472,1.9939
338,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5297,1.9956,-1.547,1.9942
339,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5081,1.9813,-1.5468,1.9947
340,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.4922,1.9678,-1.5466,1.9954
341,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.4816,1.956,-1.5466,1.9963
342,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.4754,1.9467,-1.5468,1.9974
343,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.4724,1.9406,-1.5472,1.9984
344,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.4723,1.9379,-1.5478,1.9992
345,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.4747,1.9385,-1.5487,1.9997
346,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.4794,1.9419,-1.55,1.9997
347,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.4856,1.9474,-1.5516,1.9992
348,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.4928,1.9542,-1.5537,1.9981
349,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5001,1.9615,-1.5561,1.9966
350,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5069,1.9685,-1.5587,1.9948
351,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.513,1.9744,-1.5615,1.9929
352,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5183,1.9787,-1.5645,1.9907
353,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.523,1.9815,-1.5675,1.9885
354,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5272,1.9828,-1.5702,1.9863
355,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5309,1.9826,-1.5727,1.9844
356,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5345,1.9817,-1.5748,1.9826
357,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5377,1.9803,-1.5764,1.9809
358,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5403,1.9788,-1.5775,1.9796
359,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5425,1.9773,-1.578,1.9786
360,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5446,1.9763,-1.5779,1.9783
361,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5468,1.9756,-1.5774,1.9786
362,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5491,1.975,-1.5766,1.9794
363,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5517,1.9747,-1.5759,1.9806
364,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5542,1.9746,-1.5751,1.9819
365,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5564,1.9748,-1.5741,1.9833
366,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5576,1.9755,-1.5728,1.9845
367,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5575,1.9766,-1.5711,1.9858
368,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5565,1.9781,-1.569,1.9871
369,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5552,1.9797,-1.5666,1.9884
370,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5536,1.9813,-1.5641,1.9894
371,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5521,1.9828,-1.5616,1.9902
372,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5506,1.9841,-1.5593,1.9906
373,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5494,1.9852,-1.5572,1.9906
374,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5484,1.9862,-1.5553,1.9903
375,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5477,1.9873,-1.5535,1.9896
376,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5474,1.9885,-1.5518,1.9888
377,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5473,1.9896,-1.5499,1.9879
378,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5473,1.9906,-1.5481,1.9871
379,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5474,1.9915,-1.5464,1.9866
380,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5475,1.9923,-1.5453,1.9861
381,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5475,1.9929,-1.5448,1.9856
382,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5474,1.9934,-1.545,1.9853
383,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5473,1.9936,-1.5458,1.985
384,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5472,1.9939,-1.5475,1.9848
385,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.547,1.9942,-1.55,1.9847
386,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5468,1.9947,-1.5531,1.9845
387,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5466,1.9954,-1.5564,1.9841
388,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5466,1.9963,-1.5596,1.9836
389,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5468,1.9974,-1.5623,1.9832
390,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5472,1.9984,-1.5648,1.9825
391,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5478,1.9992,-1.5665,1.9815
392,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5487,1.9997,-1.5673,1.98
393,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.55,1.9997,-1.5669,1.9778
394,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5516,1.9992,-1.5649,1.9748
395,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5537,1.9981,-1.5608,1.9703
396,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5561,1.9966,-1.5543,1.9644
397,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5587,1.9948,-1.5457,1.9568
398,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5615,1.9929,-1.5353,1.9474
399,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5645,1.9907,-1.5231,1.9362
400,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5675,1.9885,-1.5093,1.9234
401,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5702,1.9863,-1.4943,1.9095
402,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5727,1.9844,-1.4788,1.8952
403,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5748,1.9826,-1.4631,1.881
404,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5764,1.9809,-1.4475,1.8675
405,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5775,1.9796,-1.4322,1.855
406,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.578,1.9786,-1.4174,1.8436
407,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5779,1.9783,-1.403,1.8335
408,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5774,1.9786,-1.3889,1.8249
409,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5766,1.9794,-1.3755,1.8175
410,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5759,1.9806,-1.3629,1.8107
411,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5751,1.9819,-1.3517,1.804
412,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5741,1.9833,-1.342,1.7969
413,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5728,1.9845,-1.3337,1.7887
414,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5711,1.9858,-1.3264,1.779
415,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.569,1.9871,-1.3198,1.7673
416,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5666,1.9884,-1.3127,1.7525
417,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5641,1.9894,-1.3045,1.7339
418,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5616,1.9902,-1.2947,1.7107
419,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5593,1.9906,-1.2827,1.6824
420,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5572,1.9906,-1.2684,1.6489
421,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5553,1.9903,-1.2512,1.6104
422,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5535,1.9896,-1.2307,1.5676
423,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5518,1.9888,-1.2065,1.5216
424,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5499,1.9879,-1.1785,1.4739
425,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5481,1.9871,-1.1472,1.4258
426,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5464,1.9866,-1.1127,1.3785
427,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5453,1.9861,-1.0748,1.3322
428,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5448,1.9856,-1.0337,1.2873
429,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.545,1.9853,-0.9896,1.2436
430,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5458,1.985,-0.943,1.2012
431,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5475,1.9848,-0.8946,1.16
432,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.55,1.9847,-0.8452,1.1197
433,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5531,1.9845,-0.7961,1.0801
434,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5564,1.9841,-0.7481,1.041
435,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5596,1.9836,-0.702,1.0026
436,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5623,1.9832,-0.6582,0.9654
437,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5648,1.9825,-0.6177,0.93
438,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5665,1.9815,-0.5813,0.8969
439,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5673,1.98,-0.5497,0.8667
440,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5669,1.9778,-0.5237,0.8396
441,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5649,1.9748,-0.5043,0.8165
442,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5608,1.9703,-0.4915,0.7977
443,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,green,red,red,-1.5543,1.9644,-0.4851,0.7834
444,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.5457,1.9568,-0.4842,0.7735
445,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.5353,1.9474,-0.4877,0.7683
446,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.5231,1.9362,-0.4946,0.7678
447,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.5093,1.9234,-0.5038,0.7714
448,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.4943,1.9095,-0.5144,0.7787
449,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.4788,1.8952,-0.5256,0.7886
450,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.4631,1.881,-0.5368,0.8
451,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.4475,1.8675,-0.547,0.812
452,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.4322,1.855,-0.5557,0.8239
453,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.4174,1.8436,-0.5623,0.835
454,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.403,1.8335,-0.5665,0.8448
455,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.3889,1.8249,-0.5679,0.8527
456,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.3755,1.8175,-0.5665,0.8586
457,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.3629,1.8107,-0.562,0.8625
458,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.3517,1.804,-0.5547,0.8647
459,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.342,1.7969,-0.545,0.8652
460,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.3337,1.7887,-0.534,0.8644
461,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.3264,1.779,-0.523,0.8629
462,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.3198,1.7673,-0.513,0.8612
463,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.3127,1.7525,-0.5054,0.86
