sample_id,target_id,other_id,other_class_name,distance,dx,dy,other_velocity,relative_velocity
295,10,0,person,2.772114,2.54478,-1.099412,1.974212685823152,-3.587015
295,10,5,person,4.9999,2.895983,4.075816,5.556483248045916,-0.004744
296,11,6,person,0.943671,0.779999,-0.531146,5.225137268134798,0.209386
296,11,9,person,1.721161,1.191999,-1.241585,4.521434754939565,-0.494317
297,12,7,person,0.832045,0.753314,-0.353295,4.950317491418482,0.522986
297,12,5,person,0.907423,-0.509666,0.750771,3.449457004212049,-0.977874
297,12,0,person,4.736152,4.316676,1.948701,1.208594989767544,-3.218736
298,13,2,person,1.211589,0.152258,1.201984,0.4211354040529699,0.315294
301,16,0,person,3.864677,3.853141,-0.298386,2.673610811881704,-2.829293
303,18,2,person,2.157917,-1.832736,-1.139159,3.2250396977282025,2.363276
303,18,3,bicycle,3.827331,3.67734,-1.060959,0.4711392164915374,-0.390625
312,0,1,person,2.483316,-2.477223,-0.173856,3.975501454495696,3.483194
313,1,0,person,4.764784,-1.574239,-4.497215,0.8578083355506488,-3.872294
313,1,3,person,4.972256,-2.763484,-4.13358,4.787223492340726,0.057122
314,4,5,person,0.515214,0.512709,0.050748,5.469365508326186,0.707673
315,5,4,person,0.487034,-0.45769,-0.166498,5.137522932810364,-0.291068
316,6,2,person,0.627228,0.545056,-0.310369,4.930313802790416,-0.807268
316,6,3,person,1.172461,1.041773,-0.537934,5.19405427622374,-0.543528
316,6,0,person,4.801924,-1.878335,-4.419314,1.744746494037822,-3.992835
317,7,3,person,0.848184,-0.766987,0.362142,5.25699357713117,-0.208497
317,7,2,person,1.124119,-0.987994,0.5362,5.9528945145493655,0.487404
317,7,1,person,3.799417,3.169842,2.094676,4.974680131247179,-0.490811
323,4,1008,car,3.016106,-2.34804,1.893041,16.90532636300443,12.131706
323,4,0,person,4.569615,4.382811,-1.293196,4.424137626231726,-0.349483
328,1,0,person,2.196152,-0.081318,-2.194646,3.930367437203709,-1.071029
328,1,3,person,2.900548,-0.920734,-2.750532,5.187390752109828,0.185994
328,1,7,person,3.614991,-0.606818,-3.563696,5.064258711540965,0.062862
328,1,4,bicycle,4.851675,-3.11776,-3.7173,4.424922532752089,-0.576474
330,3,0,person,0.645788,-0.310354,0.566323,5.252276747443823,-0.365839
330,3,7,person,0.674328,0.386081,-0.552865,5.149055897634747,-0.46906
330,3,5,person,2.339934,-0.872444,-2.171205,5.245903963874724,-0.372212
330,3,1,person,2.721442,1.678425,2.142228,5.167715571388906,-0.4504
330,3,4,bicycle,2.997605,-2.921558,-0.670919,5.078215033649776,-0.539901
331,5,7,person,2.065386,1.285184,1.616825,5.3168921211065125,0.079023
331,5,3,person,2.337223,0.876934,2.166471,5.196209549645626,-0.04166
331,5,4,bicycle,2.459716,-1.942675,1.508713,4.961905144455207,-0.275964
331,5,0,person,2.808116,0.558172,2.752083,5.216676783000636,-0.021192
332,6,10,person,0.495618,-0.126947,-0.479084,5.119581884242079,0.340612
332,6,1044,car,4.830999,1.312589,4.649265,0.0990541530110295,-4.679916
333,7,0,person,1.36262,0.378632,1.308958,5.460648099780659,0.744959
333,7,3,person,1.537309,0.45685,1.467858,5.816792205597482,1.101103
333,7,5,person,1.54562,-0.118097,-1.541102,5.409610049900482,0.693921
333,7,4,bicycle,2.72864,-2.728101,-0.054251,5.247568004127387,0.531879
333,7,1,person,3.781499,2.541971,2.799663,5.838544765321172,1.122856
334,9,2,person,1.587117,-0.826465,1.354952,0.0784683007123856,0.016757
335,10,6,person,0.194498,-0.15862,-0.112558,4.369680082145522,-0.126334
341,1,0,person,2.503246,1.823298,-1.715175,4.454307394381236,-1.036026
341,1,3,person,2.55776,2.08888,-1.476047,4.463795274221677,-1.026538
341,1,6,person,4.417431,1.485162,-4.160287,4.569835487703084,-0.920498
342,2,6,person,1.26359,-0.762534,1.007572,5.5416219226688455,-0.574997
342,2,3,person,3.598803,0.464225,3.568736,6.401484461258889,0.284866
342,2,0,person,3.606162,0.427308,3.580755,6.524979257576347,0.40836
342,2,1,person,4.837751,-0.869368,4.758995,6.393412916441171,0.276794
343,3,0,person,0.149193,0.007191,0.14902,4.853582105326681,-0.134481
343,3,1,person,1.864304,-1.1984,1.428098,5.0441993930096425,0.056136
343,3,2,person,2.466576,-2.142892,-1.221478,5.745139688871629,0.757076
343,3,6,person,3.433262,-2.480991,-2.373177,5.618514164506041,0.630451
343,3,1035,car,3.577105,0.844866,-3.4759,1.811722167293354,-3.176341
343,3,19,person,4.413083,3.97612,1.91462,0.0117799876442354,-4.976283
350,11,1062,car,4.765602,-3.786674,-2.893451,29.47363971491722,24.231577
352,15,22,person,0.291717,-0.234455,0.173578,2.551952454207124,-0.384118
354,17,1,person,1.963461,1.091334,-1.632228,0.0990142014585179,-0.201503
354,17,1017,truck,3.499568,1.096244,3.323436,23.702297193222897,23.40178
355,18,2,person,0.985106,-0.983346,-0.058865,4.58885992471784,-0.513343
355,18,1,person,4.484576,3.803162,2.376421,5.554426108158989,0.452224
356,19,1034,car,2.693771,2.460581,-1.096332,1.1201361803309091,1.066954
356,19,0,person,3.506348,-3.18919,-1.457238,4.105241076591328,4.052059
356,19,3,person,3.591035,-3.197657,-1.634173,3.8687889579294064,3.815607
356,19,1,person,4.331683,-4.328121,-0.175654,4.629518988991462,4.576337
357,20,2,person,0.732135,0.261398,0.683881,0.1449134708878456,0.0607
357,20,0,person,1.493151,1.482562,0.177508,0.184877211105758,0.100664
357,20,3,person,1.609151,1.564685,0.37567,0.0579912464779908,-0.026222
357,20,1020,car,4.003744,3.866386,-1.039724,13.67511282876959,13.590899
357,20,1,person,4.193507,3.092379,2.832435,0.8959027864640157,0.811689
364,0,2,person,0.534713,-0.515887,-0.140637,0.0466785100436513,0.032871
364,0,4,person,4.278535,4.219364,0.709104,5.52951517684469,5.515707
365,1,6,person,1.474334,0.716109,-1.28874,0.0284690328770982,-0.003357
365,1,4,person,2.230758,-1.685833,1.460906,0.2192923690424964,0.187466
366,2,0,person,0.527083,0.510984,0.129277,0.2221063260482166,-0.120929
367,3,5,person,1.433319,1.305978,-0.590615,0.0839458132792646,0.034316
367,3,7,person,3.381787,3.299304,-0.742343,0.4860425731352344,0.436413
368,4,1,person,2.233238,1.703669,-1.443905,0.0223517789978309,-0.036184
368,4,0,person,3.366061,-2.975223,1.574298,0.021111380358779,-0.037425
368,4,6,person,3.669737,2.437269,-2.743481,0.0313822605042804,-0.027154
368,4,2,person,3.860897,-3.478638,1.674994,0.0353325078453456,-0.023204
369,5,4,person,1.604104,0.48159,-1.530104,5.371926562997851,3.577784
369,5,1,person,3.096657,-2.566455,-1.732798,4.387117860938341,2.592975
370,6,1,person,1.570899,-0.316569,1.538671,0.0347362257407756,-0.298045
370,6,4,person,3.632095,-1.996219,3.034341,0.0660562068664186,-0.266725
371,7,5,person,1.74088,-1.043803,1.393247,0.0084661379361957,-0.259054
371,7,3,person,3.041909,-2.262643,2.03314,0.4772568069930951,0.209737
372,8,5,person,0.705736,-0.579488,0.402811,0.099091505683018,-0.534188
375,11,6,person,4.544706,-2.175377,3.990249,0.324294084250588,-4.545407
376,13,1022,car,3.744684,2.541039,2.750597,18.007729975661455,14.323164
381,1,3,person,0.292997,0.234182,0.176084,0.047573874888987,-0.461559
381,1,2,person,0.518309,-0.341859,0.389585,0.0121277287550411,-0.497005
381,1,9,person,3.670105,3.641715,-0.455609,4.269641415609407,3.760509
382,2,1,person,0.518309,0.341859,-0.389585,0.5091328592979771,0.497005
382,2,3,person,0.614334,0.576041,-0.213501,0.047573874888987,0.035446
382,2,9,person,4.072249,3.983574,-0.845194,4.269641415609407,4.257514
383,4,0,bicycle,0.590091,-0.471409,-0.354938,0.2076711090657232,-0.14998
385,6,0,bicycle,3.140155,-1.985426,2.43283,0.1902233220906417,-0.075499
385,6,4,person,3.338434,-1.456848,3.003786,0.0783311765155053,-0.187392
386,7,1,person,3.128677,0.318788,-3.112393,4.767545708676975,-0.464449
386,7,11,person,3.598026,0.680851,-3.53302,4.022176713160022,-1.209818
386,7,4,person,4.225549,-4.205986,-0.406133,0.1574792803021991,-5.074516
386,7,0,bicycle,4.302991,-4.271539,-0.519313,0.139326445412264,-5.092669
387,8,3,person,2.56598,-2.547781,-0.305069,0.049999282755433,0.03109
387,8,2,person,3.065763,-3.063686,0.112829,0.0376910730786006,0.018782
389,10,1,person,1.72872,-0.408772,1.679696,0.3032706617654919,-3.675977
389,10,7,person,4.445777,-2.036419,3.951952,0.1513406677447962,-3.827907
390,11,1,person,0.848214,-0.345513,0.774653,4.268211626588263,0.226678
390,11,7,person,4.100692,1.429094,3.843614,5.293501173256439,1.251968
395,17,4,person,0.965689,0.528981,0.80792,0.1857261101675485,-0.058741
395,17,0,bicycle,1.124911,0.688285,0.88977,0.1374630548886257,-0.107004
395,17,7,person,2.889765,2.69476,-1.043555,0.3130314323283396,0.068564
396,18,0,bicycle,0.886434,0.674407,0.575275,0.0621350841137331,0.037915
396,18,4,person,0.951078,0.790635,0.528626,0.0411058295950426,0.016885
400,0,9,person,1.609587,1.56296,0.384611,2.9574476939969965,-1.105268
400,0,1,person,2.052705,2.030785,0.299184,5.2728708558731405,1.210155
400,0,6,person,3.855333,3.843662,-0.299759,5.568487225572958,1.505771
400,0,2,person,4.215692,4.125709,-0.866366,4.970359699313168,0.907644
400,0,15,person,4.943246,4.8012,-1.176502,4.112215794436398,0.0495
401,1,9,person,0.153322,-0.007261,-0.15315,6.208178259915473,4.577516
401,1,0,person,1.883759,-1.865285,0.263172,1.2786510957556456,-0.352011
401,1,6,person,1.972627,1.686842,-1.022654,3.013407423421514,1.382745
401,1,2,person,2.638221,2.130991,-1.555342,3.4736875336528152,1.843025
401,1,15,person,3.37712,2.905356,-1.721583,3.719293085179578,2.088631
402,2,15,person,0.61907,0.595343,-0.169747,0.1356601946479291,0.056181
402,2,6,person,0.750749,-0.175816,0.729872,0.1121547098140359,0.032676
402,2,1,person,2.727737,-1.76512,2.07964,0.0667382388325901,-0.012741
402,2,11,person,3.159221,-2.384566,2.072323,1.531824636466863,1.452345
402,2,0,person,4.303827,-3.549216,2.434337,0.2432665733156421,0.163787
403,3,4,person,3.708696,3.700304,-0.249359,0.6529779986290979,0.606241
403,3,7,person,4.70995,4.657326,-0.702105,0.3582105184283856,0.311473
404,4,7,person,1.058712,0.957022,-0.452746,0.3582105184283856,-0.294767
404,4,3,person,3.708696,-3.700304,0.249359,0.0467374406156096,-0.606241
405,6,2,person,0.676796,0.013528,-0.676661,0.3946129587621709,0.255839
405,6,1,person,2.134056,-1.71468,1.270459,0.6238295589821489,0.485056
405,6,11,person,2.617076,-1.882127,1.81843,0.4465715918556364,0.307798
405,6,0,person,3.898579,-3.494159,1.729096,0.160845206542471,0.022071
406,7,4,person,0.745764,-0.648827,0.367679,0.1689210251121234,0.127729
406,7,3,person,4.766438,-4.724953,0.627496,0.0129218334140489,-0.02827
407,8,6,person,1.552042,1.387649,0.695172,0.0538346952489443,-3.987944
407,8,14,person,1.859961,1.259248,1.36885,0.1211804262983277,-3.920598
407,8,2,person,1.934619,1.887667,0.423635,0.0678611719907946,-3.973917
407,8,1,person,2.530644,-0.432148,2.493472,0.0042298075100189,-4.037549
407,8,11,person,3.112544,-0.504288,3.07142,0.0893766763347591,-3.952402
407,8,0,person,3.747966,-2.430289,2.853234,0.0675785260639292,-3.9742
408,9,0,person,1.968503,-1.6482,1.07631,3.8062073243291215,-1.074191
408,9,1,person,2.244205,-1.670965,1.49811,3.870844889705476,-1.009553
408,9,6,person,3.149181,2.457957,1.968702,4.249731335325766,-0.630667
408,9,2,person,3.646457,2.776705,2.36359,4.947272327910027,0.066874
410,11,1,person,0.570217,-0.02762,-0.569547,0.0676124967043242,-0.152763
410,11,0,person,1.717714,-1.717654,-0.014344,0.128226226450403,-0.09215
410,11,14,person,2.424325,1.694878,-1.73342,0.0786844090279094,-0.141692
410,11,6,person,2.984724,1.828919,-2.358735,0.0139856449365066,-0.20639
410,11,2,person,3.39295,2.174817,-2.60428,0.4900842461409256,0.269708
410,11,8,person,3.811625,-3.706415,0.889367,4.343731295792052,4.123355
412,14,6,person,0.726721,0.363258,-0.629418,0.94662381023131,0.881141
412,14,2,person,1.062166,0.514935,-0.928999,0.3956375937452835,0.330155
412,14,1,person,2.070374,-1.728642,1.139405,0.018148668143881,-0.047334
412,14,11,person,2.436717,-1.725627,1.720407,0.0850025656765243,0.01952
412,14,0,person,3.944705,-3.641367,1.516951,0.151801787312111,0.086319
412,14,8,person,4.392858,1.80157,-4.006438,4.250678542703365,4.185196
413,15,2,person,0.788456,-0.768618,0.175753,1.9527102576160096,0.269958
413,15,6,person,1.335843,-1.058076,0.815446,1.3751482912368544,-0.307604
413,15,1,person,3.25351,-2.516165,2.06258,0.5616664969467955,-1.121086
413,15,9,person,3.643499,-3.521368,0.935445,8.705757383708733,7.023005
414,16,19,person,0.995686,-0.17995,-0.97929,12.4742936971199,6.457362
417,19,16,person,1.662988,-0.385914,1.617591,5.811752558321157,-7.423269
430,0,1,person,1.469659,-1.312489,0.661265,0.1055596817727304,0.008821
431,1,0,person,1.468321,1.323136,-0.636615,0.0363589991009782,0.029253
443,3,2,person,0.495558,0.020808,0.495121,5.0278184140648685,-1.514704
443,3,0,person,4.812637,-4.536931,1.605532,0.1006656148956533,-6.441857
445,1,2,person,4.09135,0.012067,-4.091333,5.357821266831617,0.015916
446,2,1,person,3.647136,0.685684,3.5821,5.608667885093654,-0.13845
450,0,3,person,2.60349,1.72878,-1.946658,0.0227718692909531,-0.046606
450,0,1010,car,3.62081,2.099347,2.950086,17.759308116977582,17.68993
451,1,4,person,2.841683,-1.700817,2.276484,5.308854822068671,4.954581
451,1,2,person,3.627382,3.620753,-0.219196,0.7140148061012721,0.359741
452,2,1,person,3.627382,-3.620753,0.219196,0.3542734530711701,-0.359741
453,3,0,person,2.60349,-1.72878,1.946658,0.0693776962934748,0.046606
453,3,1010,car,4.910745,0.370567,4.896744,17.759308116977582,17.736536
454,4,2,person,1.697163,1.602563,0.558709,0.5530067137593219,-4.997782
454,4,1,person,2.323895,-2.225551,0.668888,0.1066574251784488,-5.444132
456,6,1029,car,4.648693,2.521124,3.905674,0.0671112195315477,-5.482254
457,7,2,person,0.519732,-0.017436,-0.51944,0.1209114813229602,-0.391808
457,7,1,person,2.270674,-2.264471,0.167714,0.0362466764028121,-0.476473
457,7,5,person,2.917202,2.656644,-1.205118,0.702727652597034,0.190008
458,0,4,person,0.306028,-0.142855,0.270639,3.930329646826082,-0.105879
458,0,3,person,2.398965,0.686419,-2.298665,5.816659081635058,1.780451
458,0,2,person,2.450274,2.419683,0.385979,5.2762098020019135,1.240001
459,1,4,person,2.787127,2.555347,1.11278,3.79042413263596,-2.32428
459,1,0,person,2.849534,2.713539,0.869796,3.680362793642,-2.434341
459,1,3,person,3.118393,2.035528,-2.362415,5.954399396011692,-0.160305
459,1,2,person,4.156949,4.1554,0.113438,6.40116671339185,0.286463
460,2,3,person,2.240751,-1.660293,-1.504789,6.256006511739809,1.111619
460,2,0,person,2.876236,-2.87563,-0.059083,5.251071550876329,0.106684
460,2,4,person,3.554467,-3.54445,-0.266657,4.159455229217046,-0.984932
461,3,0,person,1.640902,-1.332252,0.957947,0.5687538992924357,-1.05424
461,3,2,person,1.766819,1.766224,-0.045849,1.0441252819310824,-0.578869
461,3,4,person,2.225514,-2.043743,0.880926,2.301026607018465,0.678032
462,4,0,person,0.272592,0.186816,-0.19851,3.920128559243655,0.082944
462,4,2,person,2.448568,-0.745855,-2.332206,6.197212593638521,2.360028
463,5,4,person,2.112416,2.084664,-0.341292,0.1678510141577776,-5.507059
463,5,0,person,2.276132,2.194167,-0.605319,0.2035958567487692,-5.471314
463,5,3,person,4.300946,4.018768,-1.532201,0.1547725362719956,-5.520138
465,2,1049,car,3.373372,3.139335,-1.234591,9.46593634813927,3.205713
470,0,1,person,1.693084,-1.675821,-0.241164,0.0973649375057069,0.085935
471,1,0,person,1.532706,1.441693,0.520297,0.0871363119611845,-0.033457
473,3,0,person,1.561186,1.515951,0.373088,0.0177030499401365,-0.567726
478,0,1,person,0.741013,0.323016,-0.666904,1.988161822267393,0.270888
479,2,1055,car,4.945521,-3.835158,3.122458,24.488451114884665,24.31579
480,4,5,bicycle,0.898382,0.763171,-0.473982,6.068474019472326,0.085132
490,0,2,person,1.553275,1.549045,0.114547,6.070539841073353,-1.102802
492,2,0,person,1.680553,-1.591985,-0.538372,1.6329471319573603,1.556831
494,4,5,bicycle,3.248997,-3.140247,-0.833566,3.436754900967004,-3.008529
496,6,1,person,3.564935,-0.961404,-3.432851,4.460238104341107,0.346833
498,0,1,person,1.969688,0.601738,-1.875521,0.3054368640063061,0.277039
499,1,4,person,1.007803,-0.067831,-1.005517,4.808000851883128,4.205018
499,1,0,person,1.879689,-0.762051,1.718287,0.0643893015740363,-0.538594
504,0,1039,car,4.33204,-0.251707,-4.324721,0.0950025651655466,-0.024268
507,3,0,person,4.478415,2.878684,-3.430653,0.087735969249442,-3.236169
509,0,2,bicycle,1.632643,1.626691,-0.139286,4.739060126666195,4.484111
509,0,5,person,3.661668,-0.200375,-3.656181,5.782467724101489,5.527519
510,1,3,person,3.15808,2.761887,1.531487,5.034237722307825,0.270051
512,3,1,person,3.109139,-2.837427,-1.271121,5.113908880495404,0.045392
513,4,1035,car,4.612578,3.474519,-3.033743,0.043324291417293,-0.106348
514,5,0,person,4.528622,-3.021583,-3.373197,2.9848463789585598,-4.095929
517,1,3,person,2.37379,-0.474,-2.325985,0.0343319607404242,0.013917
517,1,2,person,2.923431,1.348952,-2.593603,0.0518637641267371,0.031449
517,1,1045,car,3.378891,3.044287,1.466024,14.38977475962692,14.36936
518,2,3,person,1.842491,-1.822952,0.267618,0.0343319607404242,-0.017532
518,2,1,person,2.923431,-1.348952,2.593603,0.0204147716131985,-0.031449
518,2,1045,car,4.399401,1.695334,4.059627,14.38977475962692,14.337911
519,3,2,person,1.850616,1.83147,-0.265513,0.0272166533989301,0.008733
519,3,1,person,2.371966,0.47778,2.323348,0.0117940999246532,-0.00669
523,2,0,person,1.346766,0.003871,1.34676,0.0073851089328863,-3.923158
524,4,3,person,1.597957,1.444134,-0.684065,4.871394538988573,0.209571
528,0,1,person,0.702294,0.061879,-0.699563,0.0683112199874944,-0.266789
529,1,0,person,0.668054,-0.023553,0.667638,0.1424448561510975,-0.048109
529,1,1015,car,4.513524,2.601011,3.688718,16.124063311891437,15.93351
530,2,1044,car,4.063385,2.24419,-3.387434,9.537655402711003,4.820022
541,1,0,bicycle,3.515372,0.871646,-3.405595,0.1405250735235906,-6.734786
544,6,4,person,0.664834,0.606297,-0.27278,0.4620362953719116,0.293673
549,11,4,person,1.277481,-1.142157,0.572221,5.859523597201371,0.322663
552,0,4,person,2.010881,-1.649928,1.149514,5.11524240587996,-0.746809
552,0,2,person,2.365322,-2.107568,1.073733,5.202127759746575,-0.659924
552,0,1043,car,4.688633,3.430499,-3.196084,11.95356473326617,6.091513
552,0,1008,car,4.696329,2.127654,4.186717,22.57417856459457,16.712127
554,2,4,person,0.585447,0.564293,0.155955,5.233853934065371,-0.085968
556,4,2,person,0.540184,-0.526852,-0.119275,5.342986529650129,-0.058501
563,0,2,person,1.549791,-0.322432,1.515879,6.408739333167714,0.45182
563,0,1,person,2.040082,-1.407556,1.476727,5.675384325768271,-0.281535
564,1,2,person,0.902174,0.868246,-0.245087,6.845049700189015,0.707577
564,1,0,person,2.23957,1.536889,-1.629002,6.040303926901145,-0.097169
567,2,1018,car,2.99958,-1.63829,-2.512666,16.11383409190121,10.294099
579,1,1005,car,4.917619,2.756466,4.072453,24.602685882769475,18.835367
583,0,1,person,0.412792,-0.002885,-0.412782,0.0773069304379333,-0.118342
584,1,0,person,0.357614,0.017197,0.3572,0.0987450916990582,-0.394051
595,0,1053,car,4.490587,4.368344,1.040644,12.54391367978811,12.539721
596,1,4,person,0.909993,0.57575,0.704698,5.395324590225125,0.220617
597,2,8,person,2.567227,1.209828,-2.264281,4.463815622761403,0.083108
597,2,3,person,2.755826,1.660411,-2.199457,4.416545796868165,0.035838
598,3,8,person,0.568851,-0.548264,-0.151652,4.64230799306861,0.005094
598,3,2,person,2.854419,-1.462241,2.45144,4.444516149223854,-0.192698
599,4,1,person,0.474881,-0.268769,-0.391504,5.122898192661025,0.20869
602,8,3,person,0.538591,0.488211,0.227442,4.684034418238944,0.087045
602,8,2,person,2.866645,-0.784245,2.757284,4.6833842581962335,0.086395
608,3,1,scooter,1.182997,-0.320329,-1.138803,3.310519425094276,-3.53898
608,3,4,scooter,3.221111,2.383504,-2.166672,6.255035912230514,-0.594463
612,1,4,person,0.214351,0.052942,0.207711,5.038375479235526,-0.020423
612,1,0,person,3.682578,-1.084939,3.519131,0.1987507095696202,-4.860048
623,0,1,person,2.760684,1.018655,2.565875,5.263442673902531,0.306712
628,0,2,person,2.798135,2.668231,-0.842676,0.1367873125804093,0.12087
628,0,1,person,4.270933,3.835155,-1.879483,0.0102414533985614,-0.005675
629,1,2,person,1.590982,-1.147152,1.102391,0.0432786278015417,0.020642
629,1,0,person,4.27961,-3.835165,1.899099,0.0181697839918022,-0.004466
630,2,1,person,1.718396,1.248477,-1.180759,0.0971717019978449,0.069188
630,2,0,person,2.716437,-2.598138,0.792914,0.0072048832063378,-0.020779
631,3,4,person,2.208665,-1.246169,1.823531,0.9051950352597588,0.684708
631,3,1053,car,4.70974,4.708213,0.119917,0.0958522291522899,-0.124635
632,4,3,person,2.345477,1.428026,-1.860646,0.1060890583828809,-0.707667
632,4,1045,car,4.058928,2.221108,3.39729,0.2406136371136696,-0.573142
635,7,1061,car,2.438606,-1.830673,-1.611035,0.7171767856746009,0.477245
639,11,2,person,1.069605,1.056964,0.163957,9.340095910269053,0.241606
644,0,1,person,1.564496,-1.564069,-0.036539,6.261632955998409,6.225148
645,1,0,person,0.94042,0.51004,0.790094,0.0912593039122924,-6.073995
660,1,2,person,2.347139,0.942985,-2.149381,4.274039084435204,3.7626
661,2,1,person,1.520672,-0.640038,1.379418,6.1761555499811935,-0.373474
668,2,3,person,0.697758,-0.638054,-0.282409,6.097371380411954,1.290725
668,2,0,bicycle,3.047557,-0.073682,3.046666,10.909909015669166,6.103262
669,3,2,person,0.570673,0.563838,0.088058,1.2016877479454475,0.000962
674,1,2,person,0.642199,-0.563809,-0.307473,4.262705471225959,0.50606
684,2,6,person,0.733682,0.276095,0.67975,4.127920746765488,-0.277034
685,4,11,person,1.036102,-0.651268,0.805827,4.70340790743178,0.038183
686,5,2,person,3.643815,3.119716,1.882753,4.182754340758932,-0.923424
686,5,6,person,3.670754,3.3837,1.423029,4.375319825466919,-0.730859
691,11,4,person,0.585551,0.243921,-0.532328,3.4014067587719614,-0.23941
691,11,0,person,2.660251,2.039942,1.707504,5.75090503805353,2.110088
692,12,16,bicycle,4.04009,-3.174234,2.499313,1.3236612576634292,-3.287444
697,0,2,person,0.670106,0.081916,-0.665081,5.471086040069107,0.002978
699,2,0,person,0.651624,-0.018897,0.65135,5.456990464935598,0.18346
706,0,3,person,1.835836,-0.643657,1.719302,0.169665531678273,0.145066
706,0,1,person,1.961709,-0.213356,1.950072,0.096664835397136,0.072066
706,0,2,person,4.334883,-3.81279,2.062485,3.16153298978208,3.136934
707,1,3,person,0.472619,-0.350519,-0.317026,0.0391720421788864,0.014709
707,1,0,person,1.912877,0.444796,-1.860445,0.623979737148642,0.599517
708,2,3,person,2.774024,1.663185,-2.220141,3.580201463347969,0.492275
708,2,1,person,2.849895,2.116085,-1.908948,3.812666731324948,0.72474
709,3,1,person,0.478482,0.362257,0.312594,0.0401551683275339,-0.058562
709,3,0,person,1.781666,0.767272,-1.607989,0.4011446508290167,0.302428
710,4,0,person,4.198009,1.309712,-3.988475,5.075257312604434,4.13474
718,2,6,person,0.899604,0.853662,0.283811,4.729239741042719,0.453682
718,2,3,person,1.009829,-0.918169,-0.420381,4.049270030676896,-0.226288
719,3,2,person,0.993747,0.783648,0.611088,4.438510178681417,0.535166
719,3,6,person,1.794278,1.529672,0.937836,4.249581457415065,0.346237
722,6,2,person,0.863416,-0.843747,-0.183244,0.3041217171985357,0.24838
722,6,3,person,1.202359,-1.202306,-0.011282,1.3983154525453196,1.342574
722,6,4,person,2.84022,-2.187426,1.811633,0.1223184873786743,0.066577
724,0,7,person,0.666693,-0.027276,-0.666135,7.91235765069693,1.264985
724,0,6,person,3.27075,-3.160669,-0.84141,0.4460585074407262,-6.201314
724,0,3,person,4.11642,-2.11827,-3.529568,5.4852850115825085,-1.162088
725,1,2,person,0.416077,-0.410538,-0.067667,5.081095752344486,-0.487679
725,1,4,person,0.496142,0.491659,-0.066546,5.491540888892036,-0.077234
726,2,1,person,0.852595,0.842913,0.128126,1.7136011204458983,-0.531264
726,2,4,person,1.333359,1.246836,-0.472488,1.2646590674122893,-0.980206
727,3,0,person,2.956679,1.795571,2.349015,0.3294856718799829,0.29067
727,3,9,person,3.203813,1.079556,3.016451,0.0969500425585479,0.058135
727,3,6,person,3.727462,-0.900321,3.617098,0.1812130202119647,0.142398
728,4,1,person,0.155543,-0.155479,-0.004466,2.9090412798955367,-0.896389
728,4,2,person,0.738698,-0.678454,-0.292189,2.4070786666439083,-1.398352
729,5,9,person,1.600152,0.991236,1.25616,0.1421048416855809,-5.447029
729,5,3,person,1.821268,-0.536528,-1.740447,3.023369524039762,-2.565764
729,5,0,person,2.046323,1.752055,1.057232,0.3719586927950629,-5.217175
729,5,6,person,2.313004,-0.723203,2.197035,0.0260072321396409,-5.563126
730,6,9,person,1.920464,1.688363,-0.915212,0.1082448372041172,0.083916
730,6,0,person,2.769516,2.529034,-1.128807,0.3322682880086887,0.30794
730,6,5,person,4.384322,2.377881,-3.683471,5.606728355218107,5.5824
730,6,8,person,4.569349,-3.917287,2.352405,5.733505892142864,5.709177
731,8,6,person,3.43984,3.088051,-1.515401,0.1951210700834452,-5.317717
732,9,0,person,0.793475,0.774049,-0.174501,0.1749496499685887,0.042736
732,9,6,person,1.934909,-1.70757,0.909987,0.1639638226923436,0.031751
732,9,5,person,3.821571,1.530404,-3.501752,5.727753019766331,5.59554
734,11,3,person,3.384333,-3.031814,-1.503932,4.59713260446525,-1.051329
738,2,3,person,0.546015,-0.483397,0.25389,4.456677834575499,-0.207342
738,2,4,person,1.081152,-1.057927,-0.222889,4.259619305509428,-0.404401
739,3,2,person,0.550453,0.485085,-0.260175,4.540177951452434,0.058376
739,3,4,person,0.749403,-0.583133,-0.470703,4.226670220083966,-0.255132
740,4,2,person,0.469174,0.26518,0.387045,4.998650222177388,0.018696
740,4,3,person,0.682491,0.259166,0.631369,5.521123208428024,0.541169
743,2,5,person,4.941229,-3.695942,3.279598,4.003599945037644,-0.532448
747,6,4,person,1.582748,1.511029,0.471047,5.963938820827559,1.754724
753,0,3,scooter,0.556056,-0.242836,0.500229,0.3208193396637117,-1.480904
753,0,1,scooter,0.89823,0.863959,0.245749,0.0994833672099282,-1.70224
764,4,0,person,0.233887,-0.09319,-0.21452,5.153149721422542,0.293436
768,0,1,person,1.913096,-1.399513,1.304339,2.641997164926416,2.400243
772,0,1,bicycle,3.754248,-0.746537,-3.679274,0.0985563263978613,0.072418
775,0,1,person,0.518134,-0.281188,-0.435197,4.302457068089431,-0.159889
776,1,0,person,0.280104,0.18754,0.208056,4.190789012910183,-0.128505
781,2,1,person,0.593608,0.368046,0.46574,0.017476477781511,0.000254
782,3,4,bicycle,0.752553,-0.492327,0.569166,5.765307178041973,-0.360112
786,0,1,person,2.287178,-2.055938,-1.00215,5.323955953537011,0.142141
791,6,0,person,2.093095,-2.003679,0.605238,5.923264424829565,0.452539
793,1,3,scooter,3.164431,-1.257322,2.903922,0.0615633037364841,0.020935
