sample_id,scene_path,timestamp,target_id,target_class_name,target_x_world,target_y_world,target_velocity,map_label_name,is_crosswalk,is_sidewalk,is_road,nearest_map_dist,f1_state,f2_state,f3_state,n_ped_green,n_ped_red,has_green,red_only,is_moving,displacement,avg_speed,neighbor_count_within_5m,person_neighbors,scooter_neighbors,vehicle_neighbors,avg_neighbor_velocity,nearest_neighbor_dist,nearest_neighbor_type,nearest_neighbor_class
0213,0025_20230523_092441,1684833949320011,004,person,-1.451659,0.234418,3.861275,sidewalk,0,1,0,0.001913,1,1,2,1,2,1,0,1,2.077143,0.415429,1,1,0,0,3.82709,0.664717,vrus,person
0214,0025_20230523_092441,1684833949680002,005,person,-2.175353,0.923369,3.540675,sidewalk,0,1,0,0.005057,2,1,2,2,1,1,0,1,1.764508,0.352902,1,1,0,0,4.361703,0.626579,vrus,person
0215,0025_20230523_092441,1684833922320011,006,person,1.732542,8.324587,7.672408,crosswalk,1,0,0,0.069259,1,2,1,1,2,1,0,1,7.443311,1.488662,7,7,0,0,5.647607,1.345362,vrus,person
0216,0025_20230523_092441,1684833919000000,007,person,1.266583,3.781548,5.202883,crosswalk,1,0,0,0.019865,1,2,1,1,2,1,0,1,7.321358,1.464272,6,6,0,0,5.646255,1.725901,vrus,person
0217,0025_20230523_092441,1684833918359990,009,person,-3.684188,4.008192,2.106477,sidewalk,0,1,0,0.015072,1,2,1,1,2,1,0,1,7.995519,1.599104,6,6,0,0,5.141316,1.197185,vrus,person
0218,0025_20230523_092441,1684833927119996,010,person,4.835085,11.07971,5.318979,crosswalk,1,0,0,0.026343,1,1,1,0,3,0,1,1,7.630949,1.52619,3,3,0,0,4.966029,3.080431,vrus,person
0219,0025_20230523_092441,1684833890399999,011,person,-3.471753,3.55874,0.968463,sidewalk,0,1,0,0.028438,2,1,1,1,2,1,0,1,0.640896,0.128179,4,4,0,0,1.190997,0.742883,vrus,person
0220,0025_20230523_092441,1684833902880017,013,person,-3.295977,3.747112,0.054303,sidewalk,0,1,0,0.018695,2,1,1,1,2,1,0,0,0.20487,0.041305,2,2,0,0,0.124406,0.692256,vrus,person
0221,0025_20230523_092441,1684833923119996,014,person,4.675978,10.185733,5.49161,crosswalk,1,0,0,0.010073,1,2,1,1,2,1,0,1,7.615343,1.54784,6,6,0,0,5.876212,0.822561,vrus,person
0222,0025_20230523_092441,1684833892160005,015,person,-4.783786,3.715203,0.240105,sidewalk,0,1,0,0.051881,2,1,1,1,2,1,0,0,0.183249,0.038498,4,4,0,0,0.486586,0.751068,vrus,person
0223,0026_20230523_092622,1684834041199984,000,person,-2.859569,2.117643,0.099478,sidewalk,0,1,0,0.028534,2,1,2,2,1,1,0,0,0.162529,0.032506,1,1,0,0,0.042198,2.399697,vrus,person
0224,0026_20230523_092622,1684834011600014,001,person,-1.799203,-2.75652,7.1499,sidewalk,0,1,0,0.013367,1,2,1,1,2,1,0,1,8.671067,1.734213,1,1,0,0,6.60336,0.131422,vrus,person
0225,0026_20230523_092622,1684834045119996,002,person,-0.864421,0.766144,0.03172,sidewalk,0,1,0,0.034537,2,1,2,2,1,1,0,0,0.025131,0.005026,1,1,0,0,0.061481,2.575767,vrus,person
0226,0026_20230523_092622,1684834006039978,003,person,-2.403516,2.758917,0.36379,sidewalk,0,1,0,0.03582,1,2,1,1,2,1,0,1,5.560239,1.112048,1,1,0,0,0.252266,0.785732,vrus,person
0227,0026_20230523_092622,1684834013239993,005,person,-0.445515,-0.075004,5.995831,sidewalk,0,1,0,0.011148,1,2,1,1,2,1,0,1,8.327212,1.665442,1,1,0,0,6.162829,0.077064,vrus,person
0233,0026_20230523_092622,1684834004440008,011,person,-8.756099,-10.471017,4.9213,sidewalk,0,1,0,0.08762,1,2,1,1,2,1,0,1,7.659717,1.531943,1,0,0,1,13.673343,4.548983,vehicles,car
0234,0027_20230523_093337,1684834452600014,000,person,-1.372952,2.538909,0.005759,sidewalk,0,1,0,0.019434,1,2,1,1,2,1,0,1,2.152269,0.430454,1,1,0,0,0.189982,0.184461,vrus,person
0235,0027_20230523_093337,1684834460640023,001,person,2.274949,6.802355,3.991935,crosswalk,1,0,0,0.03924,1,2,1,1,2,1,0,1,5.742756,1.148551,1,1,0,0,3.986566,0.116324,vrus,person
0239,0028_20230523_093636,1684834639960035,000,person,26.457404,8.96914,0.376184,sidewalk,0,1,0,0.022109,1,1,1,0,3,0,1,0,0.02411,0.004822,1,1,0,0,0.144945,0.324825,vrus,person
0240,0028_20230523_093636,1684834644280002,001,person,26.411724,8.670919,0.138827,sidewalk,0,1,0,0.022277,1,1,1,0,3,0,1,0,0.011099,0.00222,1,1,0,0,0.173763,0.266171,vrus,person
0241,0028_20230523_093636,1684834655560005,002,person,10.824933,16.163453,0.657772,sidewalk,0,1,0,0.014091,1,1,2,1,2,1,0,1,0.883504,0.176701,1,0,0,1,24.144521,4.029459,vehicles,car
0253,0030_20230523_095809,1684835932399999,003,person,-2.696233,-3.762767,3.630168,sidewalk,0,1,0,0.058396,2,1,2,2,1,1,0,1,4.544521,0.908904,2,0,0,1,8.305395,0.726199,vrus,bicycle
0258,0031_20230523_100153,1684836160840008,001,person,-2.707267,2.866492,0.291898,sidewalk,0,1,0,0.05107,1,1,1,0,3,0,1,0,0.302377,0.060475,1,1,0,0,4.154052,4.914225,vrus,person
0260,0031_20230523_100153,1684836165920026,003,person,-2.529994,0.666511,0.160091,sidewalk,0,1,0,0.01011,1,1,1,0,3,0,1,0,0.082861,0.016572,1,1,0,0,0.012593,1.923152,vrus,person
0269,0033_20230523_104001,1684838431399999,000,person,13.83166,14.396575,2.579968,sidewalk,0,1,0,0.037651,1,1,1,0,3,0,1,1,2.445038,0.489008,1,0,0,1,6.207182,3.486058,vehicles,car
0270,0033_20230523_104001,1684838428359990,001,person,-0.258352,0.805683,3.753764,sidewalk,0,1,0,0.035693,1,1,1,0,3,0,1,1,5.466456,1.093291,1,1,0,0,4.094809,0.499961,vrus,person
0271,0034_20230523_104138,1684838528800029,000,person,17.412952,16.038235,0.089785,sidewalk,0,1,0,0.050276,1,1,2,1,2,1,0,1,4.27852,0.855704,1,1,0,0,0.100296,2.428832,vrus,person
0272,0034_20230523_104138,1684838522079987,001,person,15.002988,16.091172,0.051452,sidewalk,0,1,0,0.038569,1,1,1,0,3,0,1,0,0.013014,0.002603,1,1,0,0,0.418443,2.518371,vrus,person
0273,0034_20230523_104138,1684838539199984,002,person,9.101922,-11.350946,0.089676,sidewalk,0,1,0,0.015393,1,1,2,1,2,1,0,1,0.961208,0.192242,1,1,0,0,0.136659,0.518904,vrus,person
0274,0034_20230523_104138,1684838547160005,003,person,5.462363,-7.596286,4.938069,crosswalk,1,0,0,0.046506,2,1,2,2,1,1,0,1,6.581775,1.316355,1,1,0,0,5.023676,0.519169,vrus,person
0278,0035_20230523_104304,1684838605640023,001,person,7.678185,13.317452,5.699785,crosswalk,1,0,0,0.033338,1,1,1,0,3,0,1,1,6.960547,1.392109,2,2,0,0,4.980915,0.657465,vrus,person
0279,0035_20230523_104304,1684838602039978,002,person,2.912103,5.01701,6.607109,crosswalk,1,0,0,0.04051,1,2,1,1,2,1,0,1,9.217267,1.843453,2,2,0,0,5.272243,4.218524,vrus,person
0280,0035_20230523_104304,1684838601800029,003,person,3.552107,8.873203,5.391221,crosswalk,1,0,0,0.013773,1,2,1,1,2,1,0,1,7.499034,1.499807,2,2,0,0,5.884408,0.643503,vrus,person
0282,0035_20230523_104304,1684838648960035,005,person,10.600473,16.239131,8.232319,sidewalk,0,1,0,0.015648,2,1,2,2,1,1,0,1,13.223958,2.644792,1,0,0,1,31.618128,3.951888,vehicles,truck
0288,0036_20230523_105516,1684839382280002,002,person,11.734118,15.409879,0.373659,sidewalk,0,1,0,0.017466,2,1,1,1,2,1,0,1,0.614186,0.122837,1,1,0,0,0.183789,1.313725,vrus,person
0291,0036_20230523_105516,1684839415079987,005,person,5.762222,7.713948,4.937612,crosswalk,1,0,0,0.056009,1,2,1,1,2,1,0,1,6.870688,1.374138,2,2,0,0,5.118247,0.336297,vrus,person
0292,0036_20230523_105516,1684839417519996,006,person,9.311307,12.269526,4.965212,crosswalk,1,0,0,0.005218,1,1,1,0,3,0,1,1,7.190901,1.43818,2,2,0,0,5.103115,0.878344,vrus,person
0293,0036_20230523_105516,1684839416239993,007,person,5.499279,5.941537,5.086342,road,0,0,1,0.028671,1,1,1,0,3,0,1,1,7.181778,1.436356,2,2,0,0,5.359773,0.826269,vrus,person
0295,0036_20230523_105516,1684839421399999,010,person,-2.994971,-3.086378,5.561228,sidewalk,0,1,0,0.034812,1,1,1,0,3,0,1,1,7.669908,1.533982,2,2,0,0,3.765348,2.772114,vrus,person
0296,0036_20230523_105516,1684839425320011,011,person,1.227062,4.609285,5.015751,crosswalk,1,0,0,0.003686,1,1,1,0,3,0,1,1,5.866559,1.173312,2,2,0,0,4.873286,0.943671,vrus,person
0297,0036_20230523_105516,1684839426199984,012,person,-3.854596,-4.577962,4.427331,sidewalk,0,1,0,0.081879,1,1,1,0,3,0,1,1,6.921559,1.384312,3,3,0,0,3.20279,0.832045,vrus,person
0298,0036_20230523_105516,1684839395480017,013,person,10.717488,14.412926,0.105842,curb,0,0,0,0.008445,1,1,1,0,3,0,1,0,0.063642,0.012728,1,1,0,0,0.421135,1.211589,vrus,person
0301,0036_20230523_105516,1684839417880017,016,person,-4.206783,-3.45123,5.502904,sidewalk,0,1,0,0.064113,1,1,1,0,3,0,1,1,7.829948,1.56599,1,1,0,0,2.673611,3.864677,vrus,person
0303,0036_20230523_105516,1684839364680002,018,person,17.491389,18.93726,0.861764,sidewalk,0,1,0,0.032049,2,1,2,2,1,1,0,1,1.350315,0.270063,2,1,0,0,1.848089,2.157917,vrus,person
0312,0037_20230523_105811,1684839515320011,000,person,-1.648869,-3.35143,0.492308,sidewalk,0,1,0,0.049072,1,1,1,0,3,0,1,1,1.758312,0.351662,1,1,0,0,3.975501,2.483316,vrus,person
0313,0037_20230523_105811,1684839510600014,001,person,-0.010181,0.641333,4.730102,sidewalk,0,1,0,0.004283,1,1,1,0,3,0,1,1,6.161729,1.232346,2,2,0,0,2.822516,4.764784,vrus,person
0314,0037_20230523_105811,1684839525680002,004,person,19.232925,14.689783,4.761692,crosswalk,1,0,0,0.024279,1,1,2,1,2,1,0,1,7.644812,1.528962,1,1,0,0,5.469366,0.515214,vrus,person
0315,0037_20230523_105811,1684839525039978,005,person,19.122977,15.501431,5.428591,crosswalk,1,0,0,0.031484,1,1,2,1,2,1,0,1,7.312516,1.462503,1,1,0,0,5.137523,0.487034,vrus,person
0316,0037_20230523_105811,1684839507399999,006,person,-1.047445,0.651161,5.737582,sidewalk,0,1,0,0.038108,1,1,1,0,3,0,1,1,7.311753,1.462351,3,3,0,0,3.956371,0.627228,vrus,person
0317,0037_20230523_105811,1684839501039978,007,person,5.11931,8.91275,5.465491,crosswalk,1,0,0,0.044804,1,2,1,1,2,1,0,1,7.427411,1.614639,3,3,0,0,5.394856,0.848184,vrus,person
0323,0038_20230523_110238,1684839809720011,004,person,34.606021,20.769759,4.773621,curb,0,0,0,0.007201,2,1,2,2,1,1,0,1,8.661477,1.732295,2,1,0,1,10.664732,3.016106,vehicles,car
0328,0039_20230523_110534,1684839960560005,001,person,0.384724,2.180935,5.001396,crosswalk,1,0,0,0.008241,1,1,1,0,3,0,1,1,6.237987,1.247597,4,3,0,0,4.651735,2.196152,vrus,person
0330,0039_20230523_110534,1684839955399999,003,person,3.007933,5.686768,5.618116,crosswalk,1,0,0,0.028001,1,2,1,1,2,1,0,1,6.963575,1.392715,5,4,0,0,5.178634,0.645788,vrus,person
0331,0039_20230523_110534,1684839956280002,005,person,1.434288,2.433413,5.237869,crosswalk,1,0,0,0.053964,1,1,1,0,3,0,1,1,7.25074,1.450148,4,3,0,0,5.172921,2.065386,vrus,person
0332,0039_20230523_110534,1684839949760020,006,person,-7.255064,5.4285,4.77897,sidewalk,0,1,0,0.020897,1,2,1,1,2,1,0,1,6.210458,1.242092,2,1,0,1,2.609318,0.495618,vrus,person
0333,0039_20230523_110534,1684839951160005,007,person,6.26293,10.066902,4.715689,crosswalk,1,0,0,0.006906,1,2,1,1,2,1,0,1,6.80589,1.361178,5,4,0,0,5.554633,1.36262,vrus,person
0334,0039_20230523_110534,1684839988199984,009,person,12.211486,14.667867,0.061712,sidewalk,0,1,0,0.016972,2,1,2,2,1,1,0,0,0.074853,0.014971,1,1,0,0,0.078468,1.587117,vrus,person
0335,0039_20230523_110534,1684839946280002,010,person,-3.869019,2.494347,4.496014,sidewalk,0,1,0,0.03633,1,2,1,1,2,1,0,1,6.589257,1.317851,1,1,0,0,4.36968,0.194498,vrus,person
0341,0041_20230523_111106,1684840305760020,001,person,-1.053301,3.362896,5.490334,crosswalk,1,0,0,0.056806,1,2,1,1,2,1,0,1,8.387362,1.677472,3,3,0,0,4.495979,2.503246,vrus,person
0342,0041_20230523_111106,1684840309760020,002,person,4.745052,3.089881,6.116619,road,0,0,1,0.048643,1,2,1,1,2,1,0,1,8.778283,1.755657,4,4,0,0,6.215375,1.26359,vrus,person
0343,0041_20230523_111106,1684840316160005,003,person,12.684378,13.498667,4.988063,curb,0,0,0,0.011913,1,1,1,0,3,0,1,1,3.487283,0.697457,6,5,0,1,3.84749,0.149193,vrus,person
0350,0041_20230523_111106,1684840373720011,011,person,16.225864,13.421768,5.242063,crosswalk,1,0,0,0.029055,2,1,2,2,1,1,0,1,6.94087,1.388174,1,0,0,1,29.47364,4.765602,vehicles,car
0352,0041_20230523_111106,1684840348239993,015,person,33.208467,3.091588,2.93607,sidewalk,0,1,0,0.01745,2,1,2,2,1,1,0,1,7.213565,1.442713,1,1,0,0,2.551952,0.291717,vrus,person
0354,0041_20230523_111106,1684840274199984,017,person,-3.775419,3.842175,0.300517,sidewalk,0,1,0,0.017975,2,1,2,2,1,1,0,1,0.740339,0.148068,2,1,0,1,11.900656,1.963461,vrus,person
0355,0041_20230523_111106,1684840338359990,018,person,24.152905,10.33787,5.102202,crosswalk,1,0,0,0.015535,1,1,2,1,2,1,0,1,5.840602,1.16812,2,2,0,0,5.071643,0.985106,vrus,person
0356,0041_20230523_111106,1684840316840008,019,person,16.664496,15.419331,0.053182,sidewalk,0,1,0,0.01286,1,1,1,0,3,0,1,0,0.284684,0.056937,4,3,0,1,3.430921,2.693771,vehicles,car
0357,0041_20230523_111106,1684840325920026,020,person,14.562538,13.979856,0.084213,sidewalk,0,1,0,0.006457,1,1,1,0,3,0,1,0,0.080019,0.016004,5,4,0,1,2.991759,0.732135,vrus,person
0364,0042_20230523_111514,1684840570720011,000,person,-4.964529,4.199071,0.013808,sidewalk,0,1,0,0.041788,1,2,1,1,2,1,0,0,0.213403,0.042681,2,2,0,0,2.788097,0.534713,vrus,person
0365,0042_20230523_111514,1684840560280002,001,person,-0.329085,1.293648,0.031826,sidewalk,0,1,0,0.009776,1,1,1,0,3,0,1,0,0.033495,0.006699,2,2,0,0,0.12388,1.474334,vrus,person
0366,0042_20230523_111514,1684840579680002,002,person,-5.051444,4.302551,0.343036,sidewalk,0,1,0,0.003896,1,1,1,0,3,0,1,0,0.027374,0.005475,1,1,0,0,0.222106,0.527083,vrus,person
0367,0042_20230523_111514,1684840554199984,003,person,11.261265,16.435514,0.04963,sidewalk,0,1,0,0.01219,2,1,2,2,1,1,0,0,0.03249,0.006498,2,2,0,0,0.284994,1.433319,vrus,person
0368,0042_20230523_111514,1684840553720011,004,person,-2.041174,2.746272,0.058536,sidewalk,0,1,0,0.029812,2,1,2,2,1,1,0,0,0.008728,0.001746,4,4,0,0,0.027544,2.233238,vrus,person
0369,0042_20230523_111514,1684840583359990,005,person,13.434641,15.821535,1.794143,sidewalk,0,1,0,0.017652,1,1,1,0,3,0,1,1,0.631713,0.126343,2,2,0,0,4.879523,1.604104,vrus,person
0370,0042_20230523_111514,1684840548760020,006,person,-0.013915,-0.255216,0.332782,sidewalk,0,1,0,0.026502,2,1,2,2,1,1,0,0,0.484107,0.096821,2,2,0,0,0.050396,1.570899,vrus,person
0371,0042_20230523_111514,1684840567840008,007,person,13.5374,14.436387,0.26752,sidewalk,0,1,0,0.017441,1,2,1,1,2,1,0,1,8.618629,1.723726,2,2,0,0,0.242861,1.74088,vrus,person
0372,0042_20230523_111514,1684840602560005,008,person,14.298453,15.921814,0.63328,sidewalk,0,1,0,0.010434,2,1,2,2,1,1,0,0,0.009895,0.001979,1,1,0,0,0.099092,0.705736,vrus,person
0375,0042_20230523_111514,1684840530039978,011,person,1.757081,-4.895392,4.869701,crosswalk,1,0,0,0.019287,2,1,2,2,1,1,0,1,6.909416,1.381883,1,1,0,0,0.324294,4.544706,vrus,person
0376,0042_20230523_111514,1684840529039978,013,person,-14.742895,12.204962,3.684566,sidewalk,0,1,0,0.045626,2,1,2,2,1,1,0,1,5.285931,1.057186,1,0,0,1,18.00773,3.744684,vehicles,car
0381,0043_20230523_111854,1684840780119996,001,person,14.077791,15.948784,0.509133,sidewalk,0,1,0,0.027139,1,1,2,1,2,1,0,0,0.208285,0.041657,3,3,0,0,1.443114,0.292997,vrus,person
0382,0043_20230523_111854,1684840780119996,002,person,13.735932,16.338369,0.012128,sidewalk,0,1,0,0.025802,1,1,2,1,2,1,0,0,0.035168,0.007034,3,3,0,0,1.608783,0.518309,vrus,person
0383,0043_20230523_111854,1684840781039978,004,person,-4.617881,4.49302,0.357651,sidewalk,0,1,0,0.054181,1,1,2,1,2,1,0,0,0.055926,0.011185,1,0,0,0,0.207671,0.590091,vrus,bicycle
0385,0043_20230523_111854,1684840803800029,006,person,-3.202681,1.685012,0.265723,sidewalk,0,1,0,0.049076,2,1,2,2,1,1,0,0,0.03097,0.006194,2,1,0,0,0.134277,3.140155,vrus,bicycle
0386,0043_20230523_111854,1684840755920026,007,person,-0.380207,4.986924,5.231995,crosswalk,1,0,0,0.058641,1,2,1,1,2,1,0,1,7.117687,1.423537,4,3,0,0,2.271632,3.128677,vrus,person
0387,0043_20230523_111854,1684840753640023,008,person,16.930776,16.14612,0.018909,sidewalk,0,1,0,0.02461,1,2,1,1,2,1,0,0,0.023057,0.004611,2,2,0,0,0.043845,2.56598,vrus,person
0389,0043_20230523_111854,1684840746920026,010,person,-0.57627,-1.423023,3.979248,sidewalk,0,1,0,0.046504,1,1,1,0,3,0,1,1,5.682821,1.136564,2,2,0,0,0.227306,1.72872,vrus,person
0390,0043_20230523_111854,1684840760960035,011,person,3.468632,6.004794,4.041534,crosswalk,1,0,0,0.029521,1,2,1,1,2,1,0,1,5.805397,1.161079,2,2,0,0,4.780857,0.848214,vrus,person
0395,0043_20230523_111854,1684840740880017,017,person,-5.235911,3.751179,0.244467,sidewalk,0,1,0,0.049795,2,1,1,1,2,1,0,0,0.111234,0.022247,3,2,0,0,0.212073,0.965689,vrus,person
0396,0043_20230523_111854,1684840761079987,018,person,-5.380772,4.04078,0.02422,sidewalk,0,1,0,0.024267,1,2,1,1,2,1,0,0,0.482127,0.096425,2,1,0,0,0.05162,0.886434,vrus,bicycle
0400,0044_20230523_112300,1684841027119996,000,person,-4.701406,5.065438,4.062716,sidewalk,0,1,0,0.013219,1,2,1,1,2,1,0,1,7.879853,1.575971,5,5,0,0,4.576276,1.609587,vrus,person
0401,0044_20230523_112300,1684841025519996,001,person,-3.9965,4.290656,1.630662,sidewalk,0,1,0,0.021918,1,2,1,1,2,1,0,1,5.563322,1.112664,5,5,0,0,3.538643,0.153322,vrus,person
0402,0044_20230523_112300,1684841018440008,002,person,-2.477485,2.079651,0.079479,sidewalk,0,1,0,0.075834,1,1,1,0,3,0,1,0,0.078711,0.015742,5,5,0,0,0.417929,0.61907,vrus,person
0403,0044_20230523_112300,1684841015760020,003,person,9.966171,16.581315,0.046737,sidewalk,0,1,0,0.014689,1,1,1,0,3,0,1,0,0.132934,0.026587,2,2,0,0,0.505594,3.708696,vrus,person
0404,0044_20230523_112300,1684841015760020,004,person,13.666475,16.331956,0.652978,sidewalk,0,1,0,0.051473,1,1,1,0,3,0,1,0,0.318223,0.063645,2,2,0,0,0.202474,1.058712,vrus,person
0405,0044_20230523_112300,1684841015280002,006,person,-2.555413,2.772423,0.138774,sidewalk,0,1,0,0.01244,1,1,1,0,3,0,1,0,0.087243,0.017449,4,4,0,0,0.406465,0.676796,vrus,person
0406,0044_20230523_112300,1684841003119996,007,person,14.666607,15.933242,0.041192,sidewalk,0,1,0,0.006043,2,1,2,2,1,1,0,0,0.033464,0.006693,2,2,0,0,0.090921,0.745764,vrus,person
0407,0044_20230523_112300,1684841002079987,008,person,-3.892089,1.470244,4.041778,sidewalk,0,1,0,0.046709,2,1,2,2,1,1,0,1,5.481061,1.096212,6,6,0,0,0.067344,1.552042,vrus,person
0408,0044_20230523_112300,1684841038560005,009,person,8.700249,12.303164,4.880398,crosswalk,1,0,0,0.03144,1,1,1,0,3,0,1,1,6.42684,1.285368,4,4,0,0,4.218514,1.968503,vrus,person
0410,0044_20230523_112300,1684841007280002,011,person,-4.316655,4.530737,0.220376,sidewalk,0,1,0,0.006779,2,1,2,2,1,1,0,0,0.06772,0.013544,6,6,0,0,0.85372,0.570217,vrus,person
0412,0044_20230523_112300,1684840998399999,014,person,-2.588257,2.835944,0.065482,sidewalk,0,1,0,0.018098,2,1,2,2,1,1,0,0,0.04413,0.008826,6,6,0,0,0.974649,0.726721,vrus,person
0413,0044_20230523_112300,1684841024680002,015,person,-1.551379,2.069487,1.682752,sidewalk,0,1,0,0.009046,1,2,1,1,2,1,0,1,5.682489,1.136498,4,4,0,0,3.14882,0.788456,vrus,person
0414,0044_20230523_112300,1684840987480017,016,person,-2.878907,27.722109,6.016931,sidewalk,0,1,0,0.026154,2,1,2,2,1,1,0,1,8.430408,1.686082,1,1,0,0,12.474294,0.995686,vrus,person
0417,0044_20230523_112300,1684840987039978,019,person,-1.962858,25.614797,13.235021,sidewalk,0,1,0,0.046791,2,1,2,2,1,1,0,1,8.999016,1.890529,1,1,0,0,5.811753,1.662988,vrus,person
0430,0047_20230526_055334,1685080503920035,000,person,12.275546,15.652219,0.096738,sidewalk,0,1,0,0.016198,1,1,1,0,3,0,1,0,0.021247,0.004249,1,1,0,0,0.10556,1.469659,vrus,person
0431,0047_20230526_055334,1685080486160035,001,person,10.957201,16.280728,0.007106,sidewalk,0,1,0,0.02493,2,1,1,1,2,1,0,0,0.015604,0.003121,1,1,0,0,0.036359,1.468321,vrus,person
0443,0048_20230526_060338,1685081028080035,003,person,15.760392,14.831444,6.542523,sidewalk,0,1,0,0.007913,2,1,2,2,1,1,0,1,4.554535,0.910907,2,2,0,0,2.564242,0.495558,vrus,person
0445,0049_20230526_060526,1685081145840035,001,person,7.82756,15.509268,5.341906,crosswalk,1,0,0,0.033582,1,1,1,0,3,0,1,1,6.681415,1.336283,1,1,0,0,5.357821,4.09135,vrus,person
0446,0049_20230526_060526,1685081143360035,002,person,4.99523,8.839082,5.747118,crosswalk,1,0,0,0.039559,1,2,1,1,2,1,0,1,7.570789,1.514158,1,1,0,0,5.608668,3.647136,vrus,person
0450,0050_20230322_120844,1679486947640035,000,person,-2.660301,2.384524,0.069378,sidewalk,0,1,0,0.020477,2,1,2,2,1,1,0,0,0.006951,0.00139,2,1,0,1,8.89104,2.60349,vrus,person
0451,0050_20230322_120844,1679486947640035,001,person,10.208628,15.859428,0.354273,sidewalk,0,1,0,0.002387,2,1,2,2,1,1,0,0,0.333955,0.066791,2,2,0,0,3.011435,2.841683,vrus,person
0452,0050_20230322_120844,1679486947640035,002,person,13.829381,15.640232,0.714015,sidewalk,0,1,0,0.014936,2,1,2,2,1,1,0,0,0.145238,0.029048,1,1,0,0,0.354273,3.627382,vrus,person
0453,0050_20230322_120844,1679486947640035,003,person,-0.931521,0.437866,0.022772,sidewalk,0,1,0,0.031443,2,1,2,2,1,1,0,0,0.014755,0.002951,2,1,0,1,8.914343,2.60349,vrus,person
0454,0050_20230322_120844,1679486950760035,004,person,12.100261,15.05151,5.550789,sidewalk,0,1,0,0.007691,2,1,2,2,1,1,0,1,7.669066,1.533813,2,2,0,0,0.329832,1.697163,vrus,person
0456,0050_20230322_120844,1679486960600035,006,person,19.077035,13.568962,5.549365,crosswalk,1,0,0,0.024951,2,1,2,2,1,1,0,1,7.537136,1.507427,1,0,0,1,0.067111,4.648693,vehicles,car
0457,0050_20230322_120844,1679486932360035,007,person,13.815291,15.869676,0.51272,sidewalk,0,1,0,0.023656,1,1,2,1,2,1,0,0,0.150506,0.030101,3,3,0,0,0.286629,0.519732,vrus,person
0458,0051_20230322_121247,1679487196560035,000,person,6.581509,12.482893,4.036209,crosswalk,1,0,0,0.026846,1,2,1,1,2,1,0,1,5.213237,1.042647,3,3,0,0,5.007733,0.306028,vrus,person
0459,0051_20230322_121247,1679487199240035,001,person,2.487381,9.117126,6.114704,crosswalk,1,0,0,0.01752,1,2,1,1,2,1,0,1,8.41695,1.68339,4,4,0,0,4.956588,2.787127,vrus,person
0460,0051_20230322_121247,1679487194160035,002,person,11.66469,15.114351,5.144387,sidewalk,0,1,0,0.015174,1,2,1,1,2,1,0,1,7.594107,1.518821,3,3,0,0,5.222178,2.240751,vrus,person
0461,0051_20230322_121247,1679487191960035,003,person,11.799255,15.755928,1.622994,sidewalk,0,1,0,0.005101,1,2,1,1,2,1,0,1,7.828095,1.565619,3,3,0,0,1.304635,1.640902,vrus,person
0462,0051_20230322_121247,1679487202920035,004,person,2.849306,7.004682,3.837185,crosswalk,1,0,0,0.071716,1,1,1,0,3,0,1,1,5.278787,1.055757,2,2,0,0,5.058671,0.272592,vrus,person
0463,0051_20230322_121247,1679487182320035,005,person,8.053086,17.288528,5.67491,sidewalk,0,1,0,0.038869,1,1,1,0,3,0,1,1,7.732099,1.54642,3,3,0,0,0.175407,2.112416,vrus,person
0465,0052_20230322_141812,1679494735520035,002,person,0.378023,-1.777493,6.260223,sidewalk,0,1,0,0.020928,2,1,2,2,1,1,0,1,8.414575,1.682915,1,0,0,1,9.465936,3.373372,vehicles,car
0470,0053_20230322_142112,1679494921800035,000,person,-2.950585,2.446272,0.01143,sidewalk,0,1,0,0.031397,2,1,2,2,1,1,0,0,0.045891,0.009178,1,1,0,0,0.097365,1.693084,vrus,person
0471,0053_20230322_142112,1679494945360035,001,person,-4.398711,1.927885,0.120593,sidewalk,0,1,0,0.032902,1,2,1,1,2,1,0,1,5.582014,1.116403,1,1,0,0,0.087136,1.532706,vrus,person
0473,0053_20230322_142112,1679494885240035,003,person,-4.496615,2.051512,0.585429,sidewalk,0,1,0,0.064207,1,1,2,1,2,1,0,0,0.221945,0.044389,1,1,0,0,0.017703,1.561186,vrus,person
0478,0054_20230322_142344,1679495120040035,000,person,-1.895927,0.916861,1.717274,sidewalk,0,1,0,0.003876,1,1,1,0,3,0,1,1,1.915489,0.383098,1,1,0,0,1.988162,0.741013,vrus,person
0479,0054_20230322_142344,1679495133160035,002,person,27.22355,7.955184,0.172661,sidewalk,0,1,0,0.051257,1,2,1,1,2,1,0,0,0.030409,0.006082,1,0,0,1,24.488451,4.945521,vehicles,car
0480,0054_20230322_142344,1679495042880035,004,person,4.471204,10.46269,5.983342,crosswalk,1,0,0,0.013546,1,2,1,1,2,1,0,1,7.558816,1.511763,1,0,0,0,6.068474,0.898382,vrus,bicycle
0490,0055_20230322_143231,1679495578800035,000,person,7.767206,13.434983,7.173341,crosswalk,1,0,0,0.010084,1,2,1,1,2,1,0,1,8.833151,1.76663,1,1,0,0,6.07054,1.553275,vrus,person
0492,0055_20230322_143231,1679495575520035,002,person,11.140773,16.301429,0.076116,sidewalk,0,1,0,0.007849,1,2,1,1,2,1,0,1,6.02497,1.204994,1,1,0,0,1.632947,1.680553,vrus,person
