sample_id,target_velocity,neighbor_count_within_radius,nbr_1_dx,nbr_1_dy,nbr_1_distance,nbr_1_velocity,nbr_1_type,nbr_1_class,nbr_1_type_enc,nbr_1_class_enc,nbr_2_dx,nbr_2_dy,nbr_2_distance,nbr_2_velocity,nbr_2_type,nbr_2_class,nbr_2_type_enc,nbr_2_class_enc,nbr_3_dx,nbr_3_dy,nbr_3_distance,nbr_3_velocity,nbr_3_type,nbr_3_class,nbr_3_type_enc,nbr_3_class_enc,nbr_4_dx,nbr_4_dy,nbr_4_distance,nbr_4_velocity,nbr_4_type,nbr_4_class,nbr_4_type_enc,nbr_4_class_enc,nbr_5_dx,nbr_5_dy,nbr_5_distance,nbr_5_velocity,nbr_5_type,nbr_5_class,nbr_5_type_enc,nbr_5_class_enc
0295,5.561227576567916,2,2.54478,-1.099412,2.772114,1.974213,vrus,person,1,1,2.895983,4.075816,4.9999,5.556483,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0296,5.015751392562358,2,0.779999,-0.531146,0.943671,5.225137,vrus,person,1,1,1.191999,-1.241585,1.721161,4.521435,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0297,4.427331249881705,3,0.753314,-0.353295,0.832045,4.950317,vrus,person,1,1,-0.509666,0.750771,0.907423,3.449457,vrus,person,1,1,4.316676,1.948701,4.736152,1.208595,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0298,0.10584185660145976,1,0.152258,1.201984,1.211589,0.421135,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0300,5.649269843740827,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0301,5.502903709852534,1,3.853141,-0.298386,3.864677,2.673611,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0303,0.8617641748040589,2,-1.832736,-1.139159,2.157917,3.22504,vrus,person,1,1,3.67734,-1.060959,3.827331,0.471139,vrus,bicycle,1,5,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0306,5.167872562204294,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0308,5.296334920105154,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0309,5.411959435384726,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0312,0.4923078131562065,1,-2.477223,-0.173856,2.483316,3.975501,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0313,4.730101872591859,2,-1.574239,-4.497215,4.764784,0.857808,vrus,person,1,1,-2.763484,-4.13358,4.972256,4.787223,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0314,4.761692415030919,1,0.512709,0.050748,0.515214,5.469366,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0315,5.428591416641434,1,-0.45769,-0.166498,0.487034,5.137523,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0316,5.73758193936833,3,0.545056,-0.310369,0.627228,4.930314,vrus,person,1,1,1.041773,-0.537934,1.172461,5.194054,vrus,person,1,1,-1.878335,-4.419314,4.801924,1.744746,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0317,5.4654906836764425,3,-0.766987,0.362142,0.848184,5.256994,vrus,person,1,1,-0.987994,0.5362,1.124119,5.952895,vrus,person,1,1,3.169842,2.094676,3.799417,4.97468,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0319,0.14613432424429926,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0320,4.700897200955782,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0323,4.773620799609242,2,-2.34804,1.893041,3.016106,16.905326,vehicles,car,2,2,4.382811,-1.293196,4.569615,4.424138,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0324,6.902988841517366,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0325,0.7990579374178911,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0327,0.12831378830560142,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0328,5.001396326630468,4,-0.081318,-2.194646,2.196152,3.930367,vrus,person,1,1,-0.920734,-2.750532,2.900548,5.187391,vrus,person,1,1,-0.606818,-3.563696,3.614991,5.064259,vrus,person,1,1,-3.11776,-3.7173,4.851675,4.424923,vrus,bicycle,1,5,0.0,0.0,0.0,0.0,,,0,0
0329,0.8975911666955882,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0330,5.6181157006535996,5,-0.310354,0.566323,0.645788,5.252277,vrus,person,1,1,0.386081,-0.552865,0.674328,5.149056,vrus,person,1,1,-0.872444,-2.171205,2.339934,5.245904,vrus,person,1,1,1.678425,2.142228,2.721442,5.167716,vrus,person,1,1,-2.921558,-0.670919,2.997605,5.078215,vrus,bicycle,1,5
0331,5.237869271228373,4,1.285184,1.616825,2.065386,5.316892,vrus,person,1,1,0.876934,2.166471,2.337223,5.19621,vrus,person,1,1,-1.942675,1.508713,2.459716,4.961905,vrus,bicycle,1,5,0.558172,2.752083,2.808116,5.216677,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0
0332,4.778970043823398,2,-0.126947,-0.479084,0.495618,5.119582,vrus,person,1,1,1.312589,4.649265,4.830999,0.099054,vehicles,car,2,2,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0333,4.715689249192436,5,0.378632,1.308958,1.36262,5.460648,vrus,person,1,1,0.45685,1.467858,1.537309,5.816792,vrus,person,1,1,-0.118097,-1.541102,1.54562,5.40961,vrus,person,1,1,-2.728101,-0.054251,2.72864,5.247568,vrus,bicycle,1,5,2.541971,2.799663,3.781499,5.838545,vrus,person,1,1
0334,0.06171168539040305,1,-0.826465,1.354952,1.587117,0.078468,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0335,4.496013994065121,1,-0.15862,-0.112558,0.194498,4.36968,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0337,5.809663690413886,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0338,6.535473891873564,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0341,5.490333671404257,3,1.823298,-1.715175,2.503246,4.454307,vrus,person,1,1,2.08888,-1.476047,2.55776,4.463795,vrus,person,1,1,1.485162,-4.160287,4.417431,4.569835,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0342,6.116618928357247,4,-0.762534,1.007572,1.26359,5.541622,vrus,person,1,1,0.464225,3.568736,3.598803,6.401484,vrus,person,1,1,0.427308,3.580755,3.606162,6.524979,vrus,person,1,1,-0.869368,4.758995,4.837751,6.393413,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0
0343,4.988063242276416,5,0.007191,0.14902,0.149193,4.853582,vrus,person,1,1,-1.1984,1.428098,1.864304,5.044199,vrus,person,1,1,-2.142892,-1.221478,2.466576,5.74514,vrus,person,1,1,-2.480991,-2.373177,3.433262,5.618514,vrus,person,1,1,0.844866,-3.4759,3.577105,1.811722,vehicles,car,2,2
0344,0.45295730892141917,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0346,5.331622962599534,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0347,4.656763634529631,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0348,4.758276340501345,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0349,0.04503889311998653,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0350,5.242062658764425,1,-3.786674,-2.893451,4.765602,29.47364,vehicles,car,2,2,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0351,5.14343402748387,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0352,2.93607045017539,1,-0.234455,0.173578,0.291717,2.551952,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0353,4.842459269375489,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0354,0.30051748014694374,2,1.091334,-1.632228,1.963461,0.099014,vrus,person,1,1,1.096244,3.323436,3.499568,23.702297,vehicles,truck,2,3,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0355,5.102202426873391,2,-0.983346,-0.058865,0.985106,4.58886,vrus,person,1,1,3.803162,2.376421,4.484576,5.554426,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0356,0.05318183741753788,4,2.460581,-1.096332,2.693771,1.120136,vehicles,car,2,2,-3.18919,-1.457238,3.506348,4.105241,vrus,person,1,1,-3.197657,-1.634173,3.591035,3.868789,vrus,person,1,1,-4.328121,-0.175654,4.331683,4.629519,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0
0357,0.08421345522589879,5,0.261398,0.683881,0.732135,0.144913,vrus,person,1,1,1.482562,0.177508,1.493151,0.184877,vrus,person,1,1,1.564685,0.37567,1.609151,0.057991,vrus,person,1,1,3.866386,-1.039724,4.003744,13.675113,vehicles,car,2,2,3.092379,2.832435,4.193507,0.895903,vrus,person,1,1
0364,0.013807858627586067,2,-0.515887,-0.140637,0.534713,0.046679,vrus,person,1,1,4.219364,0.709104,4.278535,5.529515,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0365,0.03182591999006862,2,0.716109,-1.28874,1.474334,0.028469,vrus,person,1,1,-1.685833,1.460906,2.230758,0.219292,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0366,0.3430355571937246,1,0.510984,0.129277,0.527083,0.222106,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0367,0.049629629866049664,2,1.305978,-0.590615,1.433319,0.083946,vrus,person,1,1,3.299304,-0.742343,3.381787,0.486043,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0368,0.05853617893820306,4,1.703669,-1.443905,2.233238,0.022352,vrus,person,1,1,-2.975223,1.574298,3.366061,0.021111,vrus,person,1,1,2.437269,-2.743481,3.669737,0.031382,vrus,person,1,1,-3.478638,1.674994,3.860897,0.035333,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0
0369,1.7941427902927454,2,0.48159,-1.530104,1.604104,5.371927,vrus,person,1,1,-2.566455,-1.732798,3.096657,4.387118,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0370,0.3327815131846082,2,-0.316569,1.538671,1.570899,0.034736,vrus,person,1,1,-1.996219,3.034341,3.632095,0.066056,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0371,0.26751993597595036,2,-1.043803,1.393247,1.74088,0.008466,vrus,person,1,1,-2.262643,2.03314,3.041909,0.477257,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0372,0.6332798484583269,1,-0.579488,0.402811,0.705736,0.099092,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0373,4.91793179473853,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0374,4.843661620705371,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0375,4.869700742303756,1,-2.175377,3.990249,4.544706,0.324294,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0376,3.684565800142148,1,2.541039,2.750597,3.744684,18.00773,vehicles,car,2,2,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0377,5.632548917945637,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0381,0.5091328592979771,3,0.234182,0.176084,0.292997,0.047574,vrus,person,1,1,-0.341859,0.389585,0.518309,0.012128,vrus,person,1,1,3.641715,-0.455609,3.670105,4.269641,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0382,0.012127728755041199,3,0.341859,-0.389585,0.518309,0.509133,vrus,person,1,1,0.576041,-0.213501,0.614334,0.047574,vrus,person,1,1,3.983574,-0.845194,4.072249,4.269641,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0383,0.3576512006677923,1,-0.471409,-0.354938,0.590091,0.207671,vrus,bicycle,1,5,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0384,0.3169955027624148,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0385,0.26572280685495375,2,-1.985426,2.43283,3.140155,0.190223,vrus,bicycle,1,5,-1.456848,3.003786,3.338434,0.078331,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0386,5.231995131427499,4,0.318788,-3.112393,3.128677,4.767546,vrus,person,1,1,0.680851,-3.53302,3.598026,4.022177,vrus,person,1,1,-4.205986,-0.406133,4.225549,0.157479,vrus,person,1,1,-4.271539,-0.519313,4.302991,0.139326,vrus,bicycle,1,5,0.0,0.0,0.0,0.0,,,0,0
0387,0.018909465469596567,2,-2.547781,-0.305069,2.56598,0.049999,vrus,person,1,1,-3.063686,0.112829,3.065763,0.037691,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0388,4.547935818274108,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0389,3.9792477255017986,2,-0.408772,1.679696,1.72872,0.303271,vrus,person,1,1,-2.036419,3.951952,4.445777,0.151341,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0390,4.041533543098898,2,-0.345513,0.774653,0.848214,4.268212,vrus,person,1,1,1.429094,3.843614,4.100692,5.293501,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0391,3.990960079987657,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0392,5.185628459204022,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0393,4.986932278283926,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0395,0.24446726669132465,3,0.528981,0.80792,0.965689,0.185726,vrus,person,1,1,0.688285,0.88977,1.124911,0.137463,vrus,bicycle,1,5,2.69476,-1.043555,2.889765,0.313031,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0396,0.024220449190318846,2,0.674407,0.575275,0.886434,0.062135,vrus,bicycle,1,5,0.790635,0.528626,0.951078,0.041106,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0397,4.268058033035901,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0400,4.062716043774333,5,1.56296,0.384611,1.609587,2.957448,vrus,person,1,1,2.030785,0.299184,2.052705,5.272871,vrus,person,1,1,3.843662,-0.299759,3.855333,5.568487,vrus,person,1,1,4.125709,-0.866366,4.215692,4.97036,vrus,person,1,1,4.8012,-1.176502,4.943246,4.112216,vrus,person,1,1
0401,1.6306620343084712,5,-0.007261,-0.15315,0.153322,6.208178,vrus,person,1,1,-1.865285,0.263172,1.883759,1.278651,vrus,person,1,1,1.686842,-1.022654,1.972627,3.013407,vrus,person,1,1,2.130991,-1.555342,2.638221,3.473688,vrus,person,1,1,2.905356,-1.721583,3.37712,3.719293,vrus,person,1,1
0402,0.07947913948874841,5,0.595343,-0.169747,0.61907,0.13566,vrus,person,1,1,-0.175816,0.729872,0.750749,0.112155,vrus,person,1,1,-1.76512,2.07964,2.727737,0.066738,vrus,person,1,1,-2.384566,2.072323,3.159221,1.531825,vrus,person,1,1,-3.549216,2.434337,4.303827,0.243267,vrus,person,1,1
0403,0.046737440615609624,2,3.700304,-0.249359,3.708696,0.652978,vrus,person,1,1,4.657326,-0.702105,4.70995,0.358211,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0404,0.6529779986290979,2,0.957022,-0.452746,1.058712,0.358211,vrus,person,1,1,-3.700304,0.249359,3.708696,0.046737,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0405,0.13877387209839218,4,0.013528,-0.676661,0.676796,0.394613,vrus,person,1,1,-1.71468,1.270459,2.134056,0.62383,vrus,person,1,1,-1.882127,1.81843,2.617076,0.446572,vrus,person,1,1,-3.494159,1.729096,3.898579,0.160845,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0
0406,0.041192239495607394,2,-0.648827,0.367679,0.745764,0.168921,vrus,person,1,1,-4.724953,0.627496,4.766438,0.012922,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0407,4.0417784073738074,5,1.387649,0.695172,1.552042,0.053835,vrus,person,1,1,1.259248,1.36885,1.859961,0.12118,vrus,person,1,1,1.887667,0.423635,1.934619,0.067861,vrus,person,1,1,-0.432148,2.493472,2.530644,0.00423,vrus,person,1,1,-0.504288,3.07142,3.112544,0.089377,vrus,person,1,1
0408,4.880397974364915,4,-1.6482,1.07631,1.968503,3.806207,vrus,person,1,1,-1.670965,1.49811,2.244205,3.870845,vrus,person,1,1,2.457957,1.968702,3.149181,4.249731,vrus,person,1,1,2.776705,2.36359,3.646457,4.947272,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0
0409,3.788300889268184,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0410,0.22037596544258176,5,-0.02762,-0.569547,0.570217,0.067612,vrus,person,1,1,-1.717654,-0.014344,1.717714,0.128226,vrus,person,1,1,1.694878,-1.73342,2.424325,0.078684,vrus,person,1,1,1.828919,-2.358735,2.984724,0.013986,vrus,person,1,1,2.174817,-2.60428,3.39295,0.490084,vrus,person,1,1
0411,5.137312691388153,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0412,0.06548240094901263,5,0.363258,-0.629418,0.726721,0.946624,vrus,person,1,1,0.514935,-0.928999,1.062166,0.395638,vrus,person,1,1,-1.728642,1.139405,2.070374,0.018149,vrus,person,1,1,-1.725627,1.720407,2.436717,0.085003,vrus,person,1,1,-3.641367,1.516951,3.944705,0.151802,vrus,person,1,1
0413,1.6827521743112857,4,-0.768618,0.175753,0.788456,1.95271,vrus,person,1,1,-1.058076,0.815446,1.335843,1.375148,vrus,person,1,1,-2.516165,2.06258,3.25351,0.561666,vrus,person,1,1,-3.521368,0.935445,3.643499,8.705757,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0
0414,6.016931279773304,1,-0.17995,-0.97929,0.995686,12.474294,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0417,13.235021184853789,1,-0.385914,1.617591,1.662988,5.811753,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0419,5.0853730565418305,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0427,5.346257085456938,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
0429,4.961022074697181,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0
