sample_id,split,track_id_A,track_id_B,class_A,class_B,ts,ax,ay,bx,by,avx,avy,bvx,bvy,speed_a,speed_b,rel_x,rel_y,rel_vx,rel_vy,dist_xy,theta_global,theta_local,heading_a,heading_b,heading_diff,closing_speed
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474124120035,-1.7487,0.999,-2.57,2.7069,-0.0084,-0.0239,-0.0088,-0.0069,0.0253,0.0112,-1.3412,-1.3389,-0.0159,-0.0061,1.8951,2.019,-2.3571,-1.9071,-2.4804,-0.5733,-0.0156
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474124240035,-1.7501,0.9962,-2.5712,2.7061,-0.0147,-0.0212,-0.011,-0.0061,0.0258,0.0126,-0.9386,-1.6483,-0.0145,-0.0056,1.8968,2.0185,-2.0885,-2.1763,-2.6352,-0.4589,-0.012
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474124360035,-1.7522,0.9939,-2.5726,2.7054,-0.0189,-0.0175,-0.0125,-0.0055,0.0258,0.0136,-0.5594,-1.8137,-0.0129,-0.0044,1.898,2.0178,-1.87,-2.3954,-2.7263,-0.3309,-0.008
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474124480035,-1.7547,0.992,-2.5742,2.7047,-0.0212,-0.014,-0.0134,-0.0053,0.0254,0.0144,-0.2605,-1.8807,-0.0113,-0.0029,1.8987,2.0171,-1.7084,-2.5577,-2.7639,-0.2063,-0.0045
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474124600035,-1.7573,0.9905,-2.5759,2.7041,-0.0212,-0.011,-0.0143,-0.0049,0.0239,0.0151,-0.0604,-1.8981,-0.009,-0.0022,1.8991,2.0164,-1.6026,-2.6641,-2.8095,-0.1453,-0.0025
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474124720035,-1.7598,0.9894,-2.5776,2.7036,-0.019,-0.0085,-0.0151,-0.0043,0.0208,0.0157,0.0488,-1.8987,-0.0052,-0.0022,1.8993,2.016,-1.5451,-2.7221,-2.8652,-0.1431,-0.0021
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474124840035,-1.7619,0.9885,-2.5795,2.7031,-0.0151,-0.006,-0.0158,-0.0038,0.0162,0.0162,0.1249,-1.8955,-0.0001,-0.0023,1.8996,2.0158,-1.505,-2.7624,-2.9059,-0.1435,-0.0023
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474124960035,-1.7634,0.9879,-2.5814,2.7027,-0.0102,-0.0025,-0.0159,-0.0033,0.0105,0.0162,0.3769,-1.8621,0.0057,-0.0007,1.8998,2.0159,-1.3711,-2.8962,-2.9394,-0.0433,-0.0018
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474125080035,-1.7643,0.9879,-2.5833,2.7023,-0.0054,0.0018,-0.0156,-0.0026,0.0057,0.0158,1.3209,-1.3657,0.0082,0.0075,1.9,2.0165,-0.8021,2.8185,-2.9744,0.4902,-0.0004
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474125200035,-1.7647,0.9884,-2.5852,2.702,-0.0012,0.0061,-0.0149,-0.0025,0.0062,0.0151,1.8404,0.4718,-0.0058,0.0151,1.8999,2.0173,0.251,1.7664,-2.9762,1.5406,0.0019
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474125320035,-1.7646,0.9894,-2.5869,2.7017,0.0028,0.0096,-0.0131,-0.0029,0.01,0.0134,1.4169,1.2652,-0.0165,0.0117,1.8995,2.0185,0.7289,1.2896,-2.9208,2.0728,0.0045
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474125440035,-1.764,0.9907,-2.5883,2.7013,0.0066,0.0119,-0.0103,-0.0034,0.0136,0.0109,1.0928,1.5529,-0.0216,0.0074,1.8989,2.0198,0.9576,1.0622,-2.8237,2.3973,0.0064
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474125560035,-1.763,0.9922,-2.5894,2.7009,0.0092,0.0124,-0.0075,-0.0035,0.0155,0.0082,0.8755,1.6841,-0.0227,0.0039,1.898,2.0212,1.0914,0.9299,-2.7091,2.6442,0.007
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474125680035,-1.7618,0.9937,-2.5901,2.7005,0.01,0.0113,-0.0054,-0.0029,0.0151,0.0061,0.7344,1.7493,-0.0208,0.0021,1.8972,2.0226,1.1733,0.8493,-2.6418,2.7921,0.0061
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474125800035,-1.7606,0.9949,-2.5906,2.7002,0.0094,0.0093,-0.0047,-0.0025,0.0132,0.0053,0.607,1.7968,-0.0183,0.0015,1.8965,2.0238,1.245,0.7788,-2.6528,2.8516,0.0044
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474125920035,-1.7595,0.9959,-2.5912,2.6999,0.0079,0.0064,-0.0058,-0.0028,0.0102,0.0064,0.4201,1.849,-0.0164,0.0015,1.8961,2.0249,1.3474,0.6775,-2.6984,2.9073,0.0022
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474126040035,-1.7587,0.9965,-2.592,2.6995,0.0051,0.0022,-0.0079,-0.0031,0.0056,0.0085,-0.0865,1.894,-0.0141,0.0003,1.896,2.0258,1.6165,0.4094,-2.7676,3.1062,-0.0009
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474126160035,-1.7583,0.9964,-2.5931,2.6991,0.0022,-0.0024,-0.01,-0.003,0.0033,0.0104,-1.8133,0.555,-0.0079,-0.0093,1.8963,2.0266,2.8446,-0.818,-2.8505,-2.0325,-0.0048
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474126280035,-1.7582,0.9959,-2.5944,2.6988,0.0013,-0.0059,-0.011,-0.0027,0.006,0.0113,-1.8468,-0.4344,-0.0059,-0.0113,1.8972,2.0273,-2.9106,-1.3453,-2.9018,-1.5565,-0.0083
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474126400035,-1.758,0.995,-2.5957,2.6985,0.0026,-0.0074,-0.0107,-0.0024,0.0079,0.0109,-1.8846,-0.2282,-0.0091,-0.0109,1.8983,2.0279,-3.0211,-1.2343,-2.9222,-1.688,-0.0104
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474126520035,-1.7576,0.9941,-2.597,2.6982,0.0045,-0.007,-0.0102,-0.0015,0.0083,0.0103,-1.8873,0.216,-0.0126,-0.0094,1.8997,2.0285,3.0276,-0.9991,-2.9993,-2.0002,-0.0114
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474126640035,-1.7569,0.9933,-2.5982,2.6982,0.0053,-0.0048,-0.011,0.0,0.0072,0.011,-1.7672,0.7007,-0.0154,-0.0074,1.9011,2.0292,2.7641,-0.7349,3.1413,-2.407,-0.0116
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474126760035,-1.7563,0.9929,-2.5996,2.6982,0.0042,-0.0012,-0.0129,0.0019,0.0044,0.0131,-1.2863,1.4017,-0.0174,-0.0017,1.9024,2.0301,2.3133,-0.2832,2.9924,-3.0076,-0.0104
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474126880035,-1.7559,0.993,-2.6013,2.6986,0.0021,0.0026,-0.0145,0.0047,0.0033,0.0152,0.8223,1.7168,-0.0085,0.0143,1.9036,2.031,1.1241,0.9069,2.8276,1.9207,-0.0092
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474127000035,-1.7558,0.9936,-2.6031,2.6994,-0.0004,0.0053,-0.015,0.0074,0.0053,0.0167,1.7589,0.7306,0.003,0.0145,1.9046,2.0318,0.3937,1.6381,2.6861,1.048,-0.0084
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474127120035,-1.756,0.9943,-2.6049,2.7004,-0.003,0.006,-0.0149,0.0092,0.0067,0.0175,1.9056,0.0069,0.0081,0.0093,1.9056,2.0325,0.0036,2.0289,2.5889,0.56,-0.0081
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474127240035,-1.7565,0.995,-2.6067,2.7016,-0.0049,0.0044,-0.0142,0.0103,0.0066,0.0175,1.775,-0.6959,0.0108,0.0019,1.9066,2.033,-0.3737,2.4066,2.5144,0.1078,-0.0094
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474127360035,-1.7572,0.9954,-2.6083,2.7029,-0.0049,0.0012,-0.0131,0.011,0.0051,0.0172,1.2435,-1.4469,0.0104,-0.0075,1.9079,2.0332,-0.8609,2.8941,2.4431,-0.451,-0.0124
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474127480035,-1.7577,0.9953,-2.6098,2.7042,-0.003,-0.0015,-0.0119,0.0116,0.0034,0.0166,0.0236,-1.9094,0.0022,-0.0157,1.9096,2.0334,-1.5584,-2.6914,2.3658,-1.226,-0.0157
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474127600035,-1.7579,0.995,-2.6112,2.7056,-0.0008,-0.0021,-0.0101,0.0117,0.0022,0.0154,-1.3155,-1.387,-0.0097,-0.0135,1.9116,2.0335,-2.3298,-1.9199,2.285,-2.0783,-0.0165
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474127720035,-1.7579,0.9948,-2.6122,2.707,0.0006,-0.0004,-0.0073,0.0111,0.0008,0.0133,-1.7028,0.8731,-0.0132,0.0046,1.9135,2.0336,2.6678,-0.6342,2.153,2.7872,-0.0138
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474127840035,-1.7577,0.9949,-2.6129,2.7083,0.0009,0.0027,-0.0031,0.0102,0.0028,0.0107,1.3649,1.3432,0.0059,0.0061,1.9149,2.0337,0.7774,1.2563,1.8636,0.6072,-0.0085
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474127960035,-1.7577,0.9955,-2.613,2.7095,-0.0001,0.0061,0.002,0.009,0.0061,0.0092,1.7338,0.8144,0.0028,-0.0022,1.9156,2.0337,0.4391,1.5945,1.3492,-0.2453,-0.0016
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474128080035,-1.7578,0.9964,-2.6124,2.7105,-0.002,0.0083,0.0073,0.0074,0.0085,0.0104,1.8658,0.4327,-0.003,-0.0088,1.9153,2.0333,0.2279,1.8054,0.7927,-1.0127,0.0049
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474128200035,-1.7581,0.9974,-2.6112,2.7112,-0.004,0.0092,0.0123,0.006,0.0101,0.0137,1.9119,0.0972,-0.0094,-0.0137,1.9144,2.0327,0.0508,1.9819,0.4559,-1.526,0.0101
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474128320035,-1.7587,0.9986,-2.6095,2.7119,-0.0066,0.0103,0.0161,0.0052,0.0122,0.0169,1.9024,-0.1999,-0.0164,-0.0164,1.9129,2.0317,-0.1047,2.1364,0.3144,-1.8219,0.0146
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474128440035,-1.7597,0.9999,-2.6074,2.7125,-0.009,0.0118,0.018,0.0046,0.0148,0.0185,1.8747,-0.3702,-0.0221,-0.017,1.9109,2.0304,-0.1949,2.2253,0.2494,-1.976,0.0184
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474128560035,-1.7609,1.0014,-2.6052,2.713,-0.0106,0.0126,0.0183,0.0032,0.0165,0.0186,1.855,-0.4487,-0.0258,-0.0161,1.9085,2.029,-0.2374,2.2664,0.1724,-2.094,0.0212
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474128680035,-1.7622,1.003,-2.603,2.7133,-0.0112,0.0122,0.018,0.001,0.0165,0.018,1.8291,-0.5351,-0.028,-0.0139,1.9058,2.0277,-0.2846,2.3123,0.0529,-2.2593,0.0229
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474128800035,-1.7636,1.0043,-2.6008,2.7132,-0.0111,0.0098,0.0173,-0.0012,0.0148,0.0173,1.7611,-0.7209,-0.0286,-0.0106,1.903,2.0264,-0.3885,2.4149,-0.0712,-2.486,0.0224
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474128920035,-1.7649,1.0053,-2.5988,2.713,-0.0106,0.0057,0.0165,-0.0027,0.012,0.0167,1.543,-1.1094,-0.0278,-0.0055,1.9004,2.0251,-0.6233,2.6484,-0.1595,-2.8079,0.0194
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474129040035,-1.7661,1.0057,-2.5969,2.7126,-0.0094,0.0012,0.0159,-0.0036,0.0095,0.0163,1.0345,-1.5917,-0.0257,0.0016,1.8983,2.0238,-0.9945,3.0182,-0.224,3.041,0.0154
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474129160035,-1.7672,1.0056,-2.595,2.7121,-0.0069,-0.0019,0.0155,-0.0044,0.0072,0.0161,0.3426,-1.8655,-0.021,0.0083,1.8967,2.0225,-1.3892,-2.8715,-0.2732,2.5983,0.012
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474129280035,-1.7678,1.0052,-2.5932,2.7115,-0.0035,-0.003,0.0155,-0.0045,0.0046,0.0162,-0.4965,-1.8293,-0.0134,0.0136,1.8954,2.0213,-1.8358,-2.426,-0.2832,2.1429,0.0096
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474129400035,-1.768,1.0049,-2.5913,2.711,-0.0005,-0.0029,0.0154,-0.0043,0.003,0.016,-1.5581,-1.0776,-0.0011,0.0159,1.8944,2.0204,-2.5365,-1.7263,-0.2719,1.4543,0.0082
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474129520035,-1.7679,1.0045,-2.5895,2.7105,0.002,-0.0026,0.0149,-0.0045,0.0033,0.0156,-1.8594,0.3579,0.0092,0.0092,1.8935,2.0196,2.9514,-0.9318,-0.2967,0.6352,0.0073
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474129640035,-1.7675,1.0042,-2.5877,2.7099,0.0043,-0.0027,0.0138,-0.0054,0.0051,0.0148,-1.6018,1.0082,0.0094,0.0028,1.8926,2.019,2.5798,-0.5608,-0.3716,0.1892,0.0065
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474129760035,-1.7669,1.0039,-2.5861,2.7092,0.0072,-0.0038,0.0122,-0.0058,0.0082,0.0135,-1.5174,1.13,0.0053,0.0005,1.8919,2.0187,2.5015,-0.4829,-0.4448,0.0381,0.0039
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474129880035,-1.7658,1.0033,-2.5848,2.7085,0.011,-0.0063,0.0098,-0.0055,0.0126,0.0112,-1.5578,1.0733,-0.0014,0.0001,1.8917,2.0186,2.5383,-0.5197,-0.5097,0.01,-0.0013
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474130000035,-1.7642,1.0024,-2.5838,2.7079,0.0149,-0.0092,0.008,-0.0053,0.0175,0.0095,-1.5972,1.0146,-0.008,-0.0003,1.8922,2.0188,2.5756,-0.5569,-0.5844,-0.0275,-0.0066
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474130120035,-1.7622,1.0011,-2.5829,2.7073,0.0188,-0.0113,0.0074,-0.0051,0.0219,0.009,-1.5808,1.0419,-0.0129,-0.0006,1.8933,2.0191,2.5588,-0.5397,-0.6012,-0.0615,-0.0105
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474130240035,-1.7597,0.9997,-2.582,2.7067,0.0233,-0.0111,0.007,-0.0044,0.0258,0.0083,-1.4753,1.189,-0.0176,-0.001,1.8947,2.0197,2.4632,-0.4435,-0.5627,-0.1192,-0.0131
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474130360035,-1.7566,0.9984,-2.5812,2.7062,0.0269,-0.0079,0.0063,-0.0032,0.028,0.0071,-1.2718,1.4067,-0.0211,-0.0013,1.8964,2.0206,2.3059,-0.2852,-0.4728,-0.1876,-0.0131
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474130480035,-1.7533,0.9978,-2.5805,2.7059,0.0273,-0.0026,0.0062,-0.0015,0.0275,0.0064,-0.9835,1.6232,-0.0211,-0.001,1.8979,2.0218,2.1155,-0.0937,-0.2425,-0.1488,-0.0101
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474130600035,-1.7501,0.9978,-2.5797,2.7058,0.0246,0.003,0.0073,0.0009,0.0247,0.0074,-0.6185,1.7953,-0.0174,0.0,1.8988,2.023,1.9026,0.1204,0.1223,0.0019,-0.0057
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474130720035,-1.7474,0.9985,-2.5787,2.7061,0.0202,0.0074,0.009,0.0036,0.0215,0.0097,-0.1881,1.8899,-0.0118,0.0002,1.8993,2.0239,1.67,0.3539,0.3785,0.0247,-0.0014
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474130840035,-1.7452,0.9996,-2.5776,2.7067,0.0149,0.0102,0.0104,0.0057,0.018,0.0119,0.282,1.8781,-0.0062,-0.0012,1.8992,2.0245,1.4218,0.6027,0.5025,-0.1002,0.0021
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474130960035,-1.7438,1.001,-2.5762,2.7075,0.009,0.0109,0.0112,0.0071,0.0141,0.0132,0.7795,1.7314,-0.0015,-0.0041,1.8988,2.0246,1.1478,0.8769,0.5651,-0.3118,0.0043
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474131080035,-1.7431,1.0022,-2.5749,2.7084,0.0029,0.01,0.0113,0.0074,0.0104,0.0135,1.4085,1.2724,-0.0001,-0.0088,1.8981,2.0244,0.7347,1.2897,0.5816,-0.7082,0.006
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474131200035,-1.7431,1.0033,-2.5735,2.7093,-0.0035,0.0082,0.0107,0.0067,0.0089,0.0126,1.8947,0.1,-0.007,-0.0125,1.8973,2.0238,0.0527,1.9711,0.5557,-1.4154,0.0076
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474131320035,-1.7439,1.0042,-2.5723,2.71,-0.009,0.0051,0.0099,0.0051,0.0103,0.0111,1.5601,-1.0781,-0.0165,-0.0093,1.8963,2.0229,-0.6047,2.6276,0.4732,-2.1544,0.0083
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474131440035,-1.7453,1.0046,-2.5712,2.7105,-0.0128,0.0011,0.0094,0.0031,0.0129,0.0099,0.9642,-1.6317,-0.022,-0.0038,1.8953,2.0217,-1.0371,3.0587,0.3162,-2.7426,0.0079
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474131560035,-1.747,1.0044,-2.57,2.7107,-0.015,-0.0027,0.0093,0.0014,0.0153,0.0094,0.5087,-1.8249,-0.0247,0.0003,1.8944,2.0202,-1.2989,-2.964,0.1506,3.1146,0.0069
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474131680035,-1.7489,1.0039,-2.5689,2.7108,-0.0165,-0.006,0.0094,0.0005,0.0176,0.0094,0.191,-1.884,-0.0266,0.0027,1.8937,2.0187,-1.4697,-2.7948,0.0509,2.8457,0.0054
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474131800035,-1.7509,1.003,-2.5678,2.7109,-0.0182,-0.0085,0.0095,-0.0001,0.0201,0.0095,0.0194,-1.893,-0.0286,0.0041,1.8931,2.0169,-1.5605,-2.7057,-0.012,2.6937,0.0044
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474131920035,-1.7532,1.0019,-2.5666,2.7108,-0.0196,-0.0094,0.0095,-0.0007,0.0217,0.0095,-0.0071,-1.8926,-0.03,0.0048,1.8926,2.015,-1.5745,-2.6936,-0.075,2.6186,0.0046
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474132040035,-1.7556,1.0008,-2.5655,2.7107,-0.0191,-0.0091,0.0095,-0.0014,0.0212,0.0096,-0.0008,-1.892,-0.0291,0.0053,1.892,2.0131,-1.5712,-2.6988,-0.1491,2.5498,0.0053
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474132160035,-1.7578,0.9997,-2.5644,2.7105,-0.0168,-0.0084,0.0095,-0.0023,0.0188,0.0097,-0.0413,-1.8909,-0.0262,0.0063,1.8914,2.0113,-1.5926,-2.6792,-0.2395,2.4398,0.0057
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474132280035,-1.7597,0.9987,-2.5632,2.7101,-0.0136,-0.0077,0.0094,-0.0033,0.0156,0.01,-0.1425,-1.8853,-0.0221,0.0075,1.8907,2.0098,-1.6463,-2.6271,-0.3383,2.2888,0.0058
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474132400035,-1.7611,0.9979,-2.5621,2.7097,-0.0095,-0.0071,0.009,-0.0043,0.0118,0.01,-0.385,-1.8503,-0.0164,0.0089,1.89,2.0085,-1.776,-2.4988,-0.446,2.0528,0.0053
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474132520035,-1.7619,0.997,-2.5611,2.7091,-0.0044,-0.0068,0.0081,-0.005,0.0081,0.0095,-1.0078,-1.5982,-0.0083,0.0095,1.8894,2.0075,-2.1334,-2.1423,-0.5484,1.5939,0.0036
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474132640035,-1.7621,0.9962,-2.5602,2.7085,0.0017,-0.0067,0.0063,-0.0047,0.0069,0.0079,-1.8566,-0.3489,-0.0008,0.005,1.8891,2.0069,-2.9558,-1.3204,-0.6352,0.6853,0.0001
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474132760035,-1.7615,0.9954,-2.5596,2.708,0.0078,-0.0059,0.0045,-0.0045,0.0098,0.0063,-1.6668,0.8897,-0.0035,-0.0009,1.8893,2.0069,2.6513,-0.6444,-0.7843,-0.1399,-0.0027
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474132880035,-1.7603,0.9948,-2.5591,2.7074,0.0121,-0.0042,0.0043,-0.0054,0.0128,0.0069,-1.3135,1.3586,-0.0069,-0.0037,1.8897,2.0072,2.3393,-0.3321,-0.8937,-0.5617,-0.0021
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474133000035,-1.7586,0.9944,-2.5585,2.7067,0.0143,-0.0025,0.0047,-0.0064,0.0146,0.008,-1.0867,1.5461,-0.0088,-0.0055,1.8899,2.0078,2.1834,-0.1756,-0.9342,-0.7586,-0.0006
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474133120035,-1.7568,0.9942,-2.558,2.7059,0.015,-0.0015,0.004,-0.0071,0.015,0.0081,-0.9728,1.6202,-0.0103,-0.0066,1.8899,2.0086,2.1115,-0.103,-1.0575,-0.9545,0.0004
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474133240035,-1.755,0.9941,-2.5576,2.705,0.0135,-0.0009,0.003,-0.0082,0.0136,0.0087,-0.919,1.6512,-0.0101,-0.0079,1.8898,2.0094,2.0787,-0.0693,-1.2238,-1.1545,0.0021
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474133360035,-1.7536,0.994,-2.5573,2.7039,0.0102,-0.0008,0.0025,-0.0099,0.0102,0.0102,-0.9321,1.6434,-0.0069,-0.0096,1.8894,2.0102,2.0867,-0.0766,-1.3181,-1.2416,0.005
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474133480035,-1.7526,0.9939,-2.5569,2.7026,0.0066,-0.0013,0.0032,-0.0122,0.0067,0.0126,-1.127,1.5155,-0.0011,-0.0113,1.8886,2.0108,2.2102,-0.1995,-1.3138,-1.1143,0.0084
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474133600035,-1.752,0.9937,-2.5565,2.701,0.004,-0.0029,0.0036,-0.0148,0.0049,0.0153,-1.6585,0.9008,0.0067,-0.0098,1.8874,2.0111,2.644,-0.6329,-1.3315,-0.6986,0.0106
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474133720035,-1.7516,0.9932,-2.5561,2.6991,0.0022,-0.0053,0.0021,-0.0168,0.0058,0.017,-1.8843,-0.0804,0.0106,-0.0046,1.886,2.0114,-3.0989,-1.1728,-1.4465,-0.2737,0.0104
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474133840035,-1.7515,0.9924,-2.556,2.697,-0.0005,-0.0064,-0.0006,-0.0177,0.0064,0.0177,-1.6423,-0.925,0.0113,0.0007,1.8849,2.0118,-2.6286,-1.6428,-1.6038,0.0389,0.0102
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474133960035,-1.7517,0.9917,-2.5562,2.6948,-0.0034,-0.0069,-0.0028,-0.0175,0.0077,0.0177,-1.1662,-1.4791,0.0092,0.0053,1.8836,2.0121,-2.2385,-2.0326,-1.7304,0.3023,0.0099
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474134080035,-1.7523,0.9907,-2.5567,2.6927,-0.0049,-0.0091,-0.0049,-0.0163,0.0103,0.017,-1.1145,-1.5172,0.0063,0.0034,1.8825,2.0123,-2.2043,-2.0666,-1.8633,0.2033,0.0065
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474134200035,-1.7529,0.9895,-2.5574,2.6909,-0.0049,-0.0119,-0.0073,-0.0143,0.0129,0.0161,-1.2609,-1.3972,0.0032,-0.0012,1.882,2.0125,-2.305,-1.9658,-2.0405,-0.0748,0.0012
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474134320035,-1.7535,0.9879,-2.5584,2.6893,-0.0036,-0.014,-0.0095,-0.012,0.0144,0.0153,-1.4479,-1.2026,-0.0005,-0.0062,1.8822,2.0127,-2.4485,-1.822,-2.2422,-0.4202,-0.0043
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474134440035,-1.7538,0.9861,-2.5597,2.688,-0.0015,-0.0149,-0.0113,-0.0092,0.015,0.0146,-1.6153,-0.9678,-0.0047,-0.0104,1.8831,2.013,-2.6018,-1.6683,-2.4608,-0.7925,-0.0094
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474134560035,-1.7538,0.9843,-2.5611,2.6871,0.0005,-0.015,-0.0128,-0.0062,0.015,0.0142,-1.7295,-0.7483,-0.0093,-0.013,1.8845,2.0135,-2.7332,-1.5364,-2.6923,-1.1558,-0.0137
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474134680035,-1.7537,0.9825,-2.5627,2.6866,0.0022,-0.0142,-0.0138,-0.0025,0.0143,0.014,-1.8093,-0.5335,-0.014,-0.014,1.8864,2.0141,-2.8549,-1.4142,-2.964,-1.5497,-0.0174
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474134800035,-1.7533,0.9809,-2.5644,2.6865,0.004,-0.012,-0.0144,0.0021,0.0126,0.0146,-1.8738,-0.2361,-0.0192,-0.0131,1.8887,2.0147,-3.0163,-1.2522,2.9968,-2.0342,-0.0206
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474134920035,-1.7527,0.9796,-2.5662,2.6871,0.0055,-0.0078,-0.0151,0.0068,0.0096,0.0166,-1.8642,0.319,-0.0239,-0.0084,1.8913,2.0154,2.9721,-0.9567,2.7184,-2.6081,-0.0221
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474135040035,-1.752,0.979,-2.5681,2.6881,0.0057,-0.0007,-0.016,0.0108,0.0057,0.0193,-1.0161,1.5983,-0.0229,0.0088,1.894,2.0163,2.1371,-0.1208,2.547,2.6679,-0.0198
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474135160035,-1.7513,0.9795,-2.5701,2.6897,0.0032,0.0101,-0.017,0.0143,0.0106,0.0222,1.3808,1.2993,-0.0022,0.0205,1.896,2.0173,0.755,1.2623,2.4409,1.1786,-0.0125
0004,train,train/0004,train/0005,pedestrian,pedestrian,1679474135280035,-1.7512,0.9815,-2.5721,2.6916,-0.0023,0.0244,-0.018,0.0177,0.0245,0.0253,1.7784,0.66,-0.0052,0.0163,1.897,2.0184,0.3554,1.663,2.3655,0.7025,-0.0008
